,what,type,of,arts,flourished,in,the,yuan,?
poetry,0.17510755360126495,0.09885027259588242,0.2650093734264374,0.30986854434013367,0.2407326102256775,0.2293929159641266,0.23306018114089966,0.17500092089176178,0.1394418478012085
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2528577744960785,0.24501930177211761,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3013502061367035,0.3146030306816101,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
theater,0.1395484209060669,0.0803385004401207,0.19138707220554352,0.3123880922794342,0.21194107830524445,0.3081531822681427,0.2354130744934082,0.09339244663715363,0.12811817228794098
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2528577744960785,0.24501930177211761,0.5201468467712402,0.4933079481124878,0.20958951115608215,0.31091248989105225
with,0.2464839518070221,0.1964726597070694,0.41827285289764404,0.19973041117191315,0.16793768107891083,0.4080928862094879,0.4223487675189972,0.09768989682197571,0.2433311939239502
many,0.36131182312965393,0.19664129614830017,0.37253960967063904,0.26020848751068115,0.3439488410949707,0.41474202275276184,0.4335206151008606,0.164876326918602,0.2124512493610382
great,0.2562883198261261,0.1103498712182045,0.3168134391307831,0.16497130692005157,0.2401064783334732,0.23348836600780487,0.2822027802467346,0.1734679937362671,0.13135133683681488
artists,0.19783541560173035,0.09214958548545837,0.18416832387447357,0.42059630155563354,0.21085460484027863,0.1669624298810959,0.2150506228208542,0.05955943465232849,0.1482434719800949
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.3013502061367035,0.3146030306816101,0.4954058527946472,0.5171257257461548,0.22359056770801544,0.20544172823429108
writers,0.2374120056629181,0.08817857503890991,0.23530523478984833,0.22145943343639374,0.23934541642665863,0.22500865161418915,0.26940304040908813,0.06455277651548386,0.1693820208311081
being,0.3760843276977539,0.17359550297260284,0.34885138273239136,0.14594966173171997,0.23400230705738068,0.33162933588027954,0.419739305973053,0.1840343177318573,0.26743772625923157
famous,0.1616666167974472,0.13719052076339722,0.3074295222759247,0.21622824668884277,0.3018084764480591,0.34673580527305603,0.28616565465927124,0.09327050298452377,0.10379006713628769
today,0.3814660608768463,0.17021092772483826,0.3291318118572235,0.1914004385471344,0.34128040075302124,0.3300545811653137,0.35740926861763,0.06580587476491928,0.17338968813419342
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2217400074005127,0.21051616966724396,0.5591574311256409,0.5934505462646484,0.17233723402023315,0.4130953550338745
