,what,type,of,conservation,include,providing,advice,on,the,handling,of,items,?
conservation,0.18246638774871826,0.1942603439092636,0.2804107666015625,1.0,0.17541679739952087,0.30285823345184326,0.2089831531047821,0.18406294286251068,0.2678036689758301,0.21988101303577423,0.2804107666015625,0.16996997594833374,0.1391831338405609
this,0.5489566326141357,0.36936521530151367,0.45148900151252747,0.3049583435058594,0.2503410577774048,0.30846378207206726,0.17344555258750916,0.4193967580795288,0.6274310946464539,0.29198604822158813,0.45148900151252747,0.31618455052375793,0.3155723512172699
includes,0.17138352990150452,0.19023317098617554,0.4359378218650818,0.26681679487228394,0.6689316630363464,0.2181590050458908,0.10322728753089905,0.2696145474910736,0.3388250470161438,0.2126287966966629,0.4359378218650818,0.2697852551937103,0.14011523127555847
:,-0.12022944539785385,-0.051249612122774124,-0.08807745575904846,-0.1084209606051445,-0.06567054241895676,-0.17385698854923248,-0.04343695193529129,-0.06502202153205872,-0.03403344005346298,-0.0873568207025528,-0.08807745575904846,-0.0577629916369915,-0.07156077772378922
performing,0.17896074056625366,0.11903562396764755,0.26357749104499817,0.17119073867797852,0.13657620549201965,0.25549039244651794,0.1997377574443817,0.2651815116405487,0.299594521522522,0.24219682812690735,0.26357749104499817,0.14205408096313477,0.14028958976268768
surveys,0.32375720143318176,0.21587780117988586,0.2617456614971161,0.34037816524505615,0.19261014461517334,0.29580044746398926,0.25187933444976807,0.20476274192333221,0.2685038149356842,0.17837950587272644,0.2617456614971161,0.26852503418922424,0.20467156171798706
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23182041943073273,0.35606324672698975,0.26877787709236145,0.26435917615890503,0.49057599902153015,0.4933079481124878,0.23747478425502777,0.4946078956127167,0.21073096990585327,0.31091248989105225
assessments,0.34285521507263184,0.24134698510169983,0.28826892375946045,0.3676919639110565,0.24512074887752533,0.37640929222106934,0.32389405369758606,0.2902882993221283,0.29574018716812134,0.2100396603345871,0.28826892375946045,0.3040525019168854,0.23634140193462372
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2740582227706909,0.3915219306945801,0.381117045879364,0.27470922470092773,0.4077630043029785,0.5171257257461548,0.2863425314426422,0.5116966962814331,0.2645854949951172,0.20544172823429108
providing,0.21766136586666107,0.20639026165008545,0.24403119087219238,0.30285823345184326,0.2370738983154297,1.0,0.3178023397922516,0.23362857103347778,0.29839932918548584,0.42649683356285095,0.24403119087219238,0.2750502824783325,0.1936793476343155
advice,0.28473421931266785,0.0627671480178833,0.20659290254116058,0.2089831531047821,0.15981805324554443,0.3178023397922516,1.0,0.24238508939743042,0.20341236889362335,0.2717946767807007,0.20659290254116058,0.20400942862033844,0.17199933528900146
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.18406294286251068,0.2332274466753006,0.23362857103347778,0.24238508939743042,0.9999999403953552,0.5107308030128479,0.19994781911373138,0.3966929316520691,0.20476584136486053,0.2714994251728058
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2678036689758301,0.2951717972755432,0.29839932918548584,0.20341236889362335,0.5107308030128479,1.0,0.20335273444652557,0.733189046382904,0.23580949008464813,0.22068053483963013
handling,0.22442099452018738,0.1697392612695694,0.2293243706226349,0.21988101303577423,0.23079518973827362,0.42649683356285095,0.2717946767807007,0.19994781911373138,0.20335273444652557,1.0,0.2293243706226349,0.3027002513408661,0.18795081973075867
of,0.33290785551071167,0.18112817406654358,1.0,0.2804107666015625,0.37431180477142334,0.24403119087219238,0.20659290254116058,0.3966929316520691,0.733189046382904,0.2293243706226349,1.0,0.21522082388401031,0.1826142966747284
items,0.23242159187793732,0.23057571053504944,0.21522082388401031,0.16996997594833374,0.2772357165813446,0.2750502824783325,0.20400942862033844,0.20476584136486053,0.23580949008464813,0.3027002513408661,0.21522082388401031,1.0000001192092896,0.19807128608226776
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23182041943073273,0.35606324672698975,0.26877787709236145,0.26435917615890503,0.49057599902153015,0.4933079481124878,0.23747478425502777,0.4946078956127167,0.21073096990585327,0.31091248989105225
correct,0.43571773171424866,0.27246972918510437,0.22131142020225525,0.20940516889095306,0.1510738879442215,0.27871429920196533,0.28646451234817505,0.24195939302444458,0.3107529580593109,0.28843411803245544,0.22131142020225525,0.1964300572872162,0.36336278915405273
packaging,0.20137622952461243,0.1674077957868576,0.1920408308506012,0.19309425354003906,0.2850026786327362,0.3462490439414978,0.26014184951782227,0.2201891839504242,0.2066499888896942,0.4116833508014679,0.1920408308506012,0.4555571675300598,0.18676738440990448
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.23182041943073273,0.35606324672698975,0.26877787709236145,0.26435917615890503,0.49057599902153015,0.4933079481124878,0.23747478425502777,0.4946078956127167,0.21073096990585327,0.31091248989105225
mounting,0.23100295662879944,0.15663355588912964,0.2874223291873932,0.19198212027549744,0.16351601481437683,0.2978757917881012,0.20208479464054108,0.2715034484863281,0.3319452106952667,0.3360758125782013,0.2874223291873932,0.23465000092983246,0.11803524941205978
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2740582227706909,0.3915219306945801,0.381117045879364,0.27470922470092773,0.4077630043029785,0.5171257257461548,0.2863425314426422,0.5116966962814331,0.2645854949951172,0.20544172823429108
handling,0.22442099452018738,0.1697392612695694,0.2293243706226349,0.21988101303577423,0.23079518973827362,0.42649683356285095,0.2717946767807007,0.19994781911373138,0.20335273444652557,1.0,0.2293243706226349,0.3027002513408661,0.18795081973075867
procedures,0.33542415499687195,0.19584175944328308,0.21479301154613495,0.23914720118045807,0.2063504159450531,0.3731931447982788,0.3684774935245514,0.23449495434761047,0.23226140439510345,0.4080883264541626,0.21479301154613495,0.2725437581539154,0.2716922461986542
during,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.10210254043340683,0.2185843586921692,0.20716215670108795,0.08509310334920883,0.3347817361354828,0.4838213622570038,0.19970481097698212,0.3869180977344513,0.13373513519763947,0.1325719803571701
movement,0.23934946954250336,0.13839226961135864,0.2662941515445709,0.288155198097229,0.15070343017578125,0.16275659203529358,0.07514985650777817,0.15348097681999207,0.339571475982666,0.12492632120847702,0.2662941515445709,0.12298984080553055,0.1423349231481552
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2740582227706909,0.3915219306945801,0.381117045879364,0.27470922470092773,0.4077630043029785,0.5171257257461548,0.2863425314426422,0.5116966962814331,0.2645854949951172,0.20544172823429108
display,0.1723564863204956,0.23199015855789185,0.23211264610290527,0.20806637406349182,0.23954258859157562,0.2183651328086853,0.16372330486774445,0.2230798453092575,0.2758708596229553,0.27708736062049866,0.23211264610290527,0.3238782286643982,0.17059175670146942
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2638911306858063,0.1820748895406723,0.3326144516468048,0.29231828451156616,0.41031414270401,0.535392165184021,0.2777276337146759,0.41548454761505127,0.3191612660884857,0.29463258385658264
reduce,0.18258237838745117,0.2256021648645401,0.26028934121131897,0.29054123163223267,0.2459610402584076,0.4148554801940918,0.20495904982089996,0.20908962190151215,0.2735816240310669,0.34809204936027527,0.26028934121131897,0.2414926290512085,0.1462220549583435
risk,0.26548051834106445,0.2134876847267151,0.2274734228849411,0.25909683108329773,0.2355359047651291,0.293096125125885,0.23703506588935852,0.20815160870552063,0.2011675238609314,0.26757222414016724,0.2274734228849411,0.22384172677993774,0.22318896651268005
of,0.33290785551071167,0.18112817406654358,1.0,0.2804107666015625,0.37431180477142334,0.24403119087219238,0.20659290254116058,0.3966929316520691,0.733189046382904,0.2293243706226349,1.0,0.21522082388401031,0.1826142966747284
damaging,0.28500422835350037,0.17632655799388885,0.2376689463853836,0.18039992451667786,0.16507478058338165,0.32891467213630676,0.20760421454906464,0.24129323661327362,0.2490997463464737,0.3450145721435547,0.2376689463853836,0.17070989310741425,0.17482057213783264
objects,0.24020016193389893,0.22668544948101044,0.23814009130001068,0.21234440803527832,0.21569319069385529,0.19617046415805817,0.08901555091142654,0.18997140228748322,0.24716724455356598,0.22644376754760742,0.23814009130001068,0.4797886610031128,0.15479016304016113
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2273905873298645,0.21809983253479004,0.23218698799610138,0.18861377239227295,0.49257001280784607,0.5934505462646484,0.21522633731365204,0.5352458953857422,0.23707115650177002,0.4130953550338745
