,who,led,the,kievian,rus,',troops,against,subutai,'s,mongol,army,?
of,0.2827862501144409,0.32918456196784973,0.733189046382904,0.21353915333747864,0.21578308939933777,0.39136970043182373,0.23602326214313507,0.2669808566570282,0.31992506980895996,-0.03817026689648628,0.22712039947509766,0.2669098675251007,0.1826142966747284
kiev,0.15641845762729645,0.15479688346385956,0.22483104467391968,0.6431125402450562,0.4805286228656769,0.1247742548584938,0.20251217484474182,0.07765606790781021,0.21946430206298828,0.025069061666727066,0.4265257716178894,0.16194535791873932,0.08540120720863342
who,0.9999998807907104,0.2450801581144333,0.3733934462070465,0.25120386481285095,0.19337615370750427,0.22534559667110443,0.2254970222711563,0.2942115366458893,0.17468728125095367,0.05599616840481758,0.22505711019039154,0.2866576313972473,0.26220351457595825
went,0.25244954228401184,0.36602675914764404,0.3345835506916046,0.12945781648159027,0.0991845577955246,0.21060027182102203,0.2456154227256775,0.18844163417816162,0.1524663120508194,0.0411166250705719,0.12650449573993683,0.26423120498657227,0.12109432369470596
out,0.3129808306694031,0.19371309876441956,0.39404502511024475,0.13176070153713226,0.1648208647966385,0.217409148812294,0.19294188916683197,0.2855616509914398,0.17007149755954742,0.0021837172098457813,0.10864385217428207,0.17817670106887817,0.22020699083805084
to,0.42656609416007996,0.21815308928489685,0.535392165184021,0.177128866314888,0.18231740593910217,0.34544456005096436,0.23654340207576752,0.310872346162796,0.1789546012878418,0.03782717138528824,0.2125127911567688,0.22938482463359833,0.29463258385658264
stop,0.21249593794345856,0.22446733713150024,0.25771772861480713,0.13832344114780426,0.12100118398666382,0.17462463676929474,0.27366095781326294,0.3346238434314728,0.12048161029815674,-0.0715416669845581,0.20123408734798431,0.18817263841629028,0.23117060959339142
the,0.3733934462070465,0.3267505168914795,1.0,0.26362043619155884,0.2636447250843048,0.474788099527359,0.3229958415031433,0.3090755045413971,0.33055391907691956,-0.01540423184633255,0.2924198508262634,0.31011611223220825,0.22068053483963013
mongols,0.2709572911262512,0.26591846346855164,0.310281366109848,0.366577684879303,0.362337589263916,0.14936305582523346,0.39124876260757446,0.2584691643714905,0.35747799277305603,-0.027451662346720695,0.905461847782135,0.31691253185272217,0.11517509818077087
',0.22534559667110443,0.1525333672761917,0.474788099527359,0.19146546721458435,0.20741838216781616,1.0,0.14822299778461456,0.18114927411079407,0.2550942897796631,0.07651367038488388,0.1913980096578598,0.17244453728199005,0.330942302942276
actions,0.3088024854660034,0.21630802750587463,0.297427237033844,0.154519185423851,0.15614505112171173,0.19653990864753723,0.3037431240081787,0.30494827032089233,0.14154574275016785,-0.019457440823316574,0.11544112116098404,0.2624255120754242,0.2841099798679352
in,0.2792111933231354,0.2990247309207916,0.6662389636039734,0.14636240899562836,0.1560211032629013,0.4158826768398285,0.25826749205589294,0.27273955941200256,0.3149537444114685,-0.037580832839012146,0.16958336532115936,0.25258398056030273,0.20430970191955566
the,0.3733934462070465,0.3267505168914795,1.0,0.26362043619155884,0.2636447250843048,0.474788099527359,0.3229958415031433,0.3090755045413971,0.33055391907691956,-0.01540423184633255,0.2924198508262634,0.31011611223220825,0.22068053483963013
area,0.23362743854522705,0.20476141571998596,0.37834644317626953,0.12068075686693192,0.17134350538253784,0.2060522437095642,0.20983077585697174,0.14041629433631897,0.37703678011894226,-0.002423585159704089,0.18985781073570251,0.22193264961242676,0.12640461325645447
.,0.3541337847709656,0.19335708022117615,0.5934505462646484,0.18362705409526825,0.22884419560432434,0.4806240200996399,0.19217929244041443,0.28705209493637085,0.26343733072280884,-0.003708066651597619,0.16751837730407715,0.28860729932785034,0.4130953550338745
