,what,does,the,internal,cavity,contain,?
throat,0.13968020677566528,0.16833671927452087,0.23695605993270874,0.16783957183361053,0.4486897885799408,0.11628487706184387,0.18475991487503052
'',0.08143015950918198,-0.004023602232336998,0.041273195296525955,-0.027931423857808113,-0.07619590312242508,0.09602189809083939,0.018684765323996544
),0.26259949803352356,0.2575884759426117,0.3456730246543884,0.19015610218048096,0.17521622776985168,0.1663975715637207,0.42300865054130554
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.019078031182289124,-0.000699430238455534,0.08701131492853165,0.10349778085947037
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.25449109077453613,0.22175826132297516,0.23510922491550446,0.23916715383529663
wider,0.33491194248199463,0.27442461252212524,0.3782990276813507,0.20039616525173187,0.25075724720954895,0.25612062215805054,0.20532488822937012
area,0.21965408325195312,0.13779224455356598,0.37834644317626953,0.17698632180690765,0.23633737862110138,0.15006937086582184,0.12640461325645447
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.20769467949867249,0.20617146790027618,0.23975171148777008,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.24764955043792725,0.3135981261730194,0.26383090019226074,0.22068053483963013
center,0.1908310204744339,0.1333722323179245,0.29064592719078064,0.1612483263015747,0.22099754214286804,0.13785719871520996,0.12538520991802216
that,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.2654999792575836,0.2669726312160492,0.36020758748054504,0.32716336846351624
acts,0.24949195981025696,0.2505439221858978,0.2568269371986389,0.21302668750286102,0.22996503114700317,0.2240823358297348,0.07075770199298859
as,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.18446122109889984,0.13010786473751068,0.2834143042564392,0.27043893933296204
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.25449109077453613,0.22175826132297516,0.23510922491550446,0.23916715383529663
stomach,0.15104956924915314,0.17960916459560394,0.23040339350700378,0.23364558815956116,0.4772278666496277,0.17409367859363556,0.17851494252681732
;,0.10986888408660889,0.0650511160492897,0.09152708947658539,0.019078031182289124,-0.000699430238455534,0.08701131492853165,0.10349778085947037
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.2423776090145111,0.2212170660495758,0.3066939413547516,0.20544172823429108
a,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.25449109077453613,0.22175826132297516,0.23510922491550446,0.23916715383529663
system,0.23557309806346893,0.2021704614162445,0.3233085572719574,0.2739976644515991,0.29417386651039124,0.2184009850025177,0.15556083619594574
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.273920476436615,0.22213156521320343,0.30574339628219604,0.1826142966747284
internal,0.2065390944480896,0.1944301724433899,0.24764955043792725,1.0,0.31765538454055786,0.287123441696167,0.1665428727865219
canals,0.10926622152328491,0.1359662562608719,0.2848304510116577,0.2238215208053589,0.34014180302619934,0.24053432047367096,0.07455302774906158
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.19502860307693481,0.23468253016471863,0.22565869987010956,0.4130953550338745
,what,does,the,internal,cavity,contain,?
the,0.42745697498321533,0.35928019881248474,1.0,0.24764955043792725,0.3135981261730194,0.26383090019226074,0.22068053483963013
inner,0.226011261343956,0.15658505260944366,0.2790820598602295,0.25965964794158936,0.33508816361427307,0.2403116673231125,0.10395674407482147
surface,0.23580394685268402,0.22910720109939575,0.2555135488510132,0.22053992748260498,0.47618648409843445,0.2203443944454193,0.14613434672355652
of,0.33290785551071167,0.3119818866252899,0.733189046382904,0.273920476436615,0.22213156521320343,0.30574339628219604,0.1826142966747284
the,0.42745697498321533,0.35928019881248474,1.0,0.24764955043792725,0.3135981261730194,0.26383090019226074,0.22068053483963013
cavity,0.21633920073509216,0.1917799860239029,0.3135981261730194,0.31765538454055786,0.9999999403953552,0.2728746831417084,0.16966374218463898
is,0.28837618231773376,0.4403602182865143,0.5823672413825989,0.14705020189285278,0.2287241667509079,0.31030410528182983,0.22961433231830597
lined,0.1342983841896057,0.19653190672397614,0.31698378920555115,0.2065117061138153,0.3749264180660248,0.3137512505054474,0.1190037727355957
with,0.2464839518070221,0.26186925172805786,0.4223487675189972,0.27123862504959106,0.19400441646575928,0.3116915822029114,0.2433311939239502
an,0.2821882665157318,0.29477936029434204,0.4207492768764496,0.16511593759059906,0.19256991147994995,0.13699057698249817,0.19793890416622162
epithelium,0.25926387310028076,0.23271825909614563,0.28707170486450195,0.3046957850456238,0.6025183200836182,0.37804704904556274,0.21532510221004486
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.17594550549983978,0.21577849984169006,0.24384500086307526,0.31091248989105225
the,0.42745697498321533,0.35928019881248474,1.0,0.24764955043792725,0.3135981261730194,0.26383090019226074,0.22068053483963013
gastrodermis,0.16549049317836761,0.1962590366601944,0.2635957896709442,0.2852140963077545,0.5707176327705383,0.2767953872680664,0.15113219618797302
.,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.19502860307693481,0.23468253016471863,0.22565869987010956,0.4130953550338745
