,where,were,french,north,americans,settled,?
(,0.1970011591911316,0.14743882417678833,0.19998501241207123,0.20408999919891357,0.14710986614227295,0.14686785638332367,0.40561532974243164
present-day,0.21362127363681793,0.18783296644687653,0.18785600364208221,0.15883100032806396,0.2148076295852661,0.24106666445732117,0.24972984194755554
new,0.26026442646980286,0.21711495518684387,0.1977054476737976,0.24270093441009521,0.2500934302806854,0.20921730995178223,0.14782847464084625
brunswick,0.19826625287532806,0.19218119978904724,0.27702596783638,0.24193736910820007,0.19972184300422668,0.19711388647556305,0.10656692087650299
and,0.43859338760375977,0.42175528407096863,0.32751965522766113,0.2776443064212799,0.27944788336753845,0.25537189841270447,0.20544172823429108
parts,0.3024260997772217,0.2637208104133606,0.15026190876960754,0.3013719618320465,0.208333358168602,0.16672134399414062,0.12310896813869476
of,0.38066378235816956,0.34038281440734863,0.19450366497039795,0.3604778051376343,0.22938047349452972,0.28296858072280884,0.1826142966747284
nova,0.17086708545684814,0.15327711403369904,0.17582763731479645,0.1970871388912201,0.11407046020030975,0.2225637435913086,0.11942808330059052
scotia,0.1755194365978241,0.20001846551895142,0.20548264682292938,0.25834083557128906,0.17568911612033844,0.2592563033103943,0.10058031976222992
",",0.3149496018886566,0.36755475401878357,0.28806620836257935,0.31834840774536133,0.2545861303806305,0.32133597135543823,0.31091248989105225
including,0.33177727460861206,0.41511550545692444,0.19837699830532074,0.18914736807346344,0.17550128698349,0.15816143155097961,0.1633303165435791
île,0.22665776312351227,0.23335479199886322,0.47159719467163086,0.3246922194957733,0.1878124624490738,0.24924121797084808,0.14412149786949158
royale,0.21086476743221283,0.19347341358661652,0.3923526704311371,0.14590509235858917,0.16703012585639954,0.163087859749794,0.14304903149604797
(,0.1970011591911316,0.14743882417678833,0.19998501241207123,0.20408999919891357,0.14710986614227295,0.14686785638332367,0.40561532974243164
present-day,0.21362127363681793,0.18783296644687653,0.18785600364208221,0.15883100032806396,0.2148076295852661,0.24106666445732117,0.24972984194755554
cape,0.18510788679122925,0.1636083573102951,0.22227029502391815,0.3205409348011017,0.2169249802827835,0.2303590327501297,0.10433043539524078
breton,0.16593694686889648,0.18927933275699615,0.4111041724681854,0.21225109696388245,0.18829381465911865,0.3139601945877075,0.09257686883211136
island,0.21791329979896545,0.2040926069021225,0.16721321642398834,0.3212604522705078,0.25151488184928894,0.26732781529426575,0.0887429490685463
),0.20711064338684082,0.1566188633441925,0.21857915818691254,0.19693730771541595,0.1422741711139679,0.14859749376773834,0.42300865054130554
),0.20711064338684082,0.1566188633441925,0.21857915818691254,0.19693730771541595,0.1422741711139679,0.14859749376773834,0.42300865054130554
.,0.41390106081962585,0.3378238379955292,0.2480926215648651,0.3171539604663849,0.2883085310459137,0.20074304938316345,0.4130953550338745
