,what,relationship,with,israel,is,sadat,for,?
allegiance,0.19455353915691376,0.23095060884952545,0.08357396721839905,0.2277127206325531,0.13599054515361786,0.2793482542037964,0.14638489484786987,0.10591092705726624
from,0.2737620174884796,0.13920560479164124,0.26272761821746826,0.15425781905651093,0.27355384826660156,0.13697431981563568,0.314039945602417,0.19969791173934937
the,0.42745697498321533,0.21018025279045105,0.4223487675189972,0.21617624163627625,0.5823672413825989,0.274522602558136,0.4739971458911896,0.22068053483963013
soviet,0.12922172248363495,0.12031728029251099,0.1796698123216629,0.2977646589279175,0.14624075591564178,0.34597495198249817,0.19638079404830933,0.08693568408489227
union,0.1396910548210144,0.18466119468212128,0.19172410666942596,0.19327597320079803,0.16997112333774567,0.20196551084518433,0.20406247675418854,0.07797172665596008
to,0.455847829580307,0.25194117426872253,0.4239959120750427,0.182975634932518,0.42745086550712585,0.16968092322349548,0.4451248347759247,0.29463258385658264
the,0.42745697498321533,0.21018025279045105,0.4223487675189972,0.21617624163627625,0.5823672413825989,0.274522602558136,0.4739971458911896,0.22068053483963013
united,0.20036718249320984,0.1514023244380951,0.19869105517864227,0.3040662109851837,0.22408509254455566,0.23959621787071228,0.30487096309661865,0.17266890406608582
states,0.21526020765304565,0.16767162084579468,0.21424104273319244,0.28390777111053467,0.21939043700695038,0.22747701406478882,0.2496437132358551,0.16272737085819244
;,0.10986888408660889,0.08337178826332092,0.12944702804088593,0.08014114946126938,0.05324986204504967,-0.032308969646692276,0.0293948445469141,0.10349778085947037
and,0.31309178471565247,0.3086830675601959,0.5477725267410278,0.24438269436359406,0.3859752118587494,0.2117219865322113,0.5064792633056641,0.20544172823429108
making,0.30777570605278015,0.15113157033920288,0.37677428126335144,0.10310611873865128,0.3214159309864044,0.12173553556203842,0.4092673361301422,0.2539324164390564
peace,0.18390877544879913,0.20271335542201996,0.21334390342235565,0.27251291275024414,0.14879313111305237,0.3994894325733185,0.2356155663728714,0.1404135823249817
with,0.2464839518070221,0.3188934326171875,0.9999999403953552,0.139967679977417,0.3250955045223236,0.15747910737991333,0.39140474796295166,0.2433311939239502
israel,0.1839018315076828,0.10986685752868652,0.139967679977417,0.9999999403953552,0.20696768164634705,0.4157402813434601,0.21248173713684082,0.15015864372253418
–,0.13008765876293182,0.16507600247859955,0.18760459125041962,0.11311445385217667,0.1436920464038849,0.30356717109680176,0.2408909648656845,0.2714554965496063
released,0.20228935778141022,0.20025871694087982,0.2334105670452118,0.14832879602909088,0.21587204933166504,0.1730271577835083,0.2211005687713623,0.20329579710960388
islamists,0.26342982053756714,0.11366589367389679,0.1667894423007965,0.32063522934913635,0.20125271379947662,0.4798591136932373,0.1905992031097412,0.17165705561637878
from,0.2737620174884796,0.13920560479164124,0.26272761821746826,0.15425781905651093,0.27355384826660156,0.13697431981563568,0.314039945602417,0.19969791173934937
prison,0.16782958805561066,0.12704570591449738,0.10253287106752396,0.13956189155578613,0.1996632069349289,0.29157552123069763,0.30049607157707214,0.13522469997406006
and,0.31309178471565247,0.3086830675601959,0.5477725267410278,0.24438269436359406,0.3859752118587494,0.2117219865322113,0.5064792633056641,0.20544172823429108
welcomed,0.2282586544752121,0.17138658463954926,0.26042047142982483,0.10783839225769043,0.12989237904548645,0.21075579524040222,0.17728975415229797,0.24655763804912567
home,0.1608789712190628,0.09817063808441162,0.1929387003183365,0.19278737902641296,0.22316986322402954,0.18533942103385925,0.2685687243938446,0.0757145956158638
exiles,0.19255948066711426,0.17641159892082214,0.15805378556251526,0.23525835573673248,0.12915517389774323,0.3567070960998535,0.2347298115491867,0.08683447539806366
in,0.30808621644973755,0.20233847200870514,0.4080928862094879,0.2300325185060501,0.5394441485404968,0.21590189635753632,0.4322226941585541,0.20430970191955566
tacit,0.3320208191871643,0.19434839487075806,0.19565744698047638,0.10020603239536285,0.1835637390613556,0.23143401741981506,0.22851534187793732,0.2941465675830841
exchange,0.11323627829551697,0.24723659455776215,0.25147977471351624,0.1688816249370575,0.19539384543895721,0.14094506204128265,0.22285395860671997,0.048212938010692596
for,0.3017193675041199,0.1835637241601944,0.39140474796295166,0.21248173713684082,0.43268078565597534,0.24794068932533264,0.9999999403953552,0.264628142118454
political,0.21846716105937958,0.23907779157161713,0.19677042961120605,0.19750480353832245,0.15203817188739777,0.3360617160797119,0.24620850384235382,0.17130474746227264
support,0.2797985076904297,0.17850889265537262,0.23764535784721375,0.18184024095535278,0.17214131355285645,0.22240005433559418,0.3156939148902893,0.22626608610153198
in,0.30808621644973755,0.20233847200870514,0.4080928862094879,0.2300325185060501,0.5394441485404968,0.21590189635753632,0.4322226941585541,0.20430970191955566
his,0.26976513862609863,0.2530630826950073,0.33836179971694946,0.1737862378358841,0.24372583627700806,0.29460886120796204,0.39312878251075745,0.18075084686279297
struggle,0.23432134091854095,0.3343260586261749,0.20905260741710663,0.13999322056770325,0.09003983438014984,0.2744036614894867,0.18982303142547607,0.1330908089876175
against,0.24561616778373718,0.15626870095729828,0.317049115896225,0.18924465775489807,0.1754940152168274,0.19953235983848572,0.3262052536010742,0.18095137178897858
leftists,0.3067791759967804,0.18668071925640106,0.19607281684875488,0.2788277566432953,0.12024834752082825,0.38700056076049805,0.14859530329704285,0.1720363050699234
.,0.3567904531955719,0.22535671293735504,0.4446153938770294,0.2039981484413147,0.4569662809371948,0.2527462840080261,0.4726039469242096,0.4130953550338745
