,what,actor,did,sign,language,for,the,national,anthem,at,superbowl,50,?
national,0.16882304847240448,0.1526031643152237,0.17743784189224243,0.2094181478023529,0.20917373895645142,0.36267757415771484,0.32739606499671936,1.0000001192092896,0.4327479600906372,0.25194111466407776,0.2225450873374939,0.0077375201508402824,0.15643028914928436
anthem,0.18111002445220947,0.16645614802837372,0.17120929062366486,0.2477531135082245,0.29626932740211487,0.2096083015203476,0.23423314094543457,0.4327479600906372,1.0,0.1683925986289978,0.24440836906433105,0.024548139423131943,0.17449809610843658
",",0.3087472915649414,0.29684963822364807,0.3015086054801941,0.21768593788146973,0.2694627344608307,0.4464869201183319,0.4933079481124878,0.23933029174804688,0.19868861138820648,0.38314947485923767,0.22237324714660645,-0.025195008143782616,0.31091248989105225
while,0.35511791706085205,0.15435130894184113,0.3330625295639038,0.19823269546031952,0.16193674504756927,0.4232339859008789,0.39804592728614807,0.1506514847278595,0.07222045958042145,0.37809836864471436,0.2352161556482315,0.046641163527965546,0.21076419949531555
academy,0.11844556778669357,0.3607645034790039,0.16967160999774933,0.10928341746330261,0.20971518754959106,0.2934502065181732,0.2649388611316681,0.3110312521457672,0.17999127507209778,0.2552899122238159,0.22738978266716003,-0.015036085620522499,0.1340850442647934
award,0.15951679646968842,0.30538707971572876,0.19671815633773804,0.11615011841058731,0.16543014347553253,0.33284175395965576,0.24073810875415802,0.23192229866981506,0.17386911809444427,0.14759428799152374,0.20413929224014282,-0.05123968794941902,0.18240714073181152
winner,0.16745254397392273,0.1872924417257309,0.1856318712234497,0.12981510162353516,0.07262121140956879,0.23969365656375885,0.25965070724487305,0.1814597249031067,0.15567472577095032,0.1698586344718933,0.18650662899017334,-0.00988845620304346,0.14322948455810547
marlee,0.2346910834312439,0.31718072295188904,0.13476203382015228,0.08689847588539124,0.10290249437093735,0.20649117231369019,0.20077396929264069,0.16528815031051636,0.13983865082263947,0.20322749018669128,0.18431922793388367,0.004900459200143814,0.24211622774600983
matlin,0.19595620036125183,0.41467538475990295,0.22680321335792542,0.1807721108198166,0.20148618519306183,0.2849089205265045,0.24170111119747162,0.1705358326435089,0.13953346014022827,0.21847113966941833,0.2298615574836731,0.032896775752305984,0.2595809996128082
provided,0.2206064909696579,0.17546023428440094,0.2778315246105194,0.10859844088554382,0.18686984479427338,0.38938868045806885,0.304488867521286,0.18549714982509613,0.13015370070934296,0.1761557012796402,0.16079089045524597,-0.038702115416526794,0.16893617808818817
american,0.1909721940755844,0.44594043493270874,0.21486236155033112,0.07637959718704224,0.1444033682346344,0.2306184321641922,0.24562937021255493,0.24127501249313354,0.12083812057971954,0.16126874089241028,0.24869215488433838,-0.01108962669968605,0.18877598643302917
sign,0.2690769135951996,0.11767832189798355,0.222271129488945,0.9999999403953552,0.28516343235969543,0.20212827622890472,0.22875791788101196,0.2094181478023529,0.2477531135082245,0.1301579624414444,0.17876121401786804,0.13222773373126984,0.21454890072345734
language,0.28220435976982117,0.1857280433177948,0.1788339912891388,0.28516343235969543,0.9999998807907104,0.23522019386291504,0.30198320746421814,0.20917373895645142,0.29626932740211487,0.16004551947116852,0.21550890803337097,-0.010107838548719883,0.25349316000938416
(,0.2411840260028839,0.2588256299495697,0.18979617953300476,0.21965332329273224,0.19353517889976501,0.3357032239437103,0.33289089798927307,0.24475820362567902,0.19241563975811005,0.23315078020095825,0.17940041422843933,0.03192463144659996,0.40561532974243164
asl,0.27971982955932617,0.13213208317756653,0.15472246706485748,0.3066444396972656,0.4214596748352051,0.22739969193935394,0.2632366418838501,0.23568250238895416,0.1722346842288971,0.1679304987192154,0.184032142162323,-0.020996583625674248,0.2692483067512512
),0.26259949803352356,0.28557294607162476,0.18584993481636047,0.22144339978694916,0.23027637600898743,0.3639558255672455,0.3456730246543884,0.25379422307014465,0.20883572101593018,0.23338089883327484,0.19278109073638916,-0.0024984623305499554,0.42300865054130554
translation,0.22188860177993774,0.13628394901752472,0.1068030595779419,0.12200762331485748,0.40156617760658264,0.2431381344795227,0.26402729749679565,0.06608978658914566,0.23067684471607208,0.12055686116218567,0.11631432175636292,0.032836638391017914,0.22574150562286377
.,0.3567904531955719,0.19830204546451569,0.35288307070732117,0.25322678685188293,0.2506868243217468,0.4726039469242096,0.5934505462646484,0.29436907172203064,0.2023264318704605,0.4549728035926819,0.25697141885757446,0.04325474053621292,0.4130953550338745
