,how,many,appearances,have,the,denver,broncos,made,in,the,super,bowl,?
",",0.22659391164779663,0.40610817074775696,0.2604878544807434,0.3541618287563324,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.32507219910621643,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.31084346771240234,0.4711785912513733,0.5171257257461548,0.20625516772270203,0.20959050953388214,0.34954607486724854,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
denied,0.19740407168865204,0.22044157981872559,0.1427999585866928,0.3230454623699188,0.22753532230854034,0.15737982094287872,0.1653260588645935,0.20941106975078583,0.2281353622674942,0.22753532230854034,0.13265404105186462,0.10480634868144989,0.2030181586742401
the,0.33890387415885925,0.4335206151008606,0.25270983576774597,0.40389683842658997,1.0,0.2052404284477234,0.25985947251319885,0.3885267674922943,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
new,0.20832711458206177,0.2992318272590637,0.19031953811645508,0.2689777910709381,0.3845241069793701,0.2101706713438034,0.2461613565683365,0.20649032294750214,0.3758552670478821,0.3845241069793701,0.2769954204559326,0.1471257209777832,0.14782847464084625
england,0.17829500138759613,0.2581256926059723,0.2487323135137558,0.21146592497825623,0.28280043601989746,0.2835085093975067,0.24413880705833435,0.1994142383337021,0.33311840891838074,0.28280043601989746,0.1663348525762558,0.2602803111076355,0.13436897099018097
patriots,0.1273394525051117,0.14814959466457367,0.20635570585727692,0.17782911658287048,0.2345433384180069,0.3174690902233124,0.4857134521007538,0.17509110271930695,0.22389881312847137,0.2345433384180069,0.3206230401992798,0.37643110752105713,0.11474817991256714
a,0.29312583804130554,0.2872205972671509,0.2695651054382324,0.338716596364975,0.5829201340675354,0.179859921336174,0.19771797955036163,0.3180864453315735,0.539380669593811,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
chance,0.32987135648727417,0.24259953200817108,0.19623903930187225,0.3650003671646118,0.26683303713798523,0.13124682009220123,0.17331574857234955,0.17803755402565002,0.14831462502479553,0.26683303713798523,0.12130912393331528,0.1688411682844162,0.274066299200058
to,0.44169697165489197,0.40243685245513916,0.2405281811952591,0.4544740617275238,0.535392165184021,0.23706497251987457,0.23674264550209045,0.3377571105957031,0.45010748505592346,0.535392165184021,0.17783479392528534,0.16993016004562378,0.29463258385658264
defend,0.1746169626712799,0.21673715114593506,0.19418208301067352,0.2930724620819092,0.2784505784511566,0.12767916917800903,0.18776969611644745,0.17789460718631744,0.25465187430381775,0.2784505784511566,0.16312596201896667,0.14746296405792236,0.21878457069396973
their,0.3316696584224701,0.4574248492717743,0.22363287210464478,0.523270845413208,0.516537070274353,0.21170325577259064,0.2565864324569702,0.2909255027770996,0.34976133704185486,0.516537070274353,0.14342328906059265,0.1663845032453537,0.1898253709077835
title,0.1412888765335083,0.12735196948051453,0.26393944025039673,0.1687968373298645,0.27465343475341797,0.17772027850151062,0.20769044756889343,0.15023131668567657,0.2263992726802826,0.27465343475341797,0.22950704395771027,0.21912378072738647,0.34551161527633667
from,0.22939439117908478,0.33099696040153503,0.13554386794567108,0.30702701210975647,0.40150508284568787,0.1697966605424881,0.21041777729988098,0.23003742098808289,0.4274188280105591,0.40150508284568787,0.15985457599163055,0.09946706146001816,0.19969791173934937
super,0.11920704692602158,0.17302978038787842,0.2672627866268158,0.19903038442134857,0.21959073841571808,0.24589714407920837,0.36141330003738403,0.14032290875911713,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.23921391367912292,0.19536113739013672,0.21576224267482758,0.2861449718475342,0.4351775348186493,0.206265389919281,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
xlix,0.13336868584156036,0.14802561700344086,0.2389129102230072,0.1719338744878769,0.28379157185554504,0.2640584409236908,0.4259836971759796,0.21941208839416504,0.264173686504364,0.28379157185554504,0.4939202070236206,0.5432188510894775,0.2639070451259613
by,0.34370526671409607,0.3409687578678131,0.19858011603355408,0.3359639644622803,0.4408751428127289,0.16241613030433655,0.11333504319190979,0.34175434708595276,0.370934396982193,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.17966607213020325
defeating,0.0834885910153389,0.1449481099843979,0.27890312671661377,0.1040588989853859,0.31832075119018555,0.16207818686962128,0.3432357609272003,0.16146408021450043,0.25722265243530273,0.31832075119018555,0.2544234097003937,0.27912637591362,0.15296590328216553
them,0.5142028331756592,0.5119333863258362,0.2147364765405655,0.5357621312141418,0.4788833558559418,0.19642026722431183,0.21801872551441193,0.3058343827724457,0.29119014739990234,0.4788833558559418,0.17214158177375793,0.16690661013126373,0.35435691475868225
20–18,0.13523833453655243,0.2417566478252411,0.08642028272151947,0.14017139375209808,0.07738925516605377,0.038526542484760284,-0.010921397246420383,0.1527545005083084,0.1783762127161026,0.07738925516605377,-0.0583694688975811,-0.01371762901544571,0.10603919625282288
in,0.2601168751716614,0.41474202275276184,0.2627871632575989,0.36843645572662354,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.25271502137184143,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25270983576774597,0.40389683842658997,1.0,0.2052404284477234,0.25985947251319885,0.3885267674922943,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
afc,0.08736693859100342,0.1375444233417511,0.27604982256889343,0.1852124035358429,0.25863510370254517,0.27175816893577576,0.4436691403388977,0.0903027206659317,0.20746317505836487,0.25863510370254517,0.37206512689590454,0.41199249029159546,0.2026895433664322
championship,0.10684323310852051,0.16601915657520294,0.2726042866706848,0.14082325994968414,0.2540402412414551,0.20693683624267578,0.38168099522590637,0.12802141904830933,0.20047812163829803,0.2540402412414551,0.28836938738822937,0.3428266644477844,0.1390383541584015
game,0.215279221534729,0.21957436203956604,0.2626192271709442,0.2211744487285614,0.285271555185318,0.18653830885887146,0.32325026392936707,0.19576728343963623,0.23986028134822845,0.285271555185318,0.3480181396007538,0.2413962334394455,0.1829071193933487
.,0.3287222981452942,0.3974229395389557,0.2694583237171173,0.41614407300949097,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.4032190144062042,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
,how,many,appearances,have,the,denver,broncos,made,in,the,super,bowl,?
they,0.43247655034065247,0.5400822758674622,0.19675514101982117,0.6542890071868896,0.49925389885902405,0.23547865450382233,0.25937581062316895,0.3347621262073517,0.4330179989337921,0.49925389885902405,0.1988932192325592,0.18658970296382904,0.2753053903579712
joined,0.0777946338057518,0.19608648121356964,0.2015872299671173,0.15371887385845184,0.2943263649940491,0.1289983093738556,0.2172936499118805,0.2852998971939087,0.29866936802864075,0.2943263649940491,0.126203253865242,0.10326999425888062,0.06566751003265381
the,0.33890387415885925,0.4335206151008606,0.25270983576774597,0.40389683842658997,1.0,0.2052404284477234,0.25985947251319885,0.3885267674922943,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
patriots,0.1273394525051117,0.14814959466457367,0.20635570585727692,0.17782911658287048,0.2345433384180069,0.3174690902233124,0.4857134521007538,0.17509110271930695,0.22389881312847137,0.2345433384180069,0.3206230401992798,0.37643110752105713,0.11474817991256714
",",0.22659391164779663,0.40610817074775696,0.2604878544807434,0.3541618287563324,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.32507219910621643,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
dallas,0.11565567553043365,0.1614033281803131,0.22445586323738098,0.1638520509004593,0.24097958207130432,0.4806235730648041,0.4616188108921051,0.15875741839408875,0.22865252196788788,0.24097958207130432,0.19643878936767578,0.2740313410758972,0.08995547145605087
cowboys,0.19302839040756226,0.21848614513874054,0.23733140528202057,0.23087432980537415,0.1945837140083313,0.4777967631816864,0.5825372338294983,0.12309285998344421,0.20285376906394958,0.1945837140083313,0.27581241726875305,0.3680918514728546,0.14383570849895477
",",0.22659391164779663,0.40610817074775696,0.2604878544807434,0.3541618287563324,0.4933079481124878,0.25173696875572205,0.2558487057685852,0.32507219910621643,0.5201468467712402,0.4933079481124878,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.31084346771240234,0.4711785912513733,0.5171257257461548,0.20625516772270203,0.20959050953388214,0.34954607486724854,0.4954058527946472,0.5171257257461548,0.18368244171142578,0.1698254644870758,0.20544172823429108
pittsburgh,0.1903776377439499,0.15012553334236145,0.16905979812145233,0.1606125682592392,0.22728557884693146,0.4518216550350189,0.46763214468955994,0.11403827369213104,0.1921023428440094,0.22728557884693146,0.24357150495052338,0.33354419469833374,0.17622371017932892
steelers,0.124976746737957,0.16708071529865265,0.2583812177181244,0.2316836714744568,0.24458691477775574,0.4331604838371277,0.6163044571876526,0.16383419930934906,0.16642944514751434,0.24458691477775574,0.3600083291530609,0.47470611333847046,0.2030561864376068
as,0.33782753348350525,0.4070141911506653,0.342336505651474,0.37788212299346924,0.48381632566452026,0.23965661227703094,0.23052668571472168,0.40740177035331726,0.3887844979763031,0.48381632566452026,0.21450649201869965,0.14539222419261932,0.27043893933296204
one,0.3213292360305786,0.4223630726337433,0.22399930655956268,0.4507926106452942,0.5514441132545471,0.12505562603473663,0.17801736295223236,0.3043140470981598,0.4129433035850525,0.5514441132545471,0.21711376309394836,0.19098831713199615,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.18878264725208282,0.3802283704280853,0.733189046382904,0.14595118165016174,0.19310332834720612,0.33167365193367004,0.5696388483047485,0.733189046382904,0.14718765020370483,0.2243070751428604,0.1826142966747284
four,0.1955733299255371,0.4139232039451599,0.2180696427822113,0.3544043302536011,0.40344667434692383,0.16628514230251312,0.2302631437778473,0.22736433148384094,0.3085027039051056,0.40344667434692383,0.17333437502384186,0.18062108755111694,0.14532537758350372
teams,0.11085164546966553,0.1992911547422409,0.2740537226200104,0.27656877040863037,0.3164927661418915,0.22444693744182587,0.4494050145149231,0.15167807042598724,0.2639528214931488,0.3164927661418915,0.26333683729171753,0.2752957046031952,0.11150168627500534
that,0.557814359664917,0.5391656160354614,0.20493610203266144,0.6182622313499451,0.5473989248275757,0.12855929136276245,0.15371358394622803,0.3437977731227875,0.435920387506485,0.5473989248275757,0.18258553743362427,0.10987387597560883,0.32716336846351624
have,0.4370637536048889,0.5841760635375977,0.19192880392074585,0.9999999403953552,0.40389683842658997,0.17510470747947693,0.16986088454723358,0.2891587018966675,0.36843645572662354,0.40389683842658997,0.19903038442134857,0.19536113739013672,0.32991164922714233
made,0.2655200958251953,0.3638485074043274,0.34158122539520264,0.2891587018966675,0.3885267674922943,0.09604963660240173,0.19829139113426208,1.0,0.25271502137184143,0.3885267674922943,0.14032290875911713,0.206265389919281,0.17218779027462006
eight,0.222213014960289,0.348200261592865,0.24208617210388184,0.31264185905456543,0.34254369139671326,0.16959460079669952,0.20130003988742828,0.24473369121551514,0.3002670109272003,0.34254369139671326,0.20521503686904907,0.17254112660884857,0.11634626984596252
appearances,0.17353549599647522,0.27557653188705444,1.0,0.19192880392074585,0.25270983576774597,0.2667270600795746,0.29627928137779236,0.34158122539520264,0.2627871632575989,0.25270983576774597,0.2672627866268158,0.23921391367912292,0.18098464608192444
in,0.2601168751716614,0.41474202275276184,0.2627871632575989,0.36843645572662354,0.6662389636039734,0.2221570909023285,0.20316283404827118,0.25271502137184143,1.0,0.6662389636039734,0.18576006591320038,0.17236235737800598,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25270983576774597,0.40389683842658997,1.0,0.2052404284477234,0.25985947251319885,0.3885267674922943,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.2672627866268158,0.19903038442134857,0.21959073841571808,0.24589714407920837,0.36141330003738403,0.14032290875911713,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.23921391367912292,0.19536113739013672,0.21576224267482758,0.2861449718475342,0.4351775348186493,0.206265389919281,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
.,0.3287222981452942,0.3974229395389557,0.2694583237171173,0.41614407300949097,0.5934505462646484,0.2573630213737488,0.2612393796443939,0.4032190144062042,0.5591574311256409,0.5934505462646484,0.2757420241832733,0.21516893804073334,0.4130953550338745
