,what,type,of,approaches,for,primary,school,are,available,that,are,different,than,the,norm,?
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.251819372177124,0.44038116931915283,0.23038449883460999,0.2245093584060669,0.265255331993103,0.19077399373054504,0.47537946701049805,0.265255331993103,0.29175353050231934,0.3126874566078186,0.5829201340675354,0.20796319842338562,0.23916715383529663
``,0.008517155423760414,0.03534303233027458,0.06780257821083069,0.04424033313989639,0.01270448137074709,0.037765562534332275,-0.05850168690085411,0.12624181807041168,-0.07790263742208481,0.05285148695111275,0.12624181807041168,0.07249068468809128,0.12080201506614685,0.029072100296616554,0.12106599658727646,0.0685480609536171
platoon,0.16139377653598785,0.05789855867624283,0.18691344559192657,0.28408053517341614,0.1730710119009018,0.11372661590576172,0.1591857373714447,0.12818008661270142,0.16923759877681732,0.17857569456100464,0.12818008661270142,0.09747466444969177,0.12134381383657455,0.24481749534606934,0.1462569385766983,0.10790127515792847
'',0.08143015950918198,0.054222505539655685,0.13035868108272552,-0.08137892931699753,-0.04479556903243065,0.10388161242008209,0.0720691904425621,0.0263817198574543,0.03620269149541855,0.007880004122853279,0.0263817198574543,0.037724949419498444,0.03252623230218887,0.041273195296525955,0.007008284796029329,0.018684765323996544
system,0.23557309806346893,0.24706636369228363,0.25597915053367615,0.2656560242176056,0.2630598843097687,0.25969868898391724,0.17072676122188568,0.21917270123958588,0.22083573043346405,0.3088737428188324,0.21917270123958588,0.2699776887893677,0.19727610051631927,0.3233085572719574,0.17439350485801697,0.15556083619594574
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.2856583893299103,0.4464869201183319,0.2565748989582062,0.27141863107681274,0.4062570035457611,0.2614012062549591,0.4137537479400635,0.4062570035457611,0.32220861315727234,0.3371901512145996,0.4933079481124878,0.20988225936889648,0.31091248989105225
involves,0.2138185203075409,0.3002933859825134,0.32495999336242676,0.3492717444896698,0.3458130657672882,0.2101229578256607,0.15290126204490662,0.3323729634284973,0.1653781235218048,0.2839031517505646,0.3323729634284973,0.3302302658557892,0.28262314200401306,0.25744810700416565,0.1812405288219452,0.14038428664207458
placing,0.264282763004303,0.2029268741607666,0.31249165534973145,0.24945680797100067,0.3609459400177002,0.11977498978376389,0.07009588181972504,0.2545259892940521,0.16593362390995026,0.3053416609764099,0.2545259892940521,0.24453184008598328,0.2609393000602722,0.4173245429992676,0.17289726436138153,0.1590770035982132
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.251819372177124,0.44038116931915283,0.23038449883460999,0.2245093584060669,0.265255331993103,0.19077399373054504,0.47537946701049805,0.265255331993103,0.29175353050231934,0.3126874566078186,0.5829201340675354,0.20796319842338562,0.23916715383529663
group,0.2114069163799286,0.23933224380016327,0.25542253255844116,0.19058847427368164,0.24519909918308258,0.17487724125385284,0.1818808615207672,0.35980498790740967,0.10910189151763916,0.3089635670185089,0.35980498790740967,0.2744021415710449,0.19962939620018005,0.30795547366142273,0.139076828956604,0.13827809691429138
of,0.33290785551071167,0.18112817406654358,1.0,0.2620902359485626,0.4185989499092102,0.23414276540279388,0.2391800880432129,0.39081433415412903,0.2416580766439438,0.41498205065727234,0.39081433415412903,0.3747533857822418,0.33036211133003235,0.733189046382904,0.07171522080898285,0.1826142966747284
students,0.2380729615688324,0.11906036734580994,0.25513339042663574,0.2848459780216217,0.2460945099592209,0.26349249482154846,0.6345757842063904,0.2835792899131775,0.185553640127182,0.2510627210140228,0.2835792899131775,0.1803710162639618,0.233561173081398,0.25268980860710144,0.06866222620010376,0.18017297983169556
together,0.22179445624351501,0.08996237814426422,0.26678720116615295,0.09323865175247192,0.20928718149662018,0.1494700312614441,0.16737587749958038,0.3098504841327667,0.12557318806648254,0.28340306878089905,0.3098504841327667,0.3698859214782715,0.2138528674840927,0.26662585139274597,0.13667459785938263,0.1690303236246109
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2002447098493576,0.4322226941585541,0.21150650084018707,0.26157811284065247,0.3841303884983063,0.1939793825149536,0.435920387506485,0.3841303884983063,0.29409363865852356,0.3270052373409271,0.6662389636039734,0.14414826035499573,0.20430970191955566
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.21438361704349518,0.384836345911026,0.18737681210041046,0.20067162811756134,0.42537835240364075,0.251289427280426,0.5133185982704163,0.42537835240364075,0.3770311772823334,0.43810948729515076,0.5514441132545471,0.13464170694351196,0.2673267424106598
class,0.16880196332931519,0.29117298126220703,0.19740594923496246,0.14922218024730682,0.17833863198757172,0.1234913319349289,0.24335022270679474,0.1495869755744934,0.14959825575351715,0.23035554587841034,0.1495869755744934,0.15602578222751617,0.15766671299934387,0.18034407496452332,0.17479926347732544,0.12778934836387634
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.299746036529541,0.4137635827064514,0.2296912968158722,0.2190830111503601,0.45265161991119385,0.2840282618999481,1.0,0.45265161991119385,0.4608689844608307,0.4891277849674225,0.5473989248275757,0.22319017350673676,0.32716336846351624
moves,0.21504245698451996,0.17487622797489166,0.2320866733789444,0.3000640273094177,0.14095422625541687,0.10733528435230255,0.12750114500522614,0.16668207943439484,0.158264622092247,0.2006879448890686,0.16668207943439484,0.2310551255941391,0.17926986515522003,0.3217451572418213,0.149308443069458,0.22897186875343323
from,0.2737620174884796,0.1559610366821289,0.4249346852302551,0.1316511183977127,0.314039945602417,0.22633430361747742,0.1915854513645172,0.2674213647842407,0.21971632540225983,0.3477667272090912,0.2674213647842407,0.29131123423576355,0.2633618414402008,0.40150508284568787,0.10061238706111908,0.19969791173934937
one,0.376489520072937,0.2377735823392868,0.4999135136604309,0.21438361704349518,0.384836345911026,0.18737681210041046,0.20067162811756134,0.42537835240364075,0.251289427280426,0.5133185982704163,0.42537835240364075,0.3770311772823334,0.43810948729515076,0.5514441132545471,0.13464170694351196,0.2673267424106598
specialist,0.16228291392326355,0.2188112735748291,0.1815623939037323,0.22928039729595184,0.23220853507518768,0.24579359591007233,0.24404363334178925,0.2245430201292038,0.25527647137641907,0.16047076880931854,0.2245430201292038,0.30288809537887573,0.08652165532112122,0.20889033377170563,0.13609406352043152,0.17958256602287292
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.33063793182373047,0.4451248347759247,0.27388349175453186,0.24496325850486755,0.3504326641559601,0.2394571453332901,0.5436353087425232,0.3504326641559601,0.3617510497570038,0.3192550539970398,0.535392165184021,0.21037925779819489,0.29463258385658264
another,0.4190070629119873,0.27761194109916687,0.38147079944610596,0.26737987995147705,0.36770403385162354,0.276549756526947,0.18679489195346832,0.23159852623939514,0.1820305585861206,0.5273378491401672,0.23159852623939514,0.3482648432254791,0.3526041507720947,0.5019711852073669,0.14558738470077515,0.295511931180954
for,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.22373615205287933,0.9999999403953552,0.2533470094203949,0.18618352711200714,0.3895993232727051,0.3672940731048584,0.4137635827064514,0.3895993232727051,0.34825223684310913,0.30793827772140503,0.4739971458911896,0.25246381759643555,0.264628142118454
every,0.30284011363983154,0.19791007041931152,0.3414052724838257,0.1894792765378952,0.35918429493904114,0.1474490910768509,0.15993081033229828,0.3086106479167938,0.23096488416194916,0.4773697257041931,0.3086106479167938,0.38051944971084595,0.31630176305770874,0.4023689329624176,0.2224610298871994,0.24066033959388733
subject,0.3828662037849426,0.18238309025764465,0.21533280611038208,0.3160719573497772,0.28390559554100037,0.2576158344745636,0.17263558506965637,0.22845745086669922,0.22897008061408997,0.3529222309589386,0.22845745086669922,0.2477293759584427,0.24383501708507538,0.2387523651123047,0.2649392783641815,0.33952999114990234
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.22648845613002777,0.4726039469242096,0.22422198951244354,0.24214158952236176,0.3452940285205841,0.3383464217185974,0.4460422694683075,0.3452940285205841,0.31511759757995605,0.3594527542591095,0.5934505462646484,0.23357605934143066,0.4130953550338745
