,what,network,uses,a,red,version,of,the,new,abc,logo,?
gold,0.15779642760753632,0.11434068530797958,0.13815277814865112,0.22218312323093414,0.19196072220802307,0.14353325963020325,0.2101457566022873,0.27136439085006714,0.1722966879606247,0.19865921139717102,0.1639399230480194,0.11542754620313644
version,0.20755547285079956,0.2144576609134674,0.29069051146507263,0.27132871747016907,0.13977250456809998,1.0000001192092896,0.14166875183582306,0.27268242835998535,0.1649281531572342,0.18512789905071259,0.301392525434494,0.2573966085910797
is,0.28837618231773376,0.2196272611618042,0.41359779238700867,0.658733606338501,0.22996017336845398,0.26673051714897156,0.4854315221309662,0.5823672413825989,0.2208656519651413,0.16037321090698242,0.1738443821668625,0.22961433231830597
primarily,0.23722688853740692,0.24490393698215485,0.23268423974514008,0.25209537148475647,0.0647774338722229,0.14266370236873627,0.2761906683444977,0.34785038232803345,0.18632377684116364,0.10680316388607025,0.09946956485509872,0.06029784679412842
used,0.27546408772468567,0.25543278455734253,0.645188570022583,0.3864384889602661,0.1874547004699707,0.21223314106464386,0.3075267970561981,0.3718377649784088,0.154256209731102,0.16642345488071442,0.20441769063472748,0.22430120408535004
on,0.34226128458976746,0.30190837383270264,0.25390690565109253,0.3848365545272827,0.22689273953437805,0.25959500670433044,0.3966929316520691,0.5107308030128479,0.31106263399124146,0.2862928807735443,0.23861058056354523,0.2714994251728058
entertainment-oriented,0.23523205518722534,0.28246378898620605,0.1956622153520584,0.2656922936439514,0.1631450057029724,0.16512003540992737,0.197347030043602,0.2375720888376236,0.19920900464057922,0.31183958053588867,0.20132818818092346,0.15073445439338684
outlets,0.13302555680274963,0.37532779574394226,0.2640096843242645,0.15046221017837524,0.11391319334506989,0.2102649211883545,0.1617126315832138,0.21231339871883392,0.16943654417991638,0.30845874547958374,0.25620153546333313,0.13007162511348724
(,0.2411840260028839,0.20757101476192474,0.21819280087947845,0.3206180930137634,0.26219114661216736,0.2838994860649109,0.35032153129577637,0.33289089798927307,0.24608564376831055,0.183883935213089,0.1609923243522644,0.40561532974243164
such,0.23989605903625488,0.16911613941192627,0.29044583439826965,0.2706976532936096,0.16163091361522675,0.1820271760225296,0.3209529519081116,0.3575236201286316,0.22539585828781128,0.12735801935195923,0.19232100248336792,0.17851735651493073
as,0.31749409437179565,0.2054080367088318,0.25049033761024475,0.39550232887268066,0.19737344980239868,0.26424798369407654,0.3886612355709076,0.48381632566452026,0.24585270881652832,0.2286096066236496,0.19516409933567047,0.27043893933296204
abc.com,0.282875657081604,0.3751893639564514,0.22478392720222473,0.26480647921562195,0.2049562633037567,0.296294629573822,0.24854163825511932,0.29685911536216736,0.23868735134601593,0.6080112457275391,0.34567078948020935,0.34610676765441895
",",0.3087472915649414,0.1932937651872635,0.28387847542762756,0.427140474319458,0.25953415036201477,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2097204476594925,0.20034073293209076,0.31091248989105225
watch,0.2853691279888153,0.2115340530872345,0.1046161875128746,0.23567292094230652,0.14768730103969574,0.1687455177307129,0.19463703036308289,0.24077482521533966,0.18739981949329376,0.20378684997558594,0.16761833429336548,0.2568144202232361
abc,0.1317344456911087,0.4295894205570221,0.17278052866458893,0.21331243216991425,0.11734385788440704,0.18512789905071259,0.14607268571853638,0.2068762183189392,0.20663127303123474,1.0000001192092896,0.23574566841125488,0.19065172970294952
",",0.3087472915649414,0.1932937651872635,0.28387847542762756,0.427140474319458,0.25953415036201477,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2097204476594925,0.20034073293209076,0.31091248989105225
and,0.31309178471565247,0.27591994404792786,0.2964407801628113,0.3739250600337982,0.20267853140830994,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.16453155875205994,0.146534726023674,0.20544172823429108
by,0.2455483376979828,0.214903324842453,0.19318048655986786,0.32094135880470276,0.188492089509964,0.21702225506305695,0.3646814823150635,0.4408751428127289,0.25394493341445923,0.17600902915000916,0.1381736546754837,0.17966607213020325
abc,0.1317344456911087,0.4295894205570221,0.17278052866458893,0.21331243216991425,0.11734385788440704,0.18512789905071259,0.14607268571853638,0.2068762183189392,0.20663127303123474,1.0000001192092896,0.23574566841125488,0.19065172970294952
studios,0.15965642035007477,0.3185787498950958,0.10501383244991302,0.18739166855812073,0.09529958665370941,0.1741112619638443,0.2043924331665039,0.25030121207237244,0.23893235623836517,0.2829587459564209,0.26142627000808716,0.16383133828639984
),0.26259949803352356,0.23536871373653412,0.20974069833755493,0.3640355169773102,0.26121532917022705,0.27895456552505493,0.3680361211299896,0.3456730246543884,0.253329336643219,0.18381085991859436,0.15031807124614716,0.42300865054130554
and,0.31309178471565247,0.27591994404792786,0.2964407801628113,0.3739250600337982,0.20267853140830994,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.16453155875205994,0.146534726023674,0.20544172823429108
the,0.42745697498321533,0.27187061309814453,0.2830192744731903,0.5829201340675354,0.2817947566509247,0.27268242835998535,0.733189046382904,1.0,0.3845241069793701,0.2068762183189392,0.2806010842323303,0.22068053483963013
on-screen,0.2608162760734558,0.2935619056224823,0.254673570394516,0.24269871413707733,0.179692804813385,0.25253912806510925,0.19092558324337006,0.24245591461658478,0.17868757247924805,0.22964154183864594,0.26557233929634094,0.22305797040462494
bug,0.27439773082733154,0.1960839033126831,0.1306515336036682,0.27200448513031006,0.1838233917951584,0.22956989705562592,0.14175695180892944,0.2229783535003662,0.18778030574321747,0.17026932537555695,0.27440088987350464,0.27909624576568604
;,0.10986888408660889,0.0031561139039695263,0.06941033154726028,-0.02122584730386734,0.0016769906505942345,0.016862615942955017,0.054534342139959335,0.09152708947658539,0.021862374618649483,-0.0012340332614257932,0.07858105003833771,0.10349778085947037
steel,0.1452551931142807,0.12068008631467819,0.16349878907203674,0.21665041148662567,0.1859312504529953,0.09378886967897415,0.21713677048683167,0.23159778118133545,0.15102989971637726,0.15485340356826782,0.17518413066864014,0.15723858773708344
blue,0.17981211841106415,0.16397789120674133,0.24030695855617523,0.26627033948898315,0.5029496550559998,0.14634127914905548,0.23528409004211426,0.2734997570514679,0.1696731001138687,0.20072442293167114,0.32609614729881287,0.15668673813343048
and,0.31309178471565247,0.27591994404792786,0.2964407801628113,0.3739250600337982,0.20267853140830994,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.16453155875205994,0.146534726023674,0.20544172823429108
dark,0.2004920244216919,0.13341093063354492,0.22534719109535217,0.23787176609039307,0.3003424406051636,0.14009158313274384,0.2121540606021881,0.26231685280799866,0.12114713340997696,0.10791570693254471,0.19173510372638702,0.1327134519815445
grey,0.13404807448387146,0.11663095653057098,0.17347010970115662,0.2161247879266739,0.3184497654438019,0.12005090713500977,0.24977219104766846,0.3208131790161133,0.10135369747877121,0.2159023880958557,0.21142195165157318,0.1291438490152359
versions,0.22019806504249573,0.16335108876228333,0.3190356194972992,0.2150656133890152,0.1667546182870865,0.8325179219245911,0.17600277066230774,0.2621293067932129,0.17127548158168793,0.13653267920017242,0.2548121511936188,0.2371230572462082
are,0.29724663496017456,0.2036537528038025,0.3289667069911957,0.265255331993103,0.20341019332408905,0.1815999448299408,0.39081433415412903,0.40399202704429626,0.1899496167898178,0.06184951588511467,0.14158512651920319,0.24591213464736938
used,0.27546408772468567,0.25543278455734253,0.645188570022583,0.3864384889602661,0.1874547004699707,0.21223314106464386,0.3075267970561981,0.3718377649784088,0.154256209731102,0.16642345488071442,0.20441769063472748,0.22430120408535004
primarily,0.23722688853740692,0.24490393698215485,0.23268423974514008,0.25209537148475647,0.0647774338722229,0.14266370236873627,0.2761906683444977,0.34785038232803345,0.18632377684116364,0.10680316388607025,0.09946956485509872,0.06029784679412842
by,0.2455483376979828,0.214903324842453,0.19318048655986786,0.32094135880470276,0.188492089509964,0.21702225506305695,0.3646814823150635,0.4408751428127289,0.25394493341445923,0.17600902915000916,0.1381736546754837,0.17966607213020325
abc,0.1317344456911087,0.4295894205570221,0.17278052866458893,0.21331243216991425,0.11734385788440704,0.18512789905071259,0.14607268571853638,0.2068762183189392,0.20663127303123474,1.0000001192092896,0.23574566841125488,0.19065172970294952
news,0.2584491968154907,0.33810102939605713,0.08809680491685867,0.1799081563949585,0.039518482983112335,0.19685405492782593,0.1894020140171051,0.2294066995382309,0.19536228477954865,0.40620431303977966,0.1833963543176651,0.1899169683456421
;,0.10986888408660889,0.0031561139039695263,0.06941033154726028,-0.02122584730386734,0.0016769906505942345,0.016862615942955017,0.054534342139959335,0.09152708947658539,0.021862374618649483,-0.0012340332614257932,0.07858105003833771,0.10349778085947037
a,0.3320399522781372,0.17299489676952362,0.35566505789756775,1.0,0.293155312538147,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.3214259147644043,0.21331243216991425,0.21248295903205872,0.23916715383529663
red,0.16784515976905823,0.08126477152109146,0.11836306750774384,0.293155312538147,1.0000001192092896,0.13977250456809998,0.22367064654827118,0.2817947566509247,0.1933780163526535,0.11734385788440704,0.23816972970962524,0.1495664119720459
version,0.20755547285079956,0.2144576609134674,0.29069051146507263,0.27132871747016907,0.13977250456809998,1.0000001192092896,0.14166875183582306,0.27268242835998535,0.1649281531572342,0.18512789905071259,0.301392525434494,0.2573966085910797
is,0.28837618231773376,0.2196272611618042,0.41359779238700867,0.658733606338501,0.22996017336845398,0.26673051714897156,0.4854315221309662,0.5823672413825989,0.2208656519651413,0.16037321090698242,0.1738443821668625,0.22961433231830597
used,0.27546408772468567,0.25543278455734253,0.645188570022583,0.3864384889602661,0.1874547004699707,0.21223314106464386,0.3075267970561981,0.3718377649784088,0.154256209731102,0.16642345488071442,0.20441769063472748,0.22430120408535004
for,0.3017193675041199,0.253274142742157,0.39873167872428894,0.44038116931915283,0.2239922434091568,0.19780562818050385,0.4185989499092102,0.4739971458911896,0.2700757384300232,0.22510288655757904,0.2166183590888977,0.264628142118454
espn,0.20291002094745636,0.4269711971282959,0.1376776397228241,0.1594664603471756,0.14109720289707184,0.20491710305213928,0.12878696620464325,0.19345609843730927,0.11477221548557281,0.42660194635391235,0.22141794860363007,0.1709517240524292
on,0.34226128458976746,0.30190837383270264,0.25390690565109253,0.3848365545272827,0.22689273953437805,0.25959500670433044,0.3966929316520691,0.5107308030128479,0.31106263399124146,0.2862928807735443,0.23861058056354523,0.2714994251728058
abc,0.1317344456911087,0.4295894205570221,0.17278052866458893,0.21331243216991425,0.11734385788440704,0.18512789905071259,0.14607268571853638,0.2068762183189392,0.20663127303123474,1.0000001192092896,0.23574566841125488,0.19065172970294952
",",0.3087472915649414,0.1932937651872635,0.28387847542762756,0.427140474319458,0.25953415036201477,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.36073189973831177,0.2097204476594925,0.20034073293209076,0.31091248989105225
while,0.35511791706085205,0.14028114080429077,0.2293105274438858,0.3733035624027252,0.19664210081100464,0.22520725429058075,0.3366928696632385,0.39804592728614807,0.21558766067028046,0.14978811144828796,0.15622782707214355,0.21076419949531555
all,0.41981086134910583,0.24403801560401917,0.2083210051059723,0.2696802616119385,0.22765783965587616,0.20939607918262482,0.42798417806625366,0.4860881567001343,0.29927533864974976,0.18112415075302124,0.22866058349609375,0.29575422406196594
four,0.18057085573673248,0.1791093647480011,0.16483168303966522,0.28236961364746094,0.15040871500968933,0.1683579832315445,0.36293646693229675,0.40344667434692383,0.25229623913764954,0.11602456867694855,0.12104370445013046,0.14532537758350372
variants,0.15992575883865356,0.13747546076774597,0.3265313506126404,0.2763238847255707,0.1839189976453781,0.37578290700912476,0.19064229726791382,0.18669377267360687,0.13161514699459076,0.16012467443943024,0.22489525377750397,0.19235283136367798
are,0.29724663496017456,0.2036537528038025,0.3289667069911957,0.265255331993103,0.20341019332408905,0.1815999448299408,0.39081433415412903,0.40399202704429626,0.1899496167898178,0.06184951588511467,0.14158512651920319,0.24591213464736938
used,0.27546408772468567,0.25543278455734253,0.645188570022583,0.3864384889602661,0.1874547004699707,0.21223314106464386,0.3075267970561981,0.3718377649784088,0.154256209731102,0.16642345488071442,0.20441769063472748,0.22430120408535004
selectively,0.2631409466266632,0.1818884313106537,0.17766764760017395,0.2409723699092865,0.1271718591451645,0.1769964098930359,0.2506330609321594,0.3251270353794098,0.20235611498355865,0.10062447190284729,0.1624375879764557,0.22365814447402954
in,0.30808621644973755,0.19496823847293854,0.2516363263130188,0.539380669593811,0.18753071129322052,0.19599339365959167,0.5696388483047485,0.6662389636039734,0.3758552670478821,0.1697147786617279,0.1848117560148239,0.20430970191955566
advertising,0.2192491590976715,0.23388250172138214,0.142818883061409,0.23148924112319946,0.21080724895000458,0.23376138508319855,0.1315132975578308,0.2048189342021942,0.16880621016025543,0.1800631880760193,0.30638620257377625,0.23602379858493805
and,0.31309178471565247,0.27591994404792786,0.2964407801628113,0.3739250600337982,0.20267853140830994,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.31402453780174255,0.16453155875205994,0.146534726023674,0.20544172823429108
by,0.2455483376979828,0.214903324842453,0.19318048655986786,0.32094135880470276,0.188492089509964,0.21702225506305695,0.3646814823150635,0.4408751428127289,0.25394493341445923,0.17600902915000916,0.1381736546754837,0.17966607213020325
affiliates,0.13172908127307892,0.437904417514801,0.09515584260225296,0.12964963912963867,0.12408791482448578,0.17241941392421722,0.1803562045097351,0.1912562996149063,0.1859038919210434,0.26733168959617615,0.2852421700954437,0.11092336475849152
.,0.3567904531955719,0.23909442126750946,0.30030930042266846,0.50484299659729,0.27710169553756714,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.35031336545944214,0.2567209303379059,0.2531629800796509,0.4130953550338745
