,the,mountain,ranges,tail,off,into,what,kind,of,geographical,formation,?
beaches,0.253246545791626,0.2810172736644745,0.2556611895561218,0.24236463010311127,0.2099844515323639,0.09776897728443146,0.15222468972206116,0.1446712166070938,0.24178698658943176,0.2311646193265915,0.2692584693431854,0.13028982281684875
",",0.4933079481124878,0.2732870280742645,0.23355913162231445,0.23271693289279938,0.26180344820022583,0.2826121151447296,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2952534854412079,0.24612528085708618,0.31091248989105225
and,0.5171257257461548,0.2430269569158554,0.28303784132003784,0.23188789188861847,0.2800697982311249,0.36597734689712524,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2914482355117798,0.22940734028816223,0.20544172823429108
coastal,0.2718130946159363,0.32118818163871765,0.31155136227607727,0.19182652235031128,0.18483980000019073,0.15334191918373108,0.18264484405517578,0.13414594531059265,0.29121753573417664,0.27736896276474,0.33202576637268066,0.13777320086956024
plains,0.291370153427124,0.4029539227485657,0.4570291340351105,0.23037506639957428,0.11725856363773346,0.20947228372097015,0.20886774361133575,0.09506160020828247,0.2842082381248474,0.2440430372953415,0.30617082118988037,0.15602469444274902
",",0.4933079481124878,0.2732870280742645,0.23355913162231445,0.23271693289279938,0.26180344820022583,0.2826121151447296,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2952534854412079,0.24612528085708618,0.31091248989105225
through,0.44071322679519653,0.22356337308883667,0.25181707739830017,0.1316387951374054,0.25858113169670105,0.4954398572444916,0.23167094588279724,0.20041711628437042,0.3647414743900299,0.17222575843334198,0.24328194558620453,0.16913433372974396
the,1.0,0.2931090295314789,0.2618407607078552,0.2563059329986572,0.2773582935333252,0.39493247866630554,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3164447844028473,0.33687281608581543,0.22068053483963013
transverse,0.36831769347190857,0.26816362142562866,0.32691994309425354,0.40786778926849365,0.2596918046474457,0.2724415361881256,0.20052799582481384,0.23649166524410248,0.29355093836784363,0.26903852820396423,0.3412516713142395,0.09685013443231583
and,0.5171257257461548,0.2430269569158554,0.28303784132003784,0.23188789188861847,0.2800697982311249,0.36597734689712524,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2914482355117798,0.22940734028816223,0.20544172823429108
peninsular,0.3144412636756897,0.3046979606151581,0.28207916021347046,0.21691496670246124,0.21403592824935913,0.15333914756774902,0.20467737317085266,0.05291098356246948,0.3385656476020813,0.3824424743652344,0.2434970885515213,0.11961930245161057
ranges,0.2618407607078552,0.49311503767967224,1.0000001192092896,0.20768101513385773,0.12674109637737274,0.20434173941612244,0.20017047226428986,0.13141973316669464,0.25018027424812317,0.3224431872367859,0.26888784766197205,0.10840721428394318
with,0.4223487675189972,0.1528378129005432,0.21522699296474457,0.2169518619775772,0.21378347277641296,0.2912435233592987,0.2464839518070221,0.2680599093437195,0.41827285289764404,0.2340516895055771,0.18870343267917633,0.2433311939239502
their,0.516537070274353,0.16952389478683472,0.19195446372032166,0.2406729906797409,0.2395165115594864,0.24211956560611725,0.35142919421195984,0.23866921663284302,0.4329940676689148,0.19633279740810394,0.17014458775520325,0.1898253709077835
peaks,0.28557711839675903,0.509854793548584,0.41686853766441345,0.24863535165786743,0.19599252939224243,0.13257913291454315,0.14241227507591248,0.09769822657108307,0.19317777454853058,0.2686987519264221,0.22516924142837524,0.07843611389398575
",",0.4933079481124878,0.2732870280742645,0.23355913162231445,0.23271693289279938,0.26180344820022583,0.2826121151447296,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2952534854412079,0.24612528085708618,0.31091248989105225
into,0.39493247866630554,0.21703371405601501,0.20434173941612244,0.16635540127754211,0.3122623562812805,1.0,0.2180619090795517,0.20515212416648865,0.32255905866622925,0.25400128960609436,0.23436325788497925,0.15662476420402527
the,1.0,0.2931090295314789,0.2618407607078552,0.2563059329986572,0.2773582935333252,0.39493247866630554,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3164447844028473,0.33687281608581543,0.22068053483963013
large,0.3828733265399933,0.2290996015071869,0.2518218159675598,0.33084189891815186,0.23699182271957397,0.2913742959499359,0.2017821967601776,0.2361026406288147,0.3569655418395996,0.26592299342155457,0.2694990634918213,0.1355665624141693
and,0.5171257257461548,0.2430269569158554,0.28303784132003784,0.23188789188861847,0.2800697982311249,0.36597734689712524,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2914482355117798,0.22940734028816223,0.20544172823429108
small,0.39655908942222595,0.1992330551147461,0.2273210883140564,0.33738934993743896,0.25865447521209717,0.28315088152885437,0.2504110634326935,0.25080132484436035,0.353353351354599,0.23939216136932373,0.17612183094024658,0.13914890587329865
interior,0.30233609676361084,0.1584232896566391,0.2322511076927185,0.16462787985801697,0.09026534855365753,0.11041554063558578,0.15294553339481354,0.08500851690769196,0.31906411051750183,0.20295767486095428,0.20890329778194427,0.07520901411771774
valleys,0.2766871154308319,0.5027157068252563,0.40891361236572266,0.18555383384227753,0.13921435177326202,0.26924628019332886,0.14168542623519897,0.1383708119392395,0.2616893947124481,0.3098357319831848,0.26702141761779785,0.125887930393219
",",0.4933079481124878,0.2732870280742645,0.23355913162231445,0.23271693289279938,0.26180344820022583,0.2826121151447296,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2952534854412079,0.24612528085708618,0.31091248989105225
to,0.535392165184021,0.21757690608501434,0.2905192971229553,0.20346377789974213,0.3533020317554474,0.38810545206069946,0.455847829580307,0.28460726141929626,0.41548454761505127,0.2409864366054535,0.21429739892482758,0.29463258385658264
the,1.0,0.2931090295314789,0.2618407607078552,0.2563059329986572,0.2773582935333252,0.39493247866630554,0.42745697498321533,0.2516445517539978,0.733189046382904,0.3164447844028473,0.33687281608581543,0.22068053483963013
vast,0.28638118505477905,0.2188100814819336,0.23553778231143951,0.1700899302959442,0.19415834546089172,0.1976562738418579,0.23471814393997192,0.15498317778110504,0.28792089223861694,0.2923198640346527,0.2390909343957901,0.12112510949373245
deserts,0.2802146077156067,0.37519240379333496,0.42146041989326477,0.2560604214668274,0.21908332407474518,0.24092499911785126,0.23288166522979736,0.15647216141223907,0.247413769364357,0.34050676226615906,0.2338002771139145,0.17907465994358063
of,0.733189046382904,0.22943821549415588,0.25018027424812317,0.14733920991420746,0.20023372769355774,0.32255905866622925,0.33290785551071167,0.2285657674074173,1.0,0.3368765115737915,0.2957320809364319,0.1826142966747284
california,0.2750805914402008,0.24591466784477234,0.23423871397972107,0.15718747675418854,0.19691255688667297,0.11373062431812286,0.1811584085226059,0.14210517704486847,0.24929828941822052,0.11339541524648666,0.14048023521900177,0.1409905105829239
.,0.5934505462646484,0.19740812480449677,0.2320079207420349,0.2589726448059082,0.2869674861431122,0.26250120997428894,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.24650725722312927,0.23124639689922333,0.4130953550338745
