,np,complete,problems,contain,the,lowest,likelihood,of,being,located,in,what,problem,class,?
x,0.18771763145923615,0.13250453770160675,0.17143216729164124,0.18999986350536346,0.20980626344680786,0.022830214351415634,0.21220014989376068,0.1708947718143463,0.1827971637248993,0.08955014497041702,0.16749148070812225,0.13783220946788788,0.17171038687229156,0.1357298642396927,0.23304535448551178
is,0.2208731323480606,0.2201630026102066,0.16985496878623962,0.31030410528182983,0.5823672413825989,0.2606837749481201,0.34445491433143616,0.4854315221309662,0.4445112943649292,0.35717159509658813,0.5394441485404968,0.28837618231773376,0.23238427937030792,0.1275252103805542,0.22961433231830597
said,0.16858039796352386,0.1923237293958664,0.26936864852905273,0.12106630206108093,0.3024602234363556,0.11398538947105408,0.1677493005990982,0.29014745354652405,0.30020007491111755,0.12627434730529785,0.23461468517780304,0.3951668441295624,0.28390052914619446,0.10654258728027344,0.28991883993148804
to,0.12644809484481812,0.26479288935661316,0.28989166021347046,0.28093209862709045,0.535392165184021,0.24439959228038788,0.4685809314250946,0.41548454761505127,0.4514104127883911,0.20850814878940582,0.45010748505592346,0.455847829580307,0.2502208352088928,0.18696844577789307,0.29463258385658264
be,0.24087633192539215,0.22863243520259857,0.2817195653915405,0.4570501148700714,0.4248143136501312,0.17688415944576263,0.4522703289985657,0.33904364705085754,0.5586286783218384,0.1374867707490921,0.3481820821762085,0.3929833769798279,0.347878634929657,0.1970098316669464,0.3324260413646698
complete,0.2815532088279724,1.0,0.22839896380901337,0.28843414783477783,0.277624249458313,0.09611913561820984,0.2774924337863922,0.3009350895881653,0.1819842904806137,0.11715444922447205,0.2201821506023407,0.29213884472846985,0.27093052864074707,0.15996891260147095,0.11962060630321503
for,0.1543017327785492,0.23847275972366333,0.27039530873298645,0.30063194036483765,0.4739971458911896,0.22372238337993622,0.35288912057876587,0.4185989499092102,0.41687241196632385,0.1493360996246338,0.4322226941585541,0.3017193675041199,0.2661307752132416,0.17833863198757172,0.264628142118454
c.,0.04140005633234978,-0.058452170342206955,0.22782200574874878,-0.03361346200108528,-0.23451577126979828,-0.05932863429188728,0.17107586562633514,-0.18015630543231964,0.02467998117208481,-0.24474933743476868,-0.17233212292194366,0.03813721984624863,0.1528458297252655,0.02658156491816044,0.019047532230615616
this,0.20638705790042877,0.38621366024017334,0.33706656098365784,0.35002464056015015,0.6274310946464539,0.2648254632949829,0.4590798318386078,0.45148900151252747,0.41604986786842346,0.25127312541007996,0.45205554366111755,0.5489566326141357,0.3937966227531433,0.23250019550323486,0.3155723512172699
means,0.16157864034175873,0.17668192088603973,0.15424814820289612,0.2821107506752014,0.32225894927978516,0.25302159786224365,0.32912373542785645,0.29942914843559265,0.2097226232290268,0.18439170718193054,0.1979396492242813,0.2553325295448303,0.25277477502822876,0.11618658900260925,0.21233566105365753
that,0.2149038165807724,0.30512917041778564,0.3758413791656494,0.36020758748054504,0.5473989248275757,0.23178227245807648,0.43648430705070496,0.41498205065727234,0.46201252937316895,0.1796129047870636,0.435920387506485,0.6297725439071655,0.4416671693325043,0.23035554587841034,0.32716336846351624
x,0.18771763145923615,0.13250453770160675,0.17143216729164124,0.18999986350536346,0.20980626344680786,0.022830214351415634,0.21220014989376068,0.1708947718143463,0.1827971637248993,0.08955014497041702,0.16749148070812225,0.13783220946788788,0.17171038687229156,0.1357298642396927,0.23304535448551178
is,0.2208731323480606,0.2201630026102066,0.16985496878623962,0.31030410528182983,0.5823672413825989,0.2606837749481201,0.34445491433143616,0.4854315221309662,0.4445112943649292,0.35717159509658813,0.5394441485404968,0.28837618231773376,0.23238427937030792,0.1275252103805542,0.22961433231830597
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
hardest,0.31050586700439453,0.2428021878004074,0.3105110824108124,0.1602916717529297,0.3041238486766815,0.3130122423171997,0.22060556709766388,0.28694117069244385,0.32667726278305054,0.11734938621520996,0.2802596986293793,0.23344874382019043,0.33016490936279297,0.16362354159355164,0.15854047238826752
problem,0.4497864544391632,0.27093052864074707,0.7913808822631836,0.20537663996219635,0.24928659200668335,0.16902756690979004,0.43773871660232544,0.20464475452899933,0.2995333671569824,0.10883520543575287,0.16969570517539978,0.42183366417884827,1.0,0.19669321179389954,0.3762950301170349
in,0.15881246328353882,0.2201821506023407,0.21061907708644867,0.23975171148777008,0.6662389636039734,0.2796158194541931,0.2647380828857422,0.5696388483047485,0.33162933588027954,0.35149815678596497,1.0,0.30808621644973755,0.16969570517539978,0.1761927455663681,0.20430970191955566
c.,0.04140005633234978,-0.058452170342206955,0.22782200574874878,-0.03361346200108528,-0.23451577126979828,-0.05932863429188728,0.17107586562633514,-0.18015630543231964,0.02467998117208481,-0.24474933743476868,-0.17233212292194366,0.03813721984624863,0.1528458297252655,0.02658156491816044,0.019047532230615616
(,0.112899549305439,0.20320400595664978,0.1654568463563919,0.18010157346725464,0.33289089798927307,0.1752324402332306,0.2193158119916916,0.35032153129577637,0.1815166026353836,0.21025894582271576,0.3087427020072937,0.2411840260028839,0.1944350153207779,0.1344621777534485,0.40561532974243164
since,0.20054607093334198,0.19082626700401306,0.263850599527359,0.141047865152359,0.4054957628250122,0.22788643836975098,0.3158402144908905,0.35513219237327576,0.3954790532588959,0.16326725482940674,0.4325680434703827,0.29783400893211365,0.2826496660709381,0.11163710057735443,0.2876587212085724
many,0.16211500763893127,0.18256250023841858,0.33828115463256836,0.35166433453559875,0.4335206151008606,0.189046248793602,0.30372098088264465,0.37253960967063904,0.36609646677970886,0.17394456267356873,0.41474202275276184,0.36131182312965393,0.2891656458377838,0.13207179307937622,0.2124512493610382
problems,0.3503378927707672,0.22839896380901337,1.0,0.15854313969612122,0.2659202516078949,0.1608477383852005,0.3587440550327301,0.2450421154499054,0.27170485258102417,0.0881461352109909,0.21061907708644867,0.3306994140148163,0.7913808822631836,0.18972691893577576,0.2638136148452759
could,0.14189748466014862,0.20519472658634186,0.31675755977630615,0.2680443227291107,0.35393214225769043,0.1910170018672943,0.356713205575943,0.29043012857437134,0.40033626556396484,0.08221722394227982,0.29357993602752686,0.4188697934150696,0.3574857711791992,0.16772876679897308,0.3411986827850342
be,0.24087633192539215,0.22863243520259857,0.2817195653915405,0.4570501148700714,0.4248143136501312,0.17688415944576263,0.4522703289985657,0.33904364705085754,0.5586286783218384,0.1374867707490921,0.3481820821762085,0.3929833769798279,0.347878634929657,0.1970098316669464,0.3324260413646698
equally,0.19682514667510986,0.21913501620292664,0.2015114575624466,0.258899450302124,0.25614944100379944,0.1690017133951187,0.3460196852684021,0.262323796749115,0.43374547362327576,0.07885382324457169,0.16446180641651154,0.3545299768447876,0.2781655788421631,0.1516849845647812,0.22503766417503357
hard,0.29150816798210144,0.20217150449752808,0.2970162034034729,0.2337929755449295,0.25233224034309387,0.15148569643497467,0.2481009066104889,0.21288733184337616,0.2276957929134369,0.1071428507566452,0.20126917958259583,0.3417404592037201,0.3147989511489868,0.1615394502878189,0.1823338270187378
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
one,0.27625951170921326,0.34202226996421814,0.2803315222263336,0.3207961916923523,0.5514441132545471,0.29431435465812683,0.34597525000572205,0.4999135136604309,0.42188695073127747,0.2584690451622009,0.4129433035850525,0.376489520072937,0.36451512575149536,0.1857146918773651,0.2673267424106598
might,0.16936248540878296,0.21087977290153503,0.3230311870574951,0.34400516748428345,0.32504433393478394,0.16858568787574768,0.44857919216156006,0.2900311052799225,0.40220335125923157,0.09852053225040436,0.26443570852279663,0.4838182032108307,0.36350584030151367,0.18338586390018463,0.41058459877967834
say,0.2757166028022766,0.19112268090248108,0.27744555473327637,0.3234401047229767,0.3200206458568573,0.1282230019569397,0.35097622871398926,0.30290520191192627,0.3281162679195404,0.09410020709037781,0.26482993364334106,0.5386801958084106,0.36722978949546814,0.18201754987239838,0.4357808530330658
that,0.2149038165807724,0.30512917041778564,0.3758413791656494,0.36020758748054504,0.5473989248275757,0.23178227245807648,0.43648430705070496,0.41498205065727234,0.46201252937316895,0.1796129047870636,0.435920387506485,0.6297725439071655,0.4416671693325043,0.23035554587841034,0.32716336846351624
x,0.18771763145923615,0.13250453770160675,0.17143216729164124,0.18999986350536346,0.20980626344680786,0.022830214351415634,0.21220014989376068,0.1708947718143463,0.1827971637248993,0.08955014497041702,0.16749148070812225,0.13783220946788788,0.17171038687229156,0.1357298642396927,0.23304535448551178
is,0.2208731323480606,0.2201630026102066,0.16985496878623962,0.31030410528182983,0.5823672413825989,0.2606837749481201,0.34445491433143616,0.4854315221309662,0.4445112943649292,0.35717159509658813,0.5394441485404968,0.28837618231773376,0.23238427937030792,0.1275252103805542,0.22961433231830597
one,0.27625951170921326,0.34202226996421814,0.2803315222263336,0.3207961916923523,0.5514441132545471,0.29431435465812683,0.34597525000572205,0.4999135136604309,0.42188695073127747,0.2584690451622009,0.4129433035850525,0.376489520072937,0.36451512575149536,0.1857146918773651,0.2673267424106598
of,0.13667912781238556,0.3009350895881653,0.2450421154499054,0.30574339628219604,0.733189046382904,0.2680990993976593,0.3448318541049957,1.0,0.34885138273239136,0.32520920038223267,0.5696388483047485,0.33290785551071167,0.20464475452899933,0.19740594923496246,0.1826142966747284
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
hardest,0.31050586700439453,0.2428021878004074,0.3105110824108124,0.1602916717529297,0.3041238486766815,0.3130122423171997,0.22060556709766388,0.28694117069244385,0.32667726278305054,0.11734938621520996,0.2802596986293793,0.23344874382019043,0.33016490936279297,0.16362354159355164,0.15854047238826752
problems,0.3503378927707672,0.22839896380901337,1.0,0.15854313969612122,0.2659202516078949,0.1608477383852005,0.3587440550327301,0.2450421154499054,0.27170485258102417,0.0881461352109909,0.21061907708644867,0.3306994140148163,0.7913808822631836,0.18972691893577576,0.2638136148452759
in,0.15881246328353882,0.2201821506023407,0.21061907708644867,0.23975171148777008,0.6662389636039734,0.2796158194541931,0.2647380828857422,0.5696388483047485,0.33162933588027954,0.35149815678596497,1.0,0.30808621644973755,0.16969570517539978,0.1761927455663681,0.20430970191955566
c.,0.04140005633234978,-0.058452170342206955,0.22782200574874878,-0.03361346200108528,-0.23451577126979828,-0.05932863429188728,0.17107586562633514,-0.18015630543231964,0.02467998117208481,-0.24474933743476868,-0.17233212292194366,0.03813721984624863,0.1528458297252655,0.02658156491816044,0.019047532230615616
),0.12755736708641052,0.21319177746772766,0.17140987515449524,0.1663975715637207,0.3456730246543884,0.2017652690410614,0.23153232038021088,0.3680361211299896,0.2020954042673111,0.19755883514881134,0.3326910734176636,0.26259949803352356,0.20261481404304504,0.16039183735847473,0.42300865054130554
thus,0.06333091855049133,0.26055407524108887,0.23217986524105072,0.25512760877609253,0.4036877751350403,0.22300748527050018,0.40432536602020264,0.3487406373023987,0.3779420554637909,0.15484704077243805,0.26358214020729065,0.30745524168014526,0.29912880063056946,0.18007363379001617,0.18769288063049316
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
class,0.18459567427635193,0.15996891260147095,0.18972691893577576,0.13250471651554108,0.18034407496452332,0.2007335126399994,0.12554052472114563,0.19740594923496246,0.21679922938346863,0.030911769717931747,0.1761927455663681,0.16880196332931519,0.19669321179389954,1.0,0.12778934836387634
of,0.13667912781238556,0.3009350895881653,0.2450421154499054,0.30574339628219604,0.733189046382904,0.2680990993976593,0.3448318541049957,1.0,0.34885138273239136,0.32520920038223267,0.5696388483047485,0.33290785551071167,0.20464475452899933,0.19740594923496246,0.1826142966747284
np-complete,0.32307320833206177,0.9474932551383972,0.21938736736774445,0.30504900217056274,0.27450188994407654,0.12634627521038055,0.2907256484031677,0.2697024643421173,0.22355049848556519,0.13008658587932587,0.22477759420871735,0.28050094842910767,0.2782294750213623,0.19734898209571838,0.16391170024871826
problems,0.3503378927707672,0.22839896380901337,1.0,0.15854313969612122,0.2659202516078949,0.1608477383852005,0.3587440550327301,0.2450421154499054,0.27170485258102417,0.0881461352109909,0.21061907708644867,0.3306994140148163,0.7913808822631836,0.18972691893577576,0.2638136148452759
contains,0.18440726399421692,0.3053452670574188,0.09555267542600632,0.7593783736228943,0.2846323549747467,0.187765434384346,0.20690560340881348,0.34575599431991577,0.21205784380435944,0.27686721086502075,0.28116101026535034,0.14236655831336975,0.11922963708639145,0.12439050525426865,0.15215006470680237
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
most,0.19937869906425476,0.213924378156662,0.25217464566230774,0.31204837560653687,0.47635307908058167,0.30039215087890625,0.2645615041255951,0.4178851246833801,0.3906858563423157,0.2271362692117691,0.41416558623313904,0.3219912350177765,0.2509269416332245,0.17672498524188995,0.2107497900724411
difficult,0.30652299523353577,0.2893551290035248,0.4282206594944,0.2618130147457123,0.277450829744339,0.20571616291999817,0.3811730444431305,0.2539307773113251,0.2740176022052765,0.12819048762321472,0.2128705233335495,0.37928828597068787,0.43395328521728516,0.174441397190094,0.20408590137958527
problems,0.3503378927707672,0.22839896380901337,1.0,0.15854313969612122,0.2659202516078949,0.1608477383852005,0.3587440550327301,0.2450421154499054,0.27170485258102417,0.0881461352109909,0.21061907708644867,0.3306994140148163,0.7913808822631836,0.18972691893577576,0.2638136148452759
in,0.15881246328353882,0.2201821506023407,0.21061907708644867,0.23975171148777008,0.6662389636039734,0.2796158194541931,0.2647380828857422,0.5696388483047485,0.33162933588027954,0.35149815678596497,1.0,0.30808621644973755,0.16969570517539978,0.1761927455663681,0.20430970191955566
np,1.0,0.2815532088279724,0.3503378927707672,0.22194010019302368,0.14565430581569672,0.29620161652565,0.23238033056259155,0.13667912781238556,0.1824636608362198,0.11646412312984467,0.15881246328353882,0.273849755525589,0.4497864544391632,0.18459567427635193,0.25319206714630127
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
in,0.15881246328353882,0.2201821506023407,0.21061907708644867,0.23975171148777008,0.6662389636039734,0.2796158194541931,0.2647380828857422,0.5696388483047485,0.33162933588027954,0.35149815678596497,1.0,0.30808621644973755,0.16969570517539978,0.1761927455663681,0.20430970191955566
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
sense,0.15106123685836792,0.22034884989261627,0.27750086784362793,0.2381618767976761,0.23180550336837769,0.1162993535399437,0.2995977997779846,0.19666431844234467,0.1922406703233719,0.09253101795911789,0.19032785296440125,0.3673125207424164,0.3772348165512085,0.22562718391418457,0.25268280506134033
that,0.2149038165807724,0.30512917041778564,0.3758413791656494,0.36020758748054504,0.5473989248275757,0.23178227245807648,0.43648430705070496,0.41498205065727234,0.46201252937316895,0.1796129047870636,0.435920387506485,0.6297725439071655,0.4416671693325043,0.23035554587841034,0.32716336846351624
they,0.15970779955387115,0.1834021955728531,0.3100776970386505,0.34297341108322144,0.49925389885902405,0.18484582006931305,0.3069436848163605,0.3426007330417633,0.41845834255218506,0.19817660748958588,0.4330179989337921,0.4431931674480438,0.2527957856655121,0.2013283520936966,0.2753053903579712
are,0.22153069078922272,0.18877997994422913,0.2565869987010956,0.5326977372169495,0.40399202704429626,0.2257385104894638,0.3616584837436676,0.39081433415412903,0.4656608998775482,0.24096766114234924,0.3841303884983063,0.29724663496017456,0.2619974911212921,0.1495869755744934,0.24591213464736938
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
ones,0.11741558462381363,0.12643027305603027,0.3422633409500122,0.3247617781162262,0.333568274974823,0.11591973900794983,0.3216373026371002,0.23451396822929382,0.35910940170288086,0.13540512323379517,0.232247456908226,0.28536954522132874,0.3251574635505676,0.17194323241710663,0.28155767917633057
most,0.19937869906425476,0.213924378156662,0.25217464566230774,0.31204837560653687,0.47635307908058167,0.30039215087890625,0.2645615041255951,0.4178851246833801,0.3906858563423157,0.2271362692117691,0.41416558623313904,0.3219912350177765,0.2509269416332245,0.17672498524188995,0.2107497900724411
likely,0.20779630541801453,0.207369863986969,0.35344481468200684,0.31308799982070923,0.28129076957702637,0.1451781839132309,0.6240500211715698,0.2704482078552246,0.3628580570220947,0.14865145087242126,0.21680790185928345,0.4101858139038086,0.41721439361572266,0.10195292532444,0.35971182584762573
not,0.2639980912208557,0.3003719449043274,0.3441416919231415,0.39340853691101074,0.4310511648654938,0.19858375191688538,0.4501270353794098,0.3307090103626251,0.4366016089916229,0.1649247705936432,0.3403114080429077,0.5449194312095642,0.3932628929615021,0.1832761913537979,0.41942933201789856
to,0.12644809484481812,0.26479288935661316,0.28989166021347046,0.28093209862709045,0.535392165184021,0.24439959228038788,0.4685809314250946,0.41548454761505127,0.4514104127883911,0.20850814878940582,0.45010748505592346,0.455847829580307,0.2502208352088928,0.18696844577789307,0.29463258385658264
be,0.24087633192539215,0.22863243520259857,0.2817195653915405,0.4570501148700714,0.4248143136501312,0.17688415944576263,0.4522703289985657,0.33904364705085754,0.5586286783218384,0.1374867707490921,0.3481820821762085,0.3929833769798279,0.347878634929657,0.1970098316669464,0.3324260413646698
in,0.15881246328353882,0.2201821506023407,0.21061907708644867,0.23975171148777008,0.6662389636039734,0.2796158194541931,0.2647380828857422,0.5696388483047485,0.33162933588027954,0.35149815678596497,1.0,0.30808621644973755,0.16969570517539978,0.1761927455663681,0.20430970191955566
p.,0.10190384835004807,0.09961185604333878,0.22100798785686493,0.09049629420042038,0.00706930598244071,0.11277604103088379,0.19787068665027618,0.008003096096217632,0.0704386979341507,0.08132386952638626,0.10117035359144211,0.07387562096118927,0.132210835814476,0.07942083477973938,0.11662347614765167
because,0.2085174322128296,0.21121683716773987,0.41531071066856384,0.3126080334186554,0.44596394896507263,0.22644147276878357,0.42019566893577576,0.4075504541397095,0.5229522585868835,0.18817868828773499,0.37423941493034363,0.46729007363319397,0.4304963946342468,0.194654643535614,0.2528740465641022
the,0.14565430581569672,0.277624249458313,0.2659202516078949,0.26383090019226074,1.0,0.3453028202056885,0.3716847598552704,0.733189046382904,0.419739305973053,0.407527357339859,0.6662389636039734,0.42745697498321533,0.24928659200668335,0.18034407496452332,0.22068053483963013
problem,0.4497864544391632,0.27093052864074707,0.7913808822631836,0.20537663996219635,0.24928659200668335,0.16902756690979004,0.43773871660232544,0.20464475452899933,0.2995333671569824,0.10883520543575287,0.16969570517539978,0.42183366417884827,1.0,0.19669321179389954,0.3762950301170349
p,0.24241971969604492,0.18908414244651794,0.1230422630906105,0.06038476154208183,0.16481639444828033,0.13022226095199585,0.15366917848587036,0.18174134194850922,0.1446872502565384,0.07149650156497955,0.10853569954633713,0.18586504459381104,0.1706637293100357,0.1395781934261322,0.20840544998645782
=,-0.022351102903485298,0.03809135779738426,-0.11286143213510513,0.08782783895730972,-0.01352626271545887,-0.11227792501449585,-0.06009238213300705,-0.056689027696847916,-0.031110135838389397,-0.002890595467761159,-0.08381625264883041,0.07829900085926056,-0.09702178835868835,-0.0025547300465404987,-0.005643122363835573
np,1.0,0.2815532088279724,0.3503378927707672,0.22194010019302368,0.14565430581569672,0.29620161652565,0.23238033056259155,0.13667912781238556,0.1824636608362198,0.11646412312984467,0.15881246328353882,0.273849755525589,0.4497864544391632,0.18459567427635193,0.25319206714630127
is,0.2208731323480606,0.2201630026102066,0.16985496878623962,0.31030410528182983,0.5823672413825989,0.2606837749481201,0.34445491433143616,0.4854315221309662,0.4445112943649292,0.35717159509658813,0.5394441485404968,0.28837618231773376,0.23238427937030792,0.1275252103805542,0.22961433231830597
not,0.2639980912208557,0.3003719449043274,0.3441416919231415,0.39340853691101074,0.4310511648654938,0.19858375191688538,0.4501270353794098,0.3307090103626251,0.4366016089916229,0.1649247705936432,0.3403114080429077,0.5449194312095642,0.3932628929615021,0.1832761913537979,0.41942933201789856
solved,0.39436420798301697,0.21887485682964325,0.4872119128704071,0.15758049488067627,0.21140827238559723,0.12970343232154846,0.26122477650642395,0.17960071563720703,0.17573334276676178,0.15545815229415894,0.17707815766334534,0.247396320104599,0.5690774321556091,0.12774312496185303,0.2692696750164032
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
being,0.1824636608362198,0.1819842904806137,0.27170485258102417,0.28035441040992737,0.419739305973053,0.1841275542974472,0.3964845836162567,0.34885138273239136,1.0,0.11277460306882858,0.33162933588027954,0.3760843276977539,0.2995333671569824,0.21679922938346863,0.26743772625923157
able,0.19356292486190796,0.27692124247550964,0.24490024149417877,0.2556285262107849,0.3435857892036438,0.18280497193336487,0.32751211524009705,0.23883962631225586,0.3341618478298187,0.14261582493782043,0.23456627130508423,0.3404487371444702,0.2885279059410095,0.21270184218883514,0.260649710893631
to,0.12644809484481812,0.26479288935661316,0.28989166021347046,0.28093209862709045,0.535392165184021,0.24439959228038788,0.4685809314250946,0.41548454761505127,0.4514104127883911,0.20850814878940582,0.45010748505592346,0.455847829580307,0.2502208352088928,0.18696844577789307,0.29463258385658264
reduce,0.1301882117986679,0.19600287079811096,0.37791311740875244,0.29805663228034973,0.2735816240310669,0.18663279712200165,0.4781123697757721,0.26028934121131897,0.21232083439826965,0.09561233967542648,0.22053970396518707,0.18258237838745117,0.3375815749168396,0.1458643525838852,0.1462220549583435
a,0.19096361100673676,0.29913821816444397,0.21523453295230865,0.23510922491550446,0.5829201340675354,0.2451467216014862,0.33071842789649963,0.5052502155303955,0.3727131485939026,0.2605401277542114,0.539380669593811,0.3320399522781372,0.2605542540550232,0.23462694883346558,0.23916715383529663
known,0.16972734034061432,0.20926451683044434,0.14510442316532135,0.21362747251987457,0.3624623417854309,0.146501362323761,0.17617766559123993,0.35814476013183594,0.24268263578414917,0.21905839443206787,0.32641831040382385,0.20381177961826324,0.1978386789560318,0.12499057501554489,0.18314571678638458
np-complete,0.32307320833206177,0.9474932551383972,0.21938736736774445,0.30504900217056274,0.27450188994407654,0.12634627521038055,0.2907256484031677,0.2697024643421173,0.22355049848556519,0.13008658587932587,0.22477759420871735,0.28050094842910767,0.2782294750213623,0.19734898209571838,0.16391170024871826
problem,0.4497864544391632,0.27093052864074707,0.7913808822631836,0.20537663996219635,0.24928659200668335,0.16902756690979004,0.43773871660232544,0.20464475452899933,0.2995333671569824,0.10883520543575287,0.16969570517539978,0.42183366417884827,1.0,0.19669321179389954,0.3762950301170349
",",0.1823609173297882,0.23945219814777374,0.2596952021121979,0.24384500086307526,0.4933079481124878,0.2272098958492279,0.26524072885513306,0.4946078956127167,0.34499165415763855,0.2678719460964203,0.5201468467712402,0.3087472915649414,0.23938199877738953,0.1753857135772705,0.31091248989105225
