,relegation,to,secondary,status,for,abc,resulted,in,viewership,how,much,lower,than,their,competitors,",",according,to,goldenson,?
abc,0.16435912251472473,0.1762417107820511,0.03982029855251312,0.15242455899715424,0.22510288655757904,1.0000001192092896,0.22261758148670197,0.1697147786617279,0.31620144844055176,0.19232043623924255,0.08886020630598068,0.11324325948953629,0.05868885666131973,0.17463743686676025,0.09631531685590744,0.2097204476594925,0.17095112800598145,0.1762417107820511,0.29072654247283936,0.19065172970294952
programming,0.1610897034406662,0.1961597204208374,0.1699536293745041,0.12249735742807388,0.24722188711166382,0.3165910840034485,0.11170715093612671,0.17145347595214844,0.2759625017642975,0.26022371649742126,0.18904410302639008,0.0712403804063797,0.21135461330413818,0.17972438037395477,0.2034817636013031,0.255766898393631,0.16126826405525208,0.1961597204208374,0.20921871066093445,0.22249025106430054
reported,0.16390548646450043,0.20339804887771606,0.1746179163455963,0.20229297876358032,0.1863495260477066,0.20084445178508759,0.3899918794631958,0.25024300813674927,0.24336034059524536,0.11600318551063538,0.24137835204601288,0.157385915517807,0.22749528288841248,0.22310911118984222,0.16326051950454712,0.2771649956703186,0.33541378378868103,0.20339804887771606,0.13287174701690674,0.16150116920471191
five,0.23790213465690613,0.29041585326194763,0.11345745623111725,0.1659129112958908,0.30701300501823425,0.14211930334568024,0.2599978446960449,0.3634254038333893,0.2264202982187271,0.20553050935268402,0.13753974437713623,0.1646028459072113,0.30052000284194946,0.32615432143211365,0.1821768432855606,0.3101605772972107,0.2643912136554718,0.29041585326194763,0.2445983588695526,0.18342848122119904
times,0.23330920934677124,0.32875269651412964,0.10622720420360565,0.15680840611457825,0.2999500632286072,0.1631121188402176,0.24495266377925873,0.2427823841571808,0.2010977417230606,0.2685738503932953,0.3250696063041687,0.17162755131721497,0.34413233399391174,0.22920946776866913,0.1632048785686493,0.2897866368293762,0.2465648204088211,0.32875269651412964,0.21569684147834778,0.18880689144134521
lower,0.22386305034160614,0.233318492770195,0.16710489988327026,0.1964782327413559,0.15945355594158173,0.11324325948953629,0.17042945325374603,0.27455443143844604,0.19197703897953033,0.1727292835712433,0.2710433602333069,1.0,0.37582775950431824,0.22468949854373932,0.17142800986766815,0.236776202917099,0.08326106518507004,0.233318492770195,0.11129089444875717,0.08471795171499252
viewership,0.37074539065361023,0.29246488213539124,0.13153080642223358,0.26699280738830566,0.3187984824180603,0.31620144844055176,0.3086397051811218,0.23857662081718445,1.0,0.2558768391609192,0.259520560503006,0.19197703897953033,0.33458060026168823,0.2897283136844635,0.3474647104740143,0.2360859364271164,0.24304351210594177,0.29246488213539124,0.26148080825805664,0.23784568905830383
than,0.13889668881893158,0.3192550539970398,0.15205809473991394,0.16353335976600647,0.30793827772140503,0.05868885666131973,0.2446395307779312,0.3270052373409271,0.33458060026168823,0.29763275384902954,0.632695198059082,0.37582775950431824,1.0,0.30367133021354675,0.248726025223732,0.3371901512145996,0.21595615148544312,0.3192550539970398,0.1491968333721161,0.24917294085025787
its,0.2063145488500595,0.3691340684890747,0.1844489574432373,0.2974209785461426,0.2992613911628723,0.19045390188694,0.26282793283462524,0.3793783485889435,0.3874112367630005,0.22449488937854767,0.31350770592689514,0.2650797367095947,0.3136501908302307,0.5367968082427979,0.17842108011245728,0.33157986402511597,0.2460927665233612,0.3691340684890747,0.19882462918758392,0.15103481709957123
competitors,0.29587507247924805,0.2333730012178421,0.16340668499469757,0.15172797441482544,0.23888909816741943,0.09631531685590744,0.2185380756855011,0.18733935058116913,0.3474647104740143,0.23067554831504822,0.24005275964736938,0.17142800986766815,0.248726025223732,0.2623392939567566,1.0,0.22969336807727814,0.048845697194337845,0.2333730012178421,0.19580905139446259,0.16859129071235657
.,0.3370872735977173,0.4645031690597534,0.195527583360672,0.21120375394821167,0.4726039469242096,0.2567209303379059,0.23092694580554962,0.5591574311256409,0.3083479702472687,0.3287222981452942,0.3374604284763336,0.24347278475761414,0.3594527542591095,0.34427863359451294,0.16344867646694183,0.6812511086463928,0.29052162170410156,0.4645031690597534,0.2818927466869354,0.4130953550338745
