,what,harvard,alumni,was,the,palestine,prime,minister,?
political,0.21846716105937958,0.2671944499015808,0.15611149370670319,0.24282537400722504,0.20477235317230225,0.30597731471061707,0.23972974717617035,0.28924307227134705,0.17130474746227264
leader,0.15734966099262238,0.1580597162246704,0.14239266514778137,0.3073844909667969,0.27799519896507263,0.22468599677085876,0.3784496784210205,0.4717351794242859,0.09527933597564697
michael,0.12049687653779984,0.16368213295936584,0.16471484303474426,0.2856155037879944,0.21768254041671753,0.20843151211738586,0.10714726895093918,0.13820800185203552,0.0667748749256134
ignatieff,0.13385334610939026,0.356956422328949,0.2653445303440094,0.3261682689189911,0.21732860803604126,0.17403534054756165,0.3279084265232086,0.3514772951602936,0.18495823442935944
;,0.10986888408660889,0.005234759766608477,-0.0399949736893177,0.0754367932677269,0.09152708947658539,0.025974370539188385,0.014075025916099548,0.05797768011689186,0.10349778085947037
pakistani,0.1892566680908203,0.14828617870807648,0.12019713222980499,0.20068155229091644,0.1908998042345047,0.3728242814540863,0.2120777815580368,0.23597872257232666,0.13618601858615875
members,0.16873176395893097,0.16409620642662048,0.28698235750198364,0.20636706054210663,0.3321719169616699,0.20013181865215302,0.1960206776857376,0.23313948512077332,0.10212311148643494
of,0.33290785551071167,0.25842633843421936,0.27771928906440735,0.4069072902202606,0.733189046382904,0.23739594221115112,0.23935265839099884,0.23343199491500854,0.1826142966747284
provincial,0.16144120693206787,0.1303616762161255,0.0805901512503624,0.1956666260957718,0.2845842242240906,0.11321277916431427,0.1611028015613556,0.21945416927337646,0.11250471323728561
assembly,0.21462371945381165,0.15718480944633484,0.14090633392333984,0.2233278602361679,0.2524827718734741,0.24609480798244476,0.21493500471115112,0.2826046943664551,0.1488889455795288
