,who,is,responsible,for,operating,the,electronic,voting,equipment,and,chamber,clocks,?
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
standing,0.29209479689598083,0.23029260337352753,0.1741684079170227,0.2957304120063782,0.21894143521785736,0.32312217354774475,0.1128683015704155,0.28603383898735046,0.19290919601917267,0.26176032423973083,0.1626492142677307,0.21714453399181366,0.11972658336162567
orders,0.22359956800937653,0.09346234053373337,0.2088848501443863,0.11300233006477356,0.23834502696990967,0.26927345991134644,0.06896263360977173,0.09590368717908859,0.15271642804145813,0.23332609236240387,0.14899304509162903,0.19306233525276184,0.18005457520484924
that,0.45444270968437195,0.3995479643344879,0.3398503065109253,0.4137635827064514,0.2976495623588562,0.5473989248275757,0.2643936276435852,0.3155273199081421,0.2903226315975189,0.4731321930885315,0.16128811240196228,0.28449681401252747,0.32716336846351624
govern,0.2647138237953186,0.19563332200050354,0.32508334517478943,0.14243485033512115,0.20903414487838745,0.2840098738670349,0.07266438752412796,0.26930245757102966,0.18962661921977997,0.259111225605011,0.12324173748493195,0.11504682898521423,0.20213767886161804
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
proceedings,0.1545482873916626,0.13935744762420654,0.23410625755786896,0.286864697933197,0.27807116508483887,0.26050370931625366,0.24901612102985382,0.2928062677383423,0.1885611116886139,0.24677889049053192,0.18974323570728302,0.2771584391593933,0.17969121038913727
of,0.2827862501144409,0.4854315221309662,0.37070101499557495,0.4185989499092102,0.27346423268318176,0.733189046382904,0.21469230949878693,0.19275255501270294,0.18924570083618164,0.5116966962814331,0.24295011162757874,0.22300833463668823,0.1826142966747284
meetings,0.2926362454891205,0.15326865017414093,0.26198524236679077,0.2716311812400818,0.16444219648838043,0.31532901525497437,0.19585870206356049,0.29189369082450867,0.20063070952892303,0.27042466402053833,0.23115618526935577,0.22677968442440033,0.17293356359004974
.,0.3541337847709656,0.4569662809371948,0.2309054434299469,0.4726039469242096,0.24669770896434784,0.5934505462646484,0.2492242306470871,0.26005733013153076,0.19206763803958893,0.588965117931366,0.1907585710287094,0.24747684597969055,0.4130953550338745
,who,is,responsible,for,operating,the,electronic,voting,equipment,and,chamber,clocks,?
a,0.36608949303627014,0.658733606338501,0.22119273245334625,0.44038116931915283,0.2654561996459961,0.5829201340675354,0.2595341205596924,0.21578288078308105,0.23026658594608307,0.3739250600337982,0.2632589042186737,0.24426348507404327,0.23916715383529663
vote,0.3261251747608185,0.2031867355108261,0.14296536147594452,0.2269713580608368,0.09925244748592377,0.22779929637908936,0.18368059396743774,0.7671977281570435,0.12263958156108856,0.1828758865594864,0.1277715116739273,0.1423993855714798,0.2888886630535126
clerk,0.28553780913352966,0.15390723943710327,0.2743193805217743,0.20628957450389862,0.24496203660964966,0.2240356057882309,0.15889737010002136,0.13035596907138824,0.19369739294052124,0.24555973708629608,0.21620240807533264,0.26134300231933594,0.13886231184005737
sits,0.1680937558412552,0.36213648319244385,0.17693035304546356,0.2512679100036621,0.1660420298576355,0.3599841296672821,0.07471894472837448,0.15869230031967163,0.16331863403320312,0.20517820119857788,0.21108853816986084,0.23484189808368683,0.06215965375304222
in,0.2792111933231354,0.5394441485404968,0.24309778213500977,0.4322226941585541,0.2706070840358734,0.6662389636039734,0.18848326802253723,0.21573682129383087,0.1740107387304306,0.4954058527946472,0.18419700860977173,0.22572562098503113,0.20430970191955566
front,0.18228031694889069,0.21630217134952545,0.08663111925125122,0.21518634259700775,0.16725316643714905,0.3733479380607605,0.15651275217533112,0.12630566954612732,0.26025450229644775,0.23269736766815186,0.13155074417591095,0.19639649987220764,0.16351862251758575
of,0.2827862501144409,0.4854315221309662,0.37070101499557495,0.4185989499092102,0.27346423268318176,0.733189046382904,0.21469230949878693,0.19275255501270294,0.18924570083618164,0.5116966962814331,0.24295011162757874,0.22300833463668823,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
presiding,0.24317249655723572,0.2072397768497467,0.2699236273765564,0.18266896903514862,0.13459563255310059,0.3267684876918793,0.05829699710011482,0.3472583293914795,0.0845988318324089,0.2103288769721985,0.15809614956378937,0.05848228186368942,0.177648663520813
officer,0.31437572836875916,0.19916827976703644,0.328684002161026,0.17035067081451416,0.29810622334480286,0.25777485966682434,0.16788430511951447,0.08632636070251465,0.3054809868335724,0.22929392755031586,0.1796741485595703,0.11389978229999542,0.119948610663414
and,0.41279885172843933,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.2427442967891693,0.5171257257461548,0.23212435841560364,0.2101096510887146,0.24890132248401642,1.0,0.2297973483800888,0.23470358550548553,0.20544172823429108
operates,0.15109378099441528,0.29712775349617004,0.32880932092666626,0.22636084258556366,0.6489438414573669,0.2663705050945282,0.25123900175094604,0.16304242610931396,0.32636162638664246,0.254499614238739,0.13472820818424225,0.24792413413524628,0.12270797789096832
the,0.3733934462070465,0.5823672413825989,0.3305104374885559,0.4739971458911896,0.28778329491615295,1.0,0.22479066252708435,0.26425203680992126,0.22635069489479065,0.5171257257461548,0.2594704031944275,0.25288715958595276,0.22068053483963013
electronic,0.1629127860069275,0.2186720222234726,0.1974833607673645,0.22210001945495605,0.27052247524261475,0.22479066252708435,1.0000001192092896,0.23400698602199554,0.41207075119018555,0.23212435841560364,0.24983254075050354,0.33235254883766174,0.15534579753875732
voting,0.25835874676704407,0.17713099718093872,0.15078112483024597,0.2609013319015503,0.19942164421081543,0.26425203680992126,0.23400698602199554,0.9999999403953552,0.16430355608463287,0.2101096510887146,0.14007572829723358,0.17249298095703125,0.31114646792411804
equipment,0.2219913750886917,0.15240977704524994,0.21995440125465393,0.2880359888076782,0.373494416475296,0.22635069489479065,0.41207075119018555,0.16430355608463287,1.0,0.24890132248401642,0.15838360786437988,0.3199038505554199,0.0920877456665039
and,0.41279885172843933,0.3859752118587494,0.29945531487464905,0.5064792633056641,0.2427442967891693,0.5171257257461548,0.23212435841560364,0.2101096510887146,0.24890132248401642,1.0,0.2297973483800888,0.23470358550548553,0.20544172823429108
chamber,0.16918787360191345,0.18098223209381104,0.1680372655391693,0.2533634305000305,0.12160580605268478,0.2594704031944275,0.24983254075050354,0.14007572829723358,0.15838360786437988,0.2297973483800888,1.0,0.2232428640127182,0.04307165369391441
clocks,0.17445284128189087,0.23628728091716766,0.10864093899726868,0.21475879848003387,0.3032781183719635,0.25288715958595276,0.33235254883766174,0.17249298095703125,0.3199038505554199,0.23470358550548553,0.2232428640127182,1.0,0.15076938271522522
.,0.3541337847709656,0.4569662809371948,0.2309054434299469,0.4726039469242096,0.24669770896434784,0.5934505462646484,0.2492242306470871,0.26005733013153076,0.19206763803958893,0.588965117931366,0.1907585710287094,0.24747684597969055,0.4130953550338745
