,what,is,the,name,of,another,type,of,prime,here,p+1,or,p-1,takes,a,certain,shape,?
1,-0.21266892552375793,-0.12491171807050705,-0.1554475575685501,-0.18995489180088043,-0.09473495930433273,-0.2542208731174469,-0.13035114109516144,-0.09473495930433273,-0.17159132659435272,-0.21911947429180145,-0.060889337211847305,-0.21893133223056793,-0.06967667490243912,-0.1857132464647293,-0.20817746222019196,-0.3205966353416443,-0.06045594438910484,-0.249979168176651
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.41278526186943054,0.3053323030471802,0.4854315221309662,0.16680827736854553,0.3368209898471832,0.09808323532342911,0.41870999336242676,0.21574732661247253,0.4061736762523651,0.658733606338501,0.28826433420181274,0.2674638032913208,0.22961433231830597
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.38147079944610596,0.18112817406654358,1.0,0.23935265839099884,0.29118096828460693,0.17238648235797882,0.3792596757411957,0.2493032068014145,0.3277401030063629,0.5052502155303955,0.40204232931137085,0.2597946226596832,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26421117782592773,0.5052502155303955,0.6191956996917725,0.3813284635543823,0.5052502155303955,0.17998681962490082,0.3427039682865143,0.09958705306053162,0.48853766918182373,0.1928422749042511,0.3491862416267395,1.0,0.369277685880661,0.32737624645233154,0.23916715383529663
particular,0.4548671245574951,0.3500361442565918,0.4066357910633087,0.19046668708324432,0.3490585684776306,0.4936774671077728,0.3430236876010895,0.3490585684776306,0.09801287204027176,0.396517813205719,0.1298670470714569,0.4743972718715668,0.1945313811302185,0.2011028379201889,0.439316987991333,0.6351189017295837,0.3422684967517853,0.2741454839706421
shape,0.26758873462677,0.2674638032913208,0.29087939858436584,0.21588827669620514,0.2597946226596832,0.2773645222187042,0.2926439642906189,0.2597946226596832,0.16476036608219147,0.259570449590683,0.03346587345004082,0.29728466272354126,0.15563255548477173,0.21402330696582794,0.32737624645233154,0.2717115581035614,1.0000001192092896,0.11426173895597458
include,0.1535889357328415,0.28863582015037537,0.2951717972755432,0.1803218424320221,0.37431180477142334,0.13732361793518066,0.20810997486114502,0.37431180477142334,0.11487209051847458,0.22948569059371948,0.14488713443279266,0.34163498878479004,0.13109278678894043,0.17577672004699707,0.18765322864055634,0.3428739309310913,0.13883699476718903,0.14925788342952728
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5019711852073669,0.21819381415843964,0.733189046382904,0.19960100948810577,0.37885698676109314,0.1286102682352066,0.4174870550632477,0.21328487992286682,0.33578023314476013,0.5829201340675354,0.392071396112442,0.29087939858436584,0.22068053483963013
sophie,0.1402960568666458,0.1395062804222107,0.17765936255455017,0.106472909450531,0.18037347495555878,0.14794312417507172,0.11365677416324615,0.18037347495555878,0.25524523854255676,0.14992253482341766,0.19570384919643402,0.07671642303466797,-0.06472092866897583,0.10558093339204788,0.17590011656284332,0.0721825659275055,0.08795672655105591,0.1763855516910553
germain,0.15118248760700226,0.23805131018161774,0.2318618893623352,0.18427962064743042,0.20441551506519318,0.21407803893089294,0.1096772775053978,0.20441551506519318,0.253191739320755,0.2132551521062851,0.30764323472976685,0.17556814849376678,0.05579673498868942,0.10261767357587814,0.3017369210720062,0.1593625247478485,0.12702211737632751,0.18939374387264252
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.2227129191160202,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.26243314146995544,0.17892986536026,0.18961890041828156,0.11574617773294449,0.16761335730552673,0.21026647090911865,0.2068222463130951,0.2231428474187851,0.18851876258850098
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.2500171959400177,0.1677488386631012,0.35032153129577637,0.21646767854690552,0.3238750994205475,0.20160458981990814,0.3582012951374054,0.23640882968902588,0.20102201402187347,0.3206180930137634,0.18830980360507965,0.13226941227912903,0.40561532974243164
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.2227129191160202,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.26243314146995544,0.17892986536026,0.18961890041828156,0.11574617773294449,0.16761335730552673,0.21026647090911865,0.2068222463130951,0.2231428474187851,0.18851876258850098
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.38147079944610596,0.18112817406654358,1.0,0.23935265839099884,0.29118096828460693,0.17238648235797882,0.3792596757411957,0.2493032068014145,0.3277401030063629,0.5052502155303955,0.40204232931137085,0.2597946226596832,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5019711852073669,0.21819381415843964,0.733189046382904,0.19960100948810577,0.37885698676109314,0.1286102682352066,0.4174870550632477,0.21328487992286682,0.33578023314476013,0.5829201340675354,0.392071396112442,0.29087939858436584,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.29286009073257446,0.2751023769378662,0.29600051045417786,0.27289214730262756,0.3017115294933319,0.29600051045417786,0.160722553730011,0.14514018595218658,0.06351053714752197,0.3818044364452362,0.09451611340045929,0.16152538359165192,0.3088195323944092,0.2941373586654663,0.3411729037761688,0.1463010311126709
2p,0.3256043791770935,0.13087975978851318,0.2154201716184616,0.1346535086631775,0.16484370827674866,0.22663283348083496,0.1049317717552185,0.16484370827674866,0.08139871060848236,0.23457592725753784,0.1425779163837433,0.14875280857086182,0.025985825806856155,0.14103756844997406,0.204535111784935,0.12324801832437515,0.05438684672117233,0.20384202897548676
+,0.1158081665635109,0.12961794435977936,0.12941905856132507,0.0907977744936943,0.14862146973609924,0.17676423490047455,0.1153663694858551,0.14862146973609924,0.18566271662712097,0.22654525935649872,0.15162166953086853,0.23950374126434326,0.16761349141597748,0.11571668088436127,0.10495228320360184,0.19085124135017395,0.14461451768875122,0.2903686463832855
1,-0.21266892552375793,-0.12491171807050705,-0.1554475575685501,-0.18995489180088043,-0.09473495930433273,-0.2542208731174469,-0.13035114109516144,-0.09473495930433273,-0.17159132659435272,-0.21911947429180145,-0.060889337211847305,-0.21893133223056793,-0.06967667490243912,-0.1857132464647293,-0.20817746222019196,-0.3205966353416443,-0.06045594438910484,-0.249979168176651
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.17897967994213104,0.41827285289764404,0.359900563955307,0.1964726597070694,0.41827285289764404,0.09384632855653763,0.31067347526550293,0.0653882622718811,0.38158315420150757,0.1113598495721817,0.1827632188796997,0.3783375024795532,0.3306539058685303,0.23492549359798431,0.2433311939239502
p,0.18586504459381104,0.11757151037454605,0.16481639444828033,0.12600450217723846,0.18174134194850922,0.18335872888565063,0.19127611815929413,0.18174134194850922,0.17530764639377594,0.16085399687290192,0.1555454283952713,0.1296345591545105,0.17172545194625854,0.1087963730096817,0.15866722166538239,0.10052938759326935,0.1409619301557541,0.20840544998645782
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.1532704085111618,0.09346602857112885,0.23935265839099884,1.0,0.21041922271251678,0.2814047932624817,0.12635108828544617,0.09442942589521408,0.1674378216266632,0.17998681962490082,0.1168041080236435,0.16476036608219147,0.11276303976774216
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.2743632197380066,0.18612703680992126,0.3680361211299896,0.20705947279930115,0.33146393299102783,0.2241887003183365,0.3706604242324829,0.2472054809331894,0.19585366547107697,0.3640355169773102,0.1859423816204071,0.15138094127178192,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.37759533524513245,0.23979854583740234,0.3769497275352478,0.21624700725078583,0.2755669057369232,0.427140474319458,0.28759655356407166,0.224068284034729,0.31091248989105225
primorial,0.1419888436794281,0.24093352258205414,0.32815665006637573,0.23055921494960785,0.3091632127761841,0.20072686672210693,0.10968656837940216,0.3091632127761841,0.3694421052932739,0.14409516751766205,0.2592325508594513,0.15855376422405243,0.2192760556936264,0.1510399729013443,0.22053095698356628,0.14125196635723114,0.2071986049413681,0.11506250500679016
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.2227129191160202,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.26243314146995544,0.17892986536026,0.18961890041828156,0.11574617773294449,0.16761335730552673,0.21026647090911865,0.2068222463130951,0.2231428474187851,0.18851876258850098
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.37759533524513245,0.23979854583740234,0.3769497275352478,0.21624700725078583,0.2755669057369232,0.427140474319458,0.28759655356407166,0.224068284034729,0.31091248989105225
fermat,0.21418137848377228,0.21814440190792084,0.20773477852344513,0.15451081097126007,0.19480057060718536,0.22886164486408234,0.12458211183547974,0.19480057060718536,0.41659751534461975,0.3023163974285126,0.20904392004013062,0.18708805739879608,0.009731657803058624,0.14928530156612396,0.2493271678686142,0.25826171040534973,0.19711659848690033,0.19266122579574585
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.2227129191160202,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.26243314146995544,0.17892986536026,0.18961890041828156,0.11574617773294449,0.16761335730552673,0.21026647090911865,0.2068222463130951,0.2231428474187851,0.18851876258850098
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.3214244842529297,0.16898801922798157,0.5116966962814331,0.21528048813343048,0.333641916513443,0.17709468305110931,0.4713204801082611,0.25824156403541565,0.24057942628860474,0.3739250600337982,0.36360108852386475,0.2703090310096741,0.20544172823429108
mersenne,0.24111336469650269,0.26302412152290344,0.2577901780605316,0.22105000913143158,0.26412224769592285,0.2348463535308838,0.08519060164690018,0.26412224769592285,0.420093297958374,0.28797098994255066,0.24904684722423553,0.21997207403182983,0.07822490483522415,0.14327721297740936,0.23936179280281067,0.3248059153556824,0.1843441277742386,0.22092168033123016
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.2227129191160202,0.14125247299671173,0.22199293971061707,0.7104739546775818,0.26243314146995544,0.17892986536026,0.18961890041828156,0.11574617773294449,0.16761335730552673,0.21026647090911865,0.2068222463130951,0.2231428474187851,0.18851876258850098
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.37759533524513245,0.23979854583740234,0.3769497275352478,0.21624700725078583,0.2755669057369232,0.427140474319458,0.28759655356407166,0.224068284034729,0.31091248989105225
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5273378491401672,0.25817251205444336,0.41498205065727234,0.18163643777370453,0.48036354780197144,0.08094529807567596,0.4729836881160736,0.14718666672706604,0.22034741938114166,0.47537946701049805,0.5381532907485962,0.32968640327453613,0.32716336846351624
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.41278526186943054,0.3053323030471802,0.4854315221309662,0.16680827736854553,0.3368209898471832,0.09808323532342911,0.41870999336242676,0.21574732661247253,0.4061736762523651,0.658733606338501,0.28826433420181274,0.2674638032913208,0.22961433231830597
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.37759533524513245,0.23979854583740234,0.3769497275352478,0.21624700725078583,0.2755669057369232,0.427140474319458,0.28759655356407166,0.224068284034729,0.31091248989105225
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.1532704085111618,0.09346602857112885,0.23935265839099884,1.0,0.21041922271251678,0.2814047932624817,0.12635108828544617,0.09442942589521408,0.1674378216266632,0.17998681962490082,0.1168041080236435,0.16476036608219147,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.293011337518692,0.1817430555820465,0.228018656373024,0.25528380274772644,0.1971423625946045,0.228018656373024,0.26943376660346985,0.24453893303871155,0.19948016107082367,0.28782588243484497,0.16491316258907318,0.10278414189815521,0.24434582889080048,0.34727388620376587,0.21442869305610657,0.19297972321510315
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.27224332094192505,0.41498205065727234,0.5273378491401672,0.25817251205444336,0.41498205065727234,0.18163643777370453,0.48036354780197144,0.08094529807567596,0.4729836881160736,0.14718666672706604,0.22034741938114166,0.47537946701049805,0.5381532907485962,0.32968640327453613,0.32716336846351624
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.17349179089069366,0.39081433415412903,0.23159852623939514,0.24155041575431824,0.39081433415412903,0.12279369682073593,0.3756197988986969,0.11905297636985779,0.5374364256858826,0.19655729830265045,0.20556128025054932,0.265255331993103,0.48443952202796936,0.25119420886039734,0.24591213464736938
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.38147079944610596,0.18112817406654358,1.0,0.23935265839099884,0.29118096828460693,0.17238648235797882,0.3792596757411957,0.2493032068014145,0.3277401030063629,0.5052502155303955,0.40204232931137085,0.2597946226596832,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,0.5019711852073669,0.21819381415843964,0.733189046382904,0.19960100948810577,0.37885698676109314,0.1286102682352066,0.4174870550632477,0.21328487992286682,0.33578023314476013,0.5829201340675354,0.392071396112442,0.29087939858436584,0.22068053483963013
form,0.15868011116981506,0.3218395411968231,0.29286009073257446,0.2751023769378662,0.29600051045417786,0.27289214730262756,0.3017115294933319,0.29600051045417786,0.160722553730011,0.14514018595218658,0.06351053714752197,0.3818044364452362,0.09451611340045929,0.16152538359165192,0.3088195323944092,0.2941373586654663,0.3411729037761688,0.1463010311126709
2p,0.3256043791770935,0.13087975978851318,0.2154201716184616,0.1346535086631775,0.16484370827674866,0.22663283348083496,0.1049317717552185,0.16484370827674866,0.08139871060848236,0.23457592725753784,0.1425779163837433,0.14875280857086182,0.025985825806856155,0.14103756844997406,0.204535111784935,0.12324801832437515,0.05438684672117233,0.20384202897548676
−,0.14940914511680603,0.16782180964946747,0.15648725628852844,0.1099875196814537,0.12494775652885437,0.16021154820919037,0.06475920230150223,0.12494775652885437,0.2215985357761383,0.11989107728004456,0.21380388736724854,0.1287921518087387,0.09467014670372009,0.19240868091583252,0.11609785258769989,0.12741200625896454,0.1470392644405365,0.22067660093307495
1,-0.21266892552375793,-0.12491171807050705,-0.1554475575685501,-0.18995489180088043,-0.09473495930433273,-0.2542208731174469,-0.13035114109516144,-0.09473495930433273,-0.17159132659435272,-0.21911947429180145,-0.060889337211847305,-0.21893133223056793,-0.06967667490243912,-0.1857132464647293,-0.20817746222019196,-0.3205966353416443,-0.06045594438910484,-0.249979168176651
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.3283841907978058,0.1804078221321106,0.4946078956127167,0.2565026581287384,0.37759533524513245,0.23979854583740234,0.3769497275352478,0.21624700725078583,0.2755669057369232,0.427140474319458,0.28759655356407166,0.224068284034729,0.31091248989105225
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.24663519859313965,0.38066378235816956,0.42079871892929077,0.2292499989271164,0.38066378235816956,0.1555541604757309,0.472715824842453,0.14262913167476654,0.3651050925254822,0.20330172777175903,0.2697744369506836,0.40997210144996643,0.40590155124664307,0.20171105861663818,0.24793872237205505
p,0.18586504459381104,0.11757151037454605,0.16481639444828033,0.12600450217723846,0.18174134194850922,0.18335872888565063,0.19127611815929413,0.18174134194850922,0.17530764639377594,0.16085399687290192,0.1555454283952713,0.1296345591545105,0.17172545194625854,0.1087963730096817,0.15866722166538239,0.10052938759326935,0.1409619301557541,0.20840544998645782
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.41278526186943054,0.3053323030471802,0.4854315221309662,0.16680827736854553,0.3368209898471832,0.09808323532342911,0.41870999336242676,0.21574732661247253,0.4061736762523651,0.658733606338501,0.28826433420181274,0.2674638032913208,0.22961433231830597
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.22033736109733582,0.32280945777893066,0.47266486287117004,0.21485474705696106,0.32280945777893066,0.08209051191806793,0.2550710439682007,0.08747733384370804,0.3096676766872406,0.12634854018688202,0.21824808418750763,0.44552403688430786,0.2510054409503937,0.21149155497550964,0.19793890416622162
arbitrary,0.35268616676330566,0.28370773792266846,0.20448781549930573,0.06625716388225555,0.25847867131233215,0.2891112267971039,0.18048711121082306,0.25847867131233215,0.1383039951324463,0.39106452465057373,0.181380495429039,0.26543471217155457,0.18761688470840454,0.21851161122322083,0.3014353811740875,0.42969590425491333,0.25705987215042114,0.3121265172958374
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.1532704085111618,0.09346602857112885,0.23935265839099884,1.0,0.21041922271251678,0.2814047932624817,0.12635108828544617,0.09442942589521408,0.1674378216266632,0.17998681962490082,0.1168041080236435,0.16476036608219147,0.11276303976774216
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.3817248046398163,0.23195341229438782,0.5352458953857422,0.17658381164073944,0.39885619282722473,0.18256530165672302,0.36683785915374756,0.27134212851524353,0.23161891102790833,0.50484299659729,0.2603873014450073,0.267643541097641,0.4130953550338745
