,how,many,tons,of,carbon,are,absorbed,the,amazon,in,a,typical,year,?
2005,0.03437461704015732,0.10787120461463928,0.01503245159983635,0.017815761268138885,-0.11234695464372635,-0.040318891406059265,-0.012811614200472832,0.037273142486810684,0.022802023217082024,0.009931974112987518,-0.044396962970495224,-0.010820970870554447,0.13351094722747803,0.10709824413061142
instead,0.36776381731033325,0.32293373346328735,0.1742219179868698,0.31208282709121704,0.23430205881595612,0.32666558027267456,0.23971307277679443,0.3940567970275879,0.11084903031587601,0.28091272711753845,0.3737732470035553,0.23367030918598175,0.206660196185112,0.2942638397216797
5,0.03444203734397888,0.006714559160172939,0.04064885899424553,0.1043979674577713,0.14727485179901123,-0.004890664014965296,0.09883637726306915,0.09255307912826538,0.0881161093711853,0.0862177163362503,0.07282212376594543,0.08853085339069366,0.01694861799478531,0.06222071498632431
gigatons,0.2769482433795929,0.30789801478385925,0.5541175603866577,0.2787681519985199,0.3988065719604492,0.3403164744377136,0.20275379717350006,0.31882598996162415,0.29096561670303345,0.20916076004505157,0.25995582342147827,0.2818923592567444,0.16304050385951996,0.20556609332561493
were,0.2082374095916748,0.4804460406303406,0.23925316333770752,0.34038281440734863,0.17298249900341034,0.6489362716674805,0.20723015069961548,0.3906462490558624,0.11476065963506699,0.3815755248069763,0.17203083634376526,0.15278682112693787,0.23735305666923523,0.17890112102031708
released,0.17113035917282104,0.19981540739536285,0.1994459629058838,0.17721395194530487,0.14863671362400055,0.17719070613384247,0.17345747351646423,0.24578391015529633,0.22516004741191864,0.2659924626350403,0.23456448316574097,0.08813062310218811,0.21057839691638947,0.20329579710960388
and,0.33647966384887695,0.5296266674995422,0.24144142866134644,0.5116966962814331,0.23064753413200378,0.48576638102531433,0.2897455394268036,0.5171257257461548,0.23464977741241455,0.4954058527946472,0.3739250600337982,0.28220996260643005,0.2506658732891083,0.20544172823429108
in,0.2601168751716614,0.41474202275276184,0.19120186567306519,0.5696388483047485,0.1857566386461258,0.3841303884983063,0.2717096209526062,0.6662389636039734,0.12227833271026611,1.0,0.539380669593811,0.2587708830833435,0.3359307050704956,0.20430970191955566
2010,0.17927342653274536,0.33878764510154724,0.011138222180306911,0.26419875025749207,0.0671602413058281,0.2871919572353363,0.17196060717105865,0.31722962856292725,0.1413584202528,0.2692960798740387,0.18140065670013428,0.09431570768356323,0.14087317883968353,0.21232788264751434
8,-0.009672639891505241,-0.018996136263012886,-0.05635007843375206,0.03280399739742279,-0.08676625043153763,-0.02638988383114338,0.09887327253818512,0.0063715726137161255,-0.026300828903913498,-0.05886392667889595,-0.06709446758031845,-0.05226646736264229,-0.02369508147239685,-0.04056251794099808
gigatons,0.2769482433795929,0.30789801478385925,0.5541175603866577,0.2787681519985199,0.3988065719604492,0.3403164744377136,0.20275379717350006,0.31882598996162415,0.29096561670303345,0.20916076004505157,0.25995582342147827,0.2818923592567444,0.16304050385951996,0.20556609332561493
were,0.2082374095916748,0.4804460406303406,0.23925316333770752,0.34038281440734863,0.17298249900341034,0.6489362716674805,0.20723015069961548,0.3906462490558624,0.11476065963506699,0.3815755248069763,0.17203083634376526,0.15278682112693787,0.23735305666923523,0.17890112102031708
released,0.17113035917282104,0.19981540739536285,0.1994459629058838,0.17721395194530487,0.14863671362400055,0.17719070613384247,0.17345747351646423,0.24578391015529633,0.22516004741191864,0.2659924626350403,0.23456448316574097,0.08813062310218811,0.21057839691638947,0.20329579710960388
.,0.3287222981452942,0.3974229395389557,0.2302369326353073,0.5352458953857422,0.23824366927146912,0.3452940285205841,0.24056734144687653,0.5934505462646484,0.262887567281723,0.5591574311256409,0.50484299659729,0.2668197751045227,0.32538118958473206,0.4130953550338745
