,in,what,year,was,wisconsin,v.,yoder,decided,at,the,supreme,court,?
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.15956783294677734,0.0044390130788087845,0.30173391103744507,0.15647068619728088,0.23338089883327484,0.3456730246543884,0.17275872826576233,0.19260099530220032,0.42300865054130554
;,0.092739537358284,0.10986888408660889,0.00956164300441742,0.0754367932677269,0.08533342182636261,-0.04147130250930786,0.04343441128730774,0.012335826642811298,0.00622112350538373,0.09152708947658539,0.06535115838050842,0.06491459906101227,0.10349778085947037
meyer,0.28181615471839905,0.12931697070598602,0.16509245336055756,0.3042473793029785,0.20847465097904205,0.025041569024324417,0.3941432535648346,0.17935097217559814,0.17406673729419708,0.2379395067691803,0.15057554841041565,0.20932245254516602,0.18144120275974274
v.,-0.03806581720709801,0.017213884741067886,-0.039814308285713196,0.00570128345862031,-0.13513346016407013,1.0,0.013485969044268131,-0.023873593658208847,-0.02427096478641033,-0.028345759958028793,-0.14399266242980957,-0.15588265657424927,0.13179227709770203
nebraska,0.22378826141357422,0.15826059877872467,0.18081969022750854,0.21055439114570618,0.5722418427467346,-0.08598365634679794,0.28241559863090515,0.11771870404481888,0.17791618406772614,0.2070923149585724,0.1754804402589798,0.10093995928764343,0.146102637052536
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.21062712371349335,0.011836257763206959,0.3164381682872772,0.2726382911205292,0.38314947485923767,0.4933079481124878,0.250044584274292,0.24410836398601532,0.31091248989105225
262,-0.06602431833744049,0.242139533162117,0.0706266313791275,0.06447640061378479,-0.06540154665708542,0.07694753259420395,0.19881168007850647,0.08440891653299332,0.013311288319528103,0.006700088735669851,0.07200133800506592,0.07285536825656891,0.298300564289093
u.s.,-0.003064807504415512,0.11178889125585556,0.1071796864271164,0.06837434321641922,0.050019603222608566,-0.00042049455805681646,0.15601101517677307,0.12399394065141678,0.06425906717777252,0.06592652946710587,-0.05965763330459595,0.007643367163836956,0.07886100560426712
390,0.03871656581759453,-0.004997712559998035,0.02747855894267559,0.037779301404953,-0.07591056078672409,-0.021536633372306824,0.042198296636343,0.003924624528735876,-0.03362484276294708,-0.04787406697869301,-0.058596011251211166,0.019633125513792038,-0.01989002525806427
(,0.3087427020072937,0.2411840260028839,0.2556702494621277,0.2980341613292694,0.15931376814842224,0.012761279009282589,0.3134912848472595,0.15056683123111725,0.23315078020095825,0.33289089798927307,0.18152138590812683,0.1977274864912033,0.40561532974243164
1923,0.10134586691856384,-0.123641736805439,0.09563258290290833,-0.019191522151231766,0.17208708822727203,-0.06729938834905624,-0.13309907913208008,-0.05686372146010399,0.10992342233657837,-0.020846471190452576,-0.0404595211148262,0.011109134182333946,-0.009934643283486366
),0.3326910734176636,0.26259949803352356,0.24282371997833252,0.3267642855644226,0.15956783294677734,0.0044390130788087845,0.30173391103744507,0.15647068619728088,0.23338089883327484,0.3456730246543884,0.17275872826576233,0.19260099530220032,0.42300865054130554
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.40146201848983765,0.2140945941209793,-0.006057249382138252,0.2712413966655731,0.2819988429546356,0.4549728035926819,0.5934505462646484,0.2618856728076935,0.2742154598236084,0.4130953550338745
