,what,drama,from,aaron,spelling,debuted,on,abc,in,the,80s,?
opulent,0.2632841169834137,0.22295190393924713,0.28403931856155396,0.054885536432266235,0.1505764126777649,0.10572069138288498,0.1912105530500412,0.15546701848506927,0.32916978001594543,0.3129969835281372,0.0005400310037657619,0.15056036412715912
drama,0.21173490583896637,1.0,0.17825524508953094,0.22787132859230042,0.19516564905643463,0.1770562082529068,0.25024503469467163,0.34600868821144104,0.24534137547016144,0.2408958077430725,0.07933018356561661,0.21114452183246613
from,0.2737620174884796,0.17825524508953094,1.0,0.1502065658569336,0.22499501705169678,0.18207629024982452,0.36926645040512085,0.12159302085638046,0.4274188280105591,0.40150508284568787,0.028946343809366226,0.19969791173934937
aaron,0.20156994462013245,0.22787132859230042,0.1502065658569336,0.9999999403953552,0.2170485109090805,0.10874229669570923,0.1696627140045166,0.2633361518383026,0.16958625614643097,0.201257586479187,0.06193646043539047,0.13720838725566864
spelling,0.2473261058330536,0.19516564905643463,0.22499501705169678,0.2170485109090805,1.0,0.14662198722362518,0.1778590828180313,0.13220389187335968,0.20722772181034088,0.23768942058086395,0.03092281147837639,0.23016591370105743
that,0.6297725439071655,0.19785089790821075,0.3477667272090912,0.22404499351978302,0.25160250067710876,0.13997265696525574,0.42569106817245483,0.17440107464790344,0.435920387506485,0.5473989248275757,-0.017378119751811028,0.32716336846351624
became,0.1434093862771988,0.09023677557706833,0.22486808896064758,0.10050620138645172,0.09938644617795944,0.28546249866485596,0.19448097050189972,0.14350707828998566,0.31047213077545166,0.36325156688690186,-0.02039116993546486,0.11374033987522125
a,0.3320399522781372,0.252153217792511,0.322764128446579,0.21004095673561096,0.17913690209388733,0.22790193557739258,0.3848365545272827,0.21331243216991425,0.539380669593811,0.5829201340675354,-0.053713880479335785,0.23916715383529663
hit,0.22790727019309998,0.16891857981681824,0.2125825583934784,0.15824486315250397,0.15027107298374176,0.4101061522960663,0.32378342747688293,0.137809619307518,0.24006043374538422,0.2674407958984375,0.11767244338989258,0.14460130035877228
when,0.4700249433517456,0.15549175441265106,0.405669629573822,0.14219430088996887,0.20992189645767212,0.16806688904762268,0.37706470489501953,0.13294127583503723,0.4431333839893341,0.5091903209686279,-0.02340429089963436,0.22841128706932068
it,0.45803478360176086,0.2765991985797882,0.325604110956192,0.1665876805782318,0.26794812083244324,0.22073976695537567,0.4529881477355957,0.17324577271938324,0.5130809545516968,0.6251175999641418,-0.005869125947356224,0.25732165575027466
premiered,0.14397189021110535,0.3506273925304413,0.1938314139842987,0.1404954493045807,0.07833146303892136,0.499764621257782,0.3681097626686096,0.40666091442108154,0.2717820405960083,0.2763466238975525,0.047466713935136795,0.21595802903175354
as,0.31749409437179565,0.21959319710731506,0.3251767158508301,0.18371571600437164,0.2365707904100418,0.14402928948402405,0.36047765612602234,0.2286096066236496,0.3887844979763031,0.48381632566452026,-0.033537812530994415,0.27043893933296204
a,0.3320399522781372,0.252153217792511,0.322764128446579,0.21004095673561096,0.17913690209388733,0.22790193557739258,0.3848365545272827,0.21331243216991425,0.539380669593811,0.5829201340675354,-0.053713880479335785,0.23916715383529663
midseason,0.17481674253940582,0.2652350962162018,0.2339208424091339,0.29828381538391113,0.13442955911159515,0.31649282574653625,0.27986225485801697,0.35334235429763794,0.26524102687835693,0.2996739447116852,0.02821863628923893,0.2094298005104065
series,0.17328087985515594,0.42834165692329407,0.20279763638973236,0.17401792109012604,0.09755084663629532,0.2802524268627167,0.23828625679016113,0.38518208265304565,0.2914260923862457,0.31376904249191284,0.0181881096214056,0.1709602326154709
in,0.30808621644973755,0.24534137547016144,0.4274188280105591,0.16958625614643097,0.20722772181034088,0.25110283493995667,0.46853652596473694,0.1697147786617279,1.0,0.6662389636039734,-0.09246352314949036,0.20430970191955566
1981,-0.08909204602241516,0.06573594361543655,-0.0007169611053541303,0.1148608848452568,0.042065124958753586,0.10188862681388855,0.041381582617759705,0.225356325507164,0.005973399616777897,-0.010583994910120964,-0.013067876920104027,0.07968433201313019
",",0.3087472915649414,0.240437850356102,0.39760664105415344,0.20254378020763397,0.2965300381183624,0.23864160478115082,0.49057599902153015,0.2097204476594925,0.5201468467712402,0.4933079481124878,0.029205748811364174,0.31091248989105225
five,0.18688078224658966,0.15541131794452667,0.24532808363437653,0.14059989154338837,0.10067034512758255,0.20433682203292847,0.2724660038948059,0.14211930334568024,0.3634254038333893,0.41977158188819885,0.06776855885982513,0.18342848122119904
months,0.24954822659492493,0.20516933500766754,0.26207780838012695,0.2310476452112198,0.15915408730506897,0.1905360221862793,0.3432474136352539,0.1686926782131195,0.27186378836631775,0.2680157423019409,0.005546264816075563,0.2804218530654907
before,0.3801657259464264,0.18272665143013,0.38587698340415955,0.18384329974651337,0.16527557373046875,0.1632058024406433,0.3903424143791199,0.15682047605514526,0.4155850410461426,0.45900648832321167,-0.10828189551830292,0.2507109045982361
spelling,0.2473261058330536,0.19516564905643463,0.22499501705169678,0.2170485109090805,1.0,0.14662198722362518,0.1778590828180313,0.13220389187335968,0.20722772181034088,0.23768942058086395,0.03092281147837639,0.23016591370105743
's,0.02692362666130066,0.06856228411197662,-0.01936490088701248,0.004944377578794956,0.059715960174798965,0.025340793654322624,0.0026888418942689896,0.06670809537172318,-0.037580832839012146,-0.01540423184633255,0.02349190227687359,-0.023395681753754616
other,0.341873437166214,0.1471908688545227,0.30141791701316833,0.1756257861852646,0.1867733895778656,0.10396842658519745,0.3410046398639679,0.10159935057163239,0.39989137649536133,0.44152235984802246,-0.057068902999162674,0.24682199954986572
abc,0.1317344456911087,0.34600868821144104,0.12159302085638046,0.2633361518383026,0.13220389187335968,0.27247121930122375,0.2862928807735443,1.0000001192092896,0.1697147786617279,0.2068762183189392,-0.039271317422389984,0.19065172970294952
hit,0.22790727019309998,0.16891857981681824,0.2125825583934784,0.15824486315250397,0.15027107298374176,0.4101061522960663,0.32378342747688293,0.137809619307518,0.24006043374538422,0.2674407958984375,0.11767244338989258,0.14460130035877228
charlie,0.13311828672885895,0.21774005889892578,0.09232483059167862,0.3389524519443512,0.11828809231519699,0.17779096961021423,0.14868083596229553,0.22581133246421814,0.13899368047714233,0.19311991333961487,0.05311189964413643,0.1200689822435379
's,0.02692362666130066,0.06856228411197662,-0.01936490088701248,0.004944377578794956,0.059715960174798965,0.025340793654322624,0.0026888418942689896,0.06670809537172318,-0.037580832839012146,-0.01540423184633255,0.02349190227687359,-0.023395681753754616
angels,0.164859801530838,0.26676642894744873,0.14522898197174072,0.1501334011554718,0.13587790727615356,0.20827297866344452,0.14241419732570648,0.21011917293071747,0.1486874520778656,0.23098918795585632,-0.044771917164325714,0.1420886367559433
ended,0.1532270610332489,0.2215665578842163,0.18456460535526276,0.15107423067092896,0.14117509126663208,0.29393136501312256,0.3346478044986725,0.2626802623271942,0.3353011906147003,0.3356485068798065,0.04723304137587547,0.15429291129112244
its,0.30393704771995544,0.11505823582410812,0.32706040143966675,0.10514197498559952,0.147125706076622,0.14871901273727417,0.34331920742988586,0.19045390188694,0.3793783485889435,0.559237003326416,-0.0657796561717987,0.15103481709957123
run,0.2294815480709076,0.17918144166469574,0.23495638370513916,0.2063753753900528,0.16204281151294708,0.19835320115089417,0.2348233312368393,0.1768566370010376,0.26368704438209534,0.27883726358413696,0.04364677146077156,0.17904110252857208
.,0.3567904531955719,0.2663460075855255,0.41536515951156616,0.14178483188152313,0.21416299045085907,0.2639025151729584,0.49257001280784607,0.2567209303379059,0.5591574311256409,0.5934505462646484,-0.05037309601902962,0.4130953550338745
