,what,is,key,to,getting,the,skills,needed,for,high,demand,jobs,?
",",0.3087472915649414,0.4691906273365021,0.20467913150787354,0.44245919585227966,0.2384856641292572,0.4933079481124878,0.21529243886470795,0.29017356038093567,0.4464869201183319,0.27938312292099,0.25499746203422546,0.29151952266693115,0.31091248989105225
however,0.4480680823326111,0.33769986033439636,0.2368580549955368,0.5474119186401367,0.40417909622192383,0.49814513325691223,0.29838818311691284,0.43079566955566406,0.44511833786964417,0.2587375044822693,0.4120122194290161,0.28719478845596313,0.2152075469493866
",",0.3087472915649414,0.4691906273365021,0.20467913150787354,0.44245919585227966,0.2384856641292572,0.4933079481124878,0.21529243886470795,0.29017356038093567,0.4464869201183319,0.27938312292099,0.25499746203422546,0.29151952266693115,0.31091248989105225
increases,0.23849372565746307,0.24743452668190002,0.18903832137584686,0.3197665810585022,0.40007781982421875,0.38141000270843506,0.26288947463035583,0.38724666833877563,0.2671266198158264,0.361802875995636,0.3960871398448944,0.2200317084789276,0.10270863026380539
in,0.30808621644973755,0.5394441485404968,0.21450091898441315,0.45010748505592346,0.2387998104095459,0.6662389636039734,0.17281371355056763,0.21117523312568665,0.4322226941585541,0.2652597725391388,0.22946900129318237,0.25891396403312683,0.20430970191955566
education,0.19940856099128723,0.18778188526630402,0.14728310704231262,0.2626708149909973,0.1930970549583435,0.23982903361320496,0.37589359283447266,0.21371503174304962,0.27265021204948425,0.32903406023979187,0.248932346701622,0.354316771030426,0.18067774176597595
first,0.28086137771606445,0.30889374017715454,0.17695286870002747,0.3792489171028137,0.1821233034133911,0.49448907375335693,0.22676652669906616,0.25014638900756836,0.3800288736820221,0.15943139791488647,0.1887723207473755,0.1514383852481842,0.18701928853988647
increase,0.21153631806373596,0.18273088335990906,0.18454672396183014,0.3378143310546875,0.34676703810691833,0.32049667835235596,0.28566470742225647,0.3660203218460083,0.26647913455963135,0.31398773193359375,0.3741641640663147,0.24599149823188782,0.11119163036346436
and,0.31309178471565247,0.3859752118587494,0.21098192036151886,0.48971283435821533,0.32539379596710205,0.5171257257461548,0.31597477197647095,0.32021039724349976,0.5064792633056641,0.2911888659000397,0.3240898847579956,0.3128224313259125,0.20544172823429108
then,0.4072686731815338,0.24618037045001984,0.2316545844078064,0.5203860402107239,0.36359572410583496,0.4297412931919098,0.16211704909801483,0.3727167844772339,0.3392637073993683,0.21618099510669708,0.2857089042663574,0.19684630632400513,0.2884598970413208
decrease,0.20072416961193085,0.18432794511318207,0.20137611031532288,0.2792290449142456,0.34591996669769287,0.2781965136528015,0.1753399521112442,0.3351912796497345,0.20651747286319733,0.31989654898643494,0.30869415402412415,0.17785760760307312,0.08518534898757935
growth,0.1739405393600464,0.2256266176700592,0.17448046803474426,0.2701800763607025,0.20540881156921387,0.2912366986274719,0.2151525914669037,0.20498959720134735,0.24965375661849976,0.2083626389503479,0.30011504888534546,0.2613658010959625,0.07547862827777863
as,0.31749409437179565,0.43216490745544434,0.1981334537267685,0.42092081904411316,0.2746428847312927,0.48381632566452026,0.25489968061447144,0.2788996696472168,0.44774648547172546,0.23253053426742554,0.21706032752990723,0.2768229842185974,0.27043893933296204
well,0.4154493808746338,0.33406564593315125,0.2047339230775833,0.3422003388404846,0.31336358189582825,0.42630070447921753,0.3698827624320984,0.3731040954589844,0.46352139115333557,0.2615814805030823,0.22885271906852722,0.28660887479782104,0.24815571308135986
as,0.31749409437179565,0.43216490745544434,0.1981334537267685,0.42092081904411316,0.2746428847312927,0.48381632566452026,0.25489968061447144,0.2788996696472168,0.44774648547172546,0.23253053426742554,0.21706032752990723,0.2768229842185974,0.27043893933296204
income,0.21837803721427917,0.14559021592140198,0.17314063012599945,0.27188464999198914,0.15455153584480286,0.23699946701526642,0.20792889595031738,0.27212953567504883,0.27512091398239136,0.19670991599559784,0.34710395336151123,0.3571754992008209,0.14935168623924255
inequality,0.30072227120399475,0.1953488290309906,0.22399277985095978,0.24361056089401245,0.24476377665996552,0.23508106172084808,0.2863270938396454,0.29800987243652344,0.256974995136261,0.22487330436706543,0.3875901401042938,0.2813456952571869,0.23619021475315094
.,0.3567904531955719,0.4569662809371948,0.2404657006263733,0.4645031690597534,0.33020880818367004,0.5934505462646484,0.1679372638463974,0.31272366642951965,0.4726039469242096,0.24301011860370636,0.2543337345123291,0.27586984634399414,0.4130953550338745
