,primitive,jawless,vertebrates,possess,an,array,of,receptors,referred,to,as,what,?
vlrs,0.1950644850730896,0.1658170074224472,0.3285115957260132,0.29213812947273254,0.13952498137950897,0.3000233769416809,0.29552775621414185,0.4155486822128296,0.23635393381118774,0.2508094012737274,0.1917153298854828,0.24783219397068024,0.1906251460313797
),0.14396019279956818,0.18761307001113892,0.14328941702842712,0.11434042453765869,0.2873353958129883,0.16569161415100098,0.3680361211299896,0.14057253301143646,0.18269194662570953,0.31236231327056885,0.32161882519721985,0.26259949803352356,0.42300865054130554
that,0.3357905149459839,0.2774004638195038,0.2988121509552002,0.34421324729919434,0.365763783454895,0.2436802089214325,0.41498205065727234,0.271827757358551,0.2206440567970276,0.5436353087425232,0.4735107421875,0.6297725439071655,0.32716336846351624
",",0.2153817117214203,0.2710856795310974,0.2315424084663391,0.17655418813228607,0.3581022024154663,0.22843918204307556,0.4946078956127167,0.157633438706398,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.3087472915649414,0.31091248989105225
like,0.32617416977882385,0.29865121841430664,0.2591244876384735,0.30081653594970703,0.2679307162761688,0.2741786241531372,0.3244853615760803,0.31541725993156433,0.23758970201015472,0.35482415556907654,0.4175155460834503,0.4320242702960968,0.3268813192844391
the,0.2213110327720642,0.20383648574352264,0.3000766634941101,0.2654380798339844,0.4207492768764496,0.17243307828903198,0.733189046382904,0.2622849941253662,0.3088674545288086,0.535392165184021,0.48381632566452026,0.42745697498321533,0.22068053483963013
antigen,0.27716726064682007,0.29194435477256775,0.44031649827957153,0.34655144810676575,0.20567233860492706,0.25646984577178955,0.2816563546657562,0.5666560530662537,0.11802125722169876,0.2139984518289566,0.15613608062267303,0.1935727745294571,0.19160577654838562
receptors,0.3049635887145996,0.269070565700531,0.48123592138290405,0.32704558968544006,0.19382160902023315,0.21722257137298584,0.19634202122688293,1.0,0.13318923115730286,0.22309477627277374,0.2267514020204544,0.2304931879043579,0.1343143880367279
of,0.2775842249393463,0.22845003008842468,0.2946195900440216,0.27185752987861633,0.32280945777893066,0.17498986423015594,1.0,0.19634202122688293,0.317892849445343,0.41548454761505127,0.3886612355709076,0.33290785551071167,0.1826142966747284
jawed,0.45851996541023254,0.6109402775764465,0.5698410272598267,0.3020023703575134,0.15294088423252106,0.1814795434474945,0.21173660457134247,0.29495754837989807,0.21351897716522217,0.12453474849462509,0.23097603023052216,0.13097071647644043,0.19950076937675476
vertebrates,0.4644708037376404,0.5125729441642761,1.0000001192092896,0.33452022075653076,0.18064038455486298,0.2528317868709564,0.2946195900440216,0.48123592138290405,0.16758571565151215,0.18849731981754303,0.2063523381948471,0.21643035113811493,0.19819197058677673
",",0.2153817117214203,0.2710856795310974,0.2315424084663391,0.17655418813228607,0.3581022024154663,0.22843918204307556,0.4946078956127167,0.157633438706398,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.3087472915649414,0.31091248989105225
are,0.2641274034976959,0.28066486120224,0.32383644580841064,0.3325042426586151,0.1556541919708252,0.23033520579338074,0.39081433415412903,0.34147852659225464,0.25784921646118164,0.3504326641559601,0.3826591968536377,0.29724663496017456,0.24591213464736938
produced,0.11678887158632278,0.21275898814201355,0.18010975420475006,0.13544215261936188,0.16673175990581512,0.10850103944540024,0.18961067497730255,0.18462412059307098,0.18060868978500366,0.16305041313171387,0.2437988519668579,0.1393624097108841,0.1623450517654419
from,0.12046235054731369,0.18575036525726318,0.2302221804857254,0.18636317551136017,0.20876385271549225,0.10553338378667831,0.4249346852302551,0.21450155973434448,0.2135668396949768,0.4069952368736267,0.3251767158508301,0.2737620174884796,0.19969791173934937
only,0.2562384009361267,0.2654203772544861,0.2799844741821289,0.29301929473876953,0.28787028789520264,0.24980521202087402,0.49632513523101807,0.2280036062002182,0.23674748837947845,0.5096819996833801,0.41781148314476013,0.41415658593177795,0.2767370045185089
a,0.23558078706264496,0.2381671965122223,0.22984667122364044,0.2543204426765442,0.44552403688430786,0.2241743952035904,0.5052502155303955,0.22610558569431305,0.2686276137828827,0.45503583550453186,0.39550232887268066,0.3320399522781372,0.23916715383529663
small,0.2877192497253418,0.30343809723854065,0.2968369126319885,0.28049251437187195,0.22656132280826569,0.2674114406108856,0.353353351354599,0.22917897999286652,0.17011301219463348,0.3054737150669098,0.2644537687301636,0.2504110634326935,0.13914890587329865
number,0.19647732377052307,0.20965710282325745,0.2052191197872162,0.22296635806560516,0.1875157356262207,0.2516619861125946,0.2778518795967102,0.22122688591480255,0.12364552170038223,0.2706126868724823,0.26786008477211,0.23046229779720306,0.19256845116615295
(,0.1431330442428589,0.18256118893623352,0.16492655873298645,0.11058305203914642,0.286407470703125,0.1690962314605713,0.35032153129577637,0.18011443316936493,0.1912713348865509,0.30882009863853455,0.32029855251312256,0.2411840260028839,0.40561532974243164
one,0.2084396630525589,0.19974322617053986,0.24458929896354675,0.24062593281269073,0.2829729914665222,0.19544191658496857,0.4999135136604309,0.215012788772583,0.255192369222641,0.4025384783744812,0.3954789340496063,0.376489520072937,0.2673267424106598
or,0.23296189308166504,0.20435382425785065,0.28017741441726685,0.3207428753376007,0.3096676766872406,0.3041640818119049,0.3792596757411957,0.3268505930900574,0.31981897354125977,0.38921234011650085,0.4400654137134552,0.33867141604423523,0.32389625906944275
two,0.12366687506437302,0.24619777500629425,0.21950918436050415,0.17176084220409393,0.1867314726114273,0.22186309099197388,0.37726253271102905,0.22130794823169708,0.15302307903766632,0.3343428373336792,0.3029302954673767,0.23363454639911652,0.19645625352859497
),0.14396019279956818,0.18761307001113892,0.14328941702842712,0.11434042453765869,0.2873353958129883,0.16569161415100098,0.3680361211299896,0.14057253301143646,0.18269194662570953,0.31236231327056885,0.32161882519721985,0.26259949803352356,0.42300865054130554
of,0.2775842249393463,0.22845003008842468,0.2946195900440216,0.27185752987861633,0.32280945777893066,0.17498986423015594,1.0,0.19634202122688293,0.317892849445343,0.41548454761505127,0.3886612355709076,0.33290785551071167,0.1826142966747284
genes,0.28956490755081177,0.2925824820995331,0.39625686407089233,0.3123989701271057,0.15873156487941742,0.21219788491725922,0.20000982284545898,0.4958585798740387,0.09710830450057983,0.22930821776390076,0.18802227079868317,0.2555708885192871,0.19798170030117035
.,0.19374088943004608,0.2238931804895401,0.26288262009620667,0.20135784149169922,0.3581749200820923,0.13972026109695435,0.5352458953857422,0.2069593220949173,0.16569985449314117,0.4645031690597534,0.515582263469696,0.3567904531955719,0.4130953550338745
