,how,did,hobson,argue,to,rid,the,world,of,imperialism,?
a,0.29312583804130554,0.2552328109741211,0.2250896841287613,0.20625422894954681,0.45503583550453186,0.2011348158121109,0.5829201340675354,0.22239887714385986,0.5052502155303955,0.17335295677185059,0.23916715383529663
peaceful,0.19860894978046417,0.21466082334518433,0.14275138080120087,0.24395309388637543,0.25491172075271606,0.19798783957958221,0.2857564091682434,0.22475245594978333,0.273004412651062,0.4078179597854614,0.12101484090089798
",",0.22659391164779663,0.3015086054801941,0.3612361550331116,0.2622731626033783,0.44245919585227966,0.18882755935192108,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.2420617640018463,0.31091248989105225
tolerant,0.28168392181396484,0.21380238234996796,0.1380942463874817,0.2724491357803345,0.21584677696228027,0.2675294876098633,0.24514147639274597,0.16625091433525085,0.22762838006019592,0.26879867911338806,0.247783824801445
",",0.22659391164779663,0.3015086054801941,0.3612361550331116,0.2622731626033783,0.44245919585227966,0.18882755935192108,0.4933079481124878,0.26091980934143066,0.4946078956127167,0.2420617640018463,0.31091248989105225
multipolar,0.21977847814559937,0.16845932602882385,0.21762824058532715,0.11635833233594894,0.2559172213077545,0.12410552054643631,0.22199715673923492,0.18430757522583008,0.2500888407230377,0.16657865047454834,0.15353024005889893
world,0.25969967246055603,0.1944720596075058,0.14375780522823334,0.20268851518630981,0.26213452219963074,0.1763727366924286,0.33604270219802856,1.0000001192092896,0.2828933000564575,0.2946701943874359,0.17579582333564758
order,0.22134430706501007,0.22891858220100403,0.053128682076931,0.0888260081410408,0.35544881224632263,0.18959906697273254,0.3284194767475128,0.14593058824539185,0.31287699937820435,0.21219590306282043,0.13725648820400238
.,0.3287222981452942,0.35288307070732117,0.3195596933364868,0.2571897506713867,0.4645031690597534,0.26458048820495605,0.5934505462646484,0.3177160322666168,0.5352458953857422,0.22279119491577148,0.4130953550338745
,how,did,hobson,argue,to,rid,the,world,of,imperialism,?
hobson,0.23487335443496704,0.1711030900478363,1.0,0.2743596136569977,0.2265094816684723,0.15076492726802826,0.2172650247812271,0.14375780522823334,0.15904636681079865,0.11299009621143341,0.19245846569538116
argued,0.250591516494751,0.40107595920562744,0.25371092557907104,0.7120472192764282,0.24650873243808746,0.22017230093479156,0.1919303685426712,0.17164289951324463,0.19172857701778412,0.3190379738807678,0.18905270099639893
that,0.557814359664917,0.47518548369407654,0.21345439553260803,0.403499037027359,0.5436353087425232,0.33910471200942993,0.5473989248275757,0.2972288429737091,0.41498205065727234,0.23209288716316223,0.32716336846351624
domestic,0.14819999039173126,0.23469406366348267,0.1684049665927887,0.1973675787448883,0.22657187283039093,0.13433179259300232,0.21731778979301453,0.21377071738243103,0.1528376340866089,0.22192977368831635,0.1850636899471283
social,0.2205141931772232,0.1977856606245041,0.1519574373960495,0.24503523111343384,0.19684761762619019,0.18125244975090027,0.21797899901866913,0.19697116315364838,0.2605111300945282,0.33768266439437866,0.1615191102027893
reforms,0.14902064204216003,0.227556511759758,0.1573069840669632,0.2502966523170471,0.2614612281322479,0.23558180034160614,0.27898797392845154,0.17373231053352356,0.28131547570228577,0.4275800585746765,0.09706777334213257
could,0.47830453515052795,0.6308382749557495,0.13592243194580078,0.3279750347137451,0.5461788773536682,0.265182763338089,0.35393214225769043,0.23941387236118317,0.29043012857437134,0.23286715149879456,0.3411986827850342
cure,0.22118186950683594,0.21407745778560638,0.17332325875759125,0.19979867339134216,0.27612391114234924,0.22227726876735687,0.23973555862903595,0.17416638135910034,0.15037813782691956,0.16430789232254028,0.18364232778549194
the,0.33890387415885925,0.34736719727516174,0.2172650247812271,0.20374833047389984,0.535392165184021,0.24690276384353638,1.0,0.33604270219802856,0.733189046382904,0.2716025412082672,0.22068053483963013
international,0.1396709680557251,0.12453269958496094,0.14667944610118866,0.16230708360671997,0.21173149347305298,0.07959791272878647,0.23719607293605804,0.3401140570640564,0.23367412388324738,0.2301446944475174,0.15335838496685028
disease,0.23399882018566132,0.18150202929973602,0.22666418552398682,0.10306543111801147,0.261801153421402,0.21472589671611786,0.22720423340797424,0.13170106709003448,0.22984620928764343,0.18898151814937592,0.16159942746162415
of,0.2480744868516922,0.2513895630836487,0.15904636681079865,0.19617585837841034,0.41548454761505127,0.20384250581264496,0.733189046382904,0.2828933000564575,1.0,0.29240643978118896,0.1826142966747284
imperialism,0.19419045746326447,0.23293417692184448,0.11299009621143341,0.3275669515132904,0.21685542166233063,0.2112026959657669,0.2716025412082672,0.2946701943874359,0.29240643978118896,1.0,0.14998586475849152
by,0.34370526671409607,0.18574509024620056,0.2735545039176941,0.21607817709445953,0.33534231781959534,0.25049689412117004,0.4408751428127289,0.22306372225284576,0.3646814823150635,0.21250218152999878,0.17966607213020325
removing,0.2563808560371399,0.2253706008195877,0.1850537657737732,0.25812429189682007,0.30891114473342896,0.40223217010498047,0.2945282459259033,0.07587514072656631,0.2899768054485321,0.1272091120481491,0.32110175490379333
its,0.22449488937854767,0.19922670722007751,0.1520535945892334,0.20329321920871735,0.3691340684890747,0.14769992232322693,0.559237003326416,0.23953673243522644,0.48690423369407654,0.17395292222499847,0.15103481709957123
economic,0.22296547889709473,0.14787930250167847,0.18821187317371368,0.2858209013938904,0.26856908202171326,0.1596161127090454,0.282455176115036,0.2011481374502182,0.3030148148536682,0.4640966057777405,0.1206481084227562
foundation,0.20461364090442657,0.11260227859020233,0.2083704024553299,0.13799260556697845,0.20144611597061157,0.12101072818040848,0.23942872881889343,0.24565353989601135,0.26611822843551636,0.20500530302524567,0.1791457086801529
.,0.3287222981452942,0.35288307070732117,0.3195596933364868,0.2571897506713867,0.4645031690597534,0.26458048820495605,0.5934505462646484,0.3177160322666168,0.5352458953857422,0.22279119491577148,0.4130953550338745
