,which,of,his,future,general,'s,fathers,helped,temüjin,escape,the,tayichi'ud,?
a,0.56894451379776,0.5052502155303955,0.3497250974178314,0.16284751892089844,0.2157215178012848,0.04866964742541313,0.18620747327804565,0.24550430476665497,0.36845725774765015,0.18111899495124817,0.5829201340675354,0.28421542048454285,0.23916715383529663
sort,0.32842159271240234,0.2691255807876587,0.11967658996582031,0.15540149807929993,0.25008541345596313,0.08294237405061722,0.12853537499904633,0.14539311826229095,0.21851184964179993,0.12958548963069916,0.31158876419067383,0.12282243371009827,0.33130937814712524
of,0.5011631846427917,1.0,0.38364991545677185,0.25455814599990845,0.28352999687194824,-0.03817026689648628,0.3326663076877594,0.26548290252685547,0.378805011510849,0.17960478365421295,0.733189046382904,0.28461363911628723,0.1826142966747284
portable,0.24495427310466766,0.14657630026340485,0.0869908481836319,0.16248656809329987,0.18879902362823486,0.01775825209915638,0.050825200974941254,0.18862666189670563,0.2210516333580017,0.18645654618740082,0.16627740859985352,0.26655009388923645,0.17990094423294067
stocks,0.28483426570892334,0.18066608905792236,0.17396560311317444,0.19639629125595093,0.1652732938528061,0.09488441050052643,0.22002369165420532,0.13397455215454102,0.18556740880012512,0.1926504522562027,0.19247931241989136,0.1803809553384781,0.17080073058605194
),0.2758678197860718,0.3680361211299896,0.18606403470039368,0.22310222685337067,0.22449038922786713,0.021107977256178856,0.16052579879760742,0.18046462535858154,0.23526804149150848,0.15289022028446198,0.3456730246543884,0.3201071321964264,0.42300865054130554
",",0.3658004403114319,0.4946078956127167,0.3378419280052185,0.2609160840511322,0.3022127151489258,-0.0016132977325469255,0.2596655488014221,0.2661169171333313,0.3484273850917816,0.2325686812400818,0.4933079481124878,0.337033748626709,0.31091248989105225
but,0.55336993932724,0.39942997694015503,0.38552024960517883,0.2904810309410095,0.25494062900543213,0.04136733338236809,0.277858704328537,0.22539812326431274,0.4305238425731659,0.28644388914108276,0.4859698414802551,0.21843194961547852,0.27921953797340393
with,0.46403205394744873,0.41827285289764404,0.33836179971694946,0.24820348620414734,0.1510423719882965,-0.04624466598033905,0.21246498823165894,0.24667875468730927,0.26846927404403687,0.17095310986042023,0.4223487675189972,0.23875334858894348,0.2433311939239502
the,0.6521818041801453,0.733189046382904,0.4394008219242096,0.2337762415409088,0.28634732961654663,-0.01540423184633255,0.3041773736476898,0.3108886480331421,0.43713900446891785,0.23189567029476166,1.0,0.26578134298324585,0.22068053483963013
help,0.2722613513469696,0.22745388746261597,0.22868521511554718,0.3158644437789917,0.19230917096138,0.01472728792577982,0.16009658575057983,0.5497440695762634,0.28650879859924316,0.2771262526512146,0.30064165592193604,0.22852236032485962,0.28403452038764954
of,0.5011631846427917,1.0,0.38364991545677185,0.25455814599990845,0.28352999687194824,-0.03817026689648628,0.3326663076877594,0.26548290252685547,0.378805011510849,0.17960478365421295,0.733189046382904,0.28461363911628723,0.1826142966747284
a,0.56894451379776,0.5052502155303955,0.3497250974178314,0.16284751892089844,0.2157215178012848,0.04866964742541313,0.18620747327804565,0.24550430476665497,0.36845725774765015,0.18111899495124817,0.5829201340675354,0.28421542048454285,0.23916715383529663
sympathetic,0.26208609342575073,0.23468109965324402,0.290493369102478,0.20488612353801727,0.21016794443130493,0.03845867142081261,0.25353625416755676,0.28727152943611145,0.3205413818359375,0.269158273935318,0.2595970630645752,0.17837390303611755,0.18738842010498047
guard,0.20242993533611298,0.22777998447418213,0.22822071611881256,0.16969190537929535,0.1749093383550644,-0.028218133375048637,0.11059201508760452,0.14160549640655518,0.24729909002780914,0.27659496665000916,0.30210334062576294,0.24356336891651154,0.11036597937345505
",",0.3658004403114319,0.4946078956127167,0.3378419280052185,0.2609160840511322,0.3022127151489258,-0.0016132977325469255,0.2596655488014221,0.2661169171333313,0.3484273850917816,0.2325686812400818,0.4933079481124878,0.337033748626709,0.31091248989105225
the,0.6521818041801453,0.733189046382904,0.4394008219242096,0.2337762415409088,0.28634732961654663,-0.01540423184633255,0.3041773736476898,0.3108886480331421,0.43713900446891785,0.23189567029476166,1.0,0.26578134298324585,0.22068053483963013
father,0.19622015953063965,0.22142449021339417,0.5241755247116089,0.2365822046995163,0.15635833144187927,0.029256420210003853,0.6705164313316345,0.2720620632171631,0.40216585993766785,0.16261744499206543,0.24010279774665833,0.2945325970649719,0.14826634526252747
of,0.5011631846427917,1.0,0.38364991545677185,0.25455814599990845,0.28352999687194824,-0.03817026689648628,0.3326663076877594,0.26548290252685547,0.378805011510849,0.17960478365421295,0.733189046382904,0.28461363911628723,0.1826142966747284
chilaun,0.2755562365055084,0.2781696319580078,0.2612154483795166,0.1811060756444931,0.23882174491882324,0.11691097915172577,0.20103402435779572,0.13930776715278625,0.44698870182037354,0.23070207238197327,0.32206329703330994,0.480694055557251,0.2571731507778168
(,0.2589828372001648,0.35032153129577637,0.16098198294639587,0.2194698601961136,0.23743551969528198,0.0012731997994706035,0.16839516162872314,0.1903270184993744,0.2132648229598999,0.14368966221809387,0.33289089798927307,0.3280112147331238,0.40561532974243164
who,0.3688730001449585,0.2827862501144409,0.44966956973075867,0.2509129047393799,0.2461782991886139,0.05599616840481758,0.34267958998680115,0.36359652876853943,0.416724294424057,0.23021169006824493,0.3733934462070465,0.27559512853622437,0.26220351457595825
later,0.39698365330696106,0.3458743393421173,0.4538118839263916,0.2858099043369293,0.21352045238018036,0.05591587722301483,0.23790396749973297,0.33060911297798157,0.4264255166053772,0.1960497498512268,0.4060266613960266,0.3079773783683777,0.1417175978422165
became,0.17613163590431213,0.3638904094696045,0.3503277599811554,0.20318010449409485,0.22311457991600037,0.0067522358149290085,0.24521340429782867,0.39604052901268005,0.3326198160648346,0.13642148673534393,0.36325156688690186,0.29967260360717773,0.11374033987522125
a,0.56894451379776,0.5052502155303955,0.3497250974178314,0.16284751892089844,0.2157215178012848,0.04866964742541313,0.18620747327804565,0.24550430476665497,0.36845725774765015,0.18111899495124817,0.5829201340675354,0.28421542048454285,0.23916715383529663
general,0.19923317432403564,0.28352999687194824,0.21327239274978638,0.1584324687719345,1.0000001192092896,-0.0757286474108696,0.13541287183761597,0.17795522511005402,0.27556800842285156,0.16241170465946198,0.28634732961654663,0.21683017909526825,0.1972234547138214
of,0.5011631846427917,1.0,0.38364991545677185,0.25455814599990845,0.28352999687194824,-0.03817026689648628,0.3326663076877594,0.26548290252685547,0.378805011510849,0.17960478365421295,0.733189046382904,0.28461363911628723,0.1826142966747284
genghis,0.26472097635269165,0.2938849925994873,0.3744826912879944,0.21389532089233398,0.22514775395393372,0.031423866748809814,0.2472185492515564,0.18473243713378906,0.604469895362854,0.21978871524333954,0.3448939025402069,0.511319100856781,0.18813461065292358
khan,0.19211235642433167,0.17124508321285248,0.26570460200309753,0.18612311780452728,0.2096615880727768,0.05307086929678917,0.19186091423034668,0.1386224627494812,0.5100751519203186,0.15218444168567657,0.21067845821380615,0.4106321334838867,0.12862591445446014
),0.2758678197860718,0.3680361211299896,0.18606403470039368,0.22310222685337067,0.22449038922786713,0.021107977256178856,0.16052579879760742,0.18046462535858154,0.23526804149150848,0.15289022028446198,0.3456730246543884,0.3201071321964264,0.42300865054130554
",",0.3658004403114319,0.4946078956127167,0.3378419280052185,0.2609160840511322,0.3022127151489258,-0.0016132977325469255,0.2596655488014221,0.2661169171333313,0.3484273850917816,0.2325686812400818,0.4933079481124878,0.337033748626709,0.31091248989105225
he,0.3415409028530121,0.38706058263778687,0.7171558737754822,0.24397367238998413,0.21157577633857727,0.024063590914011,0.2972174882888794,0.332091748714447,0.44463157653808594,0.21343910694122314,0.4571082592010498,0.31279250979423523,0.2089974731206894
was,0.2830964922904968,0.4069072902202606,0.4405253231525421,0.21697655320167542,0.2445744127035141,0.008974763564765453,0.29081082344055176,0.384408563375473,0.38774195313453674,0.15854816138744354,0.48711544275283813,0.3241673707962036,0.18412111699581146
able,0.33592119812965393,0.23883962631225586,0.28651130199432373,0.31731656193733215,0.1463969498872757,0.04899895191192627,0.10485763847827911,0.4792073965072632,0.27328506112098694,0.2732979953289032,0.3435857892036438,0.13125382363796234,0.260649710893631
to,0.5345056653022766,0.41548454761505127,0.3715193271636963,0.3191963732242584,0.24755197763442993,0.03782717138528824,0.2355365753173828,0.42226478457450867,0.36858871579170227,0.29131880402565,0.535392165184021,0.20994915068149567,0.29463258385658264
escape,0.2085978239774704,0.17960478365421295,0.2613912522792816,0.18629345297813416,0.16241170465946198,-0.017336735501885414,0.07802563905715942,0.239658385515213,0.24744707345962524,1.0000001192092896,0.23189567029476166,0.1423177421092987,0.11586874723434448
from,0.38755592703819275,0.4249346852302551,0.3195365369319916,0.1756477802991867,0.1645994782447815,-0.01936490088701248,0.15084324777126312,0.19967898726463318,0.29172295331954956,0.2504068613052368,0.40150508284568787,0.22167056798934937,0.19969791173934937
the,0.6521818041801453,0.733189046382904,0.4394008219242096,0.2337762415409088,0.28634732961654663,-0.01540423184633255,0.3041773736476898,0.3108886480331421,0.43713900446891785,0.23189567029476166,1.0,0.26578134298324585,0.22068053483963013
ger,0.13101930916309357,0.07603922486305237,0.09318134933710098,0.02204286679625511,0.1418341100215912,0.047980960458517075,-0.012804539874196053,0.1252543330192566,0.17318764328956604,0.16000181436538696,0.18036244809627533,0.22402112185955048,0.11986888945102692
(,0.2589828372001648,0.35032153129577637,0.16098198294639587,0.2194698601961136,0.23743551969528198,0.0012731997994706035,0.16839516162872314,0.1903270184993744,0.2132648229598999,0.14368966221809387,0.33289089798927307,0.3280112147331238,0.40561532974243164
yurt,0.19189772009849548,0.21455419063568115,0.2987940311431885,0.20713695883750916,0.19218401610851288,-0.029185492545366287,0.18211980164051056,0.20331458747386932,0.42924511432647705,0.19090640544891357,0.25217297673225403,0.43905729055404663,0.15228421986103058
),0.2758678197860718,0.3680361211299896,0.18606403470039368,0.22310222685337067,0.22449038922786713,0.021107977256178856,0.16052579879760742,0.18046462535858154,0.23526804149150848,0.15289022028446198,0.3456730246543884,0.3201071321964264,0.42300865054130554
in,0.4840516746044159,0.5696388483047485,0.3598145842552185,0.15554536879062653,0.259066641330719,-0.037580832839012146,0.21478311717510223,0.304380863904953,0.3433155417442322,0.19471009075641632,0.6662389636039734,0.26022401452064514,0.20430970191955566
the,0.6521818041801453,0.733189046382904,0.4394008219242096,0.2337762415409088,0.28634732961654663,-0.01540423184633255,0.3041773736476898,0.3108886480331421,0.43713900446891785,0.23189567029476166,1.0,0.26578134298324585,0.22068053483963013
middle,0.22406704723834991,0.2799445688724518,0.1569664478302002,0.06393197923898697,0.08015600591897964,-0.017355401068925858,0.17879346013069153,0.15165983140468597,0.2878918945789337,0.14415501058101654,0.3405749201774597,0.1770164966583252,0.13139553368091583
of,0.5011631846427917,1.0,0.38364991545677185,0.25455814599990845,0.28352999687194824,-0.03817026689648628,0.3326663076877594,0.26548290252685547,0.378805011510849,0.17960478365421295,0.733189046382904,0.28461363911628723,0.1826142966747284
the,0.6521818041801453,0.733189046382904,0.4394008219242096,0.2337762415409088,0.28634732961654663,-0.01540423184633255,0.3041773736476898,0.3108886480331421,0.43713900446891785,0.23189567029476166,1.0,0.26578134298324585,0.22068053483963013
night,0.24596846103668213,0.19958451390266418,0.21885263919830322,0.10112125426530838,0.08754558116197586,0.023643653839826584,0.15990738570690155,0.12154781818389893,0.18185755610466003,0.2142968624830246,0.2817382514476776,0.2029414027929306,0.13794848322868347
by,0.40543368458747864,0.3646814823150635,0.3107621967792511,0.17252910137176514,0.2654627859592438,-0.010884488001465797,0.23826424777507782,0.24260085821151733,0.2763390839099884,0.23206676542758942,0.4408751428127289,0.24762317538261414,0.17966607213020325
hiding,0.184864342212677,0.18737012147903442,0.2795408368110657,0.1766412854194641,0.17523574829101562,0.03114449791610241,0.18206669390201569,0.16527059674263,0.2847048044204712,0.4143591821193695,0.26422008872032166,0.16216297447681427,0.24915523827075958
in,0.4840516746044159,0.5696388483047485,0.3598145842552185,0.15554536879062653,0.259066641330719,-0.037580832839012146,0.21478311717510223,0.304380863904953,0.3433155417442322,0.19471009075641632,0.6662389636039734,0.26022401452064514,0.20430970191955566
a,0.56894451379776,0.5052502155303955,0.3497250974178314,0.16284751892089844,0.2157215178012848,0.04866964742541313,0.18620747327804565,0.24550430476665497,0.36845725774765015,0.18111899495124817,0.5829201340675354,0.28421542048454285,0.23916715383529663
river,0.25416892766952515,0.19903257489204407,0.16192665696144104,0.08110535889863968,0.1450052112340927,-0.03599277883768082,0.09613023698329926,0.10687432438135147,0.2314249575138092,0.10325855016708374,0.2894456386566162,0.23903079330921173,0.15390869975090027
crevice,0.402067631483078,0.2572198808193207,0.19248837232589722,0.10957233607769012,0.058833859860897064,0.02013563923537731,0.12757062911987305,0.11492102593183517,0.2733306884765625,0.26035916805267334,0.3671407699584961,0.246392622590065,0.13206838071346283
.,0.45942068099975586,0.5352458953857422,0.3119256794452667,0.24031390249729156,0.2929490804672241,-0.003708066651597619,0.21918350458145142,0.25779226422309875,0.31788840889930725,0.20978771150112152,0.5934505462646484,0.31076619029045105,0.4130953550338745
