,what,was,the,value,of,the,john,jones,collection,when,it,was,left,to,the,museum,?
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.13631008565425873,0.4069072902202606,0.48711544275283813,0.2875721752643585,0.23214209079742432,0.1743653565645218,0.37326499819755554,0.4577186405658722,1.0000001192092896,0.21956826746463776,0.3636345863342285,0.48711544275283813,0.21266788244247437,0.18412111699581146
left,0.2442072629928589,0.21956826746463776,0.33113980293273926,0.15552091598510742,0.2218635529279709,0.33113980293273926,0.16891281306743622,0.1771697849035263,0.08197229355573654,0.3236202895641327,0.16717396676540375,0.21956826746463776,1.0,0.2724500000476837,0.33113980293273926,0.11887305974960327,0.13251960277557373
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.23921877145767212,0.41548454761505127,0.535392165184021,0.2070634365081787,0.19961781799793243,0.15417452156543732,0.5423505902290344,0.513711154460907,0.3636345863342285,0.2724500000476837,1.0,0.535392165184021,0.1640389859676361,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,1.0,0.16908381879329681,0.733189046382904,1.0,0.2230520099401474,0.24446700513362885,0.25281965732574463,0.5091903209686279,0.6251175999641418,0.48711544275283813,0.33113980293273926,0.535392165184021,1.0,0.24861779808998108,0.22068053483963013
museum,0.1771627515554428,0.21266788244247437,0.24861779808998108,0.1720641553401947,0.23314370214939117,0.24861779808998108,0.14412403106689453,0.17278698086738586,0.4441815912723541,0.12185179442167282,0.18497297167778015,0.21266788244247437,0.11887305974960327,0.1640389859676361,0.24861779808998108,1.0000001192092896,0.14128351211547852
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.12795600295066833,0.5696388483047485,0.6662389636039734,0.22177861630916595,0.1750783771276474,0.23004686832427979,0.4431333839893341,0.5130809545516968,0.45514053106307983,0.21139952540397644,0.45010748505592346,0.6662389636039734,0.2407650351524353,0.20430970191955566
1882,0.06151828542351723,-0.15778027474880219,-0.17908993363380432,0.07460488379001617,-0.16217687726020813,-0.17908993363380432,0.007711111567914486,-0.01890460215508938,0.01722794398665428,-0.14277862012386322,-0.16597475111484528,-0.15778027474880219,-0.11606970429420471,-0.05249534174799919,-0.17908993363380432,-0.07858506590127945,0.08152727782726288
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.23697449266910553,0.4946078956127167,0.4933079481124878,0.23961079120635986,0.2674069404602051,0.2277175933122635,0.36674630641937256,0.48329564929008484,0.45456063747406006,0.2448868453502655,0.44245919585227966,0.4933079481124878,0.20741747319698334,0.31091248989105225
then,0.4072686731815338,0.27044644951820374,0.4297412931919098,0.31564244627952576,0.2937326431274414,0.4297412931919098,0.16362662613391876,0.15567812323570251,0.14923229813575745,0.6026323437690735,0.39228495955467224,0.27044644951820374,0.3093996047973633,0.5203860402107239,0.4297412931919098,0.16146671772003174,0.2884598970413208
valued,0.19062063097953796,0.20871606469154358,0.13255152106285095,0.6183781623840332,0.1515425443649292,0.13255152106285095,0.1462748944759369,0.12821851670742035,0.2927563786506653,0.17582297325134277,0.1940515786409378,0.20871606469154358,0.17104573547840118,0.25093981623649597,0.13255152106285095,0.14582112431526184,0.20130088925361633
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.12378764897584915,0.42558613419532776,0.457212895154953,0.2018798142671585,0.19856467843055725,0.15476343035697937,0.38876327872276306,0.36473900079727173,0.36707764863967896,0.23447579145431519,0.36524343490600586,0.457212895154953,0.23034606873989105,0.21978627145290375
"£250,000",0.08297424763441086,-0.12607848644256592,0.023127278313040733,0.10953858494758606,0.08792726695537567,0.023127278313040733,-0.05899859964847565,-0.04012655094265938,0.03926718607544899,-0.008538488298654556,-0.011921554803848267,-0.12607848644256592,-0.055043984204530716,0.041809774935245514,0.023127278313040733,-0.0759475976228714,-0.07015929371118546
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.21357886493206024,0.5352458953857422,0.5934505462646484,0.26428887248039246,0.2486228495836258,0.2516246736049652,0.475719153881073,0.5593622326850891,0.40146201848983765,0.28830423951148987,0.4645031690597534,0.5934505462646484,0.19497929513454437,0.4130953550338745
