,which,river,joins,the,rhine,in,duisburg,?
and,0.506277859210968,0.19898422062397003,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
functions,0.3579391837120056,0.022889025509357452,0.12694011628627777,0.2567043900489807,0.0797593966126442,0.19547589123249054,0.08377652615308762,0.13745930790901184
as,0.41006597876548767,0.16009141504764557,0.15010793507099152,0.48381632566452026,0.18380387127399445,0.3887844979763031,0.15960223972797394,0.27043893933296204
a,0.56894451379776,0.20514865219593048,0.2163599580526352,0.5829201340675354,0.1823403388261795,0.539380669593811,0.20852166414260864,0.23916715383529663
hub,0.2693531811237335,0.24250730872154236,0.19651760160923004,0.3125457465648651,0.17601065337657928,0.2530459463596344,0.18994921445846558,0.09806779772043228
to,0.5345056653022766,0.13636653125286102,0.21936190128326416,0.535392165184021,0.1736302673816681,0.45010748505592346,0.14863340556621552,0.29463258385658264
the,0.6521818041801453,0.2894456386566162,0.32788392901420593,1.0,0.30735138058662415,0.6662389636039734,0.2369861900806427,0.22068053483963013
sea,0.25416871905326843,0.3752976357936859,0.2162930816411972,0.30363768339157104,0.17523105442523956,0.2302369773387909,0.17891894280910492,0.15551945567131042
ports,0.2710166573524475,0.25990545749664307,0.28839996457099915,0.3049439787864685,0.21942856907844543,0.21954713761806488,0.18706923723220825,0.038480158895254135
of,0.5011631846427917,0.19903257489204407,0.29175591468811035,0.733189046382904,0.2548927664756775,0.5696388483047485,0.18909306824207306,0.1826142966747284
rotterdam,0.2072235643863678,0.20233242213726044,0.11645668745040894,0.22153283655643463,0.39212653040885925,0.22235716879367828,0.4751220941543579,0.10616995394229889
",",0.3658004403114319,0.26637205481529236,0.23973071575164795,0.4933079481124878,0.167837992310524,0.5201468467712402,0.23368042707443237,0.31091248989105225
antwerp,0.14590169489383698,0.14125201106071472,0.14149965345859528,0.21939463913440704,0.39392584562301636,0.210985466837883,0.44702112674713135,0.1106182113289833
and,0.506277859210968,0.19898422062397003,0.3105262219905853,0.5171257257461548,0.22029656171798706,0.4954058527946472,0.1883578598499298,0.20544172823429108
amsterdam,0.15097814798355103,0.062230776995420456,0.10046600550413132,0.18500292301177979,0.32562342286109924,0.20347608625888824,0.37824901938438416,0.1401052325963974
.,0.45942068099975586,0.21443960070610046,0.19692042469978333,0.5934505462646484,0.2089352011680603,0.5591574311256409,0.2685518264770508,0.4130953550338745
