,how,far,west,did,the,mongol,empire,extend,after,kuchlug,'s,demise,?
the,0.33890387415885925,0.38564538955688477,0.32918402552604675,0.34736719727516174,1.0,0.2924198508262634,0.32532164454460144,0.29680711030960083,0.4565047025680542,0.25412410497665405,-0.01540423184633255,0.2654976546764374,0.22068053483963013
mongol,0.11711648851633072,0.19750434160232544,0.16340303421020508,0.17534953355789185,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.11794046312570572,0.20212414860725403,0.46474358439445496,-0.05976467952132225,0.27467888593673706,0.12849251925945282
empire,0.14771032333374023,0.195875883102417,0.2464679777622223,0.18850058317184448,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.19895674288272858,0.23534879088401794,0.3251647651195526,-0.011798231862485409,0.21301674842834473,0.14909450709819794
and,0.33647966384887695,0.3353408873081207,0.273951917886734,0.34479495882987976,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.23680256307125092,0.3765919506549835,0.23151640594005585,0.06895173341035843,0.23246078193187714,0.20544172823429108
its,0.22449488937854767,0.2760116159915924,0.24631395936012268,0.19922670722007751,0.559237003326416,0.2120933085680008,0.22907911241054535,0.35213279724121094,0.29879069328308105,0.18116869032382965,0.03202139586210251,0.1986159235239029,0.15103481709957123
control,0.27268826961517334,0.1978832185268402,0.16004686057567596,0.22942528128623962,0.32841500639915466,0.23836106061935425,0.27420011162757874,0.20845690369606018,0.18320131301879883,0.19423283636569977,0.03798864781856537,0.13499511778354645,0.1620711386203766
extended,0.1505790501832962,0.3678438663482666,0.22069421410560608,0.22313983738422394,0.3160722553730011,0.15130089223384857,0.237921804189682,0.7595950365066528,0.18073275685310364,0.17534670233726501,-0.0012415836099535227,0.19481956958770752,0.17568568885326385
as,0.33782753348350525,0.36748984456062317,0.1651858687400818,0.3596470057964325,0.48381632566452026,0.17740172147750854,0.21108263731002808,0.2044183611869812,0.3014480769634247,0.21381251513957977,-0.05775856226682663,0.1950012892484665,0.27043893933296204
far,0.3041025996208191,1.0,0.2620878219604492,0.2696933448314667,0.38564538955688477,0.19750434160232544,0.195875883102417,0.3836676776409149,0.1632666438817978,0.16392968595027924,-0.04955904185771942,0.13871726393699646,0.2170870453119278
west,0.13549664616584778,0.2620878219604492,1.0,0.16852347552776337,0.32918402552604675,0.16340303421020508,0.2464679777622223,0.2143174260854721,0.19950814545154572,0.2213486284017563,0.05081431567668915,0.20169328153133392,0.12088293582201004
as,0.33782753348350525,0.36748984456062317,0.1651858687400818,0.3596470057964325,0.48381632566452026,0.17740172147750854,0.21108263731002808,0.2044183611869812,0.3014480769634247,0.21381251513957977,-0.05775856226682663,0.1950012892484665,0.27043893933296204
lake,0.10057038813829422,0.18789783120155334,0.22227589786052704,0.14357861876487732,0.24325428903102875,0.20212966203689575,0.18787209689617157,0.10219912976026535,0.22671394050121307,0.25323453545570374,0.020127112045884132,0.12338817119598389,0.07226386666297913
balkhash,0.2029034048318863,0.2505599558353424,0.3314867317676544,0.2067255675792694,0.3242647051811218,0.49132072925567627,0.36579999327659607,0.20391027629375458,0.28009647130966187,0.5342636704444885,0.0448213554918766,0.3260327875614166,0.21507538855075836
",",0.22659391164779663,0.346853643655777,0.28857502341270447,0.3015086054801941,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.24409228563308716,0.38860568404197693,0.32690468430519104,-0.0016132977325469255,0.22074338793754578,0.31091248989105225
which,0.4852597713470459,0.26849839091300964,0.22164945304393768,0.2750149369239807,0.6521818041801453,0.22227831184864044,0.1975056380033493,0.3267531394958496,0.3217443823814392,0.21836119890213013,0.03856118768453598,0.26311326026916504,0.25814583897590637
bordered,0.14883027970790863,0.2589767277240753,0.46819937229156494,0.11249551922082901,0.31512969732284546,0.1340743601322174,0.1955622136592865,0.26195937395095825,0.17261072993278503,0.259938508272171,-0.021273449063301086,0.13850651681423187,0.10068123042583466
the,0.33890387415885925,0.38564538955688477,0.32918402552604675,0.34736719727516174,1.0,0.2924198508262634,0.32532164454460144,0.29680711030960083,0.4565047025680542,0.25412410497665405,-0.01540423184633255,0.2654976546764374,0.22068053483963013
khwarezmia,0.23848746716976166,0.22630555927753448,0.28282538056373596,0.2207755148410797,0.3111512362957001,0.4831540286540985,0.41899508237838745,0.18454469740390778,0.266024649143219,0.5353482961654663,0.03389061242341995,0.3918033242225647,0.2672078311443329
(,0.1676948219537735,0.20085982978343964,0.17718875408172607,0.18979617953300476,0.33289089798927307,0.17867407202720642,0.20560875535011292,0.22634105384349823,0.2132600098848343,0.32346272468566895,0.0012731997994706035,0.18036691844463348,0.40561532974243164
khwarezmid,0.24710071086883545,0.2380250245332718,0.28936195373535156,0.22991929948329926,0.342690110206604,0.5103490352630615,0.39760124683380127,0.28066644072532654,0.26094892621040344,0.5944518446922302,0.04129724204540253,0.39087364077568054,0.25827765464782715
empire,0.14771032333374023,0.195875883102417,0.2464679777622223,0.18850058317184448,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.19895674288272858,0.23534879088401794,0.3251647651195526,-0.011798231862485409,0.21301674842834473,0.14909450709819794
),0.17939934134483337,0.20805810391902924,0.17997638881206512,0.18584993481636047,0.3456730246543884,0.2076263129711151,0.21227380633354187,0.22694967687129974,0.24162524938583374,0.3203722834587097,0.021107977256178856,0.16787561774253845,0.42300865054130554
",",0.22659391164779663,0.346853643655777,0.28857502341270447,0.3015086054801941,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.24409228563308716,0.38860568404197693,0.32690468430519104,-0.0016132977325469255,0.22074338793754578,0.31091248989105225
a,0.29312583804130554,0.21638330817222595,0.2258862406015396,0.2552328109741211,0.5829201340675354,0.15921570360660553,0.1900206059217453,0.21946638822555542,0.3831600844860077,0.19818972051143646,0.04866964742541313,0.22685323655605316,0.23916715383529663
muslim,0.15612904727458954,0.18555551767349243,0.18610453605651855,0.2098924219608307,0.28099653124809265,0.3543543815612793,0.314505010843277,0.171145960688591,0.1279265284538269,0.3228956162929535,0.06176655367016792,0.24747420847415924,0.17456822097301483
state,0.15028610825538635,0.181650772690773,0.23057743906974792,0.152080237865448,0.3097178041934967,0.1786884069442749,0.30762815475463867,0.2086852788925171,0.18969303369522095,0.21873882412910461,0.038451772183179855,0.14807160198688507,0.1160883978009224
that,0.557814359664917,0.34760522842407227,0.14288705587387085,0.47518548369407654,0.5473989248275757,0.20668581128120422,0.1784069836139679,0.33906084299087524,0.373811811208725,0.15343108773231506,0.04397977516055107,0.2984374463558197,0.32716336846351624
reached,0.12375093251466751,0.2323249876499176,0.19590018689632416,0.24863581359386444,0.29860952496528625,0.13285142183303833,0.15446290373802185,0.2529488205909729,0.24453191459178925,0.1952497512102127,0.0023906826972961426,0.2671801447868347,0.1518019139766693
the,0.33890387415885925,0.38564538955688477,0.32918402552604675,0.34736719727516174,1.0,0.2924198508262634,0.32532164454460144,0.29680711030960083,0.4565047025680542,0.25412410497665405,-0.01540423184633255,0.2654976546764374,0.22068053483963013
caspian,0.14195415377616882,0.28548872470855713,0.31234967708587646,0.12166474759578705,0.30350741744041443,0.4398603141307831,0.26964113116264343,0.22113816440105438,0.1480044722557068,0.3808644413948059,0.025569913908839226,0.23814727365970612,0.10965590178966522
sea,0.16549281775951385,0.2322877198457718,0.2768797278404236,0.1665116548538208,0.30363768339157104,0.19492629170417786,0.2750125825405121,0.17209650576114655,0.1518092304468155,0.21877768635749817,0.05089695379137993,0.15857408940792084,0.15551945567131042
to,0.44169697165489197,0.3375735878944397,0.24611181020736694,0.4452643394470215,0.535392165184021,0.2125127911567688,0.21448755264282227,0.3343263864517212,0.37890323996543884,0.12251677364110947,0.03782717138528824,0.20669762790203094,0.29463258385658264
the,0.33890387415885925,0.38564538955688477,0.32918402552604675,0.34736719727516174,1.0,0.2924198508262634,0.32532164454460144,0.29680711030960083,0.4565047025680542,0.25412410497665405,-0.01540423184633255,0.2654976546764374,0.22068053483963013
west,0.13549664616584778,0.2620878219604492,1.0,0.16852347552776337,0.32918402552604675,0.16340303421020508,0.2464679777622223,0.2143174260854721,0.19950814545154572,0.2213486284017563,0.05081431567668915,0.20169328153133392,0.12088293582201004
and,0.33647966384887695,0.3353408873081207,0.273951917886734,0.34479495882987976,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.23680256307125092,0.3765919506549835,0.23151640594005585,0.06895173341035843,0.23246078193187714,0.20544172823429108
persian,0.1275230050086975,0.13545361161231995,0.1553635150194168,0.12805257737636566,0.24001385271549225,0.403802752494812,0.306647926568985,0.2192479968070984,0.15249191224575043,0.30717429518699646,0.04900888726115227,0.2457386702299118,0.11708208173513412
gulf,0.13733462989330292,0.19143691658973694,0.2628727853298187,0.11704359948635101,0.29029619693756104,0.21775436401367188,0.21300119161605835,0.16582468152046204,0.20176170766353607,0.2788494825363159,-0.02792315185070038,0.24024900794029236,0.12622930109500885
and,0.33647966384887695,0.3353408873081207,0.273951917886734,0.34479495882987976,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.23680256307125092,0.3765919506549835,0.23151640594005585,0.06895173341035843,0.23246078193187714,0.20544172823429108
the,0.33890387415885925,0.38564538955688477,0.32918402552604675,0.34736719727516174,1.0,0.2924198508262634,0.32532164454460144,0.29680711030960083,0.4565047025680542,0.25412410497665405,-0.01540423184633255,0.2654976546764374,0.22068053483963013
arabian,0.11466103792190552,0.2368244081735611,0.2772197127342224,0.0847514420747757,0.2784736454486847,0.28759855031967163,0.21377648413181305,0.20355989038944244,0.15008984506130219,0.34761616587638855,0.06284596771001816,0.17060936987400055,0.09656751155853271
sea,0.16549281775951385,0.2322877198457718,0.2768797278404236,0.1665116548538208,0.30363768339157104,0.19492629170417786,0.2750125825405121,0.17209650576114655,0.1518092304468155,0.21877768635749817,0.05089695379137993,0.15857408940792084,0.15551945567131042
to,0.44169697165489197,0.3375735878944397,0.24611181020736694,0.4452643394470215,0.535392165184021,0.2125127911567688,0.21448755264282227,0.3343263864517212,0.37890323996543884,0.12251677364110947,0.03782717138528824,0.20669762790203094,0.29463258385658264
the,0.33890387415885925,0.38564538955688477,0.32918402552604675,0.34736719727516174,1.0,0.2924198508262634,0.32532164454460144,0.29680711030960083,0.4565047025680542,0.25412410497665405,-0.01540423184633255,0.2654976546764374,0.22068053483963013
south,0.11786635220050812,0.29976871609687805,0.6137221455574036,0.1510593444108963,0.3129390776157379,0.17559237778186798,0.26449429988861084,0.2150885909795761,0.21278640627861023,0.2388654500246048,0.06268392503261566,0.18392449617385864,0.12336621433496475
.,0.3287222981452942,0.3168189823627472,0.2804967761039734,0.35288307070732117,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.23276987671852112,0.35870397090911865,0.26053252816200256,-0.003708066651597619,0.2017303854227066,0.4130953550338745
