,what,are,the,ties,that,best,described,what,the,``,eight,counties,'',are,based,on,?
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.32915666699409485,0.4731321930885315,0.30328524112701416,0.2681671977043152,0.31309178471565247,0.5171257257461548,0.036644238978624344,0.33608970046043396,0.21969299018383026,0.021612688899040222,0.48576638102531433,0.2660958170890808,0.4077630043029785,0.20544172823429108
economic,0.18082544207572937,0.17979218065738678,0.282455176115036,0.25813454389572144,0.2305225282907486,0.12813283503055573,0.17811428010463715,0.18082544207572937,0.282455176115036,0.05811382457613945,0.0918494239449501,0.19526834785938263,-0.021023044362664223,0.17979218065738678,0.22521087527275085,0.20757777988910675,0.1206481084227562
ties,0.05768733099102974,0.1827724426984787,0.21061654388904572,0.9999999403953552,0.18667694926261902,0.12731479108333588,0.1561683863401413,0.05768733099102974,0.21061654388904572,0.15508238971233368,0.1521676480770111,0.311126172542572,0.022852862253785133,0.1827724426984787,0.16097544133663177,0.21795931458473206,0.08758962154388428
:,-0.12022944539785385,-0.1189703419804573,-0.03403344005346298,-0.007345941383391619,-0.12200210988521576,0.01944577693939209,-0.08432956039905548,-0.12022944539785385,-0.03403344005346298,0.15397869050502777,0.03404492139816284,-0.11790849268436432,-0.0530499629676342,-0.1189703419804573,-0.08668164163827896,-0.06502202153205872,-0.07156077772378922
imperial,0.09280271828174591,0.11321137845516205,0.3074202835559845,0.0703900009393692,0.15481437742710114,0.09405985474586487,0.1448812335729599,0.09280271828174591,0.3074202835559845,0.03501569852232933,0.2035403549671173,0.1256917119026184,0.03661445528268814,0.11321137845516205,0.16500772535800934,0.14511078596115112,0.10900196433067322
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
los,0.12322991341352463,0.1627943068742752,0.2502395510673523,0.13024725019931793,0.18935614824295044,0.17826971411705017,0.11526487022638321,0.12322991341352463,0.2502395510673523,0.004119476769119501,0.20703227818012238,0.15060237050056458,-0.020127223804593086,0.1627943068742752,0.11295818537473679,0.23798500001430511,0.15495611727237701
angeles,0.10702074319124222,0.1732020229101181,0.24588194489479065,0.15364673733711243,0.1830451935529709,0.19125737249851227,0.12303383648395538,0.10702074319124222,0.24588194489479065,0.005954917054623365,0.2030111700296402,0.17358089983463287,-0.035281915217638016,0.1732020229101181,0.13671651482582092,0.2299182265996933,0.16139166057109833
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
orange,0.18341036140918732,0.191231831908226,0.20814983546733856,0.0441429503262043,0.1752406358718872,0.11581850796937943,0.12440820038318634,0.18341036140918732,0.20814983546733856,-0.009183044545352459,0.20746329426765442,0.2865590453147888,0.018365390598773956,0.191231831908226,0.17050598561763763,0.21088124811649323,0.1066059097647667
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
riverside,0.1112799271941185,0.16002298891544342,0.27102717757225037,0.1560838371515274,0.18075591325759888,0.1793527752161026,0.1160016804933548,0.1112799271941185,0.27102717757225037,-0.08707245439291,0.23457032442092896,0.3590361475944519,0.037120599299669266,0.16002298891544342,0.1733933985233307,0.25368040800094604,0.10042606294155121
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
san,0.19375550746917725,0.13921020925045013,0.2858080565929413,0.09541033953428268,0.19199305772781372,0.13842904567718506,0.10603468120098114,0.19375550746917725,0.2858080565929413,-0.013664762489497662,0.21170221269130707,0.17207099497318268,0.10309749841690063,0.13921020925045013,0.1743253618478775,0.20166277885437012,0.10952327400445938
bernardino,0.09213948994874954,0.17114126682281494,0.2722903788089752,0.17764289677143097,0.171150341629982,0.12264745682477951,0.1687714010477066,0.09213948994874954,0.2722903788089752,0.06464768946170807,0.20344986021518707,0.25415217876434326,0.0518021285533905,0.17114126682281494,0.12910060584545135,0.148125559091568,0.11443846672773361
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
san,0.19375550746917725,0.13921020925045013,0.2858080565929413,0.09541033953428268,0.19199305772781372,0.13842904567718506,0.10603468120098114,0.19375550746917725,0.2858080565929413,-0.013664762489497662,0.21170221269130707,0.17207099497318268,0.10309749841690063,0.13921020925045013,0.1743253618478775,0.20166277885437012,0.10952327400445938
diego,0.16958405077457428,0.16360539197921753,0.20885010063648224,0.11306526511907578,0.20866996049880981,0.19929935038089752,0.13518357276916504,0.16958405077457428,0.20885010063648224,0.01685994304716587,0.1306946575641632,0.15851709246635437,0.029203331097960472,0.16360539197921753,0.11293671280145645,0.1799909919500351,0.11438121646642685
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
santa,0.23841293156147003,0.13769486546516418,0.23511074483394623,0.09648436307907104,0.19766521453857422,0.1440468281507492,0.06389270722866058,0.23841293156147003,0.23511074483394623,-0.04797263815999031,0.14297284185886383,0.16427576541900635,0.10451222211122513,0.13769486546516418,0.15903930366039276,0.26520177721977234,0.17321589589118958
barbara,0.23599056899547577,0.11898798495531082,0.17965389788150787,0.0911477580666542,0.15763625502586365,0.15044419467449188,0.12117048352956772,0.23599056899547577,0.17965389788150787,-0.042783189564943314,0.24432532489299774,0.18451906740665436,0.06835101544857025,0.11898798495531082,0.12716633081436157,0.22738945484161377,0.15980994701385498
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.2590780258178711,0.4137537479400635,0.3461092710494995,0.25326472520828247,0.3087472915649414,0.4933079481124878,0.09681109338998795,0.28017938137054443,0.2766191363334656,-0.037358131259679794,0.4062570035457611,0.27976205945014954,0.49057599902153015,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.5171257257461548,0.32915666699409485,0.4731321930885315,0.30328524112701416,0.2681671977043152,0.31309178471565247,0.5171257257461548,0.036644238978624344,0.33608970046043396,0.21969299018383026,0.021612688899040222,0.48576638102531433,0.2660958170890808,0.4077630043029785,0.20544172823429108
ventura,0.11129087954759598,0.09831075370311737,0.2383604198694229,0.1582159698009491,0.14522428810596466,0.15073853731155396,0.13342329859733582,0.11129087954759598,0.2383604198694229,-0.01947891339659691,0.14468179643154144,0.2340206503868103,0.02267593890428543,0.09831075370311737,0.12883763015270233,0.23766030371189117,0.10329297184944153
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.20543749630451202,0.4460422694683075,0.31068575382232666,0.21733810007572174,0.3567904531955719,0.5934505462646484,0.05720457062125206,0.38036930561065674,0.21356114745140076,-0.07181349396705627,0.3452940285205841,0.29699069261550903,0.49257001280784607,0.4130953550338745
