,what,are,two,complexity,classes,between,l,and,p,?
is,0.28837618231773376,0.5330929756164551,0.2315155267715454,0.2541271150112152,0.13611210882663727,0.26809602975845337,0.18223042786121368,0.3859752118587494,0.11757151037454605,0.22961433231830597
not,0.5449194312095642,0.46186959743499756,0.2686237692832947,0.2915634512901306,0.24143658578395844,0.18732105195522308,0.0853256806731224,0.39099299907684326,0.18450647592544556,0.41942933201789856
known,0.20381177961826324,0.26720109581947327,0.20766764879226685,0.17207187414169312,0.16189859807491302,0.19939005374908447,0.14100603759288788,0.3468935489654541,0.14122170209884644,0.18314571678638458
if,0.5277165174484253,0.32547882199287415,0.24792033433914185,0.3077995181083679,0.22395169734954834,0.21807901561260223,0.08853445202112198,0.3498523235321045,0.17701710760593414,0.4441644251346588
they,0.4431931674480438,0.610666811466217,0.46170496940612793,0.21973589062690735,0.33271142840385437,0.26771068572998047,0.1423724889755249,0.5073080658912659,0.16361002624034882,0.2753053903579712
are,0.29724663496017456,1.0,0.46276170015335083,0.27680158615112305,0.2913099527359009,0.2766000032424927,0.1573498249053955,0.48576638102531433,0.0965256616473198,0.24591213464736938
distinct,0.2610252797603607,0.3697589337825775,0.3360350728034973,0.30872291326522827,0.33036181330680847,0.3063254654407501,0.15569375455379486,0.3309379518032074,0.11675146222114563,0.09523114562034607
or,0.33867141604423523,0.5374364256858826,0.3349444568157196,0.2691935896873474,0.29647108912467957,0.22536349296569824,0.15560133755207062,0.4713204801082611,0.1296345591545105,0.32389625906944275
equal,0.2397335022687912,0.21840934455394745,0.28407856822013855,0.3023853600025177,0.18877439200878143,0.24162505567073822,0.1542811244726181,0.26747193932533264,0.13015535473823547,0.15421567857265472
classes,0.20746955275535583,0.2913099527359009,0.27455952763557434,0.29931116104125977,1.0000001192092896,0.24480338394641876,0.0897289589047432,0.2892279624938965,0.15806759893894196,0.14397528767585754
.,0.3567904531955719,0.3452940285205841,0.3524959683418274,0.21340465545654297,0.24851149320602417,0.30295518040657043,0.25591427087783813,0.588965117931366,0.2982616722583771,0.4130953550338745
