,how,much,did,the,ipcc,third,assessment,report,say,sea,levels,will,rise,from,1990,to,2100,?
projected,0.2044808268547058,0.26669052243232727,0.16403257846832275,0.2842520475387573,0.2821420431137085,0.18374046683311462,0.25310206413269043,0.25744226574897766,0.09691382199525833,0.1988196074962616,0.20617100596427917,0.2662973403930664,0.16168618202209473,0.22720515727996826,-0.20989151298999786,0.2539973556995392,0.15607762336730957,0.17913633584976196
by,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.4408751428127289,0.18031758069992065,0.28581833839416504,0.16625620424747467,0.2265174388885498,0.21690572798252106,0.19145366549491882,0.20695684850215912,0.2520078420639038,0.18536683917045593,0.3373257517814636,-0.049373358488082886,0.33534231781959534,0.11636041849851608,0.17966607213020325
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.24925659596920013,0.4229298532009125,0.28427207469940186,0.2556745111942291,0.3200206458568573,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
ipcc,0.3693348467350006,0.22506283223628998,0.2459706962108612,0.24925659596920013,1.0000001192092896,0.14761818945407867,0.5005803108215332,0.4727894961833954,0.29427143931388855,0.20078325271606445,0.2907012104988098,0.24876441061496735,0.23319052159786224,0.1346227526664734,-0.017252489924430847,0.25466105341911316,0.16394799947738647,0.22295254468917847
itself,0.3019425570964813,0.3043992221355438,0.21505345404148102,0.45971640944480896,0.13126787543296814,0.20796482264995575,0.2306479513645172,0.20270416140556335,0.31839004158973694,0.16637928783893585,0.21346303820610046,0.3183749318122864,0.22210076451301575,0.24891410768032074,-0.16608361899852753,0.340527206659317,0.05112122371792793,0.17933900654315948
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.6662389636039734,0.1257958561182022,0.3309578001499176,0.19949871301651,0.204250767827034,0.26482993364334106,0.2302369773387909,0.2418597936630249,0.2580665349960327,0.1934409737586975,0.4274188280105591,-0.012069408781826496,0.45010748505592346,0.1920589804649353,0.20430970191955566
its,0.22449488937854767,0.31350770592689514,0.19922670722007751,0.559237003326416,0.24596279859542847,0.17781178653240204,0.23184147477149963,0.22439044713974,0.27249380946159363,0.21550384163856506,0.22832393646240234,0.26816651225090027,0.25771620869636536,0.32706040143966675,-0.20510143041610718,0.3691340684890747,0.21019640564918518,0.15103481709957123
third,0.14508451521396637,0.18641111254692078,0.19128914177417755,0.4229298532009125,0.14761818945407867,1.0,0.23325467109680176,0.18072299659252167,0.16505666077136993,0.17322181165218353,0.07159922271966934,0.20012491941452026,0.22033289074897766,0.19577939808368683,-0.031312454491853714,0.2795414924621582,0.14674526453018188,0.15394791960716248
assessment,0.26327964663505554,0.2761547267436981,0.18798646330833435,0.28427207469940186,0.5005803108215332,0.23325467109680176,1.0,0.4765056371688843,0.2577609419822693,0.18401896953582764,0.2983068525791168,0.18026971817016602,0.20226499438285828,0.13108602166175842,-0.07773039489984512,0.22932879626750946,0.15857090055942535,0.22666098177433014
report,0.2084086388349533,0.18790055811405182,0.2986995279788971,0.2556745111942291,0.4727894961833954,0.18072299659252167,0.4765056371688843,0.9999998807907104,0.271028608083725,0.15907305479049683,0.18308784067630768,0.2126273810863495,0.18289145827293396,0.13743405044078827,-0.04251858964562416,0.2559358477592468,0.1434464156627655,0.3138936758041382
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.15590040385723114,0.283071368932724,0.20925334095954895,0.250803142786026,0.35129812359809875,0.30078184604644775,0.2284579873085022,0.29706671833992004,0.2350703477859497,0.39760664105415344,0.0030314233154058456,0.44245919585227966,0.14958688616752625,0.31091248989105225
published,0.17517933249473572,0.17028161883354187,0.17877818644046783,0.22017472982406616,0.33862897753715515,0.19897887110710144,0.3234805762767792,0.3798125088214874,0.16518595814704895,0.1396983116865158,0.09389743953943253,0.14283141493797302,0.1635788381099701,0.12155468016862869,0.06839044392108917,0.12403073906898499,0.10675404220819473,0.16280238330364227
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.6662389636039734,0.1257958561182022,0.3309578001499176,0.19949871301651,0.204250767827034,0.26482993364334106,0.2302369773387909,0.2418597936630249,0.2580665349960327,0.1934409737586975,0.4274188280105591,-0.012069408781826496,0.45010748505592346,0.1920589804649353,0.20430970191955566
2001,-0.07048824429512024,-0.1564369648694992,-0.12195117026567459,-0.07246288657188416,-0.032272763550281525,-0.030571699142456055,-0.06064721941947937,-0.1508273035287857,-0.15652287006378174,-0.12401077151298523,-0.055449988692998886,-0.10396364331245422,-0.14136651158332825,-0.04637226089835167,-0.05863015726208687,-0.1482970118522644,-0.09289243817329407,-0.08740651607513428
'',-0.0029843549709767103,-0.014185515232384205,0.01978493109345436,0.041273195296525955,-0.04113392531871796,-0.003199114231392741,-0.008523830212652683,-0.046842265874147415,0.09060607105493546,-0.026458948850631714,-0.026776907965540886,-0.00181001634337008,0.005362707655876875,-0.011389154009521008,-0.018990950658917427,-0.009905828163027763,-0.038652271032333374,0.018684765323996544
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.5934505462646484,0.20098818838596344,0.3039522171020508,0.27635204792022705,0.277835488319397,0.33481550216674805,0.2680719196796417,0.24042059481143951,0.33682769536972046,0.1888146847486496,0.41536515951156616,0.011693721637129784,0.4645031690597534,0.28140145540237427,0.4130953550338745
,how,much,did,the,ipcc,third,assessment,report,say,sea,levels,will,rise,from,1990,to,2100,?
when,0.4767928421497345,0.39518025517463684,0.3228907287120819,0.5091903209686279,0.17001821100711823,0.23858320713043213,0.18007445335388184,0.1918206363916397,0.352697491645813,0.20553374290466309,0.2584584951400757,0.42625120282173157,0.15769775211811066,0.405669629573822,0.0001421814813511446,0.5423505902290344,0.13865910470485687,0.22841128706932068
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.24925659596920013,0.4229298532009125,0.28427207469940186,0.2556745111942291,0.3200206458568573,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
researchers,0.2886618971824646,0.3202129006385803,0.24296683073043823,0.27997422218322754,0.4055958092212677,0.15234778821468353,0.42330408096313477,0.35799384117126465,0.3175347149372101,0.205407053232193,0.25985220074653625,0.2569696009159088,0.18272891640663147,0.23222222924232483,-0.01334544736891985,0.320869117975235,0.13668738305568695,0.14480042457580566
',0.18823795020580292,0.23434685170650482,0.25488927960395813,0.474788099527359,0.09936841577291489,0.25814083218574524,0.22031152248382568,0.19321274757385254,0.3117876350879669,0.14411798119544983,0.09603582322597504,0.20316393673419952,0.1217413991689682,0.20019984245300293,0.042783576995134354,0.34544456005096436,0.15308114886283875,0.330942302942276
analysis,0.289559006690979,0.2667945325374603,0.16624894738197327,0.24241644144058228,0.3831941485404968,0.12343517690896988,0.4230436086654663,0.36767467856407166,0.2020997554063797,0.16286855936050415,0.2353273630142212,0.18146951496601105,0.21101753413677216,0.17278055846691132,-0.1573776751756668,0.21860700845718384,0.1249498650431633,0.15352053940296173
was,0.16678167879581451,0.2580166161060333,0.41399896144866943,0.48711544275283813,0.16744299232959747,0.3460187017917633,0.1369474083185196,0.19926786422729492,0.24911612272262573,0.18031850457191467,0.10329693555831909,0.22588570415973663,0.1483619064092636,0.31171464920043945,0.0701504573225975,0.3636345863342285,0.22435085475444794,0.18412111699581146
``,-0.01591024175286293,0.02682921104133129,-0.029888948425650597,0.029072100296616554,-0.017391569912433624,0.04341840744018555,-0.0033106599003076553,-0.049207452684640884,0.062410302460193634,0.019038096070289612,0.0378570593893528,0.07008423656225204,0.06053053215146065,0.02677825279533863,0.004997239448130131,0.06720756739377975,-0.024785038083791733,0.0685480609536171
applied,0.2639940679073334,0.17143073678016663,0.1921747773885727,0.22842662036418915,0.19623848795890808,0.05402645096182823,0.21272674202919006,0.21630816161632538,0.24754075706005096,0.10694724321365356,0.11769169569015503,0.24050907790660858,0.14477023482322693,0.24689990282058716,-0.10000675916671753,0.26928162574768066,0.10852818191051483,0.15585725009441376
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.535392165184021,0.25466105341911316,0.2795414924621582,0.22932879626750946,0.2559358477592468,0.38071900606155396,0.2749888300895691,0.29053324460983276,0.5091033577919006,0.23256368935108185,0.4069952368736267,-0.06767388433218002,1.0,0.1951996386051178,0.29463258385658264
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.24925659596920013,0.4229298532009125,0.28427207469940186,0.2556745111942291,0.3200206458568573,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
possible,0.3728843033313751,0.33713996410369873,0.34132009744644165,0.32701125741004944,0.2544875144958496,0.18602189421653748,0.2874039113521576,0.22553353011608124,0.3165733516216278,0.13412216305732727,0.27944430708885193,0.43743962049484253,0.16968360543251038,0.2377557009458542,-0.11475957930088043,0.4506641626358032,0.1595453917980194,0.3059970438480377
scenarios,0.2634485960006714,0.20921914279460907,0.19509434700012207,0.20818467438220978,0.3200526833534241,0.19106538593769073,0.30496302247047424,0.22847890853881836,0.21447496116161346,0.16950535774230957,0.2711278200149536,0.2330448031425476,0.2384752482175827,0.14699263870716095,-0.09242669492959976,0.26294901967048645,0.13131651282310486,0.21404419839382172
outlined,0.3143930733203888,0.26057907938957214,0.2963572144508362,0.26685938239097595,0.2959834635257721,0.11802195012569427,0.34131118655204773,0.2716822922229767,0.27619895339012146,0.1725309044122696,0.2420351505279541,0.2618812024593353,0.13202279806137085,0.18472820520401,-0.08365572243928909,0.2782231867313385,0.17268645763397217,0.29497575759887695
by,0.34370526671409607,0.24959969520568848,0.18574509024620056,0.4408751428127289,0.18031758069992065,0.28581833839416504,0.16625620424747467,0.2265174388885498,0.21690572798252106,0.19145366549491882,0.20695684850215912,0.2520078420639038,0.18536683917045593,0.3373257517814636,-0.049373358488082886,0.33534231781959534,0.11636041849851608,0.17966607213020325
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.24925659596920013,0.4229298532009125,0.28427207469940186,0.2556745111942291,0.3200206458568573,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
intergovernmental,0.22332610189914703,0.1874101161956787,0.235894575715065,0.3584725558757782,0.5452430248260498,0.18258287012577057,0.3771880865097046,0.3907647430896759,0.2276684194803238,0.20518144965171814,0.2747984826564789,0.20058660209178925,0.21012291312217712,0.17547215521335602,-0.07688642293214798,0.2939639687538147,0.0690966323018074,0.217753067612648
panel,0.2077735811471939,0.12750005722045898,0.10137197375297546,0.20552968978881836,0.393046110868454,0.12863391637802124,0.2593231201171875,0.2588689923286438,0.20115771889686584,0.07943741977214813,0.1596165895462036,0.2027851641178131,0.12349371612071991,0.10019232332706451,-0.038120657205581665,0.1690487116575241,0.07475291937589645,0.1475982517004013
on,0.32655060291290283,0.2834896147251129,0.2670976221561432,0.5107308030128479,0.24879392981529236,0.24143609404563904,0.26436975598335266,0.29382312297821045,0.2754344344139099,0.2444533258676529,0.1644611656665802,0.3240351676940918,0.17464827001094818,0.36926645040512085,-0.0531277060508728,0.41031414270401,0.130113884806633,0.2714994251728058
climate,0.23680974543094635,0.26048722863197327,0.1748235523700714,0.2693597674369812,0.5031722187995911,0.11525692045688629,0.30780792236328125,0.26226359605789185,0.15338413417339325,0.2930200695991516,0.2088519036769867,0.16186286509037018,0.19316734373569489,0.21669475734233856,-0.12375743687152863,0.3023298978805542,0.1828085482120514,0.19998492300510406
change,0.3957580626010895,0.3273145854473114,0.2806394100189209,0.3641999065876007,0.34827950596809387,0.16682352125644684,0.23811079561710358,0.24036449193954468,0.35982123017311096,0.1671980768442154,0.19581574201583862,0.33172062039375305,0.22132831811904907,0.17817987501621246,-0.122751884162426,0.3581787943840027,0.1935451328754425,0.24115969240665436
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.33289089798927307,0.13946431875228882,0.2346733808517456,0.22030366957187653,0.21187053620815277,0.23915322124958038,0.19181853532791138,0.19787119328975677,0.26469120383262634,0.1435801088809967,0.25806233286857605,-0.0825701504945755,0.30882009863853455,0.09614098817110062,0.40561532974243164
ipcc,0.3693348467350006,0.22506283223628998,0.2459706962108612,0.24925659596920013,1.0000001192092896,0.14761818945407867,0.5005803108215332,0.4727894961833954,0.29427143931388855,0.20078325271606445,0.2907012104988098,0.24876441061496735,0.23319052159786224,0.1346227526664734,-0.017252489924430847,0.25466105341911316,0.16394799947738647,0.22295254468917847
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.3456730246543884,0.12562119960784912,0.2612932324409485,0.22301208972930908,0.20366355776786804,0.23793987929821014,0.18647637963294983,0.1736932098865509,0.24492529034614563,0.15284043550491333,0.2672361731529236,-0.038524504750967026,0.31236231327056885,0.1002119928598404,0.42300865054130554
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.15590040385723114,0.283071368932724,0.20925334095954895,0.250803142786026,0.35129812359809875,0.30078184604644775,0.2284579873085022,0.29706671833992004,0.2350703477859497,0.39760664105415344,0.0030314233154058456,0.44245919585227966,0.14958688616752625,0.31091248989105225
the,0.33890387415885925,0.35023224353790283,0.34736719727516174,1.0,0.24925659596920013,0.4229298532009125,0.28427207469940186,0.2556745111942291,0.3200206458568573,0.30363768339157104,0.286034494638443,0.3635469079017639,0.3404741883277893,0.40150508284568787,-0.0810435339808464,0.535392165184021,0.208340585231781,0.22068053483963013
researchers,0.2886618971824646,0.3202129006385803,0.24296683073043823,0.27997422218322754,0.4055958092212677,0.15234778821468353,0.42330408096313477,0.35799384117126465,0.3175347149372101,0.205407053232193,0.25985220074653625,0.2569696009159088,0.18272891640663147,0.23222222924232483,-0.01334544736891985,0.320869117975235,0.13668738305568695,0.14480042457580566
found,0.12975606322288513,0.23675140738487244,0.15878844261169434,0.3452354073524475,0.13759185373783112,0.13518866896629333,0.20855309069156647,0.2157842367887497,0.2854323983192444,0.22362171113491058,0.17855443060398102,0.16058588027954102,0.10100117325782776,0.15488772094249725,0.05649425461888313,0.25225648283958435,0.2069416642189026,0.16790300607681274
that,0.557814359664917,0.4869440197944641,0.47518548369407654,0.5473989248275757,0.3323146402835846,0.23549747467041016,0.291616827249527,0.30103304982185364,0.5852095484733582,0.2267688512802124,0.27539384365081787,0.4857470989227295,0.26001712679862976,0.3477667272090912,-0.04325290396809578,0.5436353087425232,0.18595080077648163,0.32716336846351624
in,0.2601168751716614,0.2725222110748291,0.2593238651752472,0.6662389636039734,0.1257958561182022,0.3309578001499176,0.19949871301651,0.204250767827034,0.26482993364334106,0.2302369773387909,0.2418597936630249,0.2580665349960327,0.1934409737586975,0.4274188280105591,-0.012069408781826496,0.45010748505592346,0.1920589804649353,0.20430970191955566
2100,0.06697267293930054,0.20289640128612518,0.17482969164848328,0.208340585231781,0.16394799947738647,0.14674526453018188,0.15857090055942535,0.1434464156627655,0.17606155574321747,0.18818339705467224,0.1941831409931183,0.14617256820201874,0.186148539185524,0.12678465247154236,-0.049590542912483215,0.1951996386051178,0.9999999403953552,0.14122723042964935
sea,0.16549281775951385,0.20864515006542206,0.1665116548538208,0.30363768339157104,0.20078325271606445,0.17322181165218353,0.18401896953582764,0.15907305479049683,0.19939911365509033,1.0,0.2632085382938385,0.1281823068857193,0.3275212049484253,0.19167837500572205,-0.048466991633176804,0.2749888300895691,0.18818339705467224,0.15551945567131042
levels,0.30174899101257324,0.31009310483932495,0.16511613130569458,0.286034494638443,0.2907012104988098,0.07159922271966934,0.2983068525791168,0.18308784067630768,0.18002115190029144,0.2632085382938385,0.9999998807907104,0.34917134046554565,0.3079465329647064,0.19019560515880585,-0.20878474414348602,0.29053324460983276,0.1941831409931183,0.1541307419538498
would,0.43239715695381165,0.41720274090766907,0.6268245577812195,0.4133751392364502,0.21904492378234863,0.2406044900417328,0.1982066035270691,0.23723332583904266,0.46688976883888245,0.17596907913684845,0.26272544264793396,0.7075439691543579,0.20319253206253052,0.26231399178504944,-0.023368842899799347,0.5965728163719177,0.2296905666589737,0.37178951501846313
be,0.4158933162689209,0.3977218568325043,0.22657383978366852,0.4248143136501312,0.19188928604125977,0.1948365867137909,0.23605681955814362,0.2533242404460907,0.4455845355987549,0.16104936599731445,0.3238581120967865,0.4925616979598999,0.16302461922168732,0.3107333183288574,-0.12443587183952332,0.4972836375236511,0.18216674029827118,0.3324260413646698
0.5–1.4,0.10744430124759674,0.08826648443937302,0.010405617766082287,-0.02713329903781414,0.15873201191425323,-0.006375722587108612,0.1479688286781311,0.056501079350709915,0.025296078994870186,-0.009334670379757881,0.07089632004499435,0.1296706646680832,0.050014324486255646,-0.002561625326052308,-0.17163237929344177,0.06539703160524368,-0.004406963475048542,0.02930152416229248
m,0.17182649672031403,0.17291346192359924,0.18840010464191437,0.15156042575836182,0.19876085221767426,0.163587287068367,0.11519274860620499,0.14587363600730896,0.2331596165895462,0.18571223318576813,0.07163675129413605,0.18052144348621368,0.14325742423534393,0.1602269411087036,0.00309810321778059,0.17626212537288666,0.15278948843479156,0.2618667185306549
[,0.03530287742614746,0.06103409454226494,0.030549485236406326,0.07130392640829086,0.08660848438739777,0.06380311399698257,-0.006013903301209211,0.14766989648342133,-8.978986443253234e-05,0.08600511401891708,0.07023394107818604,0.0795993059873581,0.12938696146011353,0.1347220540046692,-0.09275875240564346,0.07649242132902145,-0.044410284608602524,0.011015460826456547
50–140,0.05860200524330139,0.09438266605138779,-0.003189758164808154,0.1345631331205368,0.12627653777599335,0.06781317293643951,0.046322084963321686,0.016602346673607826,-0.011985358782112598,0.11489687114953995,0.1339094638824463,0.1037892997264862,0.07183877378702164,0.014110385440289974,-0.10771076381206512,0.04386089742183685,0.019275447353720665,-0.006153876427561045
cm,0.22115537524223328,0.19854748249053955,0.09513594210147858,0.1848733276128769,0.13791616261005402,0.1014891192317009,0.12308730185031891,0.12256772816181183,0.2269105166196823,0.1094818115234375,0.12159892916679382,0.2245183289051056,0.13091962039470673,0.1880866438150406,-0.005898323841392994,0.16218599677085876,0.10347254574298859,0.22839917242527008
],0.06738625466823578,-0.020653191953897476,0.024806415662169456,-0.04779602214694023,0.04272262752056122,0.0012655933387577534,-0.0022451854310929775,-0.08468703925609589,0.022266853600740433,0.02094976417720318,0.017734607681632042,0.06213921681046486,-0.04134325310587883,0.007451207842677832,-0.07846713811159134,-0.04249158129096031,-0.058594949543476105,-0.0022520492784678936
above,0.23468554019927979,0.2541370391845703,0.20278730988502502,0.33988961577415466,0.27213147282600403,0.1544472724199295,0.2722659707069397,0.21451237797737122,0.22490176558494568,0.3219030201435089,0.34369543194770813,0.29805222153663635,0.2566570043563843,0.19226932525634766,-0.153082475066185,0.30495497584342957,0.17567478120326996,0.2521739900112152
1990,-0.006733363028615713,-0.07469524443149567,0.10054399073123932,-0.0810435339808464,-0.017252489924430847,-0.031312454491853714,-0.07773039489984512,-0.04251858964562416,0.10973940044641495,-0.048466991633176804,-0.20878474414348602,-0.11948078125715256,-0.09025111794471741,-0.1256481558084488,0.9999999403953552,-0.06767388433218002,-0.049590542912483215,0.07789827883243561
levels,0.30174899101257324,0.31009310483932495,0.16511613130569458,0.286034494638443,0.2907012104988098,0.07159922271966934,0.2983068525791168,0.18308784067630768,0.18002115190029144,0.2632085382938385,0.9999998807907104,0.34917134046554565,0.3079465329647064,0.19019560515880585,-0.20878474414348602,0.29053324460983276,0.1941831409931183,0.1541307419538498
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.5934505462646484,0.20098818838596344,0.3039522171020508,0.27635204792022705,0.277835488319397,0.33481550216674805,0.2680719196796417,0.24042059481143951,0.33682769536972046,0.1888146847486496,0.41536515951156616,0.011693721637129784,0.4645031690597534,0.28140145540237427,0.4130953550338745
