,what,did,luther,expound,to,be,greater,than,sin,?
your,0.4207797646522522,0.26251736283302307,0.18342097103595734,0.3302266299724579,0.37835195660591125,0.3595459461212158,0.12089575082063675,0.215145081281662,0.1534159630537033,0.41889458894729614
sins,0.33222049474716187,0.22541135549545288,0.2672843933105469,0.23880018293857574,0.3211083710193634,0.27345842123031616,0.08375070244073868,0.2088862508535385,0.5885903239250183,0.2956109941005707
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.3412320911884308,0.4972836375236511,1.0,0.2287398725748062,0.46516597270965576,0.16489247977733612,0.3324260413646698
strong,0.19839218258857727,0.21554261445999146,0.09317424893379211,0.23651356995105743,0.2913058400154114,0.2805107831954956,0.2061905413866043,0.24495375156402588,0.18992741405963898,0.11990999430418015
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.32049548625946045,0.44245919585227966,0.39254459738731384,0.25035545229911804,0.3371901512145996,0.19355511665344238,0.31091248989105225
but,0.5029441118240356,0.49033689498901367,0.20694120228290558,0.30755141377449036,0.5542377829551697,0.5764366984367371,0.2372637242078781,0.5279248356819153,0.2028650939464569,0.27921953797340393
let,0.4135519564151764,0.4364680051803589,0.2060263454914093,0.2217060923576355,0.4338173568248749,0.3343085050582886,0.11808847635984421,0.2505691349506378,0.2173609435558319,0.36716893315315247
your,0.4207797646522522,0.26251736283302307,0.18342097103595734,0.3302266299724579,0.37835195660591125,0.3595459461212158,0.12089575082063675,0.215145081281662,0.1534159630537033,0.41889458894729614
trust,0.3354778289794922,0.24853086471557617,0.09778988361358643,0.29696518182754517,0.24275372922420502,0.21961355209350586,0.23010165989398956,0.21338136494159698,0.11367261409759521,0.22135582566261292
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2508721947669983,0.45010748505592346,0.3481820821762085,0.26627716422080994,0.3270052373409271,0.1738690435886383,0.20430970191955566
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.17597980797290802,0.22245259582996368,0.18652451038360596,0.1676679253578186,0.12809644639492035,0.3783775269985199,0.13772203028202057
be,0.3929833769798279,0.22657383978366852,0.15299063920974731,0.3412320911884308,0.4972836375236511,1.0,0.2287398725748062,0.46516597270965576,0.16489247977733612,0.3324260413646698
stronger,0.26740801334381104,0.24810373783111572,0.10088742524385452,0.265839159488678,0.32863837480545044,0.3002583682537079,0.3450908362865448,0.45472782850265503,0.18325519561767578,0.12132075428962708
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.32049548625946045,0.44245919585227966,0.39254459738731384,0.25035545229911804,0.3371901512145996,0.19355511665344238,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.288166344165802,0.48971283435821533,0.41766801476478577,0.26711440086364746,0.39361441135406494,0.20722192525863647,0.20544172823429108
rejoice,0.27204421162605286,0.313639760017395,0.2455274760723114,0.17007234692573547,0.2400112748146057,0.24299213290214539,0.1583356261253357,0.11356481164693832,0.29526054859161377,0.2041296362876892
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2508721947669983,0.45010748505592346,0.3481820821762085,0.26627716422080994,0.3270052373409271,0.1738690435886383,0.20430970191955566
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.17597980797290802,0.22245259582996368,0.18652451038360596,0.1676679253578186,0.12809644639492035,0.3783775269985199,0.13772203028202057
who,0.40942975878715515,0.34038686752319336,0.21013082563877106,0.21099500358104706,0.42656609416007996,0.3371641933917999,0.0999191403388977,0.24983921647071838,0.1916438341140747,0.26220351457595825
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.3048785924911499,0.42745086550712585,0.4819129705429077,0.21338969469070435,0.2839990258216858,0.22605369985103607,0.22961433231830597
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.27591824531555176,0.535392165184021,0.4248143136501312,0.2814446687698364,0.3227543234825134,0.18401655554771423,0.22068053483963013
victor,0.07260368764400482,0.12204471230506897,0.18403185904026031,0.08550776541233063,0.17638854682445526,0.16288429498672485,0.1377735137939453,0.11228860914707184,0.19262969493865967,0.13866813480854034
over,0.28007611632347107,0.2535076439380646,0.19360381364822388,0.2840926945209503,0.38635820150375366,0.27136483788490295,0.24338369071483612,0.4074564576148987,0.07817729562520981,0.25742942094802856
sin,0.2028670310974121,0.12168633192777634,0.09982562065124512,0.215647354722023,0.2076987326145172,0.16489247977733612,0.13196216523647308,0.14421266317367554,1.0000001192092896,0.17164617776870728
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.32049548625946045,0.44245919585227966,0.39254459738731384,0.25035545229911804,0.3371901512145996,0.19355511665344238,0.31091248989105225
death,0.2267695665359497,0.2252790331840515,0.15764257311820984,0.16539256274700165,0.19568277895450592,0.18895679712295532,0.1284303218126297,0.08458006381988525,0.14761173725128174,0.21149799227714539
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.32049548625946045,0.44245919585227966,0.39254459738731384,0.25035545229911804,0.3371901512145996,0.19355511665344238,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.288166344165802,0.48971283435821533,0.41766801476478577,0.26711440086364746,0.39361441135406494,0.20722192525863647,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.27591824531555176,0.535392165184021,0.4248143136501312,0.2814446687698364,0.3227543234825134,0.18401655554771423,0.22068053483963013
world,0.21669597923755646,0.1944720596075058,0.1640164852142334,0.26490578055381775,0.26213452219963074,0.2187124341726303,0.1303452104330063,0.19279077649116516,0.15701927244663239,0.17579582333564758
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.30212634801864624,0.4645031690597534,0.4383580684661865,0.20152446627616882,0.3594527542591095,0.17979495227336884,0.4130953550338745
