,which,entities,were,originally,concerned,with,preventing,violation,of,human,rights,?
prevented,0.2837466597557068,0.22650358080863953,0.29961344599723816,0.18300682306289673,0.4241551458835602,0.3063197731971741,0.780260443687439,0.3325011730194092,0.296178936958313,0.17830123007297516,0.24049274623394012,0.21836411952972412
from,0.38755592703819275,0.19245155155658722,0.29991888999938965,0.29689326882362366,0.22353552281856537,0.26272761821746826,0.25984707474708557,0.15411263704299927,0.4249346852302551,0.1504075527191162,0.159982830286026,0.19969791173934937
violating,0.26246848702430725,0.3337477147579193,0.19659419357776642,0.1316908448934555,0.399599552154541,0.16979660093784332,0.4846602976322174,0.8781853914260864,0.23101533949375153,0.3069618046283722,0.3833925426006317,0.29518213868141174
human,0.3003762662410736,0.2643941044807434,0.15361809730529785,0.10685011744499207,0.29799696803092957,0.21967975795269012,0.257783442735672,0.3235185146331787,0.3083189129829407,1.0,0.48610198497772217,0.19748784601688385
rights,0.1689544916152954,0.27177929878234863,0.22253857553005219,0.14513278007507324,0.30397364497184753,0.147300586104393,0.24254253506660461,0.4107031524181366,0.19425496459007263,0.48610198497772217,0.9999999403953552,0.21814769506454468
",",0.3658004403114319,0.2422296404838562,0.36755475401878357,0.2660219669342041,0.3247314691543579,0.4120737314224243,0.20750612020492554,0.2598099112510681,0.4946078956127167,0.23877760767936707,0.2595706284046173,0.31091248989105225
hence,0.42520633339881897,0.29377666115760803,0.18324467539787292,0.2038523554801941,0.3011883497238159,0.2850455045700073,0.2846808433532715,0.3547987639904022,0.30319175124168396,0.21521855890750885,0.11749324202537537,0.23041710257530212
the,0.6521818041801453,0.2298012375831604,0.3906462490558624,0.36820849776268005,0.2822320759296417,0.4223487675189972,0.33351221680641174,0.2357444167137146,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
establishment,0.24264968931674957,0.27321571111679077,0.19362099468708038,0.18881520628929138,0.24935835599899292,0.16824737191200256,0.22178620100021362,0.2818288803100586,0.27824047207832336,0.17290404438972473,0.2621973156929016,0.1661023646593094
of,0.5011631846427917,0.2669031023979187,0.34038281440734863,0.21349623799324036,0.3373318910598755,0.41827285289764404,0.2948753237724304,0.20780406892299652,1.0,0.3083189129829407,0.19425496459007263,0.1826142966747284
the,0.6521818041801453,0.2298012375831604,0.3906462490558624,0.36820849776268005,0.2822320759296417,0.4223487675189972,0.33351221680641174,0.2357444167137146,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
european,0.2234036773443222,0.10176092386245728,0.21272888779640198,0.1814751923084259,0.16426445543766022,0.19647395610809326,0.15624769032001495,0.09610161185264587,0.2507138252258301,0.24801260232925415,0.20173384249210358,0.14560863375663757
convention,0.27277642488479614,0.25795695185661316,0.17113538086414337,0.19838012754917145,0.293801873922348,0.18620410561561584,0.2866781949996948,0.3646060526371002,0.2509908974170685,0.2140868753194809,0.3308528959751129,0.1647067815065384
on,0.4245251417160034,0.14887413382530212,0.2774328887462616,0.2673487365245819,0.25189217925071716,0.40749499201774597,0.2585050165653229,0.21806751191616058,0.3966929316520691,0.18558697402477264,0.22401921451091766,0.2714994251728058
human,0.3003762662410736,0.2643941044807434,0.15361809730529785,0.10685011744499207,0.29799696803092957,0.21967975795269012,0.257783442735672,0.3235185146331787,0.3083189129829407,1.0,0.48610198497772217,0.19748784601688385
rights,0.1689544916152954,0.27177929878234863,0.22253857553005219,0.14513278007507324,0.30397364497184753,0.147300586104393,0.24254253506660461,0.4107031524181366,0.19425496459007263,0.48610198497772217,0.9999999403953552,0.21814769506454468
in,0.4840516746044159,0.23301775753498077,0.3815755248069763,0.3191297650337219,0.27584534883499146,0.4080928862094879,0.20244476199150085,0.15912136435508728,0.5696388483047485,0.23986108601093292,0.17772755026817322,0.20430970191955566
1950,-0.07582558691501617,-0.1936916559934616,-0.033678848296403885,0.0724046379327774,-0.06496929377317429,0.004476343281567097,-0.10956229269504547,-0.1390131562948227,-0.047290705144405365,-0.06614857912063599,-0.08087727427482605,-0.039489999413490295
and,0.506277859210968,0.30422869324684143,0.42175528407096863,0.2772660255432129,0.32755184173583984,0.5477725267410278,0.2971561849117279,0.20010945200920105,0.5116966962814331,0.37127596139907837,0.26346641778945923,0.20544172823429108
the,0.6521818041801453,0.2298012375831604,0.3906462490558624,0.36820849776268005,0.2822320759296417,0.4223487675189972,0.33351221680641174,0.2357444167137146,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
establishment,0.24264968931674957,0.27321571111679077,0.19362099468708038,0.18881520628929138,0.24935835599899292,0.16824737191200256,0.22178620100021362,0.2818288803100586,0.27824047207832336,0.17290404438972473,0.2621973156929016,0.1661023646593094
of,0.5011631846427917,0.2669031023979187,0.34038281440734863,0.21349623799324036,0.3373318910598755,0.41827285289764404,0.2948753237724304,0.20780406892299652,1.0,0.3083189129829407,0.19425496459007263,0.1826142966747284
the,0.6521818041801453,0.2298012375831604,0.3906462490558624,0.36820849776268005,0.2822320759296417,0.4223487675189972,0.33351221680641174,0.2357444167137146,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
european,0.2234036773443222,0.10176092386245728,0.21272888779640198,0.1814751923084259,0.16426445543766022,0.19647395610809326,0.15624769032001495,0.09610161185264587,0.2507138252258301,0.24801260232925415,0.20173384249210358,0.14560863375663757
court,0.19263212382793427,0.14765772223472595,0.19469791650772095,0.1539253294467926,0.21833562850952148,0.14494022727012634,0.12616929411888123,0.2898106276988983,0.28835242986679077,0.14844733476638794,0.2824671268463135,0.17100423574447632
of,0.5011631846427917,0.2669031023979187,0.34038281440734863,0.21349623799324036,0.3373318910598755,0.41827285289764404,0.2948753237724304,0.20780406892299652,1.0,0.3083189129829407,0.19425496459007263,0.1826142966747284
human,0.3003762662410736,0.2643941044807434,0.15361809730529785,0.10685011744499207,0.29799696803092957,0.21967975795269012,0.257783442735672,0.3235185146331787,0.3083189129829407,1.0,0.48610198497772217,0.19748784601688385
rights,0.1689544916152954,0.27177929878234863,0.22253857553005219,0.14513278007507324,0.30397364497184753,0.147300586104393,0.24254253506660461,0.4107031524181366,0.19425496459007263,0.48610198497772217,0.9999999403953552,0.21814769506454468
.,0.45942068099975586,0.24918359518051147,0.3378238379955292,0.2504246234893799,0.2531110942363739,0.4446153938770294,0.2440304458141327,0.24564437568187714,0.5352458953857422,0.24595768749713898,0.24957291781902313,0.4130953550338745
