,working,versions,of,3d-printing,building,technology,are,already,printing,how,much,building,material,per,hour,?
of,0.19986772537231445,0.17600277066230774,1.0,0.2829972505569458,0.26200541853904724,0.25238582491874695,0.39081433415412903,0.27917540073394775,0.23686911165714264,0.2480744868516922,0.2671096920967102,0.26200541853904724,0.27520954608917236,0.17468707263469696,0.18765881657600403,0.1826142966747284
building,0.31318148970603943,0.10716560482978821,0.26200541853904724,0.29526808857917786,0.9999998807907104,0.2376898229122162,0.1904018670320511,0.21330711245536804,0.27669501304626465,0.19448791444301605,0.2289905697107315,0.9999998807907104,0.24464184045791626,0.09552931040525436,0.12554709613323212,0.13549931347370148
material,0.17220254242420197,0.2417294681072235,0.27520954608917236,0.2979273498058319,0.24464184045791626,0.24453328549861908,0.25142809748649597,0.27315422892570496,0.27333787083625793,0.2608981430530548,0.35707327723503113,0.24464184045791626,1.0000001192092896,0.19006729125976562,0.11998222768306732,0.18117131292819977
per,0.0918133482336998,0.13942520320415497,0.17468707263469696,0.1282941848039627,0.09552931040525436,0.14832687377929688,0.21594563126564026,0.2373560667037964,0.10610026121139526,0.2243444174528122,0.264721542596817,0.09552931040525436,0.19006729125976562,0.9999999403953552,0.39741143584251404,0.22323818504810333
hour,0.14364956319332123,0.15217840671539307,0.18765881657600403,0.14772307872772217,0.12554709613323212,0.13436155021190643,0.13701145350933075,0.1524943709373474,0.1093434989452362,0.18705321848392487,0.23219798505306244,0.12554709613323212,0.11998222768306732,0.39741143584251404,1.0,0.18463996052742004
as,0.2861536145210266,0.27883386611938477,0.3886612355709076,0.21926303207874298,0.23924584686756134,0.197757288813591,0.3826591968536377,0.4023914039134979,0.16961991786956787,0.33782753348350525,0.36514025926589966,0.23924584686756134,0.23267555236816406,0.24272821843624115,0.201473206281662,0.27043893933296204
of,0.19986772537231445,0.17600277066230774,1.0,0.2829972505569458,0.26200541853904724,0.25238582491874695,0.39081433415412903,0.27917540073394775,0.23686911165714264,0.2480744868516922,0.2671096920967102,0.26200541853904724,0.27520954608917236,0.17468707263469696,0.18765881657600403,0.1826142966747284
january,0.21780307590961456,0.12745676934719086,0.19923388957977295,0.1487179696559906,0.1310131847858429,0.16770197451114655,0.0906485766172409,0.31314003467559814,0.11852593719959259,0.11096196621656418,0.12328718602657318,0.1310131847858429,0.11356749385595322,0.2329643964767456,0.20979036390781403,0.28608936071395874
2013,-0.15904106199741364,-0.3032095432281494,-0.2904720902442932,-0.12948758900165558,-0.17329668998718262,-0.07263103872537613,-0.4373913109302521,-0.3837597370147705,-0.1420615017414093,-0.3374192416667938,-0.41492176055908203,-0.17329668998718262,-0.34517210721969604,-0.2572713792324066,-0.24996018409729004,-0.2969330847263336
[,0.11508657783269882,0.14871051907539368,0.010817250236868858,0.09317944943904877,0.21863366663455963,0.20081472396850586,0.021565506234765053,0.05836476385593414,0.10295365005731583,0.03530287742614746,0.06103409454226494,0.21863366663455963,0.058597832918167114,0.10483359545469284,0.2698579430580139,0.011015460826456547
update,0.25315016508102417,0.3116902709007263,0.12521608173847198,0.213247612118721,0.15043066442012787,0.16729775071144104,0.17252177000045776,0.32439205050468445,0.23479324579238892,0.2694169878959656,0.16808845102787018,0.15043066442012787,0.15065798163414001,0.19235438108444214,0.2001243531703949,0.38474005460739136
],0.05183139443397522,-0.051030904054641724,-0.035044461488723755,0.08511444926261902,-0.08883718401193619,-0.010910154320299625,-0.02216748520731926,-0.005392222665250301,0.08341175317764282,0.06738625466823578,-0.020653191953897476,-0.08883718401193619,0.012731857597827911,0.012135122902691364,-0.025314204394817352,-0.0022520492784678936
",",0.29007792472839355,0.23377446830272675,0.4946078956127167,0.2904425263404846,0.2374238669872284,0.2817870080471039,0.4062570035457611,0.3188292980194092,0.25780928134918213,0.22659391164779663,0.36182254552841187,0.2374238669872284,0.2189585268497467,0.26711323857307434,0.21336033940315247,0.31091248989105225
with,0.3168335258960724,0.27853357791900635,0.41827285289764404,0.19369840621948242,0.1992759108543396,0.15422572195529938,0.38996943831443787,0.34823688864707947,0.15706638991832733,0.3525622487068176,0.2808258831501007,0.1992759108543396,0.22314715385437012,0.19558830559253693,0.19119146466255188,0.2433311939239502
the,0.25857484340667725,0.2621293067932129,0.733189046382904,0.298850953578949,0.3159640431404114,0.21669498085975647,0.40399202704429626,0.34582915902137756,0.24993151426315308,0.33890387415885925,0.35023224353790283,0.3159640431404114,0.26762521266937256,0.21691934764385223,0.2386610209941864,0.22068053483963013
next-generation,0.23896166682243347,0.2857287526130676,0.3143833875656128,0.22418442368507385,0.1511552631855011,0.25394049286842346,0.20238478481769562,0.27149590849876404,0.170985147356987,0.2523094117641449,0.24582479894161224,0.1511552631855011,0.27508893609046936,0.16697363555431366,0.2245541661977768,0.2136695683002472
printers,0.28000152111053467,0.3485192358493805,0.16746042668819427,0.5726022720336914,0.1448889970779419,0.2940335273742676,0.320255309343338,0.21861770749092102,0.6666115522384644,0.25889286398887634,0.2743613123893738,0.1448889970779419,0.29294854402542114,0.15564115345478058,0.15953005850315094,0.1761903464794159
capable,0.19486291706562042,0.23177221417427063,0.21464630961418152,0.16286878287792206,0.17210958898067474,0.30564770102500916,0.328324556350708,0.3076324462890625,0.13060788810253143,0.25707393884658813,0.250740647315979,0.17210958898067474,0.28384238481521606,0.2258450984954834,0.25590741634368896,0.18388573825359344
of,0.19986772537231445,0.17600277066230774,1.0,0.2829972505569458,0.26200541853904724,0.25238582491874695,0.39081433415412903,0.27917540073394775,0.23686911165714264,0.2480744868516922,0.2671096920967102,0.26200541853904724,0.27520954608917236,0.17468707263469696,0.18765881657600403,0.1826142966747284
3.5,-0.035590626299381256,-0.054921191185712814,-0.16533710062503815,-0.2044961154460907,-0.17645341157913208,-0.18979708850383759,-0.03850385919213295,-0.0667351707816124,-0.22379779815673828,0.0011970505584031343,-0.026084598153829575,-0.17645341157913208,-0.0719330832362175,-0.07022299617528915,-0.04510420188307762,-0.09453554451465607
metres,0.06602945923805237,0.1075277104973793,0.21713921427726746,0.10877861082553864,0.2269027978181839,0.13248419761657715,0.21412184834480286,0.1754418909549713,0.03700290620326996,0.13677051663398743,0.1999289095401764,0.2269027978181839,0.20694272220134735,0.2797333300113678,0.2562505006790161,0.11151815950870514
(,0.18173585832118988,0.19817940890789032,0.35032153129577637,0.19457557797431946,0.17772680521011353,0.15493881702423096,0.23263892531394958,0.19956564903259277,0.16454805433750153,0.1676948219537735,0.21788647770881653,0.17772680521011353,0.1441175639629364,0.3121034801006317,0.19172394275665283,0.40561532974243164
11,0.059318412095308304,-0.009471043944358826,-0.022359032183885574,0.0034316338133066893,-0.10801190137863159,0.05201776698231697,0.06551206856966019,0.024709515273571014,-0.019799238070845604,0.04696422442793846,0.12071454524993896,-0.10801190137863159,0.03377801179885864,-0.05133559927344322,-0.032975319772958755,-0.04295448586344719
ft,0.11221573501825333,0.11390651762485504,0.14259693026542664,0.07898697257041931,0.23872673511505127,0.15254083275794983,0.16373850405216217,0.09594780206680298,0.02863495424389839,0.17820364236831665,0.15052607655525208,0.23872673511505127,0.19089984893798828,0.1448657065629959,0.17911739647388458,0.17776548862457275
),0.19382897019386292,0.20339934527873993,0.3680361211299896,0.21155741810798645,0.1678667515516281,0.16959454119205475,0.2373749315738678,0.22017516195774078,0.18902970850467682,0.17939934134483337,0.22256317734718323,0.1678667515516281,0.14725950360298157,0.327212929725647,0.2031816989183426,0.42300865054130554
per,0.0918133482336998,0.13942520320415497,0.17468707263469696,0.1282941848039627,0.09552931040525436,0.14832687377929688,0.21594563126564026,0.2373560667037964,0.10610026121139526,0.2243444174528122,0.264721542596817,0.09552931040525436,0.19006729125976562,0.9999999403953552,0.39741143584251404,0.22323818504810333
hour,0.14364956319332123,0.15217840671539307,0.18765881657600403,0.14772307872772217,0.12554709613323212,0.13436155021190643,0.13701145350933075,0.1524943709373474,0.1093434989452362,0.18705321848392487,0.23219798505306244,0.12554709613323212,0.11998222768306732,0.39741143584251404,1.0,0.18463996052742004
",",0.29007792472839355,0.23377446830272675,0.4946078956127167,0.2904425263404846,0.2374238669872284,0.2817870080471039,0.4062570035457611,0.3188292980194092,0.25780928134918213,0.22659391164779663,0.36182254552841187,0.2374238669872284,0.2189585268497467,0.26711323857307434,0.21336033940315247,0.31091248989105225
sufficient,0.2010677009820938,0.18202516436576843,0.23525285720825195,0.17390625178813934,0.13358281552791595,0.17314960062503815,0.2445032000541687,0.3505396842956543,0.1329413652420044,0.3298160433769226,0.3562735319137573,0.13358281552791595,0.344533771276474,0.24541999399662018,0.21574169397354126,0.2950035035610199
to,0.28215980529785156,0.20273025333881378,0.41548454761505127,0.21427172422409058,0.2658686637878418,0.25372135639190674,0.3504326641559601,0.3676825761795044,0.1891471892595291,0.44169697165489197,0.40610215067863464,0.2658686637878418,0.29219651222229004,0.2519395351409912,0.2576034665107727,0.29463258385658264
complete,0.16726911067962646,0.28859201073646545,0.3009350895881653,0.2503708600997925,0.2067669928073883,0.09016206860542297,0.18877997994422913,0.23674026131629944,0.22063376009464264,0.2646922171115875,0.24209415912628174,0.2067669928073883,0.22216050326824188,0.1759129762649536,0.18803240358829498,0.11962060630321503
a,0.2998538911342621,0.2150656133890152,0.5052502155303955,0.2738366425037384,0.2576078176498413,0.21604947745800018,0.265255331993103,0.33469632267951965,0.262067973613739,0.29312583804130554,0.2958075702190399,0.2576078176498413,0.28408434987068176,0.21615441143512726,0.231695756316185,0.23916715383529663
building,0.31318148970603943,0.10716560482978821,0.26200541853904724,0.29526808857917786,0.9999998807907104,0.2376898229122162,0.1904018670320511,0.21330711245536804,0.27669501304626465,0.19448791444301605,0.2289905697107315,0.9999998807907104,0.24464184045791626,0.09552931040525436,0.12554709613323212,0.13549931347370148
in,0.3062970042228699,0.17707763612270355,0.5696388483047485,0.26221761107444763,0.3256937265396118,0.24215441942214966,0.3841303884983063,0.288102924823761,0.22161865234375,0.2601168751716614,0.2725222110748291,0.3256937265396118,0.20527449250221252,0.1975519210100174,0.18130972981452942,0.20430970191955566
a,0.2998538911342621,0.2150656133890152,0.5052502155303955,0.2738366425037384,0.2576078176498413,0.21604947745800018,0.265255331993103,0.33469632267951965,0.262067973613739,0.29312583804130554,0.2958075702190399,0.2576078176498413,0.28408434987068176,0.21615441143512726,0.231695756316185,0.23916715383529663
week,0.19586755335330963,0.21227504312992096,0.17998629808425903,0.1915787309408188,0.1837516725063324,0.13975733518600464,0.18165354430675507,0.2883357107639313,0.17565810680389404,0.21998494863510132,0.2135826200246811,0.1837516725063324,0.19944089651107788,0.3002657890319824,0.4005095362663269,0.25105318427085876
.,0.28468647599220276,0.2660890817642212,0.5352458953857422,0.33366191387176514,0.275610089302063,0.21310871839523315,0.3452940285205841,0.36193007230758667,0.3019598126411438,0.3287222981452942,0.3374604284763336,0.275610089302063,0.24824832379817963,0.2729434370994568,0.24835029244422913,0.4130953550338745
