,what,do,conservative,researchers,fell,should,be,a,measure,of,inequality,?
",",0.3087472915649414,0.3283645510673523,0.2546221613883972,0.2712523639202118,0.27573052048683167,0.2706286907196045,0.39254459738731384,0.427140474319458,0.18738344311714172,0.4946078956127167,0.21822890639305115,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.24419347941875458,0.2865251898765564,0.29412880539894104,0.27632346749305725,0.41766801476478577,0.3739250600337982,0.23739957809448242,0.5116966962814331,0.2590520679950714,0.20544172823429108
inequality,0.30072227120399475,0.2117324322462082,0.3212568759918213,0.26202505826950073,0.09661564975976944,0.3052452802658081,0.2602038085460663,0.1783585250377655,0.3844420313835144,0.27910974621772766,1.0000001192092896,0.23619021475315094
of,0.33290785551071167,0.26150479912757874,0.17898385226726532,0.23457743227481842,0.2526882588863373,0.23792634904384613,0.33904364705085754,0.5052502155303955,0.22469913959503174,1.0,0.27910974621772766,0.1826142966747284
consumption,0.22381934523582458,0.24011173844337463,0.22167937457561493,0.29635918140411377,0.19231334328651428,0.2756913900375366,0.313340425491333,0.2690817713737488,0.3675582706928253,0.249590665102005,0.399875670671463,0.1937485784292221
is,0.28837618231773376,0.30895981192588806,0.2060939073562622,0.23568220436573029,0.14355359971523285,0.33635082840919495,0.4819129705429077,0.658733606338501,0.2864217460155487,0.4854315221309662,0.1953488290309906,0.22961433231830597
less,0.31119704246520996,0.27604779601097107,0.22789250314235687,0.2674078047275543,0.1672491580247879,0.30057796835899353,0.4184514582157135,0.3475147485733032,0.3373123109340668,0.30836719274520874,0.27181798219680786,0.22418740391731262
extreme,0.21726317703723907,0.1659124344587326,0.2276945263147354,0.1487029790878296,0.07824220508337021,0.18963263928890228,0.2805294990539551,0.2327224612236023,0.23893794417381287,0.3050978481769562,0.3171798288822174,0.12677998840808868
than,0.29388150572776794,0.2387038916349411,0.16236989200115204,0.2636312246322632,0.11598547548055649,0.30810293555259705,0.46516597270965576,0.3126874566078186,0.274815171957016,0.33036211133003235,0.24634315073490143,0.24917294085025787
inequality,0.30072227120399475,0.2117324322462082,0.3212568759918213,0.26202505826950073,0.09661564975976944,0.3052452802658081,0.2602038085460663,0.1783585250377655,0.3844420313835144,0.27910974621772766,1.0000001192092896,0.23619021475315094
of,0.33290785551071167,0.26150479912757874,0.17898385226726532,0.23457743227481842,0.2526882588863373,0.23792634904384613,0.33904364705085754,0.5052502155303955,0.22469913959503174,1.0,0.27910974621772766,0.1826142966747284
income,0.21837803721427917,0.1701079159975052,0.19108715653419495,0.23880095779895782,0.11119696497917175,0.2029237002134323,0.19847987592220306,0.2084353119134903,0.2954789698123932,0.2581324577331543,0.46967795491218567,0.14935168623924255
in,0.30808621644973755,0.23402775824069977,0.1964135617017746,0.23347842693328857,0.22975562512874603,0.23054338991641998,0.3481820821762085,0.539380669593811,0.17892111837863922,0.5696388483047485,0.19402410089969635,0.20430970191955566
the,0.42745697498321533,0.30239659547805786,0.19218477606773376,0.27997422218322754,0.2598440647125244,0.32399165630340576,0.4248143136501312,0.5829201340675354,0.2528008222579956,0.733189046382904,0.23508106172084808,0.22068053483963013
us,0.32081687450408936,0.21005748212337494,0.20782388746738434,0.21705825626850128,0.11484140902757645,0.22761836647987366,0.24659982323646545,0.1862444281578064,0.20526058971881866,0.23568789660930634,0.2170293778181076,0.2742428481578827
.,0.3567904531955719,0.3613996207714081,0.24244344234466553,0.24884258210659027,0.20426522195339203,0.3516756594181061,0.4383580684661865,0.50484299659729,0.23919615149497986,0.5352458953857422,0.22563500702381134,0.4130953550338745
