,what,is,the,primary,goal,of,pleading,not,guilty,when,arrested,for,civil,disobedience,?
will,0.3510494530200958,0.3723262846469879,0.3635469079017639,0.18756532669067383,0.2331242561340332,0.2473582625389099,0.30717599391937256,0.5266793966293335,0.1877063363790512,0.42625120282173157,0.11636769026517868,0.3647450804710388,0.12513655424118042,0.24974574148654938,0.35046905279159546
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.1876562237739563,0.19475089013576508,0.33904364705085754,0.30127963423728943,0.5788898468017578,0.18981578946113586,0.4451393485069275,0.16966858506202698,0.3801851272583008,0.18061059713363647,0.2944406270980835,0.3324260413646698
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27388349175453186,0.37094977498054504,0.41548454761505127,0.36576491594314575,0.5149973034858704,0.1728491187095642,0.5423505902290344,0.19391043484210968,0.4451248347759247,0.2019355595111847,0.30665844678878784,0.29463258385658264
win,0.15653561055660248,0.21301808953285217,0.28308698534965515,0.14844074845314026,0.3327437937259674,0.18048720061779022,0.319301038980484,0.22013457119464874,0.1465044766664505,0.2105821818113327,0.21517112851142883,0.33295753598213196,0.19820626080036163,0.19146649539470673,0.1873117983341217
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.20419475436210632,0.16866573691368103,0.32280945777893066,0.2688821256160736,0.3722182512283325,0.1951056718826294,0.33026179671287537,0.1657678335905075,0.3236706852912903,0.15803322196006775,0.24747906625270844,0.19793890416622162
acquittal,0.23635438084602356,0.16603650152683258,0.22474926710128784,0.148201122879982,0.1619010716676712,0.21401692926883698,0.5148088335990906,0.2741837799549103,0.5310446619987488,0.23820751905441284,0.3850501477718353,0.2114444226026535,0.2648562788963318,0.41077491641044617,0.18193498253822327
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2539214491844177,0.20885969698429108,0.5116966962814331,0.29147064685821533,0.39099299907684326,0.15852567553520203,0.4716290831565857,0.23770038783550262,0.5064792633056641,0.25259146094322205,0.3041999638080597,0.20544172823429108
avoid,0.2615243196487427,0.2189902514219284,0.24833035469055176,0.18468181788921356,0.18189576268196106,0.22642050683498383,0.34792080521583557,0.41114541888237,0.19218504428863525,0.33530113101005554,0.18094414472579956,0.3205823600292206,0.17754149436950684,0.302621990442276,0.26885488629341125
imprisonment,0.16481763124465942,0.17076261341571808,0.20297037065029144,0.10777563601732254,0.17429165542125702,0.26023393869400024,0.44514456391334534,0.1804126501083374,0.486433207988739,0.21011027693748474,0.5453564524650574,0.27587834000587463,0.27051082253456116,0.42874670028686523,0.13416679203510284
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.24037444591522217,0.19945909082889557,0.3792596757411957,0.3012726604938507,0.5119067430496216,0.14139531552791595,0.417120099067688,0.17283082008361816,0.4111599624156952,0.12588919699192047,0.2553665041923523,0.32389625906944275
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.23038449883460999,0.20853768289089203,0.5052502155303955,0.27745652198791504,0.3791346549987793,0.18984173238277435,0.44397395849227905,0.16059036552906036,0.44038116931915283,0.21693918108940125,0.25352153182029724,0.23916715383529663
fine,0.34325724840164185,0.23897533118724823,0.21014350652694702,0.15196098387241364,0.09936358779668808,0.2549513578414917,0.22626303136348724,0.28220871090888977,0.24603335559368134,0.20368559658527374,0.14542610943317413,0.3378058671951294,0.10740353167057037,0.1584891676902771,0.3000907599925995
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2565748989582062,0.2145523726940155,0.4946078956127167,0.27879762649536133,0.3769696354866028,0.23272031545639038,0.36674630641937256,0.274812251329422,0.4464869201183319,0.24795588850975037,0.2878543734550476,0.31091248989105225
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.24037444591522217,0.19945909082889557,0.3792596757411957,0.3012726604938507,0.5119067430496216,0.14139531552791595,0.417120099067688,0.17283082008361816,0.4111599624156952,0.12588919699192047,0.2553665041923523,0.32389625906944275
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27388349175453186,0.37094977498054504,0.41548454761505127,0.36576491594314575,0.5149973034858704,0.1728491187095642,0.5423505902290344,0.19391043484210968,0.4451248347759247,0.2019355595111847,0.30665844678878784,0.29463258385658264
use,0.3453877568244934,0.3357410430908203,0.34342584013938904,0.2141076624393463,0.2609137296676636,0.2750902473926544,0.25902366638183594,0.48439106345176697,0.14523828029632568,0.3298092782497406,0.11202537268400192,0.47655582427978516,0.14527635276317596,0.21394796669483185,0.32795652747154236
the,0.42745697498321533,0.5823672413825989,1.0,0.25688621401786804,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.5091903209686279,0.18817131221294403,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.22068053483963013
proceedings,0.22622688114643097,0.13935744762420654,0.26050370931625366,0.14292235672473907,0.1711472123861313,0.2803191840648651,0.4222765862941742,0.26926958560943604,0.32787927985191345,0.19898095726966858,0.2586667239665985,0.286864697933197,0.3008631467819214,0.4050930142402649,0.17969121038913727
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2169201374053955,0.17705819010734558,0.3886612355709076,0.22460858523845673,0.5105602741241455,0.1756596863269806,0.4437963366508484,0.1573895663022995,0.44774648547172546,0.18100082874298096,0.25773370265960693,0.27043893933296204
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.23038449883460999,0.20853768289089203,0.5052502155303955,0.27745652198791504,0.3791346549987793,0.18984173238277435,0.44397395849227905,0.16059036552906036,0.44038116931915283,0.21693918108940125,0.25352153182029724,0.23916715383529663
forum,0.2304735779762268,0.1829751431941986,0.28414613008499146,0.0783490464091301,0.16249097883701324,0.2646511495113373,0.1432448923587799,0.12472241371870041,0.08227979391813278,0.13978855311870575,0.08711276948451996,0.18428488075733185,0.19547341763973236,0.23544733226299286,0.17221806943416595
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27388349175453186,0.37094977498054504,0.41548454761505127,0.36576491594314575,0.5149973034858704,0.1728491187095642,0.5423505902290344,0.19391043484210968,0.4451248347759247,0.2019355595111847,0.30665844678878784,0.29463258385658264
inform,0.3817595839500427,0.1815747618675232,0.25146281719207764,0.15637516975402832,0.15481391549110413,0.22567236423492432,0.3471522331237793,0.3265896737575531,0.23053765296936035,0.2486930787563324,0.2727201581001282,0.262287437915802,0.15276995301246643,0.260603666305542,0.285096675157547
the,0.42745697498321533,0.5823672413825989,1.0,0.25688621401786804,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.5091903209686279,0.18817131221294403,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.22068053483963013
jury,0.25320306420326233,0.21975070238113403,0.26039907336235046,0.16208067536354065,0.15435898303985596,0.20099924504756927,0.4913359582424164,0.2563294470310211,0.5426038503646851,0.18344464898109436,0.31572261452674866,0.2265351414680481,0.2222909778356552,0.3662663698196411,0.2145031988620758
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2539214491844177,0.20885969698429108,0.5116966962814331,0.29147064685821533,0.39099299907684326,0.15852567553520203,0.4716290831565857,0.23770038783550262,0.5064792633056641,0.25259146094322205,0.3041999638080597,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.25688621401786804,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.5091903209686279,0.18817131221294403,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.22068053483963013
public,0.1729622185230255,0.1980048567056656,0.22857438027858734,0.20550963282585144,0.13790448009967804,0.2391265481710434,0.3232790231704712,0.20537999272346497,0.2244223803281784,0.18564704060554504,0.27435603737831116,0.3092794418334961,0.26383864879608154,0.3216745853424072,0.19872993230819702
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23414276540279388,0.1838325709104538,1.0,0.23642598092556,0.3307090103626251,0.15539902448654175,0.3757161796092987,0.2085658311843872,0.4185989499092102,0.24698495864868164,0.31932318210601807,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.25688621401786804,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.5091903209686279,0.18817131221294403,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.22068053483963013
political,0.21846716105937958,0.15203817188739777,0.20477235317230225,0.20795342326164246,0.1911076456308365,0.27319738268852234,0.2866297662258148,0.20801322162151337,0.1644897758960724,0.1841188669204712,0.34510380029678345,0.24620850384235382,0.33490484952926636,0.3612893521785736,0.17130474746227264
circumstances,0.3794362545013428,0.23087207973003387,0.27433881163597107,0.1560646891593933,0.12900806963443756,0.24628110229969025,0.359650194644928,0.36728736758232117,0.2840626835823059,0.29372701048851013,0.1817893534898758,0.28047630190849304,0.15522131323814392,0.33578869700431824,0.25984445214271545
surrounding,0.2419222742319107,0.30233362317085266,0.37289485335350037,0.20512568950653076,0.1262805014848709,0.36802753806114197,0.21676722168922424,0.265680730342865,0.14894472062587738,0.2934129238128662,0.19148391485214233,0.2229011356830597,0.08739468455314636,0.16256652772426605,0.05288729816675186
the,0.42745697498321533,0.5823672413825989,1.0,0.25688621401786804,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.5091903209686279,0.18817131221294403,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.22068053483963013
case,0.30770957469940186,0.26648613810539246,0.31022098660469055,0.18000704050064087,0.1631944626569748,0.24743439257144928,0.4529759883880615,0.3788454234600067,0.3132772147655487,0.3450794816017151,0.21321195363998413,0.30355575680732727,0.20832476019859314,0.26680052280426025,0.33232852816581726
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.2539214491844177,0.20885969698429108,0.5116966962814331,0.29147064685821533,0.39099299907684326,0.15852567553520203,0.4716290831565857,0.23770038783550262,0.5064792633056641,0.25259146094322205,0.3041999638080597,0.20544172823429108
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.2395368069410324,0.2400694042444229,0.4329940676689148,0.22249984741210938,0.4368778169155121,0.14438366889953613,0.3682888448238373,0.19056613743305206,0.3406745493412018,0.18000862002372742,0.31147265434265137,0.1898253709077835
reasons,0.3640104830265045,0.25412559509277344,0.2951921820640564,0.17291510105133057,0.2017263025045395,0.28044363856315613,0.2674289047718048,0.43274635076522827,0.21576903760433197,0.2828232944011688,0.22197842597961426,0.418081134557724,0.20316429436206818,0.29490870237350464,0.248102068901062
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.2533470094203949,0.2554558217525482,0.4185989499092102,0.35631537437438965,0.39280617237091064,0.2485964149236679,0.43402108550071716,0.25044214725494385,0.9999999403953552,0.1685788929462433,0.23370130360126495,0.264628142118454
breaking,0.2832198143005371,0.18105864524841309,0.33078882098197937,0.14132168889045715,0.25026774406433105,0.2451951652765274,0.3511933982372284,0.21981479227542877,0.1674841344356537,0.2976195812225342,0.18239058554172516,0.289885014295578,0.15410278737545013,0.3046424388885498,0.16709092259407043
the,0.42745697498321533,0.5823672413825989,1.0,0.25688621401786804,0.2443244755268097,0.733189046382904,0.30674275755882263,0.4310511648654938,0.17396102845668793,0.5091903209686279,0.18817131221294403,0.4739971458911896,0.2477465271949768,0.30963727831840515,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.1267443150281906,0.15833541750907898,0.2816956341266632,0.3144804537296295,0.2588513493537903,0.22749149799346924,0.2062477022409439,0.27299392223358154,0.1650637686252594,0.31305259466171265,0.3980846405029297,0.1528988480567932
via,0.16736915707588196,0.18325740098953247,0.23979412019252777,0.24539773166179657,0.17416922748088837,0.1293322592973709,0.15547966957092285,0.1336505264043808,0.027284692972898483,0.24114570021629333,0.03649115934967995,0.1971353143453598,0.1151270866394043,0.11841631680727005,0.19443516433238983
civil,0.15091551840305328,0.16941262781620026,0.2477465271949768,0.103568434715271,0.17077134549617767,0.24698495864868164,0.26958781480789185,0.18740713596343994,0.17440195381641388,0.14899945259094238,0.22287426888942719,0.1685788929462433,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3298627436161041,0.21453623473644257,0.30963727831840515,0.1269863396883011,0.21402046084403992,0.31932318210601807,0.490031361579895,0.38157403469085693,0.39843687415122986,0.2761690020561218,0.4290798604488373,0.23370130360126495,0.5442691445350647,1.0,0.19890835881233215
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.22422198951244354,0.19919876754283905,0.5352458953857422,0.2240751087665558,0.4824007451534271,0.21959076821804047,0.475719153881073,0.21003171801567078,0.4726039469242096,0.2541380822658539,0.2603943943977356,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.10388161242008209,0.045381300151348114,0.13035868108272552,0.016734210774302483,0.04262445494532585,-0.003525231033563614,-0.07688097655773163,0.024634812027215958,-0.04479556903243065,-0.062313709408044815,0.003403886454179883,0.018684765323996544
