,what,was,the,final,score,of,the,game,between,the,panthers,and,the,seahawks,?
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.24625235795974731,0.19997252523899078,0.5052502155303955,0.5829201340675354,0.23211604356765747,0.29385313391685486,0.5829201340675354,0.2255268394947052,0.3739250600337982,0.5829201340675354,0.19143040478229523,0.23916715383529663
furious,0.23172801733016968,0.2242683619260788,0.2583010196685791,0.28943416476249695,0.22652259469032288,0.1786048710346222,0.2583010196685791,0.21486572921276093,0.15825192630290985,0.2583010196685791,0.18741931021213531,0.25995251536369324,0.2583010196685791,0.2159837782382965,0.1803043633699417
second,0.19948028028011322,0.3858029544353485,0.4620301127433777,0.41615280508995056,0.16269953548908234,0.353416383266449,0.4620301127433777,0.2241026759147644,0.25431618094444275,0.4620301127433777,0.2124287188053131,0.2743909955024719,0.4620301127433777,0.19819165766239166,0.17239587008953094
half,0.13016436994075775,0.21022500097751617,0.3189295828342438,0.213525652885437,0.20412075519561768,0.2784358561038971,0.3189295828342438,0.15070702135562897,0.2502957880496979,0.3189295828342438,0.17097704112529755,0.2865435779094696,0.3189295828342438,0.1322736144065857,0.07471233606338501
comeback,0.24881547689437866,0.28174135088920593,0.2754713296890259,0.28024324774742126,0.22609803080558777,0.20024171471595764,0.2754713296890259,0.26726704835891724,0.096551313996315,0.2754713296890259,0.355731338262558,0.17283445596694946,0.2754713296890259,0.3398894667625427,0.1894063800573349
attempt,0.2411041408777237,0.2327374517917633,0.2614527940750122,0.15033504366874695,0.1256648749113083,0.21525268256664276,0.2614527940750122,0.19536855816841125,0.20463894307613373,0.2614527940750122,0.14837057888507843,0.22292351722717285,0.2614527940750122,0.172580748796463,0.16559520363807678
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26099109649658203,0.18782086670398712,0.41548454761505127,0.535392165184021,0.2540906071662903,0.3639189600944519,0.535392165184021,0.2185782641172409,0.48971283435821533,0.535392165184021,0.20907588303089142,0.29463258385658264
win,0.15653561055660248,0.29097598791122437,0.28308698534965515,0.3263635039329529,0.30609583854675293,0.18048720061779022,0.28308698534965515,0.2969452738761902,0.15428626537322998,0.28308698534965515,0.2894786596298218,0.25380003452301025,0.28308698534965515,0.3485383987426758,0.1873117983341217
31–24,0.1008840948343277,0.04410339891910553,0.08104430139064789,0.16425146162509918,0.15404056012630463,0.01976653002202511,0.08104430139064789,-0.005700646433979273,0.1432938426733017,0.08104430139064789,-0.005339892581105232,0.10650845617055893,0.08104430139064789,0.04665738716721535,0.0053295171819627285
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.24864837527275085,0.16025088727474213,0.4946078956127167,0.4933079481124878,0.2653886377811432,0.27714940905570984,0.4933079481124878,0.2494642585515976,0.6633074283599854,0.4933079481124878,0.27268078923225403,0.31091248989105225
avenging,0.23862172663211823,0.2527206838130951,0.3258914351463318,0.16582980751991272,0.1685110330581665,0.2965618371963501,0.3258914351463318,0.26876771450042725,0.1936757117509842,0.3258914351463318,0.21758681535720825,0.3654736876487732,0.3258914351463318,0.2804163098335266,0.0869947224855423
their,0.35142919421195984,0.2396296262741089,0.516537070274353,0.2108406126499176,0.13630306720733643,0.4329940676689148,0.516537070274353,0.2491205334663391,0.26017478108406067,0.516537070274353,0.20130555331707,0.45114588737487793,0.516537070274353,0.2491622120141983,0.1898253709077835
elimination,0.2329479306936264,0.14566612243652344,0.28632253408432007,0.34175971150398254,0.23371829092502594,0.23900046944618225,0.28632253408432007,0.22216691076755524,0.187477245926857,0.28632253408432007,0.21353155374526978,0.1859951913356781,0.28632253408432007,0.19256049394607544,0.16252410411834717
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.2006341964006424,0.18552955985069275,0.4249346852302551,0.40150508284568787,0.18001270294189453,0.3269653618335724,0.40150508284568787,0.2251167893409729,0.3601827025413513,0.40150508284568787,0.15956321358680725,0.19969791173934937
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.24625235795974731,0.19997252523899078,0.5052502155303955,0.5829201340675354,0.23211604356765747,0.29385313391685486,0.5829201340675354,0.2255268394947052,0.3739250600337982,0.5829201340675354,0.19143040478229523,0.23916715383529663
year,0.15184831619262695,0.3209837079048157,0.3609684407711029,0.16941282153129578,0.24289675056934357,0.2578314542770386,0.3609684407711029,0.24385766685009003,0.18525539338588715,0.3609684407711029,0.20921224355697632,0.2506658732891083,0.3609684407711029,0.2439081221818924,0.18315006792545319
earlier,0.22624605894088745,0.3443564474582672,0.26843780279159546,0.23975230753421783,0.15479478240013123,0.27635854482650757,0.26843780279159546,0.2132072001695633,0.19030454754829407,0.26843780279159546,0.150710329413414,0.18838374316692352,0.26843780279159546,0.09370078891515732,0.13306351006031036
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.24325628578662872,0.17928162217140198,0.5352458953857422,0.5934505462646484,0.2581658959388733,0.30295518040657043,0.5934505462646484,0.23446570336818695,0.588965117931366,0.5934505462646484,0.2898218631744385,0.4130953550338745
