,what,set,the,stage,for,merits,role,in,nsfnet
",",0.3087472915649414,0.24912182986736298,0.4933079481124878,0.2630990147590637,0.4464869201183319,0.3219752907752991,0.199491485953331,0.5201468467712402,0.28886109590530396
interactive,0.2204633206129074,0.22003823518753052,0.21269570291042328,0.1907828450202942,0.24416451156139374,0.11584970355033875,0.17328841984272003,0.2022063136100769,0.3773929476737976
file,0.13127101957798004,0.04791116714477539,0.24819953739643097,0.0655006393790245,0.14267386496067047,0.13402266800403595,0.09004269540309906,0.15015648305416107,0.2222432792186737
transfer,0.16232657432556152,0.20918682217597961,0.2638886570930481,0.185592919588089,0.2770293653011322,0.17378725111484528,0.16510805487632751,0.23500178754329681,0.3972098231315613
",",0.3087472915649414,0.24912182986736298,0.4933079481124878,0.2630990147590637,0.4464869201183319,0.3219752907752991,0.199491485953331,0.5201468467712402,0.28886109590530396
gateways,0.1974622905254364,0.2463987022638321,0.31361740827560425,0.09757690876722336,0.2638188898563385,0.12194459140300751,0.10623662918806076,0.19547273218631744,0.30505433678627014
to,0.455847829580307,0.320547491312027,0.535392165184021,0.1484832912683487,0.4451248347759247,0.33430415391921997,0.17841029167175293,0.45010748505592346,0.2490166425704956
the,0.42745697498321533,0.2927955985069275,1.0,0.22652170062065125,0.4739971458911896,0.33670660853385925,0.26607486605644226,0.6662389636039734,0.2741697430610657
tymnet,0.22110024094581604,0.16855670511722565,0.28469744324684143,0.22346524894237518,0.27570822834968567,0.2519547939300537,0.13661234080791473,0.24898186326026917,0.6770458221435547
and,0.31309178471565247,0.27649927139282227,0.5171257257461548,0.17654182016849518,0.5064792633056641,0.2401362955570221,0.2629789710044861,0.4954058527946472,0.26433253288269043
telenet,0.22190605103969574,0.14982594549655914,0.2589980959892273,0.24766388535499573,0.1684940606355667,0.1642390638589859,0.17784786224365234,0.24462692439556122,0.4894992709159851
public,0.1729622185230255,0.1625722497701645,0.22857438027858734,0.10534290969371796,0.3092794418334961,0.23238617181777954,0.16311927139759064,0.29074716567993164,0.29155007004737854
data,0.23453554511070251,0.18941602110862732,0.20546740293502808,0.09473592042922974,0.20166052877902985,0.18726392090320587,0.0450187586247921,0.17588379979133606,0.3650856912136078
networks,0.18279550969600677,0.21174344420433044,0.24705806374549866,0.1679382175207138,0.2421427071094513,0.1845420002937317,0.155288428068161,0.17525765299797058,0.4462481141090393
",",0.3087472915649414,0.24912182986736298,0.4933079481124878,0.2630990147590637,0.4464869201183319,0.3219752907752991,0.199491485953331,0.5201468467712402,0.28886109590530396
x.25,0.16212259232997894,0.17604023218154907,0.16611021757125854,0.03882758319377899,0.09247758984565735,0.16324064135551453,0.0810132771730423,0.09796767681837082,0.11364950984716415
host,0.12779991328716278,0.10910729318857193,0.26909032464027405,0.23437808454036713,0.2458597868680954,0.1688012331724167,0.20860151946544647,0.21661671996116638,0.23333582282066345
attachments,0.17339734733104706,0.17597559094429016,0.26802417635917664,0.17141880095005035,0.22465793788433075,0.20573784410953522,0.13501910865306854,0.18198958039283752,0.2660244405269623
",",0.3087472915649414,0.24912182986736298,0.4933079481124878,0.2630990147590637,0.4464869201183319,0.3219752907752991,0.199491485953331,0.5201468467712402,0.28886109590530396
gateways,0.1974622905254364,0.2463987022638321,0.31361740827560425,0.09757690876722336,0.2638188898563385,0.12194459140300751,0.10623662918806076,0.19547273218631744,0.30505433678627014
to,0.455847829580307,0.320547491312027,0.535392165184021,0.1484832912683487,0.4451248347759247,0.33430415391921997,0.17841029167175293,0.45010748505592346,0.2490166425704956
x.25,0.16212259232997894,0.17604023218154907,0.16611021757125854,0.03882758319377899,0.09247758984565735,0.16324064135551453,0.0810132771730423,0.09796767681837082,0.11364950984716415
data,0.23453554511070251,0.18941602110862732,0.20546740293502808,0.09473592042922974,0.20166052877902985,0.18726392090320587,0.0450187586247921,0.17588379979133606,0.3650856912136078
networks,0.18279550969600677,0.21174344420433044,0.24705806374549866,0.1679382175207138,0.2421427071094513,0.1845420002937317,0.155288428068161,0.17525765299797058,0.4462481141090393
",",0.3087472915649414,0.24912182986736298,0.4933079481124878,0.2630990147590637,0.4464869201183319,0.3219752907752991,0.199491485953331,0.5201468467712402,0.28886109590530396
ethernet,0.2462875247001648,0.2024741917848587,0.20816008746623993,0.14615851640701294,0.24863524734973907,0.20244312286376953,0.1456340253353119,0.14273720979690552,0.5912652015686035
attached,0.12891796231269836,0.12104286253452301,0.30016979575157166,0.13228558003902435,0.17064732313156128,0.10506218671798706,0.06821352243423462,0.19534023106098175,0.2671426832675934
hosts,0.07549575716257095,0.10114700347185135,0.31077179312705994,0.18443860113620758,0.29898521304130554,0.18988028168678284,0.18385860323905945,0.24568505585193634,0.19495928287506104
",",0.3087472915649414,0.24912182986736298,0.4933079481124878,0.2630990147590637,0.4464869201183319,0.3219752907752991,0.199491485953331,0.5201468467712402,0.28886109590530396
and,0.31309178471565247,0.27649927139282227,0.5171257257461548,0.17654182016849518,0.5064792633056641,0.2401362955570221,0.2629789710044861,0.4954058527946472,0.26433253288269043
eventually,0.28470873832702637,0.13107039034366608,0.42022404074668884,0.14843237400054932,0.3156387209892273,0.213583841919899,0.2003113478422165,0.3575967252254486,0.15152940154075623
tcp/ip,0.2127050906419754,0.222186878323555,0.26180607080459595,0.19497598707675934,0.26573437452316284,0.21048980951309204,0.17570285499095917,0.1918388158082962,0.5642879605293274
and,0.31309178471565247,0.27649927139282227,0.5171257257461548,0.17654182016849518,0.5064792633056641,0.2401362955570221,0.2629789710044861,0.4954058527946472,0.26433253288269043
additional,0.20172064006328583,0.17030389606952667,0.2539002597332001,0.14961878955364227,0.3404708206653595,0.22646188735961914,0.1834610104560852,0.21390613913536072,0.2436637133359909
public,0.1729622185230255,0.1625722497701645,0.22857438027858734,0.10534290969371796,0.3092794418334961,0.23238617181777954,0.16311927139759064,0.29074716567993164,0.29155007004737854
universities,0.1630716770887375,0.1862061619758606,0.2619408071041107,0.134384885430336,0.2253284901380539,0.22201275825500488,0.15611504018306732,0.2965206503868103,0.21288031339645386
in,0.30808621644973755,0.2663729190826416,0.6662389636039734,0.2011467069387436,0.4322226941585541,0.22641216218471527,0.243671715259552,1.0,0.21722935140132904
michigan,0.16767016053199768,0.16542157530784607,0.2254023551940918,0.12157861888408661,0.18912789225578308,0.16417557001113892,0.09341172873973846,0.24847327172756195,0.13126219809055328
join,0.22255058586597443,0.2282515913248062,0.3205963969230652,0.10074452310800552,0.244563028216362,0.1765676885843277,0.10618837922811508,0.26958489418029785,0.12509889900684357
the,0.42745697498321533,0.2927955985069275,1.0,0.22652170062065125,0.4739971458911896,0.33670660853385925,0.26607486605644226,0.6662389636039734,0.2741697430610657
network,0.16917307674884796,0.1570083498954773,0.27187061309814453,0.13543856143951416,0.253274142742157,0.1487174779176712,0.1400015950202942,0.19496823847293854,0.40054646134376526
.,0.3567904531955719,0.2928885817527771,0.5934505462646484,0.19994208216667175,0.4726039469242096,0.2682068943977356,0.22067026793956757,0.5591574311256409,0.38494348526000977
