,at,what,age,did,british,gas,plc,force,their,workers,to,retire,?
sex,0.10855989158153534,0.21047964692115784,0.2041652649641037,0.198207825422287,0.1613619476556778,0.13693739473819733,0.1405830979347229,0.17178882658481598,0.26182758808135986,0.20023415982723236,0.20863443613052368,0.1028459370136261,0.16873355209827423
discrimination,0.16197316348552704,0.28191110491752625,0.2015291005373001,0.2501145303249359,0.13491575419902802,0.20212088525295258,0.28722721338272095,0.2167237251996994,0.26996535062789917,0.3552362322807312,0.2756088972091675,0.17545738816261292,0.2313917875289917
claim,0.2042684257030487,0.30214840173721313,0.13918936252593994,0.30867162346839905,0.19173410534858704,0.13897091150283813,0.16333572566509247,0.17241773009300232,0.22127701342105865,0.1346127688884735,0.324158638715744,0.21928921341896057,0.2665664851665497
against,0.183924600481987,0.24561616778373718,0.1747925877571106,0.22514554858207703,0.1403929740190506,0.15189243853092194,0.17650848627090454,0.2726375162601471,0.2741570472717285,0.19576285779476166,0.310872346162796,0.1362198293209076,0.18095137178897858
her,0.2608611583709717,0.2733216881752014,0.28312984108924866,0.3056010603904724,0.1871015429496765,0.11011190712451935,0.1227950006723404,0.12186163663864136,0.4644755423069,0.15049287676811218,0.34728822112083435,0.3016760051250458,0.20310723781585693
employer,0.21278022229671478,0.22804230451583862,0.17790761590003967,0.16666314005851746,0.1762082725763321,0.18293903768062592,0.3159123361110687,0.2042982131242752,0.26576802134513855,0.42508429288864136,0.2591862380504608,0.24628311395645142,0.21366886794567108
",",0.38314947485923767,0.3087472915649414,0.2693369388580322,0.3015086054801941,0.25734075903892517,0.22298859059810638,0.20019501447677612,0.22091743350028992,0.3045167922973633,0.17716385424137115,0.44245919585227966,0.21856176853179932,0.31091248989105225
british,0.21751968562602997,0.19255435466766357,0.1263081282377243,0.2039594054222107,1.0,0.11553224176168442,0.24165239930152893,0.15969642996788025,0.19777938723564148,0.1273069530725479,0.22690963745117188,0.12866272032260895,0.09711728990077972
gas,0.21085567772388458,0.20887799561023712,0.13940544426441193,0.14743757247924805,0.11553224176168442,0.9999999403953552,0.23991228640079498,0.21216639876365662,0.1965130865573883,0.19155308604240417,0.25276535749435425,0.09209758043289185,0.1582372784614563
plc,0.14014287292957306,0.11416639387607574,0.08368095010519028,0.047374505549669266,0.24165239930152893,0.23991228640079498,0.9999999403953552,0.10906203836202621,0.1999693661928177,0.25786474347114563,0.21068741381168365,0.08285503089427948,0.15035967528820038
",",0.38314947485923767,0.3087472915649414,0.2693369388580322,0.3015086054801941,0.25734075903892517,0.22298859059810638,0.20019501447677612,0.22091743350028992,0.3045167922973633,0.17716385424137115,0.44245919585227966,0.21856176853179932,0.31091248989105225
which,0.3286694884300232,0.5261979103088379,0.1620659977197647,0.2750149369239807,0.2002234309911728,0.268431156873703,0.28809940814971924,0.22571609914302826,0.4582767188549042,0.23516897857189178,0.5345056653022766,0.11894192546606064,0.25814583897590637
made,0.20185844600200653,0.23419176042079926,0.18241026997566223,0.3068731725215912,0.17587663233280182,0.18283981084823608,0.13350890576839447,0.1952439397573471,0.2909255027770996,0.2165387123823166,0.3377571105957031,0.15971031785011292,0.17218779027462006
women,0.22969332337379456,0.14828920364379883,0.20069469511508942,0.24222777783870697,0.14603383839130402,0.1555424928665161,0.13111449778079987,0.1318371742963791,0.22034211456775665,0.33489152789115906,0.24881750345230103,0.16486647725105286,0.1616753786802292
retire,0.24654240906238556,0.25106382369995117,0.2681770622730255,0.2955062687397003,0.12866272032260895,0.09209758043289185,0.08285503089427948,0.14665748178958893,0.22919496893882751,0.11220034211874008,0.3089917302131653,1.0,0.16782012581825256
at,1.0,0.2838611304759979,0.32409605383872986,0.28390252590179443,0.21751968562602997,0.21085567772388458,0.14014287292957306,0.17609930038452148,0.23641370236873627,0.18285998702049255,0.36524343490600586,0.24654240906238556,0.21978627145290375
age,0.32409605383872986,0.1895245760679245,0.9999998807907104,0.1816447526216507,0.1263081282377243,0.13940544426441193,0.08368095010519028,0.0808742344379425,0.19070440530776978,0.1187998503446579,0.23830388486385345,0.2681770622730255,0.16859300434589386
60,-0.018395232036709785,0.07328611612319946,-0.001519482582807541,0.009732695296406746,-0.05681789666414261,-0.008301316760480404,0.05490633100271225,-0.00404351856559515,-0.007077779155224562,-0.045008741319179535,0.05980940908193588,-0.015105309896171093,0.06999651342630386
and,0.3571503460407257,0.31309178471565247,0.20936404168605804,0.34479495882987976,0.325880765914917,0.20214606821537018,0.18955954909324646,0.24372100830078125,0.45114588737487793,0.22632038593292236,0.48971283435821533,0.1671232134103775,0.20544172823429108
men,0.2448287159204483,0.18620994687080383,0.2107812613248825,0.284831702709198,0.19691067934036255,0.14014700055122375,0.061358653008937836,0.22819167375564575,0.229721799492836,0.284882515668869,0.24045762419700623,0.2260339856147766,0.1408759206533432
at,1.0,0.2838611304759979,0.32409605383872986,0.28390252590179443,0.21751968562602997,0.21085567772388458,0.14014287292957306,0.17609930038452148,0.23641370236873627,0.18285998702049255,0.36524343490600586,0.24654240906238556,0.21978627145290375
65,0.11533462256193161,0.1392022669315338,0.13788728415966034,0.11888891458511353,0.23196910321712494,0.05080508068203926,0.08156951516866684,0.15260809659957886,0.03062993846833706,0.1076902523636818,0.028440656140446663,0.05901332572102547,0.1632431149482727
",",0.38314947485923767,0.3087472915649414,0.2693369388580322,0.3015086054801941,0.25734075903892517,0.22298859059810638,0.20019501447677612,0.22091743350028992,0.3045167922973633,0.17716385424137115,0.44245919585227966,0.21856176853179932,0.31091248989105225
if,0.21405546367168427,0.5277165174484253,0.1344839632511139,0.3197491765022278,0.16041867434978485,0.24264587461948395,0.11963686347007751,0.21601657569408417,0.29658177495002747,0.1623096764087677,0.4559597074985504,0.2328338474035263,0.4441644251346588
(,0.23315078020095825,0.2411840260028839,0.14561709761619568,0.18979617953300476,0.18040098249912262,0.14316637814044952,0.18905854225158691,0.17529799044132233,0.15721023082733154,0.11125283688306808,0.30882009863853455,0.12206041067838669,0.40561532974243164
1,-0.032697923481464386,-0.21266892552375793,-0.10459019988775253,-0.2815930247306824,-0.14568975567817688,-0.08334062993526459,-0.2046949863433838,-0.11566446721553802,-0.33722230792045593,-0.11579152196645737,-0.2769182622432709,-0.24009914696216583,-0.249979168176651
),0.23338089883327484,0.26259949803352356,0.16737043857574463,0.18584993481636047,0.19181592762470245,0.14129622280597687,0.1883535087108612,0.19671578705310822,0.1549641638994217,0.1238962784409523,0.31236231327056885,0.13512423634529114,0.42300865054130554
pursuant,0.21976536512374878,0.24443583190441132,0.15338502824306488,0.26714426279067993,0.21089494228363037,0.2530556917190552,0.1999972015619278,0.2907843589782715,0.2507821321487427,0.20843437314033508,0.3538029193878174,0.22348369657993317,0.17773450911045074
to,0.36524343490600586,0.455847829580307,0.23830388486385345,0.4452643394470215,0.22690963745117188,0.25276535749435425,0.21068741381168365,0.24496492743492126,0.44619059562683105,0.2307046800851822,1.0,0.3089917302131653,0.29463258385658264
a,0.3095070421695709,0.3320399522781372,0.19297243654727936,0.2552328109741211,0.1984395682811737,0.26485589146614075,0.20290197432041168,0.2451154738664627,0.29698723554611206,0.25033822655677795,0.45503583550453186,0.1891724318265915,0.23916715383529663
state,0.2408173680305481,0.24273863434791565,0.18777959048748016,0.152080237865448,0.1839580237865448,0.19630062580108643,0.1415747106075287,0.22697602212429047,0.18362310528755188,0.25569790601730347,0.25557461380958557,0.10178805142641068,0.1160883978009224
measure,0.1993730217218399,0.2807709276676178,0.08938777446746826,0.18950463831424713,0.176166370511055,0.21180127561092377,0.17529237270355225,0.2292986810207367,0.2295304536819458,0.21717828512191772,0.2774736285209656,0.12868687510490417,0.22092340886592865
",",0.38314947485923767,0.3087472915649414,0.2693369388580322,0.3015086054801941,0.25734075903892517,0.22298859059810638,0.20019501447677612,0.22091743350028992,0.3045167922973633,0.17716385424137115,0.44245919585227966,0.21856176853179932,0.31091248989105225
(,0.23315078020095825,0.2411840260028839,0.14561709761619568,0.18979617953300476,0.18040098249912262,0.14316637814044952,0.18905854225158691,0.17529799044132233,0.15721023082733154,0.11125283688306808,0.30882009863853455,0.12206041067838669,0.40561532974243164
2,0.043934281915426254,-0.049862053245306015,-0.006765130441635847,-0.044790901243686676,0.0038543439004570246,0.09000196307897568,0.048939600586891174,0.0008096718811430037,-0.015075275674462318,-0.029959440231323242,-0.0836251974105835,-0.012528183870017529,0.001977203879505396
),0.23338089883327484,0.26259949803352356,0.16737043857574463,0.18584993481636047,0.19181592762470245,0.14129622280597687,0.1883535087108612,0.19671578705310822,0.1549641638994217,0.1238962784409523,0.31236231327056885,0.13512423634529114,0.42300865054130554
it,0.36473900079727173,0.45803478360176086,0.17175114154815674,0.2993364930152893,0.18971234560012817,0.2574924826622009,0.20573192834854126,0.22565218806266785,0.3067983090877533,0.1777503490447998,0.513711154460907,0.16436652839183807,0.25732165575027466
provided,0.1761557012796402,0.2206064909696579,0.10556327551603317,0.2778315246105194,0.18414907157421112,0.1125425398349762,0.15412823855876923,0.1915862262248993,0.2698320150375366,0.2226298451423645,0.28066325187683105,0.1666010618209839,0.16893617808818817
a,0.3095070421695709,0.3320399522781372,0.19297243654727936,0.2552328109741211,0.1984395682811737,0.26485589146614075,0.20290197432041168,0.2451154738664627,0.29698723554611206,0.25033822655677795,0.45503583550453186,0.1891724318265915,0.23916715383529663
public,0.2642328441143036,0.1729622185230255,0.12472128868103027,0.19092120230197906,0.2240295261144638,0.09690447896718979,0.24723869562149048,0.1827256679534912,0.2602854371070862,0.21908146142959595,0.2672370672225952,0.21898309886455536,0.19872993230819702
service,0.2093784511089325,0.16857224702835083,0.15064530074596405,0.14130860567092896,0.20234207808971405,0.09890329837799072,0.2375575751066208,0.25582051277160645,0.1622014343738556,0.23483680188655853,0.24411341547966003,0.2659791111946106,0.1676298975944519
",",0.38314947485923767,0.3087472915649414,0.2693369388580322,0.3015086054801941,0.25734075903892517,0.22298859059810638,0.20019501447677612,0.22091743350028992,0.3045167922973633,0.17716385424137115,0.44245919585227966,0.21856176853179932,0.31091248989105225
and,0.3571503460407257,0.31309178471565247,0.20936404168605804,0.34479495882987976,0.325880765914917,0.20214606821537018,0.18955954909324646,0.24372100830078125,0.45114588737487793,0.22632038593292236,0.48971283435821533,0.1671232134103775,0.20544172823429108
(,0.23315078020095825,0.2411840260028839,0.14561709761619568,0.18979617953300476,0.18040098249912262,0.14316637814044952,0.18905854225158691,0.17529799044132233,0.15721023082733154,0.11125283688306808,0.30882009863853455,0.12206041067838669,0.40561532974243164
3,0.05303631350398064,0.04473085701465607,0.08057808130979538,0.0008236956200562418,0.13688454031944275,0.010404808446764946,0.03274774178862572,-0.04489303380250931,0.016495101153850555,0.003900152165442705,0.09797177463769913,0.06273428350687027,0.005975271109491587
),0.23338089883327484,0.26259949803352356,0.16737043857574463,0.18584993481636047,0.19181592762470245,0.14129622280597687,0.1883535087108612,0.19671578705310822,0.1549641638994217,0.1238962784409523,0.31236231327056885,0.13512423634529114,0.42300865054130554
had,0.3288320302963257,0.23849567770957947,0.24192391335964203,0.540525496006012,0.2696124017238617,0.1605496108531952,0.12700796127319336,0.1813693642616272,0.4145275354385376,0.234710231423378,0.37984350323677063,0.29071497917175293,0.20728366076946259
special,0.19355125725269318,0.24134232103824615,0.10309296101331711,0.20785176753997803,0.13444599509239197,0.17039576172828674,0.2180483490228653,0.1638442426919937,0.27673444151878357,0.19526498019695282,0.28623831272125244,0.10108529031276703,0.29623302817344666
powers,0.057073935866355896,0.24108682572841644,0.18567711114883423,0.247842937707901,0.18349236249923706,0.16386491060256958,0.17688120901584625,0.29872292280197144,0.20907387137413025,0.11424510180950165,0.26181724667549133,0.1107172891497612,0.17269276082515717
.,0.4549728035926819,0.3567904531955719,0.2498820275068283,0.35288307070732117,0.23159366846084595,0.24812045693397522,0.16884717345237732,0.2783275842666626,0.34427863359451294,0.17509925365447998,0.4645031690597534,0.14436651766300201,0.4130953550338745
