,the,national,art,library,at,the,v,&,a,is,known,by,what,other,name,?
department,0.32582083344459534,0.25634080171585083,0.21907955408096313,0.21646013855934143,0.23907527327537537,0.32582083344459534,0.11911143362522125,0.1592111587524414,0.17256495356559753,0.22835731506347656,0.10826250910758972,0.20612254738807678,0.20655807852745056,0.24070149660110474,0.1010289341211319,0.1343645304441452
),0.3456730246543884,0.25379422307014465,0.1455603688955307,0.18188947439193726,0.23338089883327484,0.3456730246543884,0.20857036113739014,0.1975884586572647,0.3640355169773102,0.37732169032096863,0.297453910112381,0.2151763141155243,0.26259949803352356,0.26200005412101746,0.2638341188430786,0.42300865054130554
at,0.457212895154953,0.25194111466407776,0.17421728372573853,0.23152178525924683,1.0,0.457212895154953,0.16234125196933746,0.12151119112968445,0.3095070421695709,0.25906258821487427,0.19818158447742462,0.2368064820766449,0.2838611304759979,0.24329762160778046,0.11450952291488647,0.21978627145290375
the,1.0,0.32739606499671936,0.20297785103321075,0.19920319318771362,0.457212895154953,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.5823672413825989,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.44152235984802246,0.3171212375164032,0.22068053483963013
victoria,0.2204313427209854,0.21797649562358856,0.22166135907173157,0.22267590463161469,0.19641181826591492,0.2204313427209854,0.14771920442581177,0.18559011816978455,0.15216270089149475,0.1633591204881668,0.18462607264518738,0.17471559345722198,0.1194850504398346,0.1569051742553711,0.1705562323331833,0.12246892601251602
and,0.5171257257461548,0.2608908712863922,0.2631918787956238,0.18451033532619476,0.3571503460407257,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.3859752118587494,0.3468935489654541,0.4289871156215668,0.31309178471565247,0.5504306554794312,0.21235932409763336,0.20544172823429108
albert,0.17599669098854065,0.15257784724235535,0.1994718611240387,0.17379562556743622,0.17420847713947296,0.17599669098854065,0.17494136095046997,0.18736180663108826,0.13642995059490204,0.14875668287277222,0.18596628308296204,0.1894216537475586,0.16012011468410492,0.14474862813949585,0.10706521570682526,0.15350762009620667
museum,0.24861779808998108,0.2500859498977661,0.5128974318504333,0.3657669126987457,0.23034606873989105,0.24861779808998108,0.07561434060335159,0.18110838532447815,0.14725451171398163,0.18299639225006104,0.11349175125360489,0.15592984855175018,0.1771627515554428,0.13978137075901031,0.10610661655664444,0.14128351211547852
collection,0.25281965732574463,0.217006117105484,0.3446033000946045,0.5336686372756958,0.15476343035697937,0.25281965732574463,0.11078842729330063,0.18749947845935822,0.24716788530349731,0.21135231852531433,0.20515954494476318,0.2678082287311554,0.215459942817688,0.2705381214618683,0.12131127715110779,0.20069393515586853
catalog,0.19848686456680298,0.15206564962863922,0.3340783417224884,0.37624385952949524,0.15409144759178162,0.19848686456680298,0.08145882189273834,0.1557813584804535,0.13854187726974487,0.1101517528295517,0.14577646553516388,0.24111703038215637,0.16572877764701843,0.23871606588363647,0.1874055564403534,0.19544024765491486
used,0.3718377649784088,0.22750559449195862,0.13082589209079742,0.14507576823234558,0.22295412421226501,0.3718377649784088,0.1392776072025299,0.04071924090385437,0.3864384889602661,0.3288823366165161,0.37155357003211975,0.27705541253089905,0.27546408772468567,0.3574926257133484,0.275164932012558,0.22430120408535004
to,0.535392165184021,0.21067756414413452,0.22068513929843903,0.19252733886241913,0.36524343490600586,0.535392165184021,0.2109750658273697,0.1254875510931015,0.45503583550453186,0.42745086550712585,0.14337651431560516,0.33534231781959534,0.455847829580307,0.4193183183670044,0.27806994318962097,0.29463258385658264
be,0.4248143136501312,0.1411116123199463,0.11737168580293655,0.13982897996902466,0.30379733443260193,0.4248143136501312,0.11805149912834167,0.08198343962430954,0.39883795380592346,0.4819129705429077,0.15196610987186432,0.43158695101737976,0.3929833769798279,0.4629868268966675,0.19639723002910614,0.3324260413646698
kept,0.3135738670825958,0.17950871586799622,0.19032707810401917,0.19163767993450165,0.17787307500839233,0.3135738670825958,0.08841962367296219,0.09617295116186142,0.21615740656852722,0.22417712211608887,0.22103574872016907,0.20793050527572632,0.2294851839542389,0.2557373642921448,0.201961487531662,0.15157312154769897
in,0.6662389636039734,0.28915393352508545,0.2282189577817917,0.2101847380399704,0.4374977946281433,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.5394441485404968,0.32641831040382385,0.370934396982193,0.30808621644973755,0.39989137649536133,0.2459065467119217,0.20430970191955566
different,0.36412742733955383,0.16624455153942108,0.1671781688928604,0.09136050194501877,0.27290254831314087,0.36412742733955383,0.10803619772195816,0.1553942859172821,0.29175353050231934,0.24624870717525482,0.23500967025756836,0.2739490568637848,0.39262300729751587,0.5510044097900391,0.21417944133281708,0.24476227164268494
formats,0.2539501190185547,0.16961759328842163,0.18193238973617554,0.1817791759967804,0.19168414175510406,0.2539501190185547,0.1810130625963211,0.1066601425409317,0.23189835250377655,0.1980140507221222,0.11227589100599289,0.15758977830410004,0.16790364682674408,0.2854416072368622,0.1410001665353775,0.22007566690444946
including,0.3738902807235718,0.23123744130134583,0.2187773436307907,0.17998211085796356,0.2641666531562805,0.3738902807235718,0.07733747363090515,0.24869678914546967,0.21045410633087158,0.25093933939933777,0.30763041973114014,0.30155983567237854,0.18328791856765747,0.5162608623504639,0.16202661395072937,0.1633303165435791
printed,0.25742077827453613,0.18386390805244446,0.21488265693187714,0.32629984617233276,0.11639223992824554,0.25742077827453613,0.13487748801708221,0.07966995984315872,0.20611734688282013,0.2040916234254837,0.17465247213840485,0.2275574654340744,0.2500266134738922,0.22589397430419922,0.15917666256427765,0.1726173758506775
exhibit,0.1921604871749878,0.1671265959739685,0.48527899384498596,0.22309108078479767,0.24012430012226105,0.1921604871749878,0.06774260848760605,0.11952503025531769,0.1767539083957672,0.16169965267181396,0.15060999989509583,0.11511003226041794,0.19258087873458862,0.21753603219985962,0.08495162427425385,0.1524401158094406
catalogs,0.20331040024757385,0.16548973321914673,0.3353744149208069,0.3799174129962921,0.16860191524028778,0.20331040024757385,0.09147190302610397,0.18150629103183746,0.14798925817012787,0.12809380888938904,0.17744171619415283,0.2591380178928375,0.17573067545890808,0.3194759488105774,0.1693565398454666,0.2158861607313156
",",0.4933079481124878,0.23933029174804688,0.2700960636138916,0.16805633902549744,0.38314947485923767,0.4933079481124878,0.22053663432598114,0.2516871392726898,0.427140474319458,0.4691906273365021,0.3604377806186676,0.3680937886238098,0.3087472915649414,0.4446498453617096,0.28145334124565125,0.31091248989105225
and,0.5171257257461548,0.2608908712863922,0.2631918787956238,0.18451033532619476,0.3571503460407257,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.3859752118587494,0.3468935489654541,0.4289871156215668,0.31309178471565247,0.5504306554794312,0.21235932409763336,0.20544172823429108
card,0.17683711647987366,0.12099297344684601,0.16019226610660553,0.1588663011789322,0.09083515405654907,0.17683711647987366,0.05814249441027641,0.1395815908908844,0.1820177137851715,0.18937577307224274,0.15013237297534943,0.20059435069561005,0.17012731730937958,0.24639920890331268,0.18422339856624603,0.1601250171661377
catalogs,0.20331040024757385,0.16548973321914673,0.3353744149208069,0.3799174129962921,0.16860191524028778,0.20331040024757385,0.09147190302610397,0.18150629103183746,0.14798925817012787,0.12809380888938904,0.17744171619415283,0.2591380178928375,0.17573067545890808,0.3194759488105774,0.1693565398454666,0.2158861607313156
.,0.5934505462646484,0.29436907172203064,0.21795564889907837,0.23675528168678284,0.4549728035926819,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.4569662809371948,0.283290296792984,0.3936232924461365,0.3567904531955719,0.41511186957359314,0.24737101793289185,0.4130953550338745
