,how,quickly,can,an,algorithm,solve,an,np-complete,knapsack,problem,?
time,0.35346719622612,0.2956734895706177,0.2720869183540344,0.17594800889492035,0.25266581773757935,0.27471593022346497,0.17594800889492035,0.27780264616012573,0.22336231172084808,0.3373833894729614,0.27391523122787476
and,0.33647966384887695,0.30427297949790955,0.3675691485404968,0.2838519215583801,0.06731905043125153,0.2412077933549881,0.2838519215583801,0.1983288824558258,0.2777605354785919,0.24328261613845825,0.20544172823429108
sat,0.14195504784584045,0.13198013603687286,0.1694117933511734,0.09729371219873428,0.17182210087776184,0.0918385237455368,0.09729371219873428,0.14429636299610138,0.14486683905124664,0.03255731984972954,0.1426464170217514
solvers,0.2715279757976532,0.2675091624259949,0.366730660200119,0.19039839506149292,0.47394031286239624,0.7352600693702698,0.19039839506149292,0.2469979077577591,0.38888809084892273,0.4867616891860962,0.2729741930961609
routinely,0.37727561593055725,0.35297319293022156,0.3541574776172638,0.265651673078537,0.26740583777427673,0.22226230800151825,0.265651673078537,0.15248680114746094,0.33423903584480286,0.3163706958293915,0.27604398131370544
handle,0.3691282868385315,0.2664192318916321,0.3696274161338806,0.18718817830085754,0.24369242787361145,0.3570975959300995,0.18718817830085754,0.18405109643936157,0.36894574761390686,0.3652501106262207,0.3016141355037689
large,0.21342547237873077,0.28145816922187805,0.30512937903404236,0.25319868326187134,0.1393621265888214,0.1567123681306839,0.25319868326187134,0.18654559552669525,0.2439056783914566,0.2120939940214157,0.1355665624141693
instances,0.37856608629226685,0.268517404794693,0.47880300879478455,0.2387576550245285,0.2524352967739105,0.3317185044288635,0.2387576550245285,0.2544597089290619,0.31792232394218445,0.3573509752750397,0.3098512887954712
of,0.2480744868516922,0.1989620476961136,0.2603091299533844,0.32280945777893066,0.17516344785690308,0.15426263213157654,0.32280945777893066,0.2697024643421173,0.21255260705947876,0.20464475452899933,0.1826142966747284
the,0.33890387415885925,0.30366459488868713,0.312528520822525,0.4207492768764496,0.15884782373905182,0.16557666659355164,0.4207492768764496,0.27450188994407654,0.29556024074554443,0.24928659200668335,0.22068053483963013
np-complete,0.25348520278930664,0.22689764201641083,0.21604792773723602,0.20819604396820068,0.2531205713748932,0.26955193281173706,0.20819604396820068,1.0,0.24794448912143707,0.2782294750213623,0.16391170024871826
boolean,0.2788187265396118,0.13276152312755585,0.3687017560005188,0.1952669322490692,0.4911804497241974,0.3847058117389679,0.1952669322490692,0.31276336312294006,0.4112607538700104,0.39493268728256226,0.31161975860595703
satisfiability,0.3996368646621704,0.25505030155181885,0.3453606367111206,0.2089296579360962,0.45593664050102234,0.40027424693107605,0.2089296579360962,0.38669446110725403,0.41709187626838684,0.5401816964149475,0.31815093755722046
problem,0.4059199392795563,0.2794850170612335,0.36370179057121277,0.21292734146118164,0.39858657121658325,0.5774925351142883,0.21292734146118164,0.2782294750213623,0.4065920114517212,1.0,0.3762950301170349
.,0.3287222981452942,0.3002576529979706,0.35783761739730835,0.3581749200820923,0.15753796696662903,0.2293975055217743,0.3581749200820923,0.2602795362472534,0.2287784367799759,0.22562150657176971,0.4130953550338745
