,how,much,has,global,mean,surface,air,temperature,changed,in,the,last,century,?
consistent,0.37899091839790344,0.3159791827201843,0.25764015316963196,0.23061400651931763,0.24438560009002686,0.2912711203098297,0.10163688659667969,0.3394820988178253,0.244279682636261,0.22197841107845306,0.2685734033584595,0.20533040165901184,0.20586831867694855,0.2528949975967407
with,0.3525622487068176,0.2808258831501007,0.44092974066734314,0.16119253635406494,0.20561665296554565,0.1969025433063507,0.2050205022096634,0.19271746277809143,0.2335188239812851,0.4080928862094879,0.4223487675189972,0.1975114792585373,0.1467021107673645,0.2433311939239502
prediction,0.34159183502197266,0.23087871074676514,0.18021051585674286,0.30124983191490173,0.2606636583805084,0.25374799966812134,0.1570485681295395,0.26826828718185425,0.17600791156291962,0.18154069781303406,0.20789654552936554,0.16631893813610077,0.21227550506591797,0.1906774342060089
of,0.2480744868516922,0.2671096920967102,0.3909035325050354,0.19114547967910767,0.27551960945129395,0.24204103648662567,0.24196814000606537,0.21649840474128723,0.3099449872970581,0.5696388483047485,0.733189046382904,0.3052992522716522,0.2826060354709625,0.1826142966747284
climate,0.23680974543094635,0.26048722863197327,0.2747833728790283,0.3534627854824066,0.20038987696170807,0.2575952112674713,0.24223919212818146,0.509895384311676,0.19917821884155273,0.24209141731262207,0.2693597674369812,0.12640663981437683,0.1519109457731247,0.19998492300510406
models,0.20609186589717865,0.22534804046154022,0.1249546930193901,0.13990111649036407,0.20067864656448364,0.18574750423431396,0.12306937575340271,0.15100327134132385,0.1650044023990631,0.2122073471546173,0.16804195940494537,0.06165618821978569,0.20523029565811157,0.16656708717346191
",",0.22659391164779663,0.36182254552841187,0.3734780251979828,0.1937657743692398,0.27540135383605957,0.23000483214855194,0.24731357395648956,0.2439086139202118,0.3335177004337311,0.5201468467712402,0.4933079481124878,0.29026782512664795,0.24487493932247162,0.31091248989105225
but,0.43101516366004944,0.5130084753036499,0.41906601190567017,0.16523872315883636,0.3689762353897095,0.2586943209171295,0.15952734649181366,0.23824448883533478,0.3730109930038452,0.48674455285072327,0.4859698414802551,0.340593159198761,0.2647073268890381,0.27921953797340393
also,0.43506327271461487,0.4144500195980072,0.505894660949707,0.2312089055776596,0.3196479380130768,0.24092766642570496,0.23115737736225128,0.23163153231143951,0.2814626693725586,0.5073733329772949,0.6021018624305725,0.3057452142238617,0.24239669740200043,0.21848613023757935
of,0.2480744868516922,0.2671096920967102,0.3909035325050354,0.19114547967910767,0.27551960945129395,0.24204103648662567,0.24196814000606537,0.21649840474128723,0.3099449872970581,0.5696388483047485,0.733189046382904,0.3052992522716522,0.2826060354709625,0.1826142966747284
the,0.33890387415885925,0.35023224353790283,0.4177538752555847,0.17898012697696686,0.25977957248687744,0.2555135488510132,0.2877824306488037,0.27585095167160034,0.351829469203949,0.6662389636039734,1.0,0.3698786795139313,0.3617299497127533,0.22068053483963013
same,0.28913575410842896,0.3313099145889282,0.3106575906276703,0.17883805930614471,0.3045446276664734,0.19253891706466675,0.1768796443939209,0.23330576717853546,0.3753368854522705,0.3692481815814972,0.4583131968975067,0.27277278900146484,0.15445691347122192,0.22649677097797394
magnitude,0.1969478577375412,0.23159159719944,0.13982205092906952,0.13818030059337616,0.21319979429244995,0.3268198072910309,0.15738719701766968,0.3814068138599396,0.10818473249673843,0.21596141159534454,0.215829536318779,0.15024034678936005,0.11500557512044907,0.19328105449676514
as,0.33782753348350525,0.36514025926589966,0.351646363735199,0.1667635440826416,0.27253609895706177,0.15905998647212982,0.17459522187709808,0.16889309883117676,0.21351832151412964,0.3887844979763031,0.48381632566452026,0.2661714553833008,0.24608509242534637,0.27043893933296204
natural,0.16170236468315125,0.17093989253044128,0.17507778108119965,0.1706666499376297,0.11131762713193893,0.20785114169120789,0.20775935053825378,0.26388880610466003,0.16325968503952026,0.32136213779449463,0.2291368842124939,0.1314987689256668,0.18775150179862976,0.16155436635017395
climate,0.23680974543094635,0.26048722863197327,0.2747833728790283,0.3534627854824066,0.20038987696170807,0.2575952112674713,0.24223919212818146,0.509895384311676,0.19917821884155273,0.24209141731262207,0.2693597674369812,0.12640663981437683,0.1519109457731247,0.19998492300510406
variability,0.3758734166622162,0.34238097071647644,0.2116868495941162,0.3048219680786133,0.3155151903629303,0.35326725244522095,0.22136877477169037,0.3797873258590698,0.16331443190574646,0.1609497368335724,0.2225543111562729,0.13880153000354767,0.12478579580783844,0.19980578124523163
.,0.3287222981452942,0.3374604284763336,0.4105546176433563,0.23260977864265442,0.21881133317947388,0.2543797492980957,0.2759295105934143,0.2795942425727844,0.2985190153121948,0.5591574311256409,0.5934505462646484,0.3548945486545563,0.27413639426231384,0.4130953550338745
