,what,percentage,of,newcastle,'s,population,was,culled,by,the,plague,?
by,0.2455483376979828,0.21129482984542847,0.3646814823150635,0.1767825335264206,-0.010884488001465797,0.17143253982067108,0.4752357602119446,0.2932356894016266,1.0000001192092896,0.4408751428127289,0.22066086530685425,0.17966607213020325
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.48711544275283813,0.3589450418949127,0.4408751428127289,1.0,0.2537761330604553,0.22068053483963013
society,0.23231269419193268,0.1723499894142151,0.23646748065948486,0.16953499615192413,-0.027537118643522263,0.21954093873500824,0.21627455949783325,0.17347769439220428,0.14365209639072418,0.2789285480976105,0.21582041680812836,0.1373005360364914
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
antiquaries,0.23294709622859955,0.1530800759792328,0.3436805307865143,0.2584499716758728,-0.059199508279561996,0.23632904887199402,0.21660274267196655,0.25612595677375793,0.22532644867897034,0.30199921131134033,0.2722587585449219,0.1974824070930481
that,0.6297725439071655,0.3343636393547058,0.41498205065727234,0.18880853056907654,0.04397977516055107,0.20048558712005615,0.33670201897621155,0.36665967106819153,0.37496164441108704,0.5473989248275757,0.23825600743293762,0.32716336846351624
47,-0.09126321971416473,-0.06694894284009933,-0.015590434893965721,0.02022598497569561,0.03718814626336098,0.030150095000863075,-0.011112519539892673,-0.16746899485588074,-0.05122482031583786,-0.03119542822241783,0.024409141391515732,-0.07188211381435394
%,0.20738190412521362,0.5639340281486511,0.19953428208827972,0.11218821257352829,0.031266406178474426,0.4585210084915161,0.11743833869695663,0.19758637249469757,0.13780950009822845,0.21490740776062012,0.13837918639183044,0.21441808342933655
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.48711544275283813,0.3589450418949127,0.4408751428127289,1.0,0.2537761330604553,0.22068053483963013
then,0.4072686731815338,0.22442477941513062,0.2937326431274414,0.16450317203998566,0.010921895503997803,0.16436909139156342,0.27044644951820374,0.3632892370223999,0.3231285512447357,0.4297412931919098,0.1958640068769455,0.2884598970413208
population,0.2000674307346344,0.35606327652931213,0.3060894012451172,0.15327702462673187,0.012951160781085491,1.0,0.1935066133737564,0.18455690145492554,0.17143253982067108,0.32044094800949097,0.28463682532310486,0.14449454843997955
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
newcastle,0.16276082396507263,0.2143319547176361,0.18781472742557526,1.0000001192092896,-0.017262522131204605,0.15327702462673187,0.25710436701774597,0.2748725414276123,0.1767825335264206,0.2253497689962387,0.24316272139549255,0.0902252271771431
died,0.11138711869716644,0.06355305016040802,0.25637882947921753,0.21536575257778168,-0.023391123861074448,0.2137834131717682,0.4570699632167816,0.3191486597061157,0.14783190190792084,0.18710990250110626,0.3328428268432617,0.15254227817058563
from,0.2737620174884796,0.18376870453357697,0.4249346852302551,0.1747848093509674,-0.01936490088701248,0.22323650121688843,0.31171464920043945,0.28156140446662903,0.3373257517814636,0.40150508284568787,0.22369004786014557,0.19969791173934937
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.48711544275283813,0.3589450418949127,0.4408751428127289,1.0,0.2537761330604553,0.22068053483963013
epidemic,0.17818985879421234,0.15404067933559418,0.2578725516796112,0.1881948858499527,0.006394290365278721,0.3222998380661011,0.2477717399597168,0.2988632917404175,0.24461781978607178,0.23666009306907654,0.5931054353713989,0.1562352478504181
;,0.10986888408660889,0.09907494485378265,0.054534342139959335,0.10598292201757431,0.006909397430717945,0.03516978397965431,0.0754367932677269,0.06967543065547943,0.10469875484704971,0.09152708947658539,-0.06239024177193642,0.10349778085947037
this,0.5489566326141357,0.3210579752922058,0.45148900151252747,0.1843338906764984,0.02106832154095173,0.20733799040317535,0.3638818562030792,0.2736794650554657,0.38438332080841064,0.6274310946464539,0.2352575808763504,0.3155723512172699
may,0.25739946961402893,0.15881995856761932,0.26447007060050964,0.18438634276390076,-0.07006479054689407,0.1614074409008026,0.3388521671295166,0.23881946504116058,0.1970296949148178,0.2694292366504669,0.1761840134859085,0.2768254578113556
also,0.42747777700424194,0.2558325529098511,0.4924938678741455,0.20407575368881226,-0.0014726108638569713,0.21411414444446564,0.4032125174999237,0.2653068006038666,0.3824189305305481,0.6021018624305725,0.21276697516441345,0.21848613023757935
have,0.39808809757232666,0.30799373984336853,0.3802283704280853,0.136333167552948,-0.02807004563510418,0.19700278341770172,0.2863433063030243,0.28002119064331055,0.3359639644622803,0.40389683842658997,0.1807374507188797,0.32991164922714233
been,0.2567804455757141,0.17744223773479462,0.31685134768486023,0.23680143058300018,-0.10734795778989792,0.20994028449058533,0.518218457698822,0.29165753722190857,0.39107078313827515,0.3563927710056305,0.21858860552310944,0.24354910850524902
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.48711544275283813,0.3589450418949127,0.4408751428127289,1.0,0.2537761330604553,0.22068053483963013
most,0.3219912350177765,0.31981152296066284,0.4178851246833801,0.1667318046092987,0.024445664137601852,0.21684317290782928,0.29933857917785645,0.1715393215417862,0.270847886800766,0.47635307908058167,0.20123998820781708,0.2107497900724411
devastating,0.2654651403427124,0.24663275480270386,0.29236066341400146,0.21934926509857178,-0.02716526947915554,0.29123130440711975,0.22081172466278076,0.35246703028678894,0.23512102663516998,0.2738971412181854,0.4276916980743408,0.16969646513462067
loss,0.21803489327430725,0.33537596464157104,0.26357072591781616,0.15927088260650635,-0.008489351719617844,0.19381260871887207,0.13580112159252167,0.25852468609809875,0.19461268186569214,0.27898719906806946,0.2103140503168106,0.1312553584575653
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.19270820915699005,-0.037580832839012146,0.3268454372882843,0.45514053106307983,0.2818259596824646,0.370934396982193,0.6662389636039734,0.2488756626844406,0.20430970191955566
any,0.43670421838760376,0.3459087610244751,0.3769088089466095,0.2105090171098709,0.09017360955476761,0.1979944109916687,0.22746296226978302,0.23883822560310364,0.2681882679462433,0.4525727927684784,0.15864615142345428,0.4113408327102661
british,0.19255435466766357,0.09440045803785324,0.23701532185077667,0.2082098126411438,0.06352180242538452,0.13639649748802185,0.31934812664985657,0.24085700511932373,0.26707085967063904,0.28973397612571716,0.1644531935453415,0.09711728990077972
city,0.17493832111358643,0.1849067062139511,0.32503411173820496,0.32860881090164185,0.004406440537422895,0.4607829749584198,0.3188765048980713,0.20155373215675354,0.21020644903182983,0.35769423842430115,0.24472329020500183,0.13423943519592285
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.19270820915699005,-0.037580832839012146,0.3268454372882843,0.45514053106307983,0.2818259596824646,0.370934396982193,0.6662389636039734,0.2488756626844406,0.20430970191955566
this,0.5489566326141357,0.3210579752922058,0.45148900151252747,0.1843338906764984,0.02106832154095173,0.20733799040317535,0.3638818562030792,0.2736794650554657,0.38438332080841064,0.6274310946464539,0.2352575808763504,0.3155723512172699
period,0.24507179856300354,0.20594365894794464,0.2698146104812622,0.12931933999061584,-0.05741342157125473,0.1774795949459076,0.2820133864879608,0.1855088770389557,0.22862431406974792,0.3125074505805969,0.2037968933582306,0.18706195056438446
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2714749276638031,-0.003708066651597619,0.26950228214263916,0.40146201848983765,0.3493422567844391,0.3936232924461365,0.5934505462646484,0.2547653317451477,0.4130953550338745
,what,percentage,of,newcastle,'s,population,was,culled,by,the,plague,?
in,0.30808621644973755,0.18874377012252808,0.5696388483047485,0.19270820915699005,-0.037580832839012146,0.3268454372882843,0.45514053106307983,0.2818259596824646,0.370934396982193,0.6662389636039734,0.2488756626844406,0.20430970191955566
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.48711544275283813,0.3589450418949127,0.4408751428127289,1.0,0.2537761330604553,0.22068053483963013
1630s,-0.17750245332717896,-0.07064318656921387,-0.1495223343372345,0.01067638210952282,0.02992166392505169,-0.10947301238775253,-0.037906464189291,-0.0363682359457016,0.029386134818196297,-0.0983838438987732,-0.170022115111351,-0.02269667200744152
about,0.47976887226104736,0.1676761358976364,0.40939709544181824,0.09376832842826843,-0.020936643704771996,0.3066638112068176,0.2577359974384308,0.262484610080719,0.30091190338134766,0.37995871901512146,0.2741866707801819,0.302409827709198
"7,000",-0.0008010882884263992,-0.07241008430719376,0.14186584949493408,0.029991688206791878,-0.006612151861190796,-0.1457439363002777,0.15059155225753784,0.09953287243843079,0.06511964648962021,0.13153842091560364,0.02673954889178276,0.00799624901264906
out,0.3633197546005249,0.2497665137052536,0.34176841378211975,0.10975169390439987,0.0021837172098457813,0.14538586139678955,0.28168347477912903,0.3470867872238159,0.29497629404067993,0.39404502511024475,0.20795615017414093,0.22020699083805084
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
"20,000",0.1520158350467682,0.09826838970184326,0.32472333312034607,0.09393707662820816,0.06209534779191017,0.12716993689537048,0.26903846859931946,0.16102378070354462,0.2556779682636261,0.37579581141471863,0.1500007063150406,0.10352851450443268
inhabitants,0.14762155711650848,0.22486861050128937,0.26628780364990234,0.17947223782539368,0.05056171491742134,0.6283577680587769,0.2085801661014557,0.15818093717098236,0.14336133003234863,0.2644902467727661,0.26497191190719604,0.1312350630760193
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
newcastle,0.16276082396507263,0.2143319547176361,0.18781472742557526,1.0000001192092896,-0.017262522131204605,0.15327702462673187,0.25710436701774597,0.2748725414276123,0.1767825335264206,0.2253497689962387,0.24316272139549255,0.0902252271771431
died,0.11138711869716644,0.06355305016040802,0.25637882947921753,0.21536575257778168,-0.023391123861074448,0.2137834131717682,0.4570699632167816,0.3191486597061157,0.14783190190792084,0.18710990250110626,0.3328428268432617,0.15254227817058563
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
plague,0.22263506054878235,0.11967189610004425,0.27455615997314453,0.24316272139549255,-0.0006555641302838922,0.28463682532310486,0.24312011897563934,0.2660914659500122,0.22066086530685425,0.2537761330604553,0.9999999403953552,0.11872942000627518
",",0.3087472915649414,0.21945469081401825,0.4946078956127167,0.251589834690094,-0.0016132977325469255,0.2967977225780487,0.45456063747406006,0.32780754566192627,0.3680937886238098,0.4933079481124878,0.2630122900009155,0.31091248989105225
more,0.3484537899494171,0.33488085865974426,0.30478984117507935,0.20833437144756317,0.032942235469818115,0.2020302265882492,0.21525104343891144,0.23085732758045197,0.2627272307872772,0.39758381247520447,0.15556684136390686,0.27894994616508484
than,0.29388150572776794,0.3430081903934479,0.33036211133003235,0.20350264012813568,0.0585811510682106,0.21814648807048798,0.1872616857290268,0.1823006421327591,0.2015816867351532,0.3227543234825134,0.11852532625198364,0.24917294085025787
one-third,0.241615429520607,0.1805715411901474,0.2710643708705902,0.19524814188480377,0.04384225606918335,0.21776694059371948,0.3880302608013153,0.2461925745010376,0.27032050490379333,0.4088415503501892,0.1666293442249298,0.22430352866649628
of,0.33290785551071167,0.24724560976028442,1.0,0.18781472742557526,-0.03817026689648628,0.3060894012451172,0.4069072902202606,0.2513537108898163,0.3646814823150635,0.733189046382904,0.27455615997314453,0.1826142966747284
the,0.42745697498321533,0.2736506462097168,0.733189046382904,0.2253497689962387,-0.01540423184633255,0.32044094800949097,0.48711544275283813,0.3589450418949127,0.4408751428127289,1.0,0.2537761330604553,0.22068053483963013
population,0.2000674307346344,0.35606327652931213,0.3060894012451172,0.15327702462673187,0.012951160781085491,1.0,0.1935066133737564,0.18455690145492554,0.17143253982067108,0.32044094800949097,0.28463682532310486,0.14449454843997955
.,0.3567904531955719,0.28866735100746155,0.5352458953857422,0.2714749276638031,-0.003708066651597619,0.26950228214263916,0.40146201848983765,0.3493422567844391,0.3936232924461365,0.5934505462646484,0.2547653317451477,0.4130953550338745
