,what,years,saw,the,most,loss,of,old,shows,in,the,bbc,archives,?
material,0.2591213285923004,0.19149570167064667,0.12615400552749634,0.26762521266937256,0.18791352212429047,0.19913256168365479,0.27520954608917236,0.12554366886615753,0.2373965084552765,0.20527449250221252,0.26762521266937256,0.14551164209842682,0.28852739930152893,0.18117131292819977
stored,0.23197562992572784,0.1268530786037445,0.13071225583553314,0.2634609043598175,0.24733953177928925,0.19688400626182556,0.2396228164434433,0.19515986740589142,0.26613131165504456,0.26229971647262573,0.2634609043598175,0.08182483166456223,0.2659088969230652,0.18399180471897125
in,0.30808621644973755,0.33554986119270325,0.24892163276672363,0.6662389636039734,0.41416558623313904,0.21028298139572144,0.5696388483047485,0.2865324318408966,0.3289647698402405,1.0,0.6662389636039734,0.22430340945720673,0.15187440812587738,0.20430970191955566
the,0.42745697498321533,0.2912273406982422,0.318278044462204,1.0,0.47635307908058167,0.27898719906806946,0.733189046382904,0.31849798560142517,0.36348509788513184,0.6662389636039734,1.0,0.2735401690006256,0.22798994183540344,0.22068053483963013
bbc,0.20634698867797852,0.17876961827278137,0.15927951037883759,0.2735401690006256,0.12601472437381744,0.06770563870668411,0.1797877550125122,0.1444273293018341,0.23322603106498718,0.22430340945720673,0.2735401690006256,1.0000001192092896,0.18343834578990936,0.20556949079036713
's,0.02692362666130066,0.05563735216856003,0.04767860472202301,-0.01540423184633255,0.024445664137601852,-0.008489351719617844,-0.03817026689648628,0.14042171835899353,0.02703757770359516,-0.037580832839012146,-0.01540423184633255,0.07641375809907913,-0.058709096163511276,-0.023395681753754616
various,0.26045072078704834,0.17412252724170685,0.1251155287027359,0.3235042691230774,0.355729341506958,0.13327904045581818,0.3196488320827484,0.1368407905101776,0.2898775339126587,0.266343355178833,0.3235042691230774,0.16994784772396088,0.2055247724056244,0.12823495268821716
video,0.1880173683166504,0.15272259712219238,0.1933143138885498,0.2506899833679199,0.16034439206123352,0.11082935333251953,0.20452004671096802,0.15921428799629211,0.29719239473342896,0.20259293913841248,0.2506899833679199,0.3045586943626404,0.1602332442998886,0.22771678864955902
tape,0.18888257443904877,0.15214309096336365,0.1296272873878479,0.14324384927749634,0.14090222120285034,0.1554887741804123,0.15910093486309052,0.18371152877807617,0.23197832703590393,0.14771278202533722,0.14324384927749634,0.24345183372497559,0.20750103890895844,0.13937829434871674
and,0.31309178471565247,0.300204873085022,0.2664891481399536,0.5171257257461548,0.4309377074241638,0.20191490650177002,0.5116966962814331,0.29022282361984253,0.34104886651039124,0.4954058527946472,0.5171257257461548,0.17831335961818695,0.21363653242588043,0.20544172823429108
film,0.17437689006328583,0.17029719054698944,0.2056141346693039,0.2824619710445404,0.16649074852466583,0.09705256670713425,0.22166931629180908,0.12492893636226654,0.18004803359508514,0.22183799743652344,0.2824619710445404,0.24617424607276917,0.2189638316631317,0.16369038820266724
libraries,0.17814436554908752,0.21899549663066864,0.10858843475580215,0.2134861946105957,0.24623693525791168,0.07798943668603897,0.2047192007303238,0.16761481761932373,0.08865922689437866,0.2760562300682068,0.2134861946105957,0.174162358045578,0.4886375069618225,0.20525334775447845
were,0.22298263013362885,0.3048669695854187,0.4311434328556061,0.3906462490558624,0.3543298542499542,0.14084996283054352,0.34038281440734863,0.254345178604126,0.1903110295534134,0.3815755248069763,0.3906462490558624,0.1384386122226715,0.20493286848068237,0.17890112102031708
either,0.3851809501647949,0.1261284053325653,0.16971880197525024,0.3795609474182129,0.3021850287914276,0.17148524522781372,0.24225673079490662,0.1856347918510437,0.22611209750175476,0.2748357057571411,0.3795609474182129,0.15157891809940338,0.12327840179204941,0.31498292088508606
destroyed,0.19114850461483002,0.21992817521095276,0.20209473371505737,0.3403017520904541,0.18873485922813416,0.2964421510696411,0.27498680353164673,0.29230567812919617,0.13634108006954193,0.3248254656791687,0.3403017520904541,0.08706498891115189,0.16664758324623108,0.10318030416965485
",",0.3087472915649414,0.2589467465877533,0.2245745062828064,0.4933079481124878,0.3636029064655304,0.23328691720962524,0.4946078956127167,0.26524028182029724,0.26986414194107056,0.5201468467712402,0.4933079481124878,0.14724469184875488,0.23937274515628815,0.31091248989105225
[,0.010752761736512184,0.11653686314821243,0.0828075036406517,0.07130392640829086,0.07481377571821213,0.0831432193517685,0.010817250236868858,0.07383041828870773,0.20870864391326904,0.12324675917625427,0.07130392640829086,0.2340300977230072,0.10904403775930405,0.011015460826456547
note,0.2500276267528534,0.12367862462997437,0.18560563027858734,0.255229115486145,0.1861453801393509,0.049379315227270126,0.1706424355506897,0.1269609034061432,0.2519100308418274,0.16176056861877441,0.255229115486145,0.14618593454360962,0.14969544112682343,0.2754004895687103
3,0.04473085701465607,-0.038168370723724365,-0.0014484337298199534,0.06283142417669296,0.05371261015534401,0.07179075479507446,0.046857766807079315,-0.024069955572485924,0.06423141807317734,0.06326868385076523,0.06283142417669296,0.048339758068323135,-0.001084506162442267,0.005975271109491587
],-0.03775298595428467,0.04242503270506859,0.10930535197257996,-0.04779602214694023,0.030082017183303833,-0.009081841446459293,-0.035044461488723755,-0.0615248866379261,0.06486482173204422,-0.1088862195611,-0.04779602214694023,-0.05055763199925423,-0.05260515213012695,-0.0022520492784678936
wiped,0.21115697920322418,0.2436506152153015,0.3738671541213989,0.29379206895828247,0.26059141755104065,0.2268163114786148,0.26319727301597595,0.13315679132938385,0.13920164108276367,0.1978919804096222,0.29379206895828247,0.1450975388288498,0.09760113060474396,0.18345938622951508
",",0.3087472915649414,0.2589467465877533,0.2245745062828064,0.4933079481124878,0.3636029064655304,0.23328691720962524,0.4946078956127167,0.26524028182029724,0.26986414194107056,0.5201468467712402,0.4933079481124878,0.14724469184875488,0.23937274515628815,0.31091248989105225
or,0.33867141604423523,0.1433926820755005,0.21893633902072906,0.4174870550632477,0.30746427178382874,0.22899742424488068,0.3792596757411957,0.24166588485240936,0.2261163592338562,0.3586423695087433,0.4174870550632477,0.1742568016052246,0.11809683591127396,0.32389625906944275
suffered,0.13741295039653778,0.26297956705093384,0.3207872807979584,0.2558774948120117,0.20009109377861023,0.4280531406402588,0.2524636387825012,0.1750028282403946,0.16463929414749146,0.277639776468277,0.2558774948120117,0.14461949467658997,0.0397743284702301,0.08963493257761002
from,0.2737620174884796,0.31063511967658997,0.26102250814437866,0.40150508284568787,0.28580769896507263,0.14446182548999786,0.4249346852302551,0.26649054884910583,0.19692957401275635,0.4274188280105591,0.40150508284568787,0.17696094512939453,0.1900058388710022,0.19969791173934937
poor,0.2570318877696991,0.20782025158405304,0.27688199281692505,0.21093174815177917,0.2522456645965576,0.283037394285202,0.23458099365234375,0.2292826622724533,0.2004832923412323,0.23408232629299164,0.21093174815177917,0.16885115206241608,0.03754125162959099,0.12937016785144806
storage,0.18395499885082245,0.10406884551048279,0.1099109873175621,0.22913692891597748,0.19123797118663788,0.2294739931821823,0.24337847530841827,0.100835882127285,0.2401219606399536,0.2390899360179901,0.22913692891597748,0.10883477330207825,0.2601710259914398,0.15578968822956085
which,0.5261979103088379,0.23232990503311157,0.15807431936264038,0.6521818041801453,0.4637843072414398,0.29022935032844543,0.5011631846427917,0.3071022629737854,0.33303946256637573,0.4840516746044159,0.6521818041801453,0.2368261218070984,0.19947831332683563,0.25814583897590637
led,0.12112844735383987,0.2199622243642807,0.3556685745716095,0.3267505168914795,0.2947567105293274,0.2428802102804184,0.32918456196784973,0.09053656458854675,0.1769980788230896,0.2990247309207916,0.3267505168914795,0.1384126842021942,0.12900587916374207,0.09273858368396759
to,0.455847829580307,0.23891852796077728,0.2710057497024536,0.535392165184021,0.321603000164032,0.2457711398601532,0.41548454761505127,0.2412436157464981,0.23382455110549927,0.45010748505592346,0.535392165184021,0.19421324133872986,0.22382298111915588,0.29463258385658264
severe,0.19308151304721832,0.16647282242774963,0.15020401775836945,0.2465558648109436,0.21335183084011078,0.41937726736068726,0.23115621507167816,0.1765669733285904,0.1710818111896515,0.24480456113815308,0.2465558648109436,0.0756036564707756,0.11121544986963272,0.19589418172836304
deterioration,0.29515430331230164,0.24581359326839447,0.24309153854846954,0.3628079891204834,0.2639884650707245,0.36378026008605957,0.40940728783607483,0.16341276466846466,0.2817266285419464,0.2500331699848175,0.3628079891204834,0.14881671965122223,0.23306690156459808,0.15869620442390442
from,0.2737620174884796,0.31063511967658997,0.26102250814437866,0.40150508284568787,0.28580769896507263,0.14446182548999786,0.4249346852302551,0.26649054884910583,0.19692957401275635,0.4274188280105591,0.40150508284568787,0.17696094512939453,0.1900058388710022,0.19969791173934937
broadcast,0.17857211828231812,0.21076394617557526,0.08372329920530319,0.2713715434074402,0.12552721798419952,0.15286721289157867,0.20155203342437744,0.09532137215137482,0.32133233547210693,0.26723843812942505,0.2713715434074402,0.5486354827880859,0.21370048820972443,0.15760008990764618
quality,0.28952741622924805,0.1314413994550705,0.14346250891685486,0.21949779987335205,0.28081566095352173,0.28695663809776306,0.24742498993873596,0.11267030239105225,0.2306233048439026,0.18835508823394775,0.21949779987335205,0.18640895187854767,0.22851108014583588,0.23524069786071777
.,0.3567904531955719,0.31919315457344055,0.23244720697402954,0.5934505462646484,0.35404038429260254,0.21266451478004456,0.5352458953857422,0.32390445470809937,0.2639692425727844,0.5591574311256409,0.5934505462646484,0.20265105366706848,0.24629558622837067,0.4130953550338745
,what,years,saw,the,most,loss,of,old,shows,in,the,bbc,archives,?
in,0.30808621644973755,0.33554986119270325,0.24892163276672363,0.6662389636039734,0.41416558623313904,0.21028298139572144,0.5696388483047485,0.2865324318408966,0.3289647698402405,1.0,0.6662389636039734,0.22430340945720673,0.15187440812587738,0.20430970191955566
all,0.41981086134910583,0.26454147696495056,0.20276162028312683,0.4860881567001343,0.5116150975227356,0.27725809812545776,0.42798417806625366,0.2080867439508438,0.3236869275569916,0.3335905969142914,0.4860881567001343,0.16617724299430847,0.1781069040298462,0.29575422406196594
",",0.3087472915649414,0.2589467465877533,0.2245745062828064,0.4933079481124878,0.3636029064655304,0.23328691720962524,0.4946078956127167,0.26524028182029724,0.26986414194107056,0.5201468467712402,0.4933079481124878,0.14724469184875488,0.23937274515628815,0.31091248989105225
97,0.045799560844898224,0.0024692148435860872,-0.011433995328843594,0.04433417692780495,0.14226551353931427,-0.005180477164685726,0.07042630761861801,-0.039103128015995026,0.016613703221082687,0.043773192912340164,0.04433417692780495,0.036799099296331406,0.04253247007727623,0.1171717420220375
of,0.33290785551071167,0.2904134690761566,0.28204935789108276,0.733189046382904,0.4178851246833801,0.26357072591781616,1.0,0.30522194504737854,0.3410852253437042,0.5696388483047485,0.733189046382904,0.1797877550125122,0.19350644946098328,0.1826142966747284
253,-0.10969433188438416,-0.1283942461013794,-0.0640852227807045,-0.09144530445337296,-0.042874619364738464,0.0023519897367805243,-0.06120351701974869,-0.056919898837804794,-0.09997577965259552,-0.07745238393545151,-0.09144530445337296,-0.1435467153787613,-0.04553847759962082,-0.14874564111232758
episodes,0.15438014268875122,0.23877567052841187,0.1298086941242218,0.1889590173959732,0.10079029202461243,0.14769959449768066,0.19166667759418488,0.16569383442401886,0.3452025353908539,0.17357411980628967,0.1889590173959732,0.37426334619522095,0.16483287513256073,0.21740183234214783
produced,0.1393624097108841,0.1589319407939911,0.16085723042488098,0.22045251727104187,0.19145746529102325,0.0815507024526596,0.18961067497730255,0.08331760764122009,0.20858928561210632,0.2542861998081207,0.22045251727104187,0.2725476324558258,0.10812819004058838,0.1623450517654419
during,0.24137552082538605,0.39110565185546875,0.3390897810459137,0.4838213622570038,0.3715948462486267,0.21371464431285858,0.3869180977344513,0.19289104640483856,0.23531271517276764,0.4627237319946289,0.4838213622570038,0.1864195168018341,0.10497884452342987,0.1325719803571701
the,0.42745697498321533,0.2912273406982422,0.318278044462204,1.0,0.47635307908058167,0.27898719906806946,0.733189046382904,0.31849798560142517,0.36348509788513184,0.6662389636039734,1.0,0.2735401690006256,0.22798994183540344,0.22068053483963013
first,0.28086137771606445,0.2958037853240967,0.33369511365890503,0.49448907375335693,0.34339818358421326,0.19590212404727936,0.3536086082458496,0.23832789063453674,0.17923472821712494,0.4127444326877594,0.49448907375335693,0.25469130277633667,0.13907819986343384,0.18701928853988647
six,0.1779850870370865,0.3696673810482025,0.17152129113674164,0.3614266812801361,0.28485143184661865,0.19134005904197693,0.3317931592464447,0.2931676506996155,0.21156342327594757,0.3013422191143036,0.3614266812801361,0.08515147864818573,0.19734998047351837,0.15298804640769958
years,0.1981470286846161,1.0,0.23045490682125092,0.2912273406982422,0.2278384268283844,0.15652839839458466,0.2904134690761566,0.4551808536052704,0.18651151657104492,0.33554986119270325,0.2912273406982422,0.17876961827278137,0.19109594821929932,0.1914375126361847
of,0.33290785551071167,0.2904134690761566,0.28204935789108276,0.733189046382904,0.4178851246833801,0.26357072591781616,1.0,0.30522194504737854,0.3410852253437042,0.5696388483047485,0.733189046382904,0.1797877550125122,0.19350644946098328,0.1826142966747284
the,0.42745697498321533,0.2912273406982422,0.318278044462204,1.0,0.47635307908058167,0.27898719906806946,0.733189046382904,0.31849798560142517,0.36348509788513184,0.6662389636039734,1.0,0.2735401690006256,0.22798994183540344,0.22068053483963013
programme,0.1876801699399948,0.22038599848747253,0.14214222133159637,0.23601844906806946,0.15476195514202118,0.06675253063440323,0.18707643449306488,0.0919596329331398,0.26783040165901184,0.249719500541687,0.23601844906806946,0.5583434104919434,0.13671953976154327,0.139840766787529
are,0.29724663496017456,0.17491404712200165,0.196082204580307,0.40399202704429626,0.48698675632476807,0.16403886675834656,0.39081433415412903,0.17688636481761932,0.29522567987442017,0.3841303884983063,0.40399202704429626,0.11432822793722153,0.1812613308429718,0.24591213464736938
not,0.5449194312095642,0.2464347630739212,0.2524542212486267,0.4310511648654938,0.419027179479599,0.24598217010498047,0.3307090103626251,0.23599375784397125,0.27715662121772766,0.3403114080429077,0.4310511648654938,0.17192764580249786,0.1851246953010559,0.41942933201789856
held,0.0974166989326477,0.21447817981243134,0.18815676867961884,0.32185450196266174,0.20313653349876404,0.1486591100692749,0.28960686922073364,0.1112646535038948,0.11142860352993011,0.3127288818359375,0.32185450196266174,0.1753990650177002,0.24242904782295227,0.14103956520557404
in,0.30808621644973755,0.33554986119270325,0.24892163276672363,0.6662389636039734,0.41416558623313904,0.21028298139572144,0.5696388483047485,0.2865324318408966,0.3289647698402405,1.0,0.6662389636039734,0.22430340945720673,0.15187440812587738,0.20430970191955566
the,0.42745697498321533,0.2912273406982422,0.318278044462204,1.0,0.47635307908058167,0.27898719906806946,0.733189046382904,0.31849798560142517,0.36348509788513184,0.6662389636039734,1.0,0.2735401690006256,0.22798994183540344,0.22068053483963013
bbc,0.20634698867797852,0.17876961827278137,0.15927951037883759,0.2735401690006256,0.12601472437381744,0.06770563870668411,0.1797877550125122,0.1444273293018341,0.23322603106498718,0.22430340945720673,0.2735401690006256,1.0000001192092896,0.18343834578990936,0.20556949079036713
's,0.02692362666130066,0.05563735216856003,0.04767860472202301,-0.01540423184633255,0.024445664137601852,-0.008489351719617844,-0.03817026689648628,0.14042171835899353,0.02703757770359516,-0.037580832839012146,-0.01540423184633255,0.07641375809907913,-0.058709096163511276,-0.023395681753754616
archives,0.18980082869529724,0.19109594821929932,0.09302879869937897,0.22798994183540344,0.10765746980905533,0.10113223642110825,0.19350644946098328,0.2136639952659607,0.15982671082019806,0.15187440812587738,0.22798994183540344,0.18343834578990936,0.9999999403953552,0.24684664607048035
(,0.2411840260028839,0.21505801379680634,0.12585532665252686,0.33289089798927307,0.20654040575027466,0.13631068170070648,0.35032153129577637,0.2107291966676712,0.18555068969726562,0.3087427020072937,0.33289089798927307,0.1058402881026268,0.21832697093486786,0.40561532974243164
most,0.3219912350177765,0.2278384268283844,0.1998663693666458,0.47635307908058167,1.0,0.21166662871837616,0.4178851246833801,0.16599895060062408,0.265746146440506,0.41416558623313904,0.47635307908058167,0.12601472437381744,0.10765746980905533,0.2107497900724411
notably,0.1358402669429779,0.21562843024730682,0.193434476852417,0.33497244119644165,0.5077248811721802,0.08906435966491699,0.3080497682094574,0.045657478272914886,0.28973233699798584,0.395790159702301,0.33497244119644165,0.18000052869319916,0.09687332808971405,0.10343469679355621
seasons,0.13544028997421265,0.3019106388092041,0.12479206174612045,0.24226845800876617,0.22951911389827728,0.17928853631019592,0.20746608078479767,0.14120937883853912,0.22398990392684937,0.2194332778453827,0.24226845800876617,0.21125385165214539,0.13122491538524628,0.13766995072364807
3,0.04473085701465607,-0.038168370723724365,-0.0014484337298199534,0.06283142417669296,0.05371261015534401,0.07179075479507446,0.046857766807079315,-0.024069955572485924,0.06423141807317734,0.06326868385076523,0.06283142417669296,0.048339758068323135,-0.001084506162442267,0.005975271109491587
",",0.3087472915649414,0.2589467465877533,0.2245745062828064,0.4933079481124878,0.3636029064655304,0.23328691720962524,0.4946078956127167,0.26524028182029724,0.26986414194107056,0.5201468467712402,0.4933079481124878,0.14724469184875488,0.23937274515628815,0.31091248989105225
4,-0.04324747622013092,0.02613690495491028,0.08514388650655746,0.15499350428581238,0.0398758240044117,0.041508112102746964,0.17227263748645782,0.048287272453308105,-0.08718514442443848,0.08310048282146454,0.15499350428581238,0.010370646603405476,0.06670857220888138,0.010515431873500347
",",0.3087472915649414,0.2589467465877533,0.2245745062828064,0.4933079481124878,0.3636029064655304,0.23328691720962524,0.4946078956127167,0.26524028182029724,0.26986414194107056,0.5201468467712402,0.4933079481124878,0.14724469184875488,0.23937274515628815,0.31091248989105225
&,0.11141876131296158,0.0772986188530922,0.06074296310544014,0.14992168545722961,0.10219087451696396,0.10474295914173126,0.19900451600551605,0.13134126365184784,0.12042625993490219,0.1358654648065567,0.14992168545722961,0.181424081325531,0.14230802655220032,0.12596383690834045
5,0.09269922226667404,-0.035731349140405655,0.07411777228116989,0.09255307912826538,0.056235842406749725,-0.012529688887298107,0.1043979674577713,-0.034675560891628265,0.07138751447200775,0.0862177163362503,0.09255307912826538,0.0488610714673996,0.023272661492228508,0.06222071498632431
",",0.3087472915649414,0.2589467465877533,0.2245745062828064,0.4933079481124878,0.3636029064655304,0.23328691720962524,0.4946078956127167,0.26524028182029724,0.26986414194107056,0.5201468467712402,0.4933079481124878,0.14724469184875488,0.23937274515628815,0.31091248989105225
from,0.2737620174884796,0.31063511967658997,0.26102250814437866,0.40150508284568787,0.28580769896507263,0.14446182548999786,0.4249346852302551,0.26649054884910583,0.19692957401275635,0.4274188280105591,0.40150508284568787,0.17696094512939453,0.1900058388710022,0.19969791173934937
which,0.5261979103088379,0.23232990503311157,0.15807431936264038,0.6521818041801453,0.4637843072414398,0.29022935032844543,0.5011631846427917,0.3071022629737854,0.33303946256637573,0.4840516746044159,0.6521818041801453,0.2368261218070984,0.19947831332683563,0.25814583897590637
79,0.08464095741510391,0.12335740029811859,0.010841360315680504,0.10815461724996567,0.05352875217795372,-0.06820468604564667,0.07393139600753784,0.17295929789543152,0.06857466697692871,0.11563541740179062,0.10815461724996567,0.19052518904209137,-0.024080175906419754,0.07359330356121063
episodes,0.15438014268875122,0.23877567052841187,0.1298086941242218,0.1889590173959732,0.10079029202461243,0.14769959449768066,0.19166667759418488,0.16569383442401886,0.3452025353908539,0.17357411980628967,0.1889590173959732,0.37426334619522095,0.16483287513256073,0.21740183234214783
are,0.29724663496017456,0.17491404712200165,0.196082204580307,0.40399202704429626,0.48698675632476807,0.16403886675834656,0.39081433415412903,0.17688636481761932,0.29522567987442017,0.3841303884983063,0.40399202704429626,0.11432822793722153,0.1812613308429718,0.24591213464736938
missing,0.2628587484359741,0.14061219990253448,0.14549978077411652,0.2549445927143097,0.18593472242355347,0.19034036993980408,0.23175521194934845,0.23047645390033722,0.16963806748390198,0.2340807020664215,0.2549445927143097,0.10691863298416138,0.20025283098220825,0.2695959508419037
),0.26259949803352356,0.20000751316547394,0.12221162021160126,0.3456730246543884,0.23620007932186127,0.14463257789611816,0.3680361211299896,0.217467799782753,0.2047332376241684,0.3326910734176636,0.3456730246543884,0.10228727757930756,0.20117279887199402,0.42300865054130554
.,0.3567904531955719,0.31919315457344055,0.23244720697402954,0.5934505462646484,0.35404038429260254,0.21266451478004456,0.5352458953857422,0.32390445470809937,0.2639692425727844,0.5591574311256409,0.5934505462646484,0.20265105366706848,0.24629558622837067,0.4130953550338745
