,where,did,france,focus,its,efforts,to,rebuild,its,empire,?
1850,0.12652264535427094,0.19959712028503418,0.09786742925643921,0.2533709704875946,0.1906498223543167,0.18773850798606873,0.24923360347747803,0.06801151484251022,0.1906498223543167,0.14661961793899536,0.369617223739624
",",0.3149496018886566,0.3015086054801941,0.28250643610954285,0.23845507204532623,0.33157986402511597,0.20678693056106567,0.44245919585227966,0.1831716001033783,0.33157986402511597,0.27646857500076294,0.31091248989105225
concentrating,0.30854281783103943,0.18564537167549133,0.15172095596790314,0.3128356635570526,0.24275431036949158,0.2147757112979889,0.28611940145492554,0.17192287743091583,0.24275431036949158,0.1758265197277069,0.14677777886390686
chiefly,0.2154005467891693,0.1774693727493286,0.17283272743225098,0.20888914167881012,0.21992285549640656,0.21893084049224854,0.22845281660556793,0.09758821874856949,0.21992285549640656,0.15649382770061493,0.021524203941226006
in,0.5344807505607605,0.2593238651752472,0.3812309503555298,0.27219411730766296,0.3793783485889435,0.21540255844593048,0.45010748505592346,0.24307963252067566,0.3793783485889435,0.24110576510429382,0.20430970191955566
north,0.23586879670619965,0.16732536256313324,0.28069406747817993,0.1261725276708603,0.25565099716186523,0.1483149528503418,0.2743184268474579,0.19033323228359222,0.25565099716186523,0.26033562421798706,0.11829731613397598
and,0.43859338760375977,0.34479495882987976,0.2925812005996704,0.2707323133945465,0.3841775357723236,0.3115611970424652,0.48971283435821533,0.22636805474758148,0.3841775357723236,0.27479609847068787,0.20544172823429108
west,0.22786299884319305,0.16852347552776337,0.26655134558677673,0.13063567876815796,0.24631395936012268,0.11422190070152283,0.24611181020736694,0.16142244637012482,0.24631395936012268,0.2464679777622223,0.12088293582201004
africa,0.23793575167655945,0.1931072473526001,0.3494209945201874,0.1564759910106659,0.21967549622058868,0.22953197360038757,0.23667606711387634,0.17334508895874023,0.21967549622058868,0.3045766353607178,0.12926554679870605
",",0.3149496018886566,0.3015086054801941,0.28250643610954285,0.23845507204532623,0.33157986402511597,0.20678693056106567,0.44245919585227966,0.1831716001033783,0.33157986402511597,0.27646857500076294,0.31091248989105225
as,0.35409465432167053,0.3596470057964325,0.19034622609615326,0.236613929271698,0.31874480843544006,0.2594930827617645,0.42092081904411316,0.19662094116210938,0.31874480843544006,0.21108263731002808,0.27043893933296204
well,0.4122413992881775,0.4341743588447571,0.18028524518013,0.28757068514823914,0.3455803096294403,0.28724735975265503,0.3422003388404846,0.18054869771003723,0.3455803096294403,0.2055317759513855,0.24815571308135986
as,0.35409465432167053,0.3596470057964325,0.19034622609615326,0.236613929271698,0.31874480843544006,0.2594930827617645,0.42092081904411316,0.19662094116210938,0.31874480843544006,0.21108263731002808,0.27043893933296204
south-east,0.3008807897567749,0.2154894471168518,0.3119162619113922,0.14935404062271118,0.3222086429595947,0.20591573417186737,0.3094143569469452,0.25545600056648254,0.3222086429595947,0.29856154322624207,0.25255709886550903
asia,0.21505002677440643,0.19509263336658478,0.2792564630508423,0.1730135977268219,0.2336438000202179,0.2253255844116211,0.22411112487316132,0.16560518741607666,0.2336438000202179,0.3024880588054657,0.1340748518705368
",",0.3149496018886566,0.3015086054801941,0.28250643610954285,0.23845507204532623,0.33157986402511597,0.20678693056106567,0.44245919585227966,0.1831716001033783,0.33157986402511597,0.27646857500076294,0.31091248989105225
with,0.4142743945121765,0.25472134351730347,0.20020143687725067,0.23753482103347778,0.3087116777896881,0.2433222532272339,0.4239959120750427,0.18008914589881897,0.3087116777896881,0.16165103018283844,0.2433311939239502
other,0.3730994164943695,0.31707024574279785,0.19600534439086914,0.28179731965065,0.29483991861343384,0.21921369433403015,0.4193183183670044,0.1019091010093689,0.29483991861343384,0.17392708361148834,0.24682199954986572
conquests,0.1579393595457077,0.20527727901935577,0.25215673446655273,0.11272069811820984,0.21716035902500153,0.3121383488178253,0.24994014203548431,0.35367491841316223,0.21716035902500153,0.5231788754463196,0.14706142246723175
in,0.5344807505607605,0.2593238651752472,0.3812309503555298,0.27219411730766296,0.3793783485889435,0.21540255844593048,0.45010748505592346,0.24307963252067566,0.3793783485889435,0.24110576510429382,0.20430970191955566
central,0.24971573054790497,0.14962437748908997,0.17670755088329315,0.14550195634365082,0.2514321208000183,0.08340398967266083,0.21511952579021454,0.14226149022579193,0.2514321208000183,0.26402273774147034,0.14787602424621582
and,0.43859338760375977,0.34479495882987976,0.2925812005996704,0.2707323133945465,0.3841775357723236,0.3115611970424652,0.48971283435821533,0.22636805474758148,0.3841775357723236,0.27479609847068787,0.20544172823429108
east,0.28155818581581116,0.17160435020923615,0.22583982348442078,0.09452136605978012,0.2461509257555008,0.14764811098575592,0.24717837572097778,0.1810467392206192,0.2461509257555008,0.30420103669166565,0.10070597380399704
africa,0.23793575167655945,0.1931072473526001,0.3494209945201874,0.1564759910106659,0.21967549622058868,0.22953197360038757,0.23667606711387634,0.17334508895874023,0.21967549622058868,0.3045766353607178,0.12926554679870605
",",0.3149496018886566,0.3015086054801941,0.28250643610954285,0.23845507204532623,0.33157986402511597,0.20678693056106567,0.44245919585227966,0.1831716001033783,0.33157986402511597,0.27646857500076294,0.31091248989105225
as,0.35409465432167053,0.3596470057964325,0.19034622609615326,0.236613929271698,0.31874480843544006,0.2594930827617645,0.42092081904411316,0.19662094116210938,0.31874480843544006,0.21108263731002808,0.27043893933296204
well,0.4122413992881775,0.4341743588447571,0.18028524518013,0.28757068514823914,0.3455803096294403,0.28724735975265503,0.3422003388404846,0.18054869771003723,0.3455803096294403,0.2055317759513855,0.24815571308135986
as,0.35409465432167053,0.3596470057964325,0.19034622609615326,0.236613929271698,0.31874480843544006,0.2594930827617645,0.42092081904411316,0.19662094116210938,0.31874480843544006,0.21108263731002808,0.27043893933296204
the,0.5003893971443176,0.34736719727516174,0.35517507791519165,0.25318023562431335,0.559237003326416,0.26890742778778076,0.535392165184021,0.30253851413726807,0.559237003326416,0.32532164454460144,0.22068053483963013
south,0.2539864182472229,0.1510593444108963,0.26797276735305786,0.09399648010730743,0.27340400218963623,0.17381958663463593,0.25657615065574646,0.17791026830673218,0.27340400218963623,0.26449429988861084,0.12336621433496475
pacific,0.21499492228031158,0.18718315660953522,0.1909259557723999,0.1028338223695755,0.19847743213176727,0.1665055900812149,0.2440171241760254,0.17303156852722168,0.19847743213176727,0.20735608041286469,0.13060949742794037
.,0.41390106081962585,0.35288307070732117,0.33719199895858765,0.21183714270591736,0.3566088080406189,0.22250142693519592,0.4645031690597534,0.24812842905521393,0.3566088080406189,0.2811720371246338,0.4130953550338745
