,of,what,does,the,covalent,double,bond,result,from,?
as,0.3886612355709076,0.31749409437179565,0.31202155351638794,0.48381632566452026,0.24039144814014435,0.20162899792194366,0.23906074464321136,0.2939164340496063,0.3251767158508301,0.27043893933296204
a,0.5052502155303955,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2739980220794678,0.2448195219039917,0.2513032853603363,0.2767398953437805,0.322764128446579,0.23916715383529663
covalent,0.26652684807777405,0.23039290308952332,0.2635672688484192,0.205012708902359,1.0000001192092896,0.29636427760124207,0.5347656607627869,0.22797060012817383,0.19438736140727997,0.20853163301944733
double,0.18580502271652222,0.16209302842617035,0.16429686546325684,0.21355170011520386,0.29636427760124207,1.0000001192092896,0.31216666102409363,0.1529431790113449,0.1464868187904358,0.10017921775579453
bond,0.16458465158939362,0.19208040833473206,0.19264909625053406,0.17178761959075928,0.5347656607627869,0.31216666102409363,1.0000001192092896,0.21754954755306244,0.13677173852920532,0.13208535313606262
that,0.41498205065727234,0.6297725439071655,0.4764937460422516,0.5473989248275757,0.2994769513607025,0.2372189164161682,0.1296890825033188,0.3031747341156006,0.3477667272090912,0.32716336846351624
results,0.19509612023830414,0.2425258755683899,0.2552628517150879,0.2863679826259613,0.26828789710998535,0.14780005812644958,0.1618298888206482,0.5997092127799988,0.21420656144618988,0.21797199547290802
from,0.4249346852302551,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.19438736140727997,0.1464868187904358,0.13677173852920532,0.2199978530406952,1.0,0.19969791173934937
the,0.733189046382904,0.42745697498321533,0.35928019881248474,1.0,0.205012708902359,0.21355170011520386,0.17178761959075928,0.27778977155685425,0.40150508284568787,0.22068053483963013
filling,0.23377564549446106,0.2489190697669983,0.23492635786533356,0.27447065711021423,0.24883754551410675,0.2592582702636719,0.1948903650045395,0.1570749282836914,0.17783865332603455,0.21185900270938873
of,1.0,0.33290785551071167,0.3119818866252899,0.733189046382904,0.26652684807777405,0.18580502271652222,0.16458465158939362,0.231380432844162,0.4249346852302551,0.1826142966747284
molecular,0.28562790155410767,0.20577901601791382,0.13434258103370667,0.23136529326438904,0.4826233983039856,0.25001266598701477,0.33877912163734436,0.19719551503658295,0.15791122615337372,0.1327144205570221
orbitals,0.21017666161060333,0.2508775591850281,0.17359313368797302,0.18628978729248047,0.5524657368659973,0.21587535738945007,0.39160433411598206,0.20827527344226837,0.14028224349021912,0.20797790586948395
formed,0.2871689796447754,0.15451857447624207,0.060901425778865814,0.28813210129737854,0.3326483368873596,0.15097789466381073,0.18885016441345215,0.25607648491859436,0.26482728123664856,0.09686966985464096
from,0.4249346852302551,0.2737620174884796,0.1777622550725937,0.40150508284568787,0.19438736140727997,0.1464868187904358,0.13677173852920532,0.2199978530406952,1.0,0.19969791173934937
the,0.733189046382904,0.42745697498321533,0.35928019881248474,1.0,0.205012708902359,0.21355170011520386,0.17178761959075928,0.27778977155685425,0.40150508284568787,0.22068053483963013
atomic,0.2374633401632309,0.24257957935333252,0.1649709939956665,0.20241498947143555,0.44909560680389404,0.13563911616802216,0.2619328498840332,0.18266107141971588,0.07464712858200073,0.16654692590236664
orbitals,0.21017666161060333,0.2508775591850281,0.17359313368797302,0.18628978729248047,0.5524657368659973,0.21587535738945007,0.39160433411598206,0.20827527344226837,0.14028224349021912,0.20797790586948395
of,1.0,0.33290785551071167,0.3119818866252899,0.733189046382904,0.26652684807777405,0.18580502271652222,0.16458465158939362,0.231380432844162,0.4249346852302551,0.1826142966747284
the,0.733189046382904,0.42745697498321533,0.35928019881248474,1.0,0.205012708902359,0.21355170011520386,0.17178761959075928,0.27778977155685425,0.40150508284568787,0.22068053483963013
individual,0.3372420072555542,0.34021541476249695,0.22296877205371857,0.3706541955471039,0.2738629877567291,0.22218134999275208,0.19362792372703552,0.2601376175880432,0.21223993599414825,0.2058374285697937
oxygen,0.16848602890968323,0.16781960427761078,0.2380215972661972,0.20428593456745148,0.4691994786262512,0.1717507690191269,0.30479973554611206,0.12991750240325928,0.23457925021648407,0.16786395013332367
atoms,0.20656298100948334,0.2511626183986664,0.20061135292053223,0.1997222602367401,0.6256788969039917,0.2749846577644348,0.46152833104133606,0.20605170726776123,0.18694515526294708,0.17423541843891144
",",0.4946078956127167,0.3087472915649414,0.28617382049560547,0.4933079481124878,0.29946169257164,0.22470229864120483,0.2016325443983078,0.23341737687587738,0.39760664105415344,0.31091248989105225
the,0.733189046382904,0.42745697498321533,0.35928019881248474,1.0,0.205012708902359,0.21355170011520386,0.17178761959075928,0.27778977155685425,0.40150508284568787,0.22068053483963013
filling,0.23377564549446106,0.2489190697669983,0.23492635786533356,0.27447065711021423,0.24883754551410675,0.2592582702636719,0.1948903650045395,0.1570749282836914,0.17783865332603455,0.21185900270938873
of,1.0,0.33290785551071167,0.3119818866252899,0.733189046382904,0.26652684807777405,0.18580502271652222,0.16458465158939362,0.231380432844162,0.4249346852302551,0.1826142966747284
which,0.5011631846427917,0.5261979103088379,0.39111801981925964,0.6521818041801453,0.3437168002128601,0.2807128131389618,0.20225228369235992,0.31989866495132446,0.38755592703819275,0.25814583897590637
results,0.19509612023830414,0.2425258755683899,0.2552628517150879,0.2863679826259613,0.26828789710998535,0.14780005812644958,0.1618298888206482,0.5997092127799988,0.21420656144618988,0.21797199547290802
in,0.5696388483047485,0.30808621644973755,0.214483380317688,0.6662389636039734,0.22665461897850037,0.1451583355665207,0.2135949283838272,0.25670310854911804,0.4274188280105591,0.20430970191955566
a,0.5052502155303955,0.3320399522781372,0.38201746344566345,0.5829201340675354,0.2739980220794678,0.2448195219039917,0.2513032853603363,0.2767398953437805,0.322764128446579,0.23916715383529663
bond,0.16458465158939362,0.19208040833473206,0.19264909625053406,0.17178761959075928,0.5347656607627869,0.31216666102409363,1.0000001192092896,0.21754954755306244,0.13677173852920532,0.13208535313606262
order,0.31287699937820435,0.16634008288383484,0.25689154863357544,0.3284194767475128,0.16923682391643524,0.15044838190078735,0.10485438257455826,0.1456030309200287,0.1814235895872116,0.13725648820400238
of,1.0,0.33290785551071167,0.3119818866252899,0.733189046382904,0.26652684807777405,0.18580502271652222,0.16458465158939362,0.231380432844162,0.4249346852302551,0.1826142966747284
two,0.37726253271102905,0.23363454639911652,0.2100418359041214,0.43858039379119873,0.3302302658557892,0.328250914812088,0.2938443422317505,0.18018943071365356,0.25732070207595825,0.19645625352859497
.,0.5352458953857422,0.3567904531955719,0.3022993505001068,0.5934505462646484,0.31337636709213257,0.22321613132953644,0.2628142833709717,0.31092435121536255,0.41536515951156616,0.4130953550338745
