,in,the,layered,model,of,the,earth,",",the,mantle,has,two,layers,below,it,.,what,are,they,?
within,0.40576374530792236,0.39827480912208557,0.20351143181324005,0.15686427056789398,0.39594778418540955,0.39827480912208557,0.2043885588645935,0.2513136863708496,0.39827480912208557,0.2227635532617569,0.30466988682746887,0.29626569151878357,0.2504281997680664,0.20886866748332977,0.31596240401268005,0.2984525263309479,0.2498195916414261,0.3069663643836975,0.2779225707054138,0.1870293766260147
itself,0.28042417764663696,0.45971640944480896,0.17537160217761993,0.1778433620929718,0.3157202899456024,0.45971640944480896,0.2231949269771576,0.2783147692680359,0.45971640944480896,0.16481105983257294,0.3172355592250824,0.20429623126983643,0.22664691507816315,0.21465127170085907,0.5190377831459045,0.28960058093070984,0.3625122308731079,0.23437081277370453,0.28969988226890564,0.17933900654315948
by,0.370934396982193,0.4408751428127289,0.1395932286977768,0.12459231913089752,0.3646814823150635,0.4408751428127289,0.1861492097377777,0.3680937886238098,0.4408751428127289,0.17002105712890625,0.3254803419113159,0.33852577209472656,0.12565156817436218,0.197980597615242,0.40926623344421387,0.3936232924461365,0.2455483376979828,0.37842893600463867,0.3391372263431549,0.17966607213020325
seismic,0.16563263535499573,0.22985544800758362,0.28295302391052246,0.17495548725128174,0.23986764252185822,0.22985544800758362,0.37750980257987976,0.18039323389530182,0.22985544800758362,0.3529616594314575,0.16997316479682922,0.20930646359920502,0.33352139592170715,0.21670372784137726,0.1838502287864685,0.14893947541713715,0.24362105131149292,0.178167924284935,0.16946807503700256,0.18033616244792938
discontinuities,0.23936352133750916,0.29563742876052856,0.24392659962177277,0.3642362654209137,0.24699506163597107,0.29563742876052856,0.2301068902015686,0.2849874794483185,0.29563742876052856,0.21288833022117615,0.1819356381893158,0.28689178824424744,0.2682352066040039,0.29117485880851746,0.296417236328125,0.24571827054023743,0.27652230858802795,0.26533833146095276,0.2199302464723587,0.23700280487537384
at,0.4374977946281433,0.457212895154953,0.183242067694664,0.15189559757709503,0.42558613419532776,0.457212895154953,0.14618435502052307,0.38314947485923767,0.457212895154953,0.14540928602218628,0.2743658423423767,0.32178381085395813,0.14708690345287323,0.24354472756385803,0.36473900079727173,0.4549728035926819,0.2838611304759979,0.2074895054101944,0.29493749141693115,0.21978627145290375
410,0.22765569388866425,0.2887737452983856,0.057542938739061356,-0.04193365201354027,0.27827516198158264,0.2887737452983856,0.12042674422264099,0.17406627535820007,0.2887737452983856,0.028926435858011246,0.15638481080532074,0.15865804255008698,0.07873240858316422,0.1344033181667328,0.19101712107658386,0.15520089864730835,0.11870669573545456,0.2554672062397003,0.22401273250579834,0.02301076613366604
and,0.4954058527946472,0.5171257257461548,0.2545626163482666,0.22216768562793732,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.6633074283599854,0.5171257257461548,0.19090498983860016,0.43716782331466675,0.4671151638031006,0.2688858211040497,0.2736442983150482,0.40957894921302795,0.588965117931366,0.31309178471565247,0.48576638102531433,0.5073080658912659,0.20544172823429108
660,0.008569775149226189,0.08328894525766373,0.09488644450902939,-0.10130904614925385,0.15483292937278748,0.08328894525766373,0.05758852884173393,-0.014563936740159988,0.08328894525766373,0.018188102170825005,-0.032435912638902664,-0.017316920682787895,0.11408138275146484,0.05807628855109215,0.06471919268369675,0.007895843125879765,0.05490385740995407,0.13675010204315186,0.09510984271764755,-0.023585868999361992
kilometers,0.3013875186443329,0.3189322352409363,0.20416463911533356,0.09772597998380661,0.26878124475479126,0.3189322352409363,0.2968935966491699,0.24683520197868347,0.3189322352409363,0.2559438645839691,0.2532622516155243,0.22796285152435303,0.24702487885951996,0.1816568523645401,0.32088375091552734,0.23192454874515533,0.1880730390548706,0.22391699254512787,0.18990249931812286,0.09704750031232834
),0.3326910734176636,0.3456730246543884,0.12274517863988876,0.18309912085533142,0.3680361211299896,0.3456730246543884,0.18219341337680817,0.63033527135849,0.3456730246543884,0.15752547979354858,0.26944878697395325,0.24161455035209656,0.09614861756563187,0.2348279356956482,0.28560304641723633,0.5363735556602478,0.26259949803352356,0.2373749315738678,0.22818082571029663,0.42300865054130554
",",0.5201468467712402,0.4933079481124878,0.1762612760066986,0.244965597987175,0.4946078956127167,0.4933079481124878,0.23186853528022766,1.0000001192092896,0.4933079481124878,0.15361756086349487,0.3734780251979828,0.35859420895576477,0.1578376442193985,0.29792070388793945,0.48329564929008484,0.6812511086463928,0.3087472915649414,0.4062570035457611,0.390799880027771,0.31091248989105225
and,0.4954058527946472,0.5171257257461548,0.2545626163482666,0.22216768562793732,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.6633074283599854,0.5171257257461548,0.19090498983860016,0.43716782331466675,0.4671151638031006,0.2688858211040497,0.2736442983150482,0.40957894921302795,0.588965117931366,0.31309178471565247,0.48576638102531433,0.5073080658912659,0.20544172823429108
the,0.6662389636039734,1.0,0.2035854160785675,0.14028635621070862,0.733189046382904,1.0,0.2801888585090637,0.4933079481124878,1.0,0.24731530249118805,0.4177538752555847,0.43858039379119873,0.24930399656295776,0.2930138111114502,0.6251175999641418,0.5934505462646484,0.42745697498321533,0.40399202704429626,0.49925389885902405,0.22068053483963013
outer,0.2098662108182907,0.3022986054420471,0.4059828817844391,0.060680683702230453,0.26699039340019226,0.3022986054420471,0.3503085672855377,0.19833563268184662,0.3022986054420471,0.39465805888175964,0.1964912712574005,0.2445731908082962,0.44964364171028137,0.25098180770874023,0.24907033145427704,0.24133025109767914,0.2157491147518158,0.2646065056324005,0.2544608414173126,0.06864649802446365
core,0.16659320890903473,0.21890558302402496,0.3206200897693634,0.22370631992816925,0.2545962929725647,0.21890558302402496,0.31014180183410645,0.22361785173416138,0.21890558302402496,0.31731802225112915,0.21051231026649475,0.16260065138339996,0.34864288568496704,0.19506917893886566,0.24200467765331268,0.20096416771411896,0.2474994957447052,0.2276216447353363,0.1789579689502716,0.20309162139892578
and,0.4954058527946472,0.5171257257461548,0.2545626163482666,0.22216768562793732,0.5116966962814331,0.5171257257461548,0.27524080872535706,0.6633074283599854,0.5171257257461548,0.19090498983860016,0.43716782331466675,0.4671151638031006,0.2688858211040497,0.2736442983150482,0.40957894921302795,0.588965117931366,0.31309178471565247,0.48576638102531433,0.5073080658912659,0.20544172823429108
inner,0.22538623213768005,0.2790820598602295,0.3547295033931732,0.07930926978588104,0.2847692370414734,0.2790820598602295,0.2092355489730835,0.20530863106250763,0.2790820598602295,0.34175676107406616,0.15020737051963806,0.19968794286251068,0.35218244791030884,0.2591014802455902,0.22112290561199188,0.22710131108760834,0.226011261343956,0.23264755308628082,0.22334681451320648,0.10395674407482147
core,0.16659320890903473,0.21890558302402496,0.3206200897693634,0.22370631992816925,0.2545962929725647,0.21890558302402496,0.31014180183410645,0.22361785173416138,0.21890558302402496,0.31731802225112915,0.21051231026649475,0.16260065138339996,0.34864288568496704,0.19506917893886566,0.24200467765331268,0.20096416771411896,0.2474994957447052,0.2276216447353363,0.1789579689502716,0.20309162139892578
below,0.29600706696510315,0.2930138111114502,0.23911896347999573,0.09251513332128525,0.23283669352531433,0.2930138111114502,0.1939532309770584,0.29792070388793945,0.2930138111114502,0.34243807196617126,0.24083596467971802,0.2399785965681076,0.3010939061641693,1.0,0.23817914724349976,0.2445746809244156,0.23541416227817535,0.34338876605033875,0.1863834410905838,0.17692236602306366
that,0.435920387506485,0.5473989248275757,0.22354429960250854,0.16250061988830566,0.41498205065727234,0.5473989248275757,0.33014219999313354,0.4137537479400635,0.5473989248275757,0.2387177050113678,0.41272613406181335,0.3858162462711334,0.2675095498561859,0.38739874958992004,0.5921133160591125,0.4460422694683075,0.6297725439071655,0.45265161991119385,0.5710820555686951,0.32716336846351624
.,0.5591574311256409,0.5934505462646484,0.20024040341377258,0.1938832700252533,0.5352458953857422,0.5934505462646484,0.2542925775051117,0.6812511086463928,0.5934505462646484,0.16694815456867218,0.4105546176433563,0.3524959683418274,0.16325189173221588,0.2445746809244156,0.5593622326850891,1.0000001192092896,0.3567904531955719,0.3452940285205841,0.4510921239852905,0.4130953550338745
