,which,tv,network,broadcasted,super,bowl,50,in,spanish,?
reached,0.22089211642742157,0.131010964512825,0.12147348374128342,0.1881769895553589,0.17897918820381165,0.11242140829563141,0.0645744577050209,0.24389809370040894,0.1302991807460785,0.1518019139766693
an,0.3611921966075897,0.14825421571731567,0.22587502002716064,0.20675624907016754,0.09755856543779373,0.13908697664737701,0.02188069000840187,0.2605783939361572,0.12465652078390121,0.19793890416622162
agreement,0.24597544968128204,0.09581227600574493,0.22367006540298462,0.22160202264785767,0.0897979587316513,0.04541914910078049,0.07024630904197693,0.20350398123264313,0.13748082518577576,0.15830197930335999
with,0.46403205394744873,0.17663881182670593,0.2153671681880951,0.20075882971286774,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.4080928862094879,0.09756194055080414,0.2433311939239502
cbs,0.18413257598876953,0.5679857730865479,0.4702880382537842,0.5760074257850647,0.23111854493618011,0.2528696060180664,-0.030295440927147865,0.17584392428398132,0.1346147358417511,0.14594407379627228
and,0.506277859210968,0.2652006149291992,0.27591994404792786,0.26228389143943787,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.4954058527946472,0.27494850754737854,0.20544172823429108
the,0.6521818041801453,0.20034731924533844,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,0.23213517665863037,0.22068053483963013
nfl,0.1353975087404251,0.3075942099094391,0.31300151348114014,0.3075805902481079,0.319060355424881,0.48354101181030273,-0.06279195845127106,0.12599408626556396,0.08393251150846481,0.10610254108905792
to,0.5345056653022766,0.1854887306690216,0.25940340757369995,0.17833445966243744,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.45010748505592346,0.18265971541404724,0.29463258385658264
be,0.476310670375824,0.19157755374908447,0.21879678964614868,0.18074145913124084,0.1880253106355667,0.18567830324172974,0.015184788033366203,0.3481820821762085,0.14931170642375946,0.3324260413646698
the,0.6521818041801453,0.20034731924533844,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,0.23213517665863037,0.22068053483963013
exclusive,0.3090191185474396,0.22487163543701172,0.2375565767288208,0.23801545798778534,0.22221724689006805,0.142356738448143,-0.043169088661670685,0.22319824993610382,0.10142046213150024,0.14308638870716095
spanish-language,0.30471208691596985,0.17469121515750885,0.1830664426088333,0.22231638431549072,0.19725488126277924,0.1616920679807663,0.022910142317414284,0.22875188291072845,0.7293947339057922,0.3208416700363159
broadcaster,0.17707239091396332,0.4629287123680115,0.43449291586875916,0.908177375793457,0.12302890419960022,0.20628823339939117,-0.07450509816408157,0.21398968994617462,0.19873589277267456,0.13187550008296967
of,0.5011631846427917,0.19364769756793976,0.21800683438777924,0.19824101030826569,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.5696388483047485,0.1623179167509079,0.1826142966747284
the,0.6521818041801453,0.20034731924533844,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,0.23213517665863037,0.22068053483963013
game,0.23652023077011108,0.32472875714302063,0.2793661653995514,0.29945844411849976,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.23986028134822845,0.18425396084785461,0.1829071193933487
",",0.3658004403114319,0.2778550088405609,0.1932937651872635,0.2912312150001526,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.5201468467712402,0.2153884321451187,0.31091248989105225
marking,0.3267097771167755,0.08449426293373108,0.09250567853450775,0.17827914655208588,0.08591137081384659,0.12765546143054962,0.003609259147197008,0.2537159323692322,0.13009774684906006,0.12772339582443237
the,0.6521818041801453,0.20034731924533844,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,0.23213517665863037,0.22068053483963013
third,0.29048746824264526,0.16025583446025848,0.1316571980714798,0.10961325466632843,0.25203296542167664,0.16511911153793335,0.09091969579458237,0.3309578001499176,0.1242855042219162,0.15394791960716248
dedicated,0.259806752204895,0.05444575473666191,0.13878649473190308,0.1984020322561264,0.03693271055817604,0.08388277143239975,0.02278900146484375,0.20924530923366547,0.11378905922174454,0.12950462102890015
spanish-language,0.30471208691596985,0.17469121515750885,0.1830664426088333,0.22231638431549072,0.19725488126277924,0.1616920679807663,0.022910142317414284,0.22875188291072845,0.7293947339057922,0.3208416700363159
broadcast,0.26385819911956787,0.5626955032348633,0.5386998653411865,0.8838672637939453,0.1449931412935257,0.18237876892089844,-0.01586120016872883,0.26723843812942505,0.14674776792526245,0.15760008990764618
of,0.5011631846427917,0.19364769756793976,0.21800683438777924,0.19824101030826569,0.14718765020370483,0.2243070751428604,0.006577443331480026,0.5696388483047485,0.1623179167509079,0.1826142966747284
the,0.6521818041801453,0.20034731924533844,0.27187061309814453,0.25896134972572327,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.6662389636039734,0.23213517665863037,0.22068053483963013
super,0.25759580731391907,0.2682373523712158,0.1618313491344452,0.14043700695037842,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.18576006591320038,0.14278285205364227,0.166326642036438
bowl,0.23468568921089172,0.1964709460735321,0.1329011172056198,0.20061743259429932,0.4848237931728363,1.0,0.005446359980851412,0.17236235737800598,0.13489693403244019,0.21118052303791046
.,0.45942068099975586,0.27196308970451355,0.23909442126750946,0.24427583813667297,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.5591574311256409,0.18907511234283447,0.4130953550338745
