,in,what,year,did,a,doctor,first,become,nominated,for,a,best,actor,award,?
be,0.3481820821762085,0.3929833769798279,0.2296248972415924,0.22657383978366852,0.39883795380592346,0.1729569286108017,0.29818081855773926,0.4037199020385742,0.23365472257137299,0.3801851272583008,0.39883795380592346,0.17279642820358276,0.1264316588640213,0.16230110824108124,0.3324260413646698
nominated,0.17825894057750702,0.16956520080566406,0.2324734926223755,0.18860161304473877,0.21855126321315765,0.1173943355679512,0.22881580889225006,0.20661957561969757,1.0,0.4048205018043518,0.21855126321315765,0.44066834449768066,0.32267436385154724,0.5525957345962524,0.23086711764335632
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.44038116931915283,0.1556548923254013,0.3800288736820221,0.3047906458377838,0.4048205018043518,0.9999999403953552,0.44038116931915283,0.45128104090690613,0.2464170902967453,0.33284175395965576,0.264628142118454
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,1.0,0.22883038222789764,0.4287874400615692,0.3215816617012024,0.21855126321315765,0.44038116931915283,1.0,0.2547774314880371,0.19491945207118988,0.20049746334552765,0.23916715383529663
bafta,0.2059222161769867,0.20731009542942047,0.22693844139575958,0.17494283616542816,0.13851748406887054,0.18071195483207703,0.16529080271720886,0.09706321358680725,0.5395811796188354,0.3220202922821045,0.13851748406887054,0.43743759393692017,0.41900768876075745,0.659731388092041,0.19733621180057526
television,0.2689782977104187,0.19838058948516846,0.19048495590686798,0.17055591940879822,0.22552843391895294,0.31410008668899536,0.2787016034126282,0.16106165945529938,0.24035117030143738,0.27045196294784546,0.22552843391895294,0.28448715806007385,0.5045640468597412,0.34563982486724854,0.16825827956199646
award,0.23376452922821045,0.15951679646968842,0.3356934189796448,0.19671815633773804,0.20049746334552765,0.14153583347797394,0.2244419902563095,0.13246019184589386,0.5525957345962524,0.33284175395965576,0.20049746334552765,0.5186157822608948,0.30538707971572876,1.0,0.18240714073181152
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.44038116931915283,0.1556548923254013,0.3800288736820221,0.3047906458377838,0.4048205018043518,0.9999999403953552,0.44038116931915283,0.45128104090690613,0.2464170902967453,0.33284175395965576,0.264628142118454
best,0.2813531160354614,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.2547774314880371,0.1909310668706894,0.33389225602149963,0.16693274676799774,0.44066834449768066,0.45128104090690613,0.2547774314880371,0.9999999403953552,0.3703126311302185,0.5186157822608948,0.2799045741558075
actor,0.1778985857963562,0.1445341259241104,0.11237943917512894,0.1412018984556198,0.19491945207118988,0.24602581560611725,0.15891550481319427,0.16031178832054138,0.32267436385154724,0.2464170902967453,0.19491945207118988,0.3703126311302185,1.0,0.30538707971572876,0.16922013461589813
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.3739250600337982,0.21673844754695892,0.3167642652988434,0.3416603207588196,0.2143762856721878,0.5064792633056641,0.3739250600337982,0.30328524112701416,0.22134684026241302,0.2334289401769638,0.20544172823429108
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.539380669593811,0.25567495822906494,0.4127444326877594,0.23238378763198853,0.17825894057750702,0.4322226941585541,0.539380669593811,0.2813531160354614,0.1778985857963562,0.23376452922821045,0.20430970191955566
2016,0.05308714509010315,0.10915659368038177,0.10234657675027847,0.1935887485742569,0.010574642568826675,-0.055056627839803696,0.03759026899933815,0.045383088290691376,-0.1394999921321869,0.054391246289014816,0.010574642568826675,-0.06635919958353043,-0.2618999481201172,0.015608738176524639,-0.12147852033376694
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.427140474319458,0.20407600700855255,0.34503069519996643,0.29676204919815063,0.2839058041572571,0.4464869201183319,0.427140474319458,0.3461092710494995,0.29684963822364807,0.25078102946281433,0.31091248989105225
michelle,0.20079605281352997,0.173698291182518,0.16437430679798126,0.1526857167482376,0.21736297011375427,0.17891113460063934,0.2555094361305237,0.19533231854438782,0.18429246544837952,0.11818166822195053,0.21736297011375427,0.16425777971744537,0.24646008014678955,0.21807518601417542,0.1274711787700653
gomez,0.17257879674434662,0.13255628943443298,0.1742415577173233,0.19152656197547913,0.17227217555046082,0.18746910989284515,0.16241829097270966,0.05464976280927658,0.18035057187080383,0.18917463719844818,0.17227217555046082,0.22852249443531036,0.2815989553928375,0.22880928218364716,0.15177766978740692
became,0.31047213077545166,0.1434093862771988,0.28121209144592285,0.3632316589355469,0.28774285316467285,0.11620187759399414,0.37862223386764526,0.6258460283279419,0.1533169448375702,0.3017078936100006,0.28774285316467285,0.21389834582805634,0.1770850270986557,0.2082284688949585,0.11374033987522125
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.2820442318916321,0.49448907375335693,0.31731709837913513,0.22135822474956512,0.4739971458911896,0.5829201340675354,0.3134109377861023,0.1662968546152115,0.24073810875415802,0.22068053483963013
first,0.4127444326877594,0.28086137771606445,0.3099139928817749,0.33691170811653137,0.4287874400615692,0.27244147658348083,1.0,0.2765450179576874,0.22881580889225006,0.3800288736820221,0.4287874400615692,0.33389225602149963,0.15891550481319427,0.2244419902563095,0.18701928853988647
female,0.1986217200756073,0.14235767722129822,0.22485977411270142,0.10207684338092804,0.22815600037574768,0.16167813539505005,0.2493978887796402,0.24915876984596252,0.22658178210258484,0.23349101841449738,0.22815600037574768,0.28346002101898193,0.13044896721839905,0.19213013350963593,0.17839525640010834
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.45503583550453186,0.22950075566768646,0.3792489171028137,0.36996012926101685,0.20610158145427704,0.4451248347759247,0.45503583550453186,0.21715646982192993,0.1384582221508026,0.14828933775424957,0.29463258385658264
receive,0.19334688782691956,0.20392422378063202,0.2354041337966919,0.30751872062683105,0.25780048966407776,0.21992804110050201,0.2434484362602234,0.3683130741119385,0.23880408704280853,0.31519460678100586,0.25780048966407776,0.18371248245239258,0.13014426827430725,0.3525088131427765,0.1652119904756546
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,1.0,0.22883038222789764,0.4287874400615692,0.3215816617012024,0.21855126321315765,0.44038116931915283,1.0,0.2547774314880371,0.19491945207118988,0.20049746334552765,0.23916715383529663
bafta,0.2059222161769867,0.20731009542942047,0.22693844139575958,0.17494283616542816,0.13851748406887054,0.18071195483207703,0.16529080271720886,0.09706321358680725,0.5395811796188354,0.3220202922821045,0.13851748406887054,0.43743759393692017,0.41900768876075745,0.659731388092041,0.19733621180057526
nomination,0.1623278558254242,0.25682130455970764,0.2540886104106903,0.22322870790958405,0.25132694840431213,0.09745554625988007,0.21774142980575562,0.2187921702861786,0.7770196795463562,0.3717750012874603,0.25132694840431213,0.3723510801792145,0.26501789689064026,0.4920116364955902,0.326166570186615
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.44038116931915283,0.1556548923254013,0.3800288736820221,0.3047906458377838,0.4048205018043518,0.9999999403953552,0.44038116931915283,0.45128104090690613,0.2464170902967453,0.33284175395965576,0.264628142118454
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.2820442318916321,0.49448907375335693,0.31731709837913513,0.22135822474956512,0.4739971458911896,0.5829201340675354,0.3134109377861023,0.1662968546152115,0.24073810875415802,0.22068053483963013
series,0.2914260923862457,0.17328087985515594,0.2600080966949463,0.15581852197647095,0.23966510593891144,0.2712797522544861,0.3264976441860199,0.1698005050420761,0.21767517924308777,0.2715710699558258,0.23966510593891144,0.3025350868701935,0.26841604709625244,0.3122923970222473,0.1709602326154709
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.427140474319458,0.20407600700855255,0.34503069519996643,0.29676204919815063,0.2839058041572571,0.4464869201183319,0.427140474319458,0.3461092710494995,0.29684963822364807,0.25078102946281433,0.31091248989105225
getting,0.2387998104095459,0.3483720123767853,0.1949993520975113,0.2899051010608673,0.2823704481124878,0.2192469835281372,0.1821233034133911,0.325521320104599,0.16671086847782135,0.34310558438301086,0.2823704481124878,0.1711832731962204,0.16421522200107574,0.13998964428901672,0.28468504548072815
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,1.0,0.22883038222789764,0.4287874400615692,0.3215816617012024,0.21855126321315765,0.44038116931915283,1.0,0.2547774314880371,0.19491945207118988,0.20049746334552765,0.23916715383529663
best,0.2813531160354614,0.3036847710609436,0.2702539265155792,0.25550925731658936,0.2547774314880371,0.1909310668706894,0.33389225602149963,0.16693274676799774,0.44066834449768066,0.45128104090690613,0.2547774314880371,0.9999999403953552,0.3703126311302185,0.5186157822608948,0.2799045741558075
supporting,0.22630879282951355,0.20305950939655304,0.18647129833698273,0.23633332550525665,0.24694718420505524,0.1251794397830963,0.18712063133716583,0.17334403097629547,0.46403637528419495,0.46186432242393494,0.24694718420505524,0.49620214104652405,0.37928056716918945,0.4611679017543793,0.2258012592792511
actress,0.22754959762096405,0.17165528237819672,0.15360988676548004,0.13167043030261993,0.19769038259983063,0.23929369449615479,0.19586046040058136,0.11068524420261383,0.3180733025074005,0.20116308331489563,0.19769038259983063,0.3775967061519623,0.6358423829078674,0.3474014401435852,0.17259088158607483
nomination,0.1623278558254242,0.25682130455970764,0.2540886104106903,0.22322870790958405,0.25132694840431213,0.09745554625988007,0.21774142980575562,0.2187921702861786,0.7770196795463562,0.3717750012874603,0.25132694840431213,0.3723510801792145,0.26501789689064026,0.4920116364955902,0.326166570186615
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.44038116931915283,0.1556548923254013,0.3800288736820221,0.3047906458377838,0.4048205018043518,0.9999999403953552,0.44038116931915283,0.45128104090690613,0.2464170902967453,0.33284175395965576,0.264628142118454
her,0.30892789363861084,0.2733216881752014,0.20461054146289825,0.3056010603904724,0.29850003123283386,0.34635496139526367,0.2701288163661957,0.2526189088821411,0.2325688749551773,0.2635703980922699,0.29850003123283386,0.2558458149433136,0.19881722331047058,0.23986738920211792,0.20310723781585693
work,0.2753349542617798,0.3762225806713104,0.18683093786239624,0.336654931306839,0.266241192817688,0.19520097970962524,0.24996063113212585,0.26962795853614807,0.24910995364189148,0.4087657630443573,0.266241192817688,0.34174221754074097,0.1587979793548584,0.25767722725868225,0.2621155381202698
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.39550232887268066,0.17422905564308167,0.33842000365257263,0.36734503507614136,0.2902778089046478,0.44774648547172546,0.39550232887268066,0.32800307869911194,0.2530336081981659,0.18954238295555115,0.27043893933296204
missy,0.2019672989845276,0.15755629539489746,0.21135878562927246,0.1992053985595703,0.24720944464206696,0.229420006275177,0.16797183454036713,0.07896143943071365,0.21229426562786102,0.1162252426147461,0.24720944464206696,0.18383942544460297,0.165343776345253,0.24420855939388275,0.26975369453430176
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.50484299659729,0.22361043095588684,0.4345304071903229,0.32859939336776733,0.253734290599823,0.4726039469242096,0.50484299659729,0.31068575382232666,0.19830204546451569,0.21118880808353424,0.4130953550338745
