,under,which,directive,did,the,eu,harmonize,restrictions,on,restrictions,on,marketing,and,advertising,?
to,0.27177539467811584,0.5345056653022766,0.3225650489330292,0.4452643394470215,0.535392165184021,0.1539587825536728,0.29748934507369995,0.36881786584854126,0.41031414270401,0.36881786584854126,0.41031414270401,0.2568511962890625,0.48971283435821533,0.23670101165771484,0.29463258385658264
forbid,0.23592519760131836,0.29497379064559937,0.18579262495040894,0.3532564043998718,0.24011290073394775,0.2425045222043991,0.13476447761058807,0.5134006142616272,0.2096049040555954,0.5134006142616272,0.2096049040555954,0.26659294962882996,0.2734144628047943,0.253601610660553,0.3301309645175934
conduct,0.17596027255058289,0.23502635955810547,0.3030720055103302,0.2147190421819687,0.24627962708473206,0.09566295892000198,0.30443274974823,0.2975100576877594,0.22611549496650696,0.2975100576877594,0.22611549496650696,0.15826183557510376,0.2281462550163269,0.16829346120357513,0.10856030136346817
that,0.26447200775146484,0.6894589066505432,0.2791611850261688,0.47518548369407654,0.5473989248275757,0.10275088250637054,0.2960343062877655,0.39437928795814514,0.42569106817245483,0.39437928795814514,0.42569106817245483,0.2417045384645462,0.4731321930885315,0.22476060688495636,0.32716336846351624
distorts,0.15623629093170166,0.3234831988811493,0.2346789389848709,0.21327084302902222,0.23533295094966888,0.10925688594579697,0.4214802384376526,0.2728496789932251,0.18410605192184448,0.2728496789932251,0.18410605192184448,0.21935737133026123,0.25480732321739197,0.1996811330318451,0.13793796300888062
average,0.13581468164920807,0.2536912262439728,0.12804321944713593,0.13524195551872253,0.27058175206184387,0.1466403305530548,0.15306410193443298,0.19365276396274567,0.2780454754829407,0.19365276396274567,0.2780454754829407,0.15272866189479828,0.2138829380273819,0.11092571169137955,0.21764592826366425
consumer,0.21291294693946838,0.28120625019073486,0.3010581135749817,0.172756165266037,0.2662927806377411,0.286612868309021,0.15843117237091064,0.35976430773735046,0.2080383002758026,0.35976430773735046,0.2080383002758026,0.5221023559570312,0.2877446413040161,0.418120801448822,0.20292067527770996
behaviour,0.10526226460933685,0.2983625531196594,0.27866265177726746,0.21657223999500275,0.2349986881017685,0.054822634905576706,0.36147618293762207,0.3443744480609894,0.22032074630260468,0.3443744480609894,0.22032074630260468,0.20500735938549042,0.2460092455148697,0.2229555994272232,0.22483104467391968
",",0.24875585734844208,0.3658004403114319,0.23691628873348236,0.3015086054801941,0.4933079481124878,0.1565755307674408,0.26624786853790283,0.2838693857192993,0.49057599902153015,0.2838693857192993,0.49057599902153015,0.23863698542118073,0.6633074283599854,0.24089011549949646,0.31091248989105225
is,0.21294879913330078,0.4457404911518097,0.2284500002861023,0.19247472286224365,0.5823672413825989,0.12234814465045929,0.17986060678958893,0.17476676404476166,0.3635730445384979,0.17476676404476166,0.3635730445384979,0.1984599083662033,0.3859752118587494,0.15747299790382385,0.22961433231830597
misleading,0.19197113811969757,0.3692038953304291,0.2784302532672882,0.24145668745040894,0.26428714394569397,0.18472646176815033,0.226180300116539,0.3930356204509735,0.22923922538757324,0.3930356204509735,0.22923922538757324,0.2884393632411957,0.292249470949173,0.35009896755218506,0.3808867335319519
or,0.24295192956924438,0.5105096101760864,0.27032849192619324,0.28211739659309387,0.4174870550632477,0.1964779645204544,0.21375170350074768,0.3247548043727875,0.2897229492664337,0.3247548043727875,0.2897229492664337,0.25771579146385193,0.4713204801082611,0.21584457159042358,0.32389625906944275
aggressive,0.13822628557682037,0.26947882771492004,0.23588444292545319,0.20164024829864502,0.19166512787342072,0.08775833249092102,0.23965410888195038,0.26436007022857666,0.15174178779125214,0.26436007022857666,0.15174178779125214,0.2530834376811981,0.2972680628299713,0.23452560603618622,0.16846291720867157
",",0.24875585734844208,0.3658004403114319,0.23691628873348236,0.3015086054801941,0.4933079481124878,0.1565755307674408,0.26624786853790283,0.2838693857192993,0.49057599902153015,0.2838693857192993,0.49057599902153015,0.23863698542118073,0.6633074283599854,0.24089011549949646,0.31091248989105225
and,0.3005301356315613,0.506277859210968,0.305280864238739,0.34479495882987976,0.5171257257461548,0.16977795958518982,0.2532128393650055,0.2769484221935272,0.4077630043029785,0.2769484221935272,0.4077630043029785,0.23927024006843567,1.0,0.19678813219070435,0.20544172823429108
sets,0.12081848084926605,0.2933466136455536,0.2870051860809326,0.1249794140458107,0.2320500761270523,0.09175096452236176,0.17623935639858246,0.2427678406238556,0.15848734974861145,0.2427678406238556,0.15848734974861145,0.18923667073249817,0.23491808772087097,0.18068958818912506,0.07869148254394531
out,0.30524444580078125,0.37864550948143005,0.16004475951194763,0.28413498401641846,0.39404502511024475,0.12065667659044266,0.16566699743270874,0.2873515784740448,0.39060163497924805,0.2873515784740448,0.39060163497924805,0.18166200816631317,0.3881998062133789,0.17883282899856567,0.22020699083805084
a,0.18317826092243195,0.56894451379776,0.2245989441871643,0.2552328109741211,0.5829201340675354,0.13932566344738007,0.23567746579647064,0.22060136497020721,0.3848365545272827,0.22060136497020721,0.3848365545272827,0.25779107213020325,0.3739250600337982,0.23148924112319946,0.23916715383529663
list,0.11231134086847305,0.22470195591449738,0.18793851137161255,0.13643468916416168,0.2863321602344513,0.04831129312515259,0.13920876383781433,0.23052822053432465,0.18396662175655365,0.23052822053432465,0.18396662175655365,0.09369584172964096,0.23656265437602997,0.18010516464710236,0.23630984127521515
of,0.32766106724739075,0.5011631846427917,0.2514270544052124,0.2513895630836487,0.733189046382904,0.1579294353723526,0.2278195470571518,0.23272474110126495,0.3966929316520691,0.23272474110126495,0.3966929316520691,0.19422414898872375,0.5116966962814331,0.1315132975578308,0.1826142966747284
examples,0.16597731411457062,0.38271647691726685,0.23411937057971954,0.19283179938793182,0.30092597007751465,0.10197839885950089,0.22592957317829132,0.33476540446281433,0.20380041003227234,0.33476540446281433,0.20380041003227234,0.15766723453998566,0.35639533400535583,0.12971240282058716,0.19976599514484406
that,0.26447200775146484,0.6894589066505432,0.2791611850261688,0.47518548369407654,0.5473989248275757,0.10275088250637054,0.2960343062877655,0.39437928795814514,0.42569106817245483,0.39437928795814514,0.42569106817245483,0.2417045384645462,0.4731321930885315,0.22476060688495636,0.32716336846351624
count,0.14463673532009125,0.1345900148153305,0.1632414311170578,0.18198063969612122,0.21435627341270447,0.2428101748228073,0.1679842472076416,0.17704421281814575,0.20273403823375702,0.17704421281814575,0.20273403823375702,0.1255282312631607,0.2053399533033371,0.13940471410751343,0.15563273429870605
as,0.29018887877464294,0.41006597876548767,0.27498379349708557,0.3596470057964325,0.48381632566452026,0.13827164471149445,0.22980737686157227,0.27719029784202576,0.36047765612602234,0.27719029784202576,0.36047765612602234,0.271618127822876,0.49487000703811646,0.26319393515586853,0.27043893933296204
unfair,0.14401161670684814,0.23159033060073853,0.22822147607803345,0.36290353536605835,0.20782865583896637,0.2153787761926651,0.2242746353149414,0.46043938398361206,0.23465955257415771,0.46043938398361206,0.23465955257415771,0.299003928899765,0.24532614648342133,0.3084217309951782,0.2510303556919098
.,0.2901604175567627,0.45942068099975586,0.27493321895599365,0.35288307070732117,0.5934505462646484,0.1552242487668991,0.24686415493488312,0.2609763741493225,0.49257001280784607,0.2609763741493225,0.49257001280784607,0.18305598199367523,0.588965117931366,0.2438061386346817,0.4130953550338745
