,what,organization,offers,monetary,awards,for,identifying,primes,with,at,least,100,million,digits,?
first,0.28086137771606445,0.2089657038450241,0.17740638554096222,0.1378139704465866,0.2405349761247635,0.3800288736820221,0.20105603337287903,0.2396741360425949,0.2691199779510498,0.3138778805732727,0.2720279097557068,0.058489952236413956,0.25332188606262207,0.15101730823516846,0.18701928853988647
discovering,0.22784562408924103,0.1792827844619751,0.15117284655570984,0.1560637503862381,0.17801199853420258,0.27687352895736694,0.39841675758361816,0.2234085649251938,0.25501182675361633,0.15711389482021332,0.15185877680778503,0.15837422013282776,0.14036329090595245,0.11946491152048111,0.12564857304096222
a,0.3320399522781372,0.2565373480319977,0.29487600922584534,0.18932966887950897,0.18129821121692657,0.44038116931915283,0.3078891634941101,0.21026647090911865,0.3783375024795532,0.3095070421695709,0.3442045748233795,0.20273639261722565,0.1811940222978592,0.24231687188148499,0.23916715383529663
prime,0.15586113929748535,0.0772920548915863,0.11948149651288986,0.23547297716140747,0.13932442665100098,0.17833133041858673,0.07302363216876984,0.7104739546775818,0.09384632855653763,0.15248191356658936,0.1213962510228157,0.013684866018593311,0.11346341669559479,0.2232404202222824,0.11276303976774216
with,0.2464839518070221,0.20152391493320465,0.2879253625869751,0.14293012022972107,0.18127527832984924,0.39140474796295166,0.3404839336872101,0.14664357900619507,0.9999999403953552,0.29126521944999695,0.2754864990711212,0.20915600657463074,0.1677010953426361,0.21353062987327576,0.2433311939239502
at,0.2838611304759979,0.11811204999685287,0.2703498601913452,0.13608571887016296,0.22142678499221802,0.34237727522850037,0.17850825190544128,0.1806667000055313,0.29126521944999695,1.0,0.3371123671531677,0.12787719070911407,0.189541757106781,0.11622350662946701,0.21978627145290375
least,0.3337163031101227,0.1806832253932953,0.16385643184185028,0.1709005981683731,0.17183808982372284,0.330973356962204,0.24203868210315704,0.22623638808727264,0.2754864990711212,0.3371123671531677,1.0000001192092896,0.24598975479602814,0.2883831560611725,0.2936136722564697,0.28866854310035706
10,0.11840458959341049,0.13742585480213165,0.12011794000864029,0.06020721420645714,0.0984143540263176,0.07862305641174316,0.08764886111021042,-0.07077106833457947,0.11515160650014877,0.09675513952970505,0.10991732776165009,0.020131872966885567,0.10982436686754227,-0.058897122740745544,0.022911956533789635
million,0.22197039425373077,0.1776210218667984,0.2166122943162918,0.23564991354942322,0.19443123042583466,0.18660776317119598,0.14849258959293365,0.14756251871585846,0.1677010953426361,0.189541757106781,0.2883831560611725,0.14680559933185577,0.9999999403953552,0.20826604962348938,0.23092924058437347
digits,0.17630699276924133,0.1367170661687851,0.10903618484735489,0.24857015907764435,0.1127181425690651,0.18096353113651276,0.3035189211368561,0.3283677101135254,0.21353062987327576,0.11622350662946701,0.2936136722564697,0.17794330418109894,0.20826604962348938,1.0,0.1597343236207962
.,0.3567904531955719,0.20656518638134003,0.1635449081659317,0.16326145827770233,0.24817058444023132,0.4726039469242096,0.2294604778289795,0.2564551830291748,0.4446153938770294,0.4549728035926819,0.3059629499912262,0.22238291800022125,0.26805803179740906,0.21126769483089447,0.4130953550338745
,what,organization,offers,monetary,awards,for,identifying,primes,with,at,least,100,million,digits,?
the,0.42745697498321533,0.311172217130661,0.21389935910701752,0.25381726026535034,0.22946466505527496,0.4739971458911896,0.2894144356250763,0.22359657287597656,0.4223487675189972,0.457212895154953,0.3428877890110016,0.16408909857273102,0.277012437582016,0.25475579500198364,0.22068053483963013
electronic,0.22059236466884613,0.2004612386226654,0.17702540755271912,0.19307613372802734,0.2666519284248352,0.22210001945495605,0.132620707154274,0.17131933569908142,0.15284349024295807,0.19313250482082367,0.07689506560564041,0.154069185256958,0.1566268801689148,0.20901481807231903,0.15534579753875732
frontier,0.23734928667545319,0.20425188541412354,0.1537853181362152,0.24081875383853912,0.17428679764270782,0.19194230437278748,0.13405197858810425,0.08077199012041092,0.1953584998846054,0.14477041363716125,0.10742971301078796,0.07474321126937866,0.1481335610151291,0.12741868197917938,0.13416144251823425
foundation,0.19225969910621643,0.42168551683425903,0.18907395005226135,0.2828437387943268,0.27390649914741516,0.2412533462047577,0.2423757165670395,0.07202844321727753,0.1950625628232956,0.1583106517791748,0.12878116965293884,0.19689369201660156,0.13838665187358856,0.034920454025268555,0.1791457086801529
also,0.42747777700424194,0.2551727294921875,0.25994449853897095,0.20521511137485504,0.2600935697555542,0.5373267531394958,0.3071494698524475,0.2720433473587036,0.44397303462028503,0.36980849504470825,0.3316672742366791,0.11430111527442932,0.23614312708377838,0.17699407041072845,0.21848613023757935
offers,0.1298302859067917,0.22332026064395905,1.0,0.15082935988903046,0.25327861309051514,0.33694595098495483,0.16420243680477142,0.13505013287067413,0.2879253625869751,0.2703498601913452,0.16385643184185028,0.12383806705474854,0.2166122943162918,0.10903618484735489,0.1211681216955185
$,0.24858909845352173,0.1939968317747116,0.2753004729747772,0.3267953097820282,0.16079957783222198,0.22711659967899323,0.1554318517446518,0.17846328020095825,0.18037788569927216,0.19577117264270782,0.20387767255306244,0.11211873590946198,0.5994373559951782,0.21784274280071259,0.2786129117012024
"150,000",0.13411518931388855,-0.006095873657613993,0.08849626034498215,0.08418211340904236,0.027802245691418648,0.06920107454061508,0.15110787749290466,0.03658479452133179,0.019413044676184654,-0.03550005331635475,-0.0028252373449504375,-0.027049636468291283,-0.07770812511444092,0.10881797224283218,-0.019906021654605865
and,0.31309178471565247,0.21951423585414886,0.3026537597179413,0.22672957181930542,0.24970239400863647,0.5064792633056641,0.24908587336540222,0.24551862478256226,0.5477725267410278,0.3571503460407257,0.28667816519737244,0.1960631012916565,0.22906863689422607,0.18602986633777618,0.20544172823429108
$,0.24858909845352173,0.1939968317747116,0.2753004729747772,0.3267953097820282,0.16079957783222198,0.22711659967899323,0.1554318517446518,0.17846328020095825,0.18037788569927216,0.19577117264270782,0.20387767255306244,0.11211873590946198,0.5994373559951782,0.21784274280071259,0.2786129117012024
"250,000",0.1819262057542801,0.025526681914925575,0.09812659025192261,0.08980274200439453,0.07224033772945404,0.08298858255147934,0.1896568387746811,0.04779573529958725,0.0027479161508381367,0.00927196815609932,0.0026690983213484287,-0.029912736266851425,-0.07993694394826889,0.1118769720196724,0.0352889820933342
for,0.3017193675041199,0.2952536344528198,0.33694595098495483,0.2445308417081833,0.3199397027492523,0.9999999403953552,0.28956499695777893,0.23085950314998627,0.39140474796295166,0.34237727522850037,0.330973356962204,0.1286492645740509,0.18660776317119598,0.18096353113651276,0.264628142118454
primes,0.2505246102809906,0.06920082122087479,0.13505013287067413,0.1609945297241211,0.20828406512737274,0.23085950314998627,0.1852748841047287,1.0,0.14664357900619507,0.1806667000055313,0.22623638808727264,0.20403489470481873,0.14756251871585846,0.3283677101135254,0.18851876258850098
with,0.2464839518070221,0.20152391493320465,0.2879253625869751,0.14293012022972107,0.18127527832984924,0.39140474796295166,0.3404839336872101,0.14664357900619507,0.9999999403953552,0.29126521944999695,0.2754864990711212,0.20915600657463074,0.1677010953426361,0.21353062987327576,0.2433311939239502
at,0.2838611304759979,0.11811204999685287,0.2703498601913452,0.13608571887016296,0.22142678499221802,0.34237727522850037,0.17850825190544128,0.1806667000055313,0.29126521944999695,1.0,0.3371123671531677,0.12787719070911407,0.189541757106781,0.11622350662946701,0.21978627145290375
least,0.3337163031101227,0.1806832253932953,0.16385643184185028,0.1709005981683731,0.17183808982372284,0.330973356962204,0.24203868210315704,0.22623638808727264,0.2754864990711212,0.3371123671531677,1.0000001192092896,0.24598975479602814,0.2883831560611725,0.2936136722564697,0.28866854310035706
100,0.16026288270950317,0.14497467875480652,0.12383806705474854,0.1284276396036148,0.18749304115772247,0.1286492645740509,0.25169578194618225,0.20403489470481873,0.20915600657463074,0.12787719070911407,0.24598975479602814,1.0,0.14680559933185577,0.17794330418109894,0.19397632777690887
million,0.22197039425373077,0.1776210218667984,0.2166122943162918,0.23564991354942322,0.19443123042583466,0.18660776317119598,0.14849258959293365,0.14756251871585846,0.1677010953426361,0.189541757106781,0.2883831560611725,0.14680559933185577,0.9999999403953552,0.20826604962348938,0.23092924058437347
digits,0.17630699276924133,0.1367170661687851,0.10903618484735489,0.24857015907764435,0.1127181425690651,0.18096353113651276,0.3035189211368561,0.3283677101135254,0.21353062987327576,0.11622350662946701,0.2936136722564697,0.17794330418109894,0.20826604962348938,1.0,0.1597343236207962
and,0.31309178471565247,0.21951423585414886,0.3026537597179413,0.22672957181930542,0.24970239400863647,0.5064792633056641,0.24908587336540222,0.24551862478256226,0.5477725267410278,0.3571503460407257,0.28667816519737244,0.1960631012916565,0.22906863689422607,0.18602986633777618,0.20544172823429108
1,-0.21266892552375793,-0.18412348628044128,-0.18323712050914764,-0.18710024654865265,-0.21752461791038513,-0.31088897585868835,-0.2910119593143463,-0.25417813658714294,-0.2545506954193115,-0.032697923481464386,-0.1662338674068451,-0.18858444690704346,-0.031195977702736855,-0.19344280660152435,-0.249979168176651
billion,0.262668639421463,0.1971268206834793,0.16904033720493317,0.3588293194770813,0.13401439785957336,0.18087230622768402,0.20152173936367035,0.1855192631483078,0.15145397186279297,0.17322641611099243,0.285396546125412,0.14798316359519958,0.7598853707313538,0.23337982594966888,0.25791820883750916
digits,0.17630699276924133,0.1367170661687851,0.10903618484735489,0.24857015907764435,0.1127181425690651,0.18096353113651276,0.3035189211368561,0.3283677101135254,0.21353062987327576,0.11622350662946701,0.2936136722564697,0.17794330418109894,0.20826604962348938,1.0,0.1597343236207962
",",0.3087472915649414,0.1819751113653183,0.23519472777843475,0.22782517969608307,0.27591487765312195,0.4464869201183319,0.20195230841636658,0.29003697633743286,0.4120737314224243,0.38314947485923767,0.28584957122802734,0.10963409394025803,0.24451690912246704,0.23698370158672333,0.31091248989105225
respectively,0.13204659521579742,0.15029795467853546,0.17416326701641083,0.1770172268152237,0.23119889199733734,0.23151183128356934,0.18565526604652405,0.24934373795986176,0.40220972895622253,0.20997761189937592,0.2846846878528595,0.17334198951721191,0.23416395485401154,0.29054367542266846,0.1307799071073532
.,0.3567904531955719,0.20656518638134003,0.1635449081659317,0.16326145827770233,0.24817058444023132,0.4726039469242096,0.2294604778289795,0.2564551830291748,0.4446153938770294,0.4549728035926819,0.3059629499912262,0.22238291800022125,0.26805803179740906,0.21126769483089447,0.4130953550338745
