,did,tesla,graduate,from,the,university,?
did,1.0,0.09757418930530548,0.17496390640735626,0.20248863101005554,0.34736719727516174,0.15114416182041168,0.3023456633090973
not,0.6481515765190125,0.12018213421106339,0.15860943496227264,0.2567668557167053,0.4310511648654938,0.1769891381263733,0.41942933201789856
receive,0.30751872062683105,0.1629931628704071,0.29830819368362427,0.2598268687725067,0.2726488411426544,0.1433974951505661,0.1652119904756546
grades,0.13449205458164215,0.19360381364822388,0.4473778009414673,0.18213823437690735,0.2036515474319458,0.25151023268699646,0.15770156681537628
for,0.318512886762619,0.13983871042728424,0.18703565001487732,0.314039945602417,0.4739971458911896,0.18573740124702454,0.264628142118454
the,0.34736719727516174,0.1324402391910553,0.1983441710472107,0.40150508284568787,1.0,0.263973206281662,0.22068053483963013
last,0.30895525217056274,0.03938830643892288,0.04274740442633629,0.235591322183609,0.3698786795139313,0.11406542360782623,0.22371746599674225
semester,0.23065048456192017,0.24884876608848572,0.38536834716796875,0.23905862867832184,0.25298887491226196,0.39353644847869873,0.2852475941181183
.,0.35288307070732117,0.17949827015399933,0.22357110679149628,0.41536515951156616,0.5934505462646484,0.290679007768631,0.4130953550338745
,did,tesla,graduate,from,the,university,?
when,0.3228907287120819,0.1504557579755783,0.14059537649154663,0.405669629573822,0.5091903209686279,0.20851898193359375,0.22841128706932068
exam,0.14729829132556915,0.1911776214838028,0.4391216039657593,0.21055234968662262,0.15408869087696075,0.34972184896469116,0.1705893725156784
time,0.3567926585674286,0.14928559958934784,0.14744387567043304,0.2964353561401367,0.43061500787734985,0.2106194943189621,0.27391523122787476
came,0.4016856253147125,0.1316789835691452,0.15125253796577454,0.3432687819004059,0.39390382170677185,0.13814283907413483,0.1739392727613449
",",0.3015086054801941,0.20599327981472015,0.2738925516605377,0.39760664105415344,0.4933079481124878,0.3017033040523529,0.31091248989105225
tesla,0.09757418930530548,0.9999999403953552,0.1742742508649826,0.10324860364198685,0.1324402391910553,0.16136743128299713,0.10250775516033173
was,0.41399896144866943,0.16455206274986267,0.2125101238489151,0.31171464920043945,0.48711544275283813,0.290752112865448,0.18412111699581146
unprepared,0.31601178646087646,0.04651758447289467,0.12258164584636688,0.20324233174324036,0.28434062004089355,0.14534595608711243,0.23560863733291626
and,0.34479495882987976,0.19560420513153076,0.27139508724212646,0.3601827025413513,0.5171257257461548,0.2665814459323883,0.20544172823429108
asked,0.5203380584716797,0.08161038905382156,0.16382962465286255,0.17972929775714874,0.25750473141670227,0.19366830587387085,0.28475281596183777
for,0.318512886762619,0.13983871042728424,0.18703565001487732,0.314039945602417,0.4739971458911896,0.18573740124702454,0.264628142118454
an,0.22598257660865784,0.13714656233787537,0.18961933255195618,0.20876385271549225,0.4207492768764496,0.1648537814617157,0.19793890416622162
extension,0.1329735517501831,0.21966776251792908,0.12197341024875641,0.19392533600330353,0.3090997040271759,0.14499638974666595,0.24237069487571716
to,0.4452643394470215,0.17548894882202148,0.22082558274269104,0.4069952368736267,0.535392165184021,0.20192374289035797,0.29463258385658264
study,0.21215762197971344,0.1303233504295349,0.4094281494617462,0.22416724264621735,0.2533665597438812,0.471211314201355,0.15902167558670044
",",0.3015086054801941,0.20599327981472015,0.2738925516605377,0.39760664105415344,0.4933079481124878,0.3017033040523529,0.31091248989105225
but,0.49033689498901367,0.1549924612045288,0.17654067277908325,0.3133932948112488,0.4859698414802551,0.18116535246372223,0.27921953797340393
was,0.41399896144866943,0.16455206274986267,0.2125101238489151,0.31171464920043945,0.48711544275283813,0.290752112865448,0.18412111699581146
denied,0.3636285364627838,0.1685524582862854,0.14064320921897888,0.24439945816993713,0.22753532230854034,0.15404321253299713,0.2030181586742401
.,0.35288307070732117,0.17949827015399933,0.22357110679149628,0.41536515951156616,0.5934505462646484,0.290679007768631,0.4130953550338745
