,new,broadcast,regulations,from,the,fcc,in,1968,allowed,companies,to,own,a,maximum,of,how,many,radio,stations,?
regulations,0.19733917713165283,0.1976461261510849,0.9999998807907104,0.17854002118110657,0.31027951836586,0.4364800453186035,0.24893879890441895,-0.0035508209839463234,0.3630487024784088,0.3621200919151306,0.2838025987148285,0.27049270272254944,0.2106267213821411,0.2843972444534302,0.24404282867908478,0.3128783404827118,0.3698667883872986,0.23989219963550568,0.3381984829902649,0.17806588113307953
that,0.29177987575531006,0.267183780670166,0.3077736794948578,0.3477667272090912,0.5473989248275757,0.2836698889732361,0.435920387506485,-0.023069702088832855,0.41059720516204834,0.24354611337184906,0.5436353087425232,0.37425005435943604,0.47537946701049805,0.2725290358066559,0.41498205065727234,0.557814359664917,0.5391656160354614,0.13973630964756012,0.2291857898235321,0.32716336846351624
allowed,0.19549238681793213,0.1806621551513672,0.3630487024784088,0.24006792902946472,0.2985120713710785,0.2973480224609375,0.23683252930641174,0.055008415132761,1.0,0.25424543023109436,0.42967355251312256,0.35455018281936646,0.275193989276886,0.260829895734787,0.2699741721153259,0.29753124713897705,0.28547772765159607,0.16654027998447418,0.21436558663845062,0.2309964895248413
broadcasting,0.2377755343914032,0.843898594379425,0.3045853078365326,0.19793446362018585,0.29916465282440186,0.46450820565223694,0.27609771490097046,0.004342166241258383,0.19131989777088165,0.3542902171611786,0.23729375004768372,0.2530980706214905,0.2170335054397583,0.1588047593832016,0.25924646854400635,0.17076817154884338,0.1960010826587677,0.6471590995788574,0.4571068286895752,0.10870421677827835
companies,0.17638935148715973,0.22522558271884918,0.3621200919151306,0.1855001598596573,0.26917189359664917,0.3950343728065491,0.2321794629096985,-0.018481940031051636,0.25424543023109436,1.0000001192092896,0.2619103491306305,0.2830721437931061,0.24875247478485107,0.12283406406641006,0.22608543932437897,0.1746106892824173,0.3244176208972931,0.2187584936618805,0.37035369873046875,0.14365637302398682
to,0.33159172534942627,0.2326623648405075,0.2838025987148285,0.4069952368736267,0.535392165184021,0.24543172121047974,0.45010748505592346,0.06488213688135147,0.42967355251312256,0.2619103491306305,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.16918617486953735,0.21700026094913483,0.29463258385658264
own,0.2762828767299652,0.20901532471179962,0.27049270272254944,0.23242637515068054,0.334675133228302,0.26492324471473694,0.31893372535705566,0.03128772974014282,0.35455018281936646,0.2830721437931061,0.35879063606262207,1.0,0.3093770742416382,0.09773177653551102,0.3269667625427246,0.3035697042942047,0.36230841279029846,0.19725105166435242,0.22520172595977783,0.1937696635723114
a,0.3214259147644043,0.2046348601579666,0.2106267213821411,0.322764128446579,0.5829201340675354,0.1445450782775879,0.539380669593811,-0.025953760370612144,0.275193989276886,0.24875247478485107,0.45503583550453186,0.3093770742416382,1.0,0.24441662430763245,0.5052502155303955,0.29312583804130554,0.2872205972671509,0.19488471746444702,0.199105903506279,0.23916715383529663
maximum,0.1444007009267807,0.1668257862329483,0.2843972444534302,0.1579558253288269,0.228700190782547,0.24565286934375763,0.18371941149234772,0.020003648474812508,0.260829895734787,0.12283406406641006,0.27501562237739563,0.09773177653551102,0.24441662430763245,1.0,0.23949185013771057,0.2148227095603943,0.1761304885149002,0.10633483529090881,0.2110622078180313,0.10959649085998535
of,0.343457967042923,0.20155203342437744,0.24404282867908478,0.4249346852302551,0.733189046382904,0.16839106380939484,0.5696388483047485,0.09872698038816452,0.2699741721153259,0.22608543932437897,0.41548454761505127,0.3269667625427246,0.5052502155303955,0.23949185013771057,1.0,0.2480744868516922,0.37253960967063904,0.16079017519950867,0.20414425432682037,0.1826142966747284
seven,0.13715340197086334,0.19010643661022186,0.1267928183078766,0.1701260805130005,0.28151169419288635,0.1043504923582077,0.24717609584331512,0.04097912460565567,0.17164967954158783,0.07418351620435715,0.2853301167488098,0.13918407261371613,0.2029859572649002,0.18388906121253967,0.273354172706604,0.20032188296318054,0.28098854422569275,0.14990685880184174,0.19048753380775452,0.1732930988073349
radio,0.1785462647676468,0.6130255460739136,0.23989219963550568,0.15859435498714447,0.23511973023414612,0.29589203000068665,0.22625693678855896,0.04859283193945885,0.16654027998447418,0.2187584936618805,0.16918617486953735,0.19725105166435242,0.19488471746444702,0.10633483529090881,0.16079017519950867,0.1959047019481659,0.20007941126823425,0.9999999403953552,0.47360363602638245,0.08763375133275986
stations,0.1508234143257141,0.4233371615409851,0.3381984829902649,0.2408953756093979,0.24762700498104095,0.3792693614959717,0.25864288210868835,0.00463343458250165,0.21436558663845062,0.37035369873046875,0.21700026094913483,0.22520172595977783,0.199105903506279,0.2110622078180313,0.20414425432682037,0.18198855221271515,0.2893238365650177,0.47360363602638245,1.0,0.13192185759544373
nationwide,0.2030542492866516,0.4541640281677246,0.3481208384037018,0.08661100268363953,0.25796952843666077,0.4003429710865021,0.25317880511283875,-0.08013366162776947,0.20811961591243744,0.30047258734703064,0.1689605861902237,0.2112192064523697,0.20808397233486176,0.17468677461147308,0.1708115190267563,0.13803218305110931,0.21051712334156036,0.3357219994068146,0.27092620730400085,0.1712462455034256
in,0.3758552670478821,0.26723843812942505,0.24893879890441895,0.4274188280105591,0.6662389636039734,0.134840726852417,1.0,0.08920387923717499,0.23683252930641174,0.2321794629096985,0.45010748505592346,0.31893372535705566,0.539380669593811,0.18371941149234772,0.5696388483047485,0.2601168751716614,0.41474202275276184,0.22625693678855896,0.25864288210868835,0.20430970191955566
order,0.1788160651922226,0.09738409519195557,0.25201165676116943,0.1814235895872116,0.3284194767475128,0.16083572804927826,0.24184700846672058,0.0917339026927948,0.35058990120887756,0.17281539738178253,0.35544881224632263,0.19035910069942474,0.24138490855693817,0.20368552207946777,0.31287699937820435,0.22134430706501007,0.220539852976799,0.06434139609336853,0.13415518403053284,0.13725648820400238
to,0.33159172534942627,0.2326623648405075,0.2838025987148285,0.4069952368736267,0.535392165184021,0.24543172121047974,0.45010748505592346,0.06488213688135147,0.42967355251312256,0.2619103491306305,1.0,0.35879063606262207,0.45503583550453186,0.27501562237739563,0.41548454761505127,0.44169697165489197,0.40243685245513916,0.16918617486953735,0.21700026094913483,0.29463258385658264
purchase,0.2978917062282562,0.2233014553785324,0.3052069842815399,0.2239561676979065,0.242343470454216,0.3399655520915985,0.18969708681106567,-0.05083524063229561,0.27991747856140137,0.3814108371734619,0.2556370198726654,0.27824869751930237,0.24305202066898346,0.21788184344768524,0.21814467012882233,0.1528017371892929,0.2131039947271347,0.12306822091341019,0.2239372879266739,0.07106894254684448
houston,0.24954819679260254,0.253203809261322,0.19949282705783844,0.20852747559547424,0.24086737632751465,0.2323586791753769,0.23565076291561127,0.009121367707848549,0.15003974735736847,0.19343158602714539,0.19219763576984406,0.15921907126903534,0.16654783487319946,0.12102805078029633,0.19534307718276978,0.17245382070541382,0.2406558394432068,0.29971709847450256,0.23004350066184998,0.14217448234558105
radio,0.1785462647676468,0.6130255460739136,0.23989219963550568,0.15859435498714447,0.23511973023414612,0.29589203000068665,0.22625693678855896,0.04859283193945885,0.16654027998447418,0.2187584936618805,0.16918617486953735,0.19725105166435242,0.19488471746444702,0.10633483529090881,0.16079017519950867,0.1959047019481659,0.20007941126823425,0.9999999403953552,0.47360363602638245,0.08763375133275986
stations,0.1508234143257141,0.4233371615409851,0.3381984829902649,0.2408953756093979,0.24762700498104095,0.3792693614959717,0.25864288210868835,0.00463343458250165,0.21436558663845062,0.37035369873046875,0.21700026094913483,0.22520172595977783,0.199105903506279,0.2110622078180313,0.20414425432682037,0.18198855221271515,0.2893238365650177,0.47360363602638245,1.0,0.13192185759544373
kxyz,0.2593342363834381,0.3059881329536438,0.2176610380411148,0.20073333382606506,0.31123653054237366,0.3475194275379181,0.2437821626663208,-0.06808125972747803,0.1645285189151764,0.24367395043373108,0.25600600242614746,0.2906687259674072,0.2842068672180176,0.1267540454864502,0.24134252965450287,0.23354551196098328,0.1820119172334671,0.2746759057044983,0.29901570081710815,0.3517550230026245
and,0.31402453780174255,0.22526025772094727,0.29460906982421875,0.3601827025413513,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.06726996600627899,0.30774351954460144,0.2527635991573334,0.48971283435821533,0.3142828047275543,0.3739250600337982,0.20459675788879395,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.2658638060092926,0.2687023878097534,0.20544172823429108
kxyz-fm,0.2349792867898941,0.2585033178329468,0.21659141778945923,0.2502903640270233,0.28786733746528625,0.25636911392211914,0.22279402613639832,0.009014520794153214,0.17021727561950684,0.14534151554107666,0.24336978793144226,0.11173461377620697,0.2375732660293579,0.2031359076499939,0.2635385990142822,0.20047089457511902,0.16632841527462006,0.3100603222846985,0.3384341895580292,0.2670254409313202
for,0.2700757384300232,0.2546502649784088,0.29771095514297485,0.314039945602417,0.4739971458911896,0.30156174302101135,0.4322226941585541,0.04250431805849075,0.3152953088283539,0.2787042260169983,0.4451248347759247,0.30703625082969666,0.44038116931915283,0.2296343743801117,0.4185989499092102,0.3308170735836029,0.40972793102264404,0.2325505018234253,0.236822247505188,0.264628142118454
$,0.2071014642715454,0.1414363831281662,0.10972563177347183,0.10954198986291885,0.23367542028427124,0.23228098452091217,0.21616753935813904,0.0538192056119442,0.18374070525169373,0.25226181745529175,0.22282108664512634,0.16523373126983643,0.22939236462116241,0.25538212060928345,0.11268499493598938,0.18718640506267548,0.1538180708885193,0.05480455979704857,0.0950096994638443,0.2786129117012024
1,-0.12179357558488846,-0.20020334422588348,-0.21909312903881073,-0.06897146999835968,-0.1554475575685501,-0.24509531259536743,-0.10660158097743988,-0.01341076847165823,-0.24267525970935822,-0.19435934722423553,-0.2769182622432709,-0.3185558021068573,-0.20817746222019196,-0.11779183894395828,-0.09473495930433273,-0.28593507409095764,-0.19133886694908142,-0.17234769463539124,-0.06642347574234009,-0.249979168176651
million,0.1801854968070984,0.22229152917861938,0.1434239149093628,0.252429723739624,0.277012437582016,0.1591046154499054,0.2596224844455719,0.11436094343662262,0.1732836663722992,0.19842669367790222,0.22033339738845825,0.12988880276679993,0.1811940222978592,0.2386459857225418,0.21686489880084991,0.21114659309387207,0.3520967364311218,0.12790317833423615,0.2203722596168518,0.23092924058437347
in,0.3758552670478821,0.26723843812942505,0.24893879890441895,0.4274188280105591,0.6662389636039734,0.134840726852417,1.0,0.08920387923717499,0.23683252930641174,0.2321794629096985,0.45010748505592346,0.31893372535705566,0.539380669593811,0.18371941149234772,0.5696388483047485,0.2601168751716614,0.41474202275276184,0.22625693678855896,0.25864288210868835,0.20430970191955566
shares,0.19710713624954224,0.18358317017555237,0.15813703835010529,0.25742626190185547,0.2541813552379608,0.23768006265163422,0.24081222712993622,0.05821951478719711,0.12564334273338318,0.3293065130710602,0.2314266562461853,0.29785534739494324,0.24298164248466492,0.1133531928062439,0.3035818040370941,0.1432044953107834,0.1765228807926178,0.10869749635457993,0.29414504766464233,0.10316289961338043
and,0.31402453780174255,0.22526025772094727,0.29460906982421875,0.3601827025413513,0.5171257257461548,0.22326773405075073,0.4954058527946472,0.06726996600627899,0.30774351954460144,0.2527635991573334,0.48971283435821533,0.3142828047275543,0.3739250600337982,0.20459675788879395,0.5116966962814331,0.33647966384887695,0.5296266674995422,0.2658638060092926,0.2687023878097534,0.20544172823429108
$,0.2071014642715454,0.1414363831281662,0.10972563177347183,0.10954198986291885,0.23367542028427124,0.23228098452091217,0.21616753935813904,0.0538192056119442,0.18374070525169373,0.25226181745529175,0.22282108664512634,0.16523373126983643,0.22939236462116241,0.25538212060928345,0.11268499493598938,0.18718640506267548,0.1538180708885193,0.05480455979704857,0.0950096994638443,0.2786129117012024
1.5,-0.014022072777152061,-0.10847046226263046,-0.13448576629161835,0.012674788944423199,-0.0306364968419075,-0.12890973687171936,0.006299155298620462,-0.03411001339554787,-0.03149306774139404,-0.07680676132440567,0.01102264504879713,-0.05566832795739174,0.030027519911527634,-0.032369740307331085,-0.05789397656917572,-0.0821528434753418,-0.05444888398051262,-0.11773546785116196,-0.10875582695007324,0.007378216367214918
million,0.1801854968070984,0.22229152917861938,0.1434239149093628,0.252429723739624,0.277012437582016,0.1591046154499054,0.2596224844455719,0.11436094343662262,0.1732836663722992,0.19842669367790222,0.22033339738845825,0.12988880276679993,0.1811940222978592,0.2386459857225418,0.21686489880084991,0.21114659309387207,0.3520967364311218,0.12790317833423615,0.2203722596168518,0.23092924058437347
in,0.3758552670478821,0.26723843812942505,0.24893879890441895,0.4274188280105591,0.6662389636039734,0.134840726852417,1.0,0.08920387923717499,0.23683252930641174,0.2321794629096985,0.45010748505592346,0.31893372535705566,0.539380669593811,0.18371941149234772,0.5696388483047485,0.2601168751716614,0.41474202275276184,0.22625693678855896,0.25864288210868835,0.20430970191955566
bonds,0.14473570883274078,0.12269039452075958,0.279953271150589,0.1156846359372139,0.14966154098510742,0.2542073726654053,0.17821341753005981,0.0008084599976427853,0.1680043488740921,0.26519909501075745,0.21307186782360077,0.18097840249538422,0.1986272782087326,0.1291777789592743,0.1858377605676651,0.1891297847032547,0.15292863547801971,0.1462714523077011,0.1827022284269333,0.12427790462970734
.,0.35031336545944214,0.2280997633934021,0.2695655822753906,0.41536515951156616,0.5934505462646484,0.1972244679927826,0.5591574311256409,0.003341824281960726,0.3197084665298462,0.20400826632976532,0.4645031690597534,0.3061371147632599,0.50484299659729,0.2106751948595047,0.5352458953857422,0.3287222981452942,0.3974229395389557,0.20650681853294373,0.22839494049549103,0.4130953550338745
