,how,much,money,was,spent,on,other,festivities,in,the,bay,area,to,help,celebrate,the,coming,super,bowl,50,?
events,0.23171864449977875,0.17882570624351501,0.19693608582019806,0.19392384588718414,0.09601005911827087,0.17586995661258698,0.2375173419713974,0.4086567759513855,0.2690284550189972,0.3102840185165405,0.1304498314857483,0.14239740371704102,0.22643153369426727,0.13031290471553802,0.30619579553604126,0.3102840185165405,0.22163408994674683,0.19044578075408936,0.18151256442070007,-0.032130029052495956,0.09835197776556015
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.2378310263156891,0.5201468467712402,0.4933079481124878,0.26044994592666626,0.2664283812046051,0.44245919585227966,0.2855570912361145,0.24608969688415527,0.4933079481124878,0.32352879643440247,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
including,0.20270724594593048,0.25625187158584595,0.2431754469871521,0.21884717047214508,0.21094317734241486,0.324923574924469,0.5162608623504639,0.2169445902109146,0.35857823491096497,0.3738902807235718,0.2026158720254898,0.25492727756500244,0.24006329476833344,0.21602055430412292,0.18726487457752228,0.3738902807235718,0.16094984114170074,0.20355892181396484,0.1517006903886795,0.0682697743177414,0.1633303165435791
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.4508470594882965,0.22275763750076294,0.3848365545272827,0.2806335389614105,0.16964778304100037,0.539380669593811,0.5829201340675354,0.17936193943023682,0.2782127559185028,0.45503583550453186,0.23381464183330536,0.16881437599658966,0.5829201340675354,0.28068089485168457,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
week-long,0.29250025749206543,0.31988850235939026,0.27221447229385376,0.30538347363471985,0.3063504099845886,0.42491212487220764,0.30156493186950684,0.34272557497024536,0.3214828073978424,0.38099297881126404,0.2972056567668915,0.31760650873184204,0.3517678678035736,0.27799326181411743,0.3380652070045471,0.38099297881126404,0.38060760498046875,0.22447513043880463,0.29759231209754944,-0.018743878230452538,0.32830461859703064
event,0.1736278086900711,0.19925867021083832,0.2149200290441513,0.28341150283813477,0.0760866329073906,0.21758322417736053,0.19113582372665405,0.3597047030925751,0.27304479479789734,0.2960145175457001,0.18895164132118225,0.2332121580839157,0.2585321366786957,0.1111912727355957,0.3390154242515564,0.2960145175457001,0.2555601894855499,0.20683135092258453,0.22903870046138763,-0.05163390934467316,0.16076280176639557
at,0.2154216170310974,0.23158283531665802,0.16084402799606323,0.36707764863967896,0.319078266620636,0.4806317389011383,0.24329762160778046,0.21761345863342285,0.4374977946281433,0.457212895154953,0.163857102394104,0.25113749504089355,0.36524343490600586,0.16180181503295898,0.24972301721572876,0.457212895154953,0.2898044288158417,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
the,0.33890387415885925,0.35023224353790283,0.2699695825576782,0.48711544275283813,0.24215754866600037,0.5107308030128479,0.44152235984802246,0.2330647110939026,0.6662389636039734,1.0,0.2441686987876892,0.37834644317626953,0.535392165184021,0.30064165592193604,0.2793319821357727,1.0,0.4306776821613312,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
santa,0.1530441790819168,0.14963364601135254,0.12859073281288147,0.21287554502487183,0.10150504112243652,0.26520177721977234,0.15774822235107422,0.22921866178512573,0.20108501613140106,0.23511074483394623,0.31033435463905334,0.1734604388475418,0.17084521055221558,0.08646794408559799,0.13294050097465515,0.23511074483394623,0.2408405989408493,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.17321589589118958
clara,0.1157928928732872,0.10597459226846695,0.17583681643009186,0.20408111810684204,0.13927704095840454,0.23241697251796722,0.14141230285167694,0.21106775104999542,0.1910705864429474,0.2410326898097992,0.09836859256029129,0.1306818127632141,0.21193093061447144,0.14341337978839874,0.16672730445861816,0.2410326898097992,0.1462981253862381,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.11961202323436737
convention,0.12141910940408707,0.17309828102588654,0.13075903058052063,0.21512652933597565,0.06110245734453201,0.2354971170425415,0.19571997225284576,0.2823449671268463,0.22991126775741577,0.2588678300380707,0.13951849937438965,0.2881653904914856,0.2850709557533264,0.12673456966876984,0.2015719711780548,0.2588678300380707,0.16344688832759857,0.11018379032611847,0.03179355338215828,0.10313832014799118,0.1647067815065384
center,0.12502175569534302,0.16991764307022095,0.09106100350618362,0.19517986476421356,0.0935443788766861,0.23809784650802612,0.18266704678535461,0.1703815758228302,0.27253323793411255,0.29064592719078064,0.18658465147018433,0.3001854717731476,0.17764393985271454,0.15136627852916718,0.13043685257434845,0.29064592719078064,0.21503062546253204,0.10317984968423843,0.10079877823591232,0.03478327393531799,0.12538520991802216
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.2378310263156891,0.5201468467712402,0.4933079481124878,0.26044994592666626,0.2664283812046051,0.44245919585227966,0.2855570912361145,0.24608969688415527,0.4933079481124878,0.32352879643440247,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.4508470594882965,0.22275763750076294,0.3848365545272827,0.2806335389614105,0.16964778304100037,0.539380669593811,0.5829201340675354,0.17936193943023682,0.2782127559185028,0.45503583550453186,0.23381464183330536,0.16881437599658966,0.5829201340675354,0.28068089485168457,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
beer,0.16117510199546814,0.19173000752925873,0.2741325795650482,0.21676649153232574,0.15150150656700134,0.1486988365650177,0.17011697590351105,0.23280958831310272,0.26872095465660095,0.2230251431465149,0.15950560569763184,0.13532458245754242,0.1757139414548874,0.0687309205532074,0.28117281198501587,0.2230251431465149,0.13348624110221863,0.027908554300665855,0.18128728866577148,-0.06662251055240631,0.15216413140296936
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.2378310263156891,0.5201468467712402,0.4933079481124878,0.26044994592666626,0.2664283812046051,0.44245919585227966,0.2855570912361145,0.24608969688415527,0.4933079481124878,0.32352879643440247,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
wine,0.14533600211143494,0.20075742900371552,0.23830698430538177,0.23071818053722382,0.1421210616827011,0.11521834880113602,0.22381789982318878,0.2638488709926605,0.2517578601837158,0.2768833041191101,0.15142953395843506,0.13408057391643524,0.19043289124965668,0.1683543622493744,0.22650828957557678,0.2768833041191101,0.23576577007770538,0.05938699096441269,0.20532585680484772,-0.02439788170158863,0.12747588753700256
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.3740963041782379,0.2740579843521118,0.4077630043029785,0.5504306554794312,0.21258997917175293,0.4954058527946472,0.5171257257461548,0.18794362246990204,0.3044000566005707,0.48971283435821533,0.34926167130470276,0.19826604425907135,0.5171257257461548,0.3707200884819031,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
food,0.22970743477344513,0.270298033952713,0.3573358356952667,0.17583929002285004,0.1707633137702942,0.18752937018871307,0.2845616638660431,0.21683284640312195,0.21391697227954865,0.3025728166103363,0.19457700848579407,0.18969623744487762,0.2816076874732971,0.2610064148902893,0.24388834834098816,0.3025728166103363,0.21417950093746185,0.16003532707691193,0.24133524298667908,-0.01810086891055107,0.15376032888889313
festival,0.14565487205982208,0.16836722195148468,0.1438693404197693,0.23359684646129608,0.12017741054296494,0.1707397699356079,0.10427691787481308,0.7088034152984619,0.27311140298843384,0.20982226729393005,0.18444374203681946,0.1544022262096405,0.19796393811702728,0.08810453116893768,0.5299667119979858,0.20982226729393005,0.19583922624588013,0.12157493829727173,0.14560867846012115,-0.09719662368297577,0.17767390608787537
at,0.2154216170310974,0.23158283531665802,0.16084402799606323,0.36707764863967896,0.319078266620636,0.4806317389011383,0.24329762160778046,0.21761345863342285,0.4374977946281433,0.457212895154953,0.163857102394104,0.25113749504089355,0.36524343490600586,0.16180181503295898,0.24972301721572876,0.457212895154953,0.2898044288158417,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
bellomy,0.21562924981117249,0.30520597100257874,0.2372785061597824,0.2431560456752777,0.16694657504558563,0.18120670318603516,0.25661560893058777,0.24214231967926025,0.321296751499176,0.2966298758983612,0.16078321635723114,0.22157926857471466,0.23238565027713776,0.23115508258342743,0.19594202935695648,0.2966298758983612,0.13252051174640656,0.10717953741550446,0.19338645040988922,0.060998786240816116,0.2137424647808075
field,0.19519785046577454,0.1637846827507019,0.1317276954650879,0.15975919365882874,0.13313625752925873,0.192391499876976,0.21335455775260925,0.11001185327768326,0.20553018152713776,0.2105809599161148,0.2106742560863495,0.21645016968250275,0.2647967040538788,0.13039951026439667,0.04246309772133827,0.2105809599161148,0.09059378504753113,0.1592533439397812,0.15438513457775116,0.05493640899658203,0.11279727518558502
at,0.2154216170310974,0.23158283531665802,0.16084402799606323,0.36707764863967896,0.319078266620636,0.4806317389011383,0.24329762160778046,0.21761345863342285,0.4374977946281433,0.457212895154953,0.163857102394104,0.25113749504089355,0.36524343490600586,0.16180181503295898,0.24972301721572876,0.457212895154953,0.2898044288158417,0.11449114978313446,0.2709662914276123,-0.018447641283273697,0.21978627145290375
santa,0.1530441790819168,0.14963364601135254,0.12859073281288147,0.21287554502487183,0.10150504112243652,0.26520177721977234,0.15774822235107422,0.22921866178512573,0.20108501613140106,0.23511074483394623,0.31033435463905334,0.1734604388475418,0.17084521055221558,0.08646794408559799,0.13294050097465515,0.23511074483394623,0.2408405989408493,0.13846853375434875,0.1749918907880783,-0.04490520805120468,0.17321589589118958
clara,0.1157928928732872,0.10597459226846695,0.17583681643009186,0.20408111810684204,0.13927704095840454,0.23241697251796722,0.14141230285167694,0.21106775104999542,0.1910705864429474,0.2410326898097992,0.09836859256029129,0.1306818127632141,0.21193093061447144,0.14341337978839874,0.16672730445861816,0.2410326898097992,0.1462981253862381,0.14021645486354828,0.06447336077690125,-0.020092638209462166,0.11961202323436737
university,0.12992997467517853,0.18962399661540985,0.19893814623355865,0.290752112865448,0.24888396263122559,0.18291500210762024,0.1804676055908203,0.20712675154209137,0.3201795518398285,0.263973206281662,0.2090366929769516,0.21217475831508636,0.20192374289035797,0.11970726400613785,0.21535363793373108,0.263973206281662,0.12232866883277893,0.1637851893901825,0.19439272582530975,-0.050331298261880875,0.11887256056070328
",",0.22659391164779663,0.36182254552841187,0.24156853556632996,0.45456063747406006,0.2880055606365204,0.49057599902153015,0.4446498453617096,0.2378310263156891,0.5201468467712402,0.4933079481124878,0.26044994592666626,0.2664283812046051,0.44245919585227966,0.2855570912361145,0.24608969688415527,0.4933079481124878,0.32352879643440247,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.3070235550403595,0.3740963041782379,0.2740579843521118,0.4077630043029785,0.5504306554794312,0.21258997917175293,0.4954058527946472,0.5171257257461548,0.18794362246990204,0.3044000566005707,0.48971283435821533,0.34926167130470276,0.19826604425907135,0.5171257257461548,0.3707200884819031,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
a,0.29312583804130554,0.2958075702190399,0.2777978479862213,0.4508470594882965,0.22275763750076294,0.3848365545272827,0.2806335389614105,0.16964778304100037,0.539380669593811,0.5829201340675354,0.17936193943023682,0.2782127559185028,0.45503583550453186,0.23381464183330536,0.16881437599658966,0.5829201340675354,0.28068089485168457,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
pep,0.11363960057497025,0.12609726190567017,0.17618609964847565,0.2087046504020691,0.07448184490203857,0.16133113205432892,0.11688459664583206,0.1784805804491043,0.16068874299526215,0.1661938577890396,0.08966135233640671,0.10845185071229935,0.11672212183475494,0.16621945798397064,0.10079750418663025,0.1661938577890396,0.04013264924287796,0.20630589127540588,0.25219663977622986,0.10224691778421402,0.10961396992206573
rally,0.09248580783605576,0.13816381990909576,0.15923719108104706,0.27162840962409973,0.1511603742837906,0.15856167674064636,0.08192127197980881,0.24151580035686493,0.16509126126766205,0.2156708985567093,0.06939995288848877,0.11815192550420761,0.17627596855163574,0.11547842621803284,0.1806492656469345,0.2156708985567093,0.19236551225185394,0.22420664131641388,0.14737819135189056,0.08772947639226913,0.14344990253448486
.,0.3287222981452942,0.3374604284763336,0.2570818066596985,0.40146201848983765,0.24406199157238007,0.49257001280784607,0.41511186957359314,0.15875770151615143,0.5591574311256409,0.5934505462646484,0.18397286534309387,0.2760866582393646,0.4645031690597534,0.32205137610435486,0.23082566261291504,0.5934505462646484,0.32087481021881104,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
