,after,the,operators,are,warned,by,the,escape,of,the,steam,",",what,may,they,then,do,?
and,0.3765919506549835,0.5171257257461548,0.2503012716770172,0.48576638102531433,0.2536626160144806,0.4289871156215668,0.5171257257461548,0.27606040239334106,0.5116966962814331,0.5171257257461548,0.24133789539337158,0.6633074283599854,0.31309178471565247,0.34598252177238464,0.5073080658912659,0.4372139573097229,0.276123583316803,0.20544172823429108
the,0.4565047025680542,1.0,0.2580118775367737,0.40399202704429626,0.21100614964962006,0.4408751428127289,1.0,0.23189567029476166,0.733189046382904,1.0,0.23105813562870026,0.4933079481124878,0.42745697498321533,0.2694292366504669,0.49925389885902405,0.4297412931919098,0.30239659547805786,0.22068053483963013
steam,0.17783430218696594,0.23105813562870026,0.36166319251060486,0.14139318466186523,0.11091897636651993,0.18134352564811707,0.23105813562870026,0.25019651651382446,0.20239725708961487,0.23105813562870026,1.0000001192092896,0.2264556586742401,0.15672586858272552,0.1322561800479889,0.1932266652584076,0.24539071321487427,0.20503544807434082,0.113324373960495
escapes,0.26092973351478577,0.20981617271900177,0.1282883584499359,0.1573493778705597,0.255621999502182,0.208075150847435,0.20981617271900177,0.8029558658599854,0.20815309882164001,0.20981617271900177,0.2258317768573761,0.225449338555336,0.1802058070898056,0.1508520394563675,0.19425010681152344,0.27015313506126404,0.22415943443775177,0.12761454284191132
",",0.38860568404197693,0.4933079481124878,0.26630493998527527,0.4062570035457611,0.2480981945991516,0.3680937886238098,0.4933079481124878,0.2325686812400818,0.4946078956127167,0.4933079481124878,0.2264556586742401,1.0000001192092896,0.3087472915649414,0.5007920861244202,0.390799880027771,0.36768391728401184,0.3283645510673523,0.31091248989105225
warning,0.17963048815727234,0.23659443855285645,0.1636441946029663,0.19659671187400818,0.5954242944717407,0.11471278965473175,0.23659443855285645,0.1681753396987915,0.18462100625038147,0.23659443855285645,0.11855414509773254,0.1997532844543457,0.30626335740089417,0.25808024406433105,0.26319587230682373,0.26381203532218933,0.23701445758342743,0.29772210121154785
the,0.4565047025680542,1.0,0.2580118775367737,0.40399202704429626,0.21100614964962006,0.4408751428127289,1.0,0.23189567029476166,0.733189046382904,1.0,0.23105813562870026,0.4933079481124878,0.42745697498321533,0.2694292366504669,0.49925389885902405,0.4297412931919098,0.30239659547805786,0.22068053483963013
operators,0.12971794605255127,0.2580118775367737,1.0,0.3102693557739258,0.19807884097099304,0.23059901595115662,0.2580118775367737,0.18681372702121735,0.20075355470180511,0.2580118775367737,0.36166319251060486,0.26630493998527527,0.24600493907928467,0.1355847269296646,0.3203016519546509,0.24213090538978577,0.23354551196098328,0.15860143303871155
",",0.38860568404197693,0.4933079481124878,0.26630493998527527,0.4062570035457611,0.2480981945991516,0.3680937886238098,0.4933079481124878,0.2325686812400818,0.4946078956127167,0.4933079481124878,0.2264556586742401,1.0000001192092896,0.3087472915649414,0.5007920861244202,0.390799880027771,0.36768391728401184,0.3283645510673523,0.31091248989105225
who,0.32549580931663513,0.3733934462070465,0.2774449586868286,0.27294138073921204,0.3257722556591034,0.39727845788002014,0.3733934462070465,0.23021169006824493,0.2827862501144409,0.3733934462070465,0.1786653995513916,0.3365725874900818,0.40942975878715515,0.23082798719406128,0.47879111766815186,0.29952746629714966,0.2662210166454315,0.26220351457595825
may,0.325364887714386,0.2694292366504669,0.1355847269296646,0.3162533640861511,0.23819197714328766,0.1970296949148178,0.2694292366504669,0.14447183907032013,0.26447007060050964,0.2694292366504669,0.1322561800479889,0.5007920861244202,0.25739946961402893,0.9999998807907104,0.3371005356311798,0.1997610628604889,0.28230178356170654,0.2768254578113556
then,0.4163074791431427,0.4297412931919098,0.24213090538978577,0.23076686263084412,0.27675846219062805,0.3231285512447357,0.4297412931919098,0.2583049237728119,0.2937326431274414,0.4297412931919098,0.24539071321487427,0.36768391728401184,0.4072686731815338,0.1997610628604889,0.4681341052055359,1.0000001192092896,0.27838701009750366,0.2884598970413208
manually,0.2155093252658844,0.22681935131549835,0.2997179627418518,0.299386203289032,0.23737221956253052,0.2870108187198639,0.22681935131549835,0.17701898515224457,0.12706245481967926,0.22681935131549835,0.3256295919418335,0.22755825519561768,0.36560916900634766,0.2701292932033539,0.27168920636177063,0.3864431381225586,0.3339892327785492,0.3936016857624054
suppress,0.21805517375469208,0.3051512837409973,0.18806816637516022,0.21465162932872772,0.2535114288330078,0.21657297015190125,0.3051512837409973,0.23036447167396545,0.21954785287380219,0.3051512837409973,0.1630801260471344,0.16505339741706848,0.27731040120124817,0.2385747879743576,0.25583550333976746,0.3141413927078247,0.2550889551639557,0.2461938112974167
the,0.4565047025680542,1.0,0.2580118775367737,0.40399202704429626,0.21100614964962006,0.4408751428127289,1.0,0.23189567029476166,0.733189046382904,1.0,0.23105813562870026,0.4933079481124878,0.42745697498321533,0.2694292366504669,0.49925389885902405,0.4297412931919098,0.30239659547805786,0.22068053483963013
fire,0.20133785903453827,0.2911929488182068,0.16820000112056732,0.15609590709209442,0.2470400631427765,0.17999815940856934,0.2911929488182068,0.24898312985897064,0.20259131491184235,0.2911929488182068,0.2893049418926239,0.24915234744548798,0.19359004497528076,0.12845076620578766,0.20673824846744537,0.18846495449543,0.16244585812091827,0.14396874606609344
.,0.35870397090911865,0.5934505462646484,0.19080603122711182,0.3452940285205841,0.25593021512031555,0.3936232924461365,0.5934505462646484,0.20978771150112152,0.5352458953857422,0.5934505462646484,0.22855372726917267,0.6812511086463928,0.3567904531955719,0.35826805233955383,0.4510921239852905,0.4572431147098541,0.3613996207714081,0.4130953550338745
