,what,is,the,concept,of,the,visible,and,invisible,church,?
the,0.42745697498321533,0.5823672413825989,1.0,0.2355310022830963,0.733189046382904,1.0,0.3234308958053589,0.5171257257461548,0.29487305879592896,0.23846197128295898,0.22068053483963013
holy,0.21269184350967407,0.1708448827266693,0.2778179347515106,0.22733928263187408,0.32529065012931824,0.2778179347515106,0.1684274524450302,0.1533736139535904,0.2145083248615265,0.4132955074310303,0.18148104846477509
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.17915070056915283,0.3079429268836975,0.23846197128295898,0.15765801072120667,0.1976170688867569,0.09682966023683548,0.9999999403953552,0.18081501126289368
invisible,0.3041432201862335,0.2466367483139038,0.29487305879592896,0.19319207966327667,0.26418808102607727,0.29487305879592896,0.6867893934249878,0.23468531668186188,1.0,0.09682966023683548,0.17359478771686554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20029692351818085,0.4946078956127167,0.4933079481124878,0.23329982161521912,0.6633074283599854,0.2274090051651001,0.2707274258136749,0.31091248989105225
while,0.35511791706085205,0.2713196575641632,0.39804592728614807,0.18050093948841095,0.3366928696632385,0.39804592728614807,0.17975358664989471,0.45699796080589294,0.21675331890583038,0.1766446828842163,0.21076419949531555
the,0.42745697498321533,0.5823672413825989,1.0,0.2355310022830963,0.733189046382904,1.0,0.3234308958053589,0.5171257257461548,0.29487305879592896,0.23846197128295898,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.13545510172843933,0.3187655806541443,0.34367692470550537,0.08083592355251312,0.28213179111480713,0.09156285971403122,0.19284281134605408,0.17266890406608582
methodist,0.17637217044830322,0.14683330059051514,0.21922016143798828,0.19449961185455322,0.28458893299102783,0.21922016143798828,0.09377536177635193,0.2376793771982193,0.10609634965658188,0.6119816899299622,0.1436992734670639
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.17915070056915283,0.3079429268836975,0.23846197128295898,0.15765801072120667,0.1976170688867569,0.09682966023683548,0.9999999403953552,0.18081501126289368
is,0.28837618231773376,1.0,0.5823672413825989,0.2750450372695923,0.4854315221309662,0.5823672413825989,0.2634405493736267,0.3859752118587494,0.2466367483139038,0.203276589512825,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.29586365818977356,0.5052502155303955,0.5829201340675354,0.18060100078582764,0.3739250600337982,0.26031240820884705,0.19588641822338104,0.23916715383529663
branch,0.1792319416999817,0.17662303149700165,0.2630956768989563,0.24116550385951996,0.23972897231578827,0.2630956768989563,0.042202968150377274,0.23874594271183014,0.05299048870801926,0.17807669937610626,0.10474635660648346
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24082158505916595,1.0,0.733189046382904,0.27322983741760254,0.5116966962814331,0.26418808102607727,0.3079429268836975,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.2355310022830963,0.733189046382904,1.0,0.3234308958053589,0.5171257257461548,0.29487305879592896,0.23846197128295898,0.22068053483963013
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.17915070056915283,0.3079429268836975,0.23846197128295898,0.15765801072120667,0.1976170688867569,0.09682966023683548,0.9999999403953552,0.18081501126289368
visible,0.29748985171318054,0.2634405493736267,0.3234308958053589,0.16974546015262604,0.27322983741760254,0.3234308958053589,0.9999998807907104,0.2480427324771881,0.6867893934249878,0.15765801072120667,0.16810297966003418
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.20029692351818085,0.4946078956127167,0.4933079481124878,0.23329982161521912,0.6633074283599854,0.2274090051651001,0.2707274258136749,0.31091248989105225
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2465057224035263,0.41548454761505127,0.535392165184021,0.2472568303346634,0.48971283435821533,0.27422377467155457,0.24439501762390137,0.29463258385658264
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.33416232466697693,0.5011631846427917,0.6521818041801453,0.33508971333503723,0.506277859210968,0.33973875641822815,0.20821009576320648,0.25814583897590637
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.20769019424915314,0.42798417806625366,0.4860881567001343,0.28810715675354004,0.4542157053947449,0.3075122535228729,0.175497367978096,0.29575422406196594
believers,0.32188862562179565,0.25462213158607483,0.2839444577693939,0.3293232023715973,0.3132140040397644,0.2839444577693939,0.2092197686433792,0.30080944299697876,0.21024644374847412,0.3975779712200165,0.2148078978061676
must,0.30362528562545776,0.3093329071998596,0.2713140547275543,0.22843407094478607,0.24322323501110077,0.2713140547275543,0.1925792247056961,0.33253467082977295,0.2999771237373352,0.10521770268678665,0.23707495629787445
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.3064061105251312,0.33904364705085754,0.4248143136501312,0.34139955043792725,0.41766801476478577,0.2888778746128082,0.14655785262584686,0.3324260413646698
connected,0.21880124509334564,0.2791581451892853,0.31369513273239136,0.2600315809249878,0.2951911687850952,0.31369513273239136,0.2850208580493927,0.2646467387676239,0.2010711431503296,0.1392284780740738,0.11086785048246384
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.26051822304725647,0.3886612355709076,0.48381632566452026,0.24260613322257996,0.49487000703811646,0.2498539388179779,0.211966410279274,0.27043893933296204
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.29287758469581604,0.38761502504348755,0.6251175999641418,0.3120368719100952,0.40957894921302795,0.26582059264183044,0.23105517029762268,0.25732165575027466
is,0.28837618231773376,1.0,0.5823672413825989,0.2750450372695923,0.4854315221309662,0.5823672413825989,0.2634405493736267,0.3859752118587494,0.2466367483139038,0.203276589512825,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.2355310022830963,0.733189046382904,1.0,0.3234308958053589,0.5171257257461548,0.29487305879592896,0.23846197128295898,0.22068053483963013
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.21506254374980927,0.49632513523101807,0.5497692227363586,0.33952850103378296,0.4542345404624939,0.2987278699874878,0.18959210813045502,0.2767370045185089
institution,0.22293052077293396,0.18623653054237366,0.2866198718547821,0.27223360538482666,0.3115397095680237,0.2866198718547821,0.1523856222629547,0.2360319048166275,0.11888259649276733,0.2925979197025299,0.18802334368228912
wherein,0.32731616497039795,0.27523139119148254,0.315865695476532,0.3573221266269684,0.30838415026664734,0.315865695476532,0.16443468630313873,0.24082952737808228,0.22216913104057312,0.14326530694961548,0.17625117301940918
the,0.42745697498321533,0.5823672413825989,1.0,0.2355310022830963,0.733189046382904,1.0,0.3234308958053589,0.5171257257461548,0.29487305879592896,0.23846197128295898,0.22068053483963013
word,0.30982115864753723,0.29004693031311035,0.2835540175437927,0.3562934696674347,0.23799116909503937,0.2835540175437927,0.1742829531431198,0.20273149013519287,0.1654709279537201,0.18018437922000885,0.19046713411808014
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24082158505916595,1.0,0.733189046382904,0.27322983741760254,0.5116966962814331,0.26418808102607727,0.3079429268836975,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.24689088761806488,0.3098636865615845,0.2159487009048462,0.24689088761806488,0.2138592004776001,0.23257656395435333,0.3227285146713257,0.3016095757484436,0.23396754264831543
is,0.28837618231773376,1.0,0.5823672413825989,0.2750450372695923,0.4854315221309662,0.5823672413825989,0.2634405493736267,0.3859752118587494,0.2466367483139038,0.203276589512825,0.22961433231830597
preached,0.2606910467147827,0.141431987285614,0.22356590628623962,0.24144397675991058,0.1946892887353897,0.22356590628623962,0.21268481016159058,0.23692649602890015,0.23069974780082703,0.4519879221916199,0.21524854004383087
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22126320004463196,0.5116966962814331,0.5171257257461548,0.2480427324771881,1.0,0.23468531668186188,0.1976170688867569,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.2355310022830963,0.733189046382904,1.0,0.3234308958053589,0.5171257257461548,0.29487305879592896,0.23846197128295898,0.22068053483963013
sacraments,0.2700600326061249,0.19870330393314362,0.275104284286499,0.23190154135227203,0.24057957530021667,0.275104284286499,0.18592461943626404,0.2681741714477539,0.15943798422813416,0.40464910864830017,0.1550581455230713
are,0.29724663496017456,0.5330929756164551,0.40399202704429626,0.21223078668117523,0.39081433415412903,0.40399202704429626,0.28310900926589966,0.48576638102531433,0.1992417424917221,0.16039738059043884,0.24591213464736938
administered,0.22505685687065125,0.23213163018226624,0.32922205328941345,0.15081119537353516,0.34558019042015076,0.32922205328941345,0.17617106437683105,0.2802276909351349,0.1872899979352951,0.18480558693408966,0.11263694614171982
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.17851535975933075,0.5352458953857422,0.5934505462646484,0.25432074069976807,0.588965117931366,0.282732754945755,0.28898224234580994,0.4130953550338745
