,what,is,the,process,by,which,pathogens,evade,the,immune,system,by,hiding,inside,the,host,cells,called,?
innate,0.2683543860912323,0.1780463606119156,0.2196919023990631,0.27610117197036743,0.20461761951446533,0.36236342787742615,0.5864718556404114,0.36611708998680115,0.2196919023990631,0.6130988597869873,0.3689802289009094,0.20461761951446533,0.1998348981142044,0.285314679145813,0.2196919023990631,0.30230239033699036,0.5340849757194519,0.290799617767334,0.16386382281780243
immune,0.2410416603088379,0.2092347890138626,0.21364226937294006,0.30276596546173096,0.17260463535785675,0.3153325319290161,0.5922579765319824,0.30998075008392334,0.21364226937294006,1.0,0.3962631821632385,0.17260463535785675,0.22333809733390808,0.1845502108335495,0.21364226937294006,0.2923450171947479,0.5300963521003723,0.2022581249475479,0.16080476343631744
system,0.23557309806346893,0.2282046526670456,0.3233085572719574,0.31718748807907104,0.23017624020576477,0.37390631437301636,0.29995468258857727,0.24957753717899323,0.3233085572719574,0.3962631821632385,1.0000001192092896,0.23017624020576477,0.14197666943073273,0.19470225274562836,0.3233085572719574,0.18655748665332794,0.29856014251708984,0.23914183676242828,0.15556083619594574
is,0.28837618231773376,1.0,0.5823672413825989,0.21762968599796295,0.3899846076965332,0.4457404911518097,0.19907276332378387,0.18614031374454498,0.5823672413825989,0.2092347890138626,0.2282046526670456,0.3899846076965332,0.15173138678073883,0.2848464548587799,0.5823672413825989,0.18300022184848785,0.1644774079322815,0.430266410112381,0.22961433231830597
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.35462963581085205,0.33534231781959534,0.5345056653022766,0.26178881525993347,0.3449758291244507,0.535392165184021,0.2541976273059845,0.26662686467170715,0.33534231781959534,0.29761260747909546,0.27900636196136475,0.535392165184021,0.18300798535346985,0.26320719718933105,0.2987143397331238,0.29463258385658264
hide,0.3019925057888031,0.1189543604850769,0.185123011469841,0.07821335643529892,0.15113681554794312,0.25883999466896057,0.2006026953458786,0.3410096764564514,0.185123011469841,0.22076188027858734,0.15750297904014587,0.15113681554794312,0.6043761968612671,0.3745470941066742,0.185123011469841,0.2070908397436142,0.1794130653142929,0.18238839507102966,0.280157208442688
within,0.2498195916414261,0.30135563015937805,0.39827480912208557,0.23981508612632751,0.28621017932891846,0.43539655208587646,0.24339152872562408,0.13243360817432404,0.39827480912208557,0.20959614217281342,0.28371384739875793,0.28621017932891846,0.17931529879570007,0.43388691544532776,0.39827480912208557,0.2275363951921463,0.2543821930885315,0.24071745574474335,0.1870293766260147
the,0.42745697498321533,0.5823672413825989,1.0,0.264274537563324,0.4408751428127289,0.6521818041801453,0.23115308582782745,0.22844162583351135,1.0,0.21364226937294006,0.3233085572719574,0.4408751428127289,0.26422008872032166,0.35313180088996887,1.0,0.26909032464027405,0.19095487892627716,0.489897221326828,0.22068053483963013
cells,0.1758001297712326,0.1644774079322815,0.19095487892627716,0.3208608031272888,0.19208736717700958,0.3000165820121765,0.6204997897148132,0.2571617066860199,0.19095487892627716,0.5300963521003723,0.29856014251708984,0.19208736717700958,0.19614717364311218,0.3517768085002899,0.19095487892627716,0.2798769474029541,1.0,0.20908011496067047,0.1898086667060852
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23962904512882233,0.3646814823150635,0.5011631846427917,0.22946582734584808,0.1882907599210739,0.733189046382904,0.16620753705501556,0.25597915053367615,0.3646814823150635,0.18737012147903442,0.2544495463371277,0.733189046382904,0.1709926575422287,0.21305565536022186,0.4222904443740845,0.1826142966747284
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.25450456142425537,0.3242124021053314,0.4582767188549042,0.298856258392334,0.2273166924715042,0.516537070274353,0.27346232533454895,0.22435083985328674,0.3242124021053314,0.24387483298778534,0.2358325719833374,0.516537070274353,0.2103118747472763,0.2534589171409607,0.33472323417663574,0.1898253709077835
host,0.12779991328716278,0.18300022184848785,0.26909032464027405,0.20775046944618225,0.17084096372127533,0.27663925290107727,0.2767496705055237,0.22287672758102417,0.26909032464027405,0.2923450171947479,0.18655748665332794,0.17084096372127533,0.13472335040569305,0.28921034932136536,0.26909032464027405,1.0000001192092896,0.2798769474029541,0.15732689201831818,0.1021634042263031
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.15470461547374725,0.20696312189102173,0.2589828372001648,0.15182970464229584,0.19485235214233398,0.33289089798927307,0.08545625954866409,0.15626809000968933,0.20696312189102173,0.14593929052352905,0.1561315506696701,0.33289089798927307,0.20768411457538605,0.2060161978006363,0.2546432614326477,0.40561532974243164
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.23756733536720276,0.3824189305305481,0.6566565632820129,0.2463332712650299,0.25603020191192627,0.6021018624305725,0.23907321691513062,0.25791773200035095,0.3824189305305481,0.17547287046909332,0.3369852304458618,0.6021018624305725,0.26649415493011475,0.20753082633018494,0.5140911936759949,0.21848613023757935
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.20657534897327423,0.3092815577983856,0.5573342442512512,0.20207016170024872,0.13766156136989594,0.489897221326828,0.2022581249475479,0.23914183676242828,0.3092815577983856,0.18268191814422607,0.4122542142868042,0.489897221326828,0.15732689201831818,0.20908011496067047,1.0,0.18963319063186646
intracellular,0.22688700258731842,0.23824672400951385,0.28458255529403687,0.3923203647136688,0.17292337119579315,0.40766656398773193,0.6172797679901123,0.22941498458385468,0.28458255529403687,0.49360722303390503,0.2945992052555084,0.17292337119579315,0.1644412875175476,0.3904817998409271,0.28458255529403687,0.3395150601863861,0.6286991238594055,0.32370415329933167,0.18181154131889343
pathogenesis,0.3325122594833374,0.20804931223392487,0.26744985580444336,0.4317881762981415,0.22852231562137604,0.39460358023643494,0.822292685508728,0.34976357221603394,0.26744985580444336,0.5234514474868774,0.33025479316711426,0.22852231562137604,0.17271022498607635,0.28777778148651123,0.26744985580444336,0.28244176506996155,0.5584965944290161,0.2633880078792572,0.2404574751853943
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.14333556592464447,0.2151763141155243,0.2758678197860718,0.13476279377937317,0.17794255912303925,0.3456730246543884,0.052535902708768845,0.15207810699939728,0.2151763141155243,0.16645890474319458,0.16993500292301178,0.3456730246543884,0.19537198543548584,0.17987960577011108,0.273923397064209,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.23766504228115082,0.3936232924461365,0.45942068099975586,0.2375609129667282,0.25801149010658264,0.5934505462646484,0.18267881870269775,0.2277725487947464,0.3936232924461365,0.2626635432243347,0.3128161132335663,0.5934505462646484,0.20596550405025482,0.2868211269378662,0.300344854593277,0.4130953550338745
