,to,whom,was,johann,eck,the,assistant,?
luther,0.18029534816741943,0.11776672303676605,0.19185513257980347,0.3837730586528778,0.3661292493343353,0.1759674996137619,0.14209464192390442,0.1732746809720993
with,0.4239959120750427,0.3374587297439575,0.27411898970603943,0.1721423864364624,0.16626620292663574,0.4223487675189972,0.21832744777202606,0.2433311939239502
copies,0.2263323962688446,0.18508824706077576,0.21199427545070648,0.20822305977344513,0.05916554108262062,0.2581797242164612,0.0867195874452591,0.16856800019741058
of,0.41548454761505127,0.2070929855108261,0.4069072902202606,0.19805940985679626,0.24540671706199646,0.733189046382904,0.1757187694311142,0.1826142966747284
his,0.3715193271636963,0.38462314009666443,0.4405253231525421,0.2528531551361084,0.27123960852622986,0.4394008219242096,0.26504063606262207,0.18075084686279297
writings,0.18383939564228058,0.18954424560070038,0.21465790271759033,0.24817688763141632,0.22347813844680786,0.21431727707386017,0.10828379541635513,0.1770159751176834
laid,0.1803169697523117,0.11298774927854538,0.2393600195646286,0.11465169489383698,0.12711867690086365,0.30588608980178833,0.03916221484541893,0.11215737462043762
out,0.42386990785598755,0.2178822010755539,0.28168347477912903,0.09598776698112488,0.19680292904376984,0.39404502511024475,0.11188910156488419,0.22020699083805084
on,0.41031414270401,0.14539912343025208,0.3909217119216919,0.17273928225040436,0.2982678711414337,0.5107308030128479,0.10388898849487305,0.2714994251728058
a,0.45503583550453186,0.21455949544906616,0.4508470594882965,0.16699613630771637,0.23196116089820862,0.5829201340675354,0.1726374328136444,0.23916715383529663
table,0.1819842904806137,0.022599145770072937,0.07756487280130386,0.10774923861026764,0.04780934751033783,0.22716619074344635,0.02196940965950489,0.1782790720462799
and,0.48971283435821533,0.3148667514324188,0.3740963041782379,0.22396446764469147,0.2995111048221588,0.5171257257461548,0.2405167669057846,0.20544172823429108
asked,0.39673250913619995,0.36646488308906555,0.368498295545578,0.132888063788414,0.11781325191259384,0.25750473141670227,0.3057102859020233,0.28475281596183777
him,0.4702378511428833,0.46653813123703003,0.3675798773765564,0.15932291746139526,0.21038176119327545,0.39213326573371887,0.22015118598937988,0.23943768441677094
if,0.4559597074985504,0.2438749074935913,0.16164100170135498,0.19197311997413635,0.14506857097148895,0.33724796772003174,0.09584718197584152,0.4441644251346588
the,0.535392165184021,0.23752936720848083,0.48711544275283813,0.1716882735490799,0.24178750813007355,1.0,0.14871449768543243,0.22068053483963013
books,0.20019930601119995,0.18739959597587585,0.18330562114715576,0.17506268620491028,0.2603786289691925,0.23187310993671417,0.09199637174606323,0.1897611767053604
were,0.31913647055625916,0.27088287472724915,0.590133786201477,0.20254716277122498,0.10748579353094101,0.3906462490558624,0.14770172536373138,0.17890112102031708
his,0.3715193271636963,0.38462314009666443,0.4405253231525421,0.2528531551361084,0.27123960852622986,0.4394008219242096,0.26504063606262207,0.18075084686279297
",",0.44245919585227966,0.25587570667266846,0.45456063747406006,0.23122678697109222,0.2767295837402344,0.4933079481124878,0.24455159902572632,0.31091248989105225
and,0.48971283435821533,0.3148667514324188,0.3740963041782379,0.22396446764469147,0.2995111048221588,0.5171257257461548,0.2405167669057846,0.20544172823429108
whether,0.43423423171043396,0.2733948230743408,0.19874873757362366,0.19509105384349823,0.16000151634216309,0.3211745023727417,0.08751177042722702,0.3150278329849243
he,0.385390967130661,0.3327956199645996,0.5410010814666748,0.21818965673446655,0.2635950744152069,0.4571082592010498,0.28151366114616394,0.2089974731206894
stood,0.21927250921726227,0.2190598100423813,0.39698195457458496,0.05704353004693985,0.11221783608198166,0.33816975355148315,0.036533843725919724,0.12488352507352829
by,0.33534231781959534,0.28481900691986084,0.4752357602119446,0.23808029294013977,0.21253344416618347,0.4408751428127289,0.17069260776042938,0.17966607213020325
their,0.44619059562683105,0.28026002645492554,0.2396296262741089,0.16164395213127136,0.16270889341831207,0.516537070274353,0.14775538444519043,0.1898253709077835
contents,0.2691158354282379,0.11068875342607498,0.14497898519039154,0.19047079980373383,0.07148633897304535,0.2977584898471832,0.03422507643699646,0.3202747702598572
.,0.4645031690597534,0.26115289330482483,0.40146201848983765,0.2245039939880371,0.32152512669563293,0.5934505462646484,0.18009281158447266,0.4130953550338745
