,who,may,introduce,new,laws,or,amendments,to,laws,already,on,the,books,as,a,bill,?
;,0.007937713526189327,-0.015097163617610931,0.0044655390083789825,0.021862374618649483,0.06412144005298615,0.0563276931643486,0.12564608454704285,0.0979827418923378,0.06412144005298615,0.009997554123401642,-0.017878999933600426,0.09152708947658539,0.011492862366139889,0.05586666986346245,-0.02122584730386734,-0.03520350158214569,0.10349778085947037
the,0.3733934462070465,0.2694292366504669,0.22310380637645721,0.3845241069793701,0.2587076723575592,0.4174870550632477,0.30301690101623535,0.535392165184021,0.2587076723575592,0.34582915902137756,0.5107308030128479,1.0,0.23187310993671417,0.48381632566452026,0.5829201340675354,0.24155211448669434,0.22068053483963013
scottish,0.27621203660964966,0.21667926013469696,0.19801384210586548,0.150197833776474,0.1403539627790451,0.18833233416080475,0.17170795798301697,0.1268421709537506,0.1403539627790451,0.11939964443445206,0.14497309923171997,0.21724988520145416,0.14778921008110046,0.185140922665596,0.18544672429561615,0.22999455034732819,0.06442669779062271
government,0.27194860577583313,0.21966363489627838,0.16727252304553986,0.2173687368631363,0.41622602939605713,0.2456667572259903,0.37581881880760193,0.28343796730041504,0.41622602939605713,0.21228748559951782,0.19216017425060272,0.31798112392425537,0.14183032512664795,0.1883569210767746,0.25158295035362244,0.2197466939687729,0.18851417303085327
can,0.2602734863758087,0.43584567308425903,0.240422785282135,0.22821471095085144,0.21583211421966553,0.5614996552467346,0.21813292801380157,0.4979398250579834,0.21583211421966553,0.33694055676460266,0.2772369682788849,0.312528520822525,0.1899169683456421,0.3245031237602234,0.3915780484676361,0.17938722670078278,0.3226337134838104
introduce,0.2289908230304718,0.11500620096921921,1.0,0.2873581051826477,0.2614842355251312,0.23037874698638916,0.27937519550323486,0.3381519317626953,0.2614842355251312,0.2654971182346344,0.17413489520549774,0.22310380637645721,0.206806942820549,0.2795177102088928,0.25808990001678467,0.21611514687538147,0.22698114812374115
new,0.2378052920103073,0.19349534809589386,0.2873581051826477,0.9999999403953552,0.2097105234861374,0.1627417951822281,0.23199576139450073,0.33159172534942627,0.2097105234861374,0.22782176733016968,0.31106263399124146,0.3845241069793701,0.2013004571199417,0.24585270881652832,0.3214259147644043,0.20413362979888916,0.14782847464084625
laws,0.30102699995040894,0.18486784398555756,0.2614842355251312,0.2097105234861374,1.0,0.2778708338737488,0.5198751091957092,0.2910608649253845,1.0,0.23022522032260895,0.16233189404010773,0.2587076723575592,0.22948797047138214,0.21991311013698578,0.1722979098558426,0.25408822298049927,0.17911791801452637
or,0.31144875288009644,0.399771511554718,0.23037874698638916,0.1627417951822281,0.2778708338737488,1.0000001192092896,0.23933130502700806,0.38921234011650085,0.2778708338737488,0.3229690194129944,0.2897229492664337,0.4174870550632477,0.21756131947040558,0.4400654137134552,0.48853766918182373,0.1616130769252777,0.32389625906944275
amendments,0.2338775098323822,0.17179833352565765,0.27937519550323486,0.23199576139450073,0.5198751091957092,0.23933130502700806,1.0000001192092896,0.31400617957115173,0.5198751091957092,0.3077886998653412,0.25287505984306335,0.30301690101623535,0.2705048620700836,0.2406635582447052,0.1911919265985489,0.4210346043109894,0.2547150254249573
to,0.42656609416007996,0.391582727432251,0.3381519317626953,0.33159172534942627,0.2910608649253845,0.38921234011650085,0.31400617957115173,1.0,0.2910608649253845,0.3676825761795044,0.41031414270401,0.535392165184021,0.20019930601119995,0.42092081904411316,0.45503583550453186,0.17981381714344025,0.29463258385658264
existing,0.1531921774148941,0.24146124720573425,0.3119555413722992,0.39976048469543457,0.2527685761451721,0.39807483553886414,0.25433292984962463,0.36717307567596436,0.2527685761451721,0.46698495745658875,0.245413675904274,0.36013904213905334,0.2184682935476303,0.2994588613510132,0.2590343654155731,0.11700312048196793,0.31003472208976746
laws,0.30102699995040894,0.18486784398555756,0.2614842355251312,0.2097105234861374,1.0,0.2778708338737488,0.5198751091957092,0.2910608649253845,1.0,0.23022522032260895,0.16233189404010773,0.2587076723575592,0.22948797047138214,0.21991311013698578,0.1722979098558426,0.25408822298049927,0.17911791801452637
as,0.3923053741455078,0.32133710384368896,0.2795177102088928,0.24585270881652832,0.21991311013698578,0.4400654137134552,0.2406635582447052,0.42092081904411316,0.21991311013698578,0.4023914039134979,0.36047765612602234,0.48381632566452026,0.2024291753768921,1.0,0.39550232887268066,0.20273667573928833,0.27043893933296204
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
bill,0.19545355439186096,0.15351812541484833,0.21611514687538147,0.20413362979888916,0.25408822298049927,0.1616130769252777,0.4210346043109894,0.17981381714344025,0.25408822298049927,0.13320747017860413,0.1958429217338562,0.24155211448669434,0.17229950428009033,0.20273667573928833,0.24716360867023468,0.9999999403953552,0.12855131924152374
;,0.007937713526189327,-0.015097163617610931,0.0044655390083789825,0.021862374618649483,0.06412144005298615,0.0563276931643486,0.12564608454704285,0.0979827418923378,0.06412144005298615,0.009997554123401642,-0.017878999933600426,0.09152708947658539,0.011492862366139889,0.05586666986346245,-0.02122584730386734,-0.03520350158214569,0.10349778085947037
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
committee,0.2034623622894287,0.09478174149990082,0.21976114809513092,0.18973466753959656,0.25937822461128235,0.219742551445961,0.3250719904899597,0.24979650974273682,0.25937822461128235,0.2377852201461792,0.20945778489112854,0.24322165548801422,0.1243840679526329,0.1826688051223755,0.1903151571750641,0.18315733969211578,0.12144632637500763
of,0.2827862501144409,0.26447007060050964,0.2043139487504959,0.343457967042923,0.2539142072200775,0.3792596757411957,0.22983944416046143,0.41548454761505127,0.2539142072200775,0.27917540073394775,0.3966929316520691,0.733189046382904,0.18863578140735626,0.3886612355709076,0.5052502155303955,0.17127205431461334,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.22310380637645721,0.3845241069793701,0.2587076723575592,0.4174870550632477,0.30301690101623535,0.535392165184021,0.2587076723575592,0.34582915902137756,0.5107308030128479,1.0,0.23187310993671417,0.48381632566452026,0.5829201340675354,0.24155211448669434,0.22068053483963013
parliament,0.237068772315979,0.21585623919963837,0.18331246078014374,0.17184364795684814,0.42866581678390503,0.209258034825325,0.41087499260902405,0.20290622115135193,0.42866581678390503,0.14771543443202972,0.2047569900751114,0.26521381735801697,0.1543596088886261,0.1639251410961151,0.22951169312000275,0.2732408940792084,0.1586504578590393
can,0.2602734863758087,0.43584567308425903,0.240422785282135,0.22821471095085144,0.21583211421966553,0.5614996552467346,0.21813292801380157,0.4979398250579834,0.21583211421966553,0.33694055676460266,0.2772369682788849,0.312528520822525,0.1899169683456421,0.3245031237602234,0.3915780484676361,0.17938722670078278,0.3226337134838104
present,0.12091390043497086,0.25481489300727844,0.11269652843475342,0.15980271995067596,0.05508418381214142,0.17365464568138123,0.1419622153043747,0.2453051209449768,0.05508418381214142,0.2063278704881668,0.19194398820400238,0.2829846143722534,0.07532315701246262,0.20965726673603058,0.14277903735637665,0.0988108217716217,0.21759982407093048
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
bill,0.19545355439186096,0.15351812541484833,0.21611514687538147,0.20413362979888916,0.25408822298049927,0.1616130769252777,0.4210346043109894,0.17981381714344025,0.25408822298049927,0.13320747017860413,0.1958429217338562,0.24155211448669434,0.17229950428009033,0.20273667573928833,0.24716360867023468,0.9999999403953552,0.12855131924152374
in,0.2792111933231354,0.3424151837825775,0.18157897889614105,0.3758552670478821,0.2591988444328308,0.3586423695087433,0.1798926591873169,0.45010748505592346,0.2591988444328308,0.288102924823761,0.46853652596473694,0.6662389636039734,0.250139981508255,0.3887844979763031,0.539380669593811,0.1447519063949585,0.20430970191955566
one,0.40083858370780945,0.2514621615409851,0.23534813523292542,0.264311820268631,0.20311206579208374,0.4022330939769745,0.2566514015197754,0.4025384783744812,0.20311206579208374,0.39836883544921875,0.3601475656032562,0.5514441132545471,0.17849396169185638,0.3954789340496063,0.4910551905632019,0.09296830743551254,0.2673267424106598
of,0.2827862501144409,0.26447007060050964,0.2043139487504959,0.343457967042923,0.2539142072200775,0.3792596757411957,0.22983944416046143,0.41548454761505127,0.2539142072200775,0.27917540073394775,0.3966929316520691,0.733189046382904,0.18863578140735626,0.3886612355709076,0.5052502155303955,0.17127205431461334,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.22310380637645721,0.3845241069793701,0.2587076723575592,0.4174870550632477,0.30301690101623535,0.535392165184021,0.2587076723575592,0.34582915902137756,0.5107308030128479,1.0,0.23187310993671417,0.48381632566452026,0.5829201340675354,0.24155211448669434,0.22068053483963013
areas,0.25495338439941406,0.192206010222435,0.22077342867851257,0.1423102170228958,0.2818202078342438,0.3565015196800232,0.20987585186958313,0.29808273911476135,0.2818202078342438,0.24920573830604553,0.25179940462112427,0.3311663568019867,0.13504405319690704,0.24697712063789368,0.24730755388736725,0.029275251552462578,0.1273590475320816
under,0.2962189018726349,0.17191942036151886,0.1496073603630066,0.1802186667919159,0.23199844360351562,0.24295192956924438,0.17123107612133026,0.27177539467811584,0.23199844360351562,0.2929171919822693,0.3075410723686218,0.3348022699356079,0.17453615367412567,0.29018887877464294,0.18317826092243195,0.13650529086589813,0.18233340978622437
its,0.1326070874929428,0.17664512991905212,0.1487976610660553,0.2215755134820938,0.19458016753196716,0.30017510056495667,0.19383156299591064,0.3691340684890747,0.19458016753196716,0.22836187481880188,0.34331920742988586,0.559237003326416,0.16470786929130554,0.31874480843544006,0.4424409866333008,0.18260256946086884,0.15103481709957123
remit,0.29331472516059875,0.2151004821062088,0.2971663773059845,0.17094022035598755,0.25716134905815125,0.30425307154655457,0.3285689651966095,0.3489500880241394,0.25716134905815125,0.37290361523628235,0.3190189301967621,0.3335707485675812,0.1833696961402893,0.316188782453537,0.25918257236480713,0.20151567459106445,0.3610509932041168
;,0.007937713526189327,-0.015097163617610931,0.0044655390083789825,0.021862374618649483,0.06412144005298615,0.0563276931643486,0.12564608454704285,0.0979827418923378,0.06412144005298615,0.009997554123401642,-0.017878999933600426,0.09152708947658539,0.011492862366139889,0.05586666986346245,-0.02122584730386734,-0.03520350158214569,0.10349778085947037
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
member,0.3046252727508545,0.1533735990524292,0.14643453061580658,0.16893768310546875,0.19865256547927856,0.14377020299434662,0.153075709939003,0.19456195831298828,0.19865256547927856,0.15600138902664185,0.1643621176481247,0.2806392312049866,0.09841828793287277,0.2264706939458847,0.24081070721149445,0.17437314987182617,0.06826172769069672
of,0.2827862501144409,0.26447007060050964,0.2043139487504959,0.343457967042923,0.2539142072200775,0.3792596757411957,0.22983944416046143,0.41548454761505127,0.2539142072200775,0.27917540073394775,0.3966929316520691,0.733189046382904,0.18863578140735626,0.3886612355709076,0.5052502155303955,0.17127205431461334,0.1826142966747284
the,0.3733934462070465,0.2694292366504669,0.22310380637645721,0.3845241069793701,0.2587076723575592,0.4174870550632477,0.30301690101623535,0.535392165184021,0.2587076723575592,0.34582915902137756,0.5107308030128479,1.0,0.23187310993671417,0.48381632566452026,0.5829201340675354,0.24155211448669434,0.22068053483963013
scottish,0.27621203660964966,0.21667926013469696,0.19801384210586548,0.150197833776474,0.1403539627790451,0.18833233416080475,0.17170795798301697,0.1268421709537506,0.1403539627790451,0.11939964443445206,0.14497309923171997,0.21724988520145416,0.14778921008110046,0.185140922665596,0.18544672429561615,0.22999455034732819,0.06442669779062271
parliament,0.237068772315979,0.21585623919963837,0.18331246078014374,0.17184364795684814,0.42866581678390503,0.209258034825325,0.41087499260902405,0.20290622115135193,0.42866581678390503,0.14771543443202972,0.2047569900751114,0.26521381735801697,0.1543596088886261,0.1639251410961151,0.22951169312000275,0.2732408940792084,0.1586504578590393
can,0.2602734863758087,0.43584567308425903,0.240422785282135,0.22821471095085144,0.21583211421966553,0.5614996552467346,0.21813292801380157,0.4979398250579834,0.21583211421966553,0.33694055676460266,0.2772369682788849,0.312528520822525,0.1899169683456421,0.3245031237602234,0.3915780484676361,0.17938722670078278,0.3226337134838104
introduce,0.2289908230304718,0.11500620096921921,1.0,0.2873581051826477,0.2614842355251312,0.23037874698638916,0.27937519550323486,0.3381519317626953,0.2614842355251312,0.2654971182346344,0.17413489520549774,0.22310380637645721,0.206806942820549,0.2795177102088928,0.25808990001678467,0.21611514687538147,0.22698114812374115
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
bill,0.19545355439186096,0.15351812541484833,0.21611514687538147,0.20413362979888916,0.25408822298049927,0.1616130769252777,0.4210346043109894,0.17981381714344025,0.25408822298049927,0.13320747017860413,0.1958429217338562,0.24155211448669434,0.17229950428009033,0.20273667573928833,0.24716360867023468,0.9999999403953552,0.12855131924152374
as,0.3923053741455078,0.32133710384368896,0.2795177102088928,0.24585270881652832,0.21991311013698578,0.4400654137134552,0.2406635582447052,0.42092081904411316,0.21991311013698578,0.4023914039134979,0.36047765612602234,0.48381632566452026,0.2024291753768921,1.0,0.39550232887268066,0.20273667573928833,0.27043893933296204
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
private,0.2552628517150879,0.16896244883537292,0.13021035492420197,0.15541495382785797,0.11873725801706314,0.21888144314289093,0.19341130554676056,0.18892748653888702,0.11873725801706314,0.17014256119728088,0.21000011265277863,0.18291357159614563,0.15326105058193207,0.22101859748363495,0.20346391201019287,0.09215032309293747,0.14389030635356903
member,0.3046252727508545,0.1533735990524292,0.14643453061580658,0.16893768310546875,0.19865256547927856,0.14377020299434662,0.153075709939003,0.19456195831298828,0.19865256547927856,0.15600138902664185,0.1643621176481247,0.2806392312049866,0.09841828793287277,0.2264706939458847,0.24081070721149445,0.17437314987182617,0.06826172769069672
;,0.007937713526189327,-0.015097163617610931,0.0044655390083789825,0.021862374618649483,0.06412144005298615,0.0563276931643486,0.12564608454704285,0.0979827418923378,0.06412144005298615,0.009997554123401642,-0.017878999933600426,0.09152708947658539,0.011492862366139889,0.05586666986346245,-0.02122584730386734,-0.03520350158214569,0.10349778085947037
or,0.31144875288009644,0.399771511554718,0.23037874698638916,0.1627417951822281,0.2778708338737488,1.0000001192092896,0.23933130502700806,0.38921234011650085,0.2778708338737488,0.3229690194129944,0.2897229492664337,0.4174870550632477,0.21756131947040558,0.4400654137134552,0.48853766918182373,0.1616130769252777,0.32389625906944275
a,0.36608949303627014,0.29255667328834534,0.25808990001678467,0.3214259147644043,0.1722979098558426,0.48853766918182373,0.1911919265985489,0.45503583550453186,0.1722979098558426,0.33469632267951965,0.3848365545272827,0.5829201340675354,0.16057591140270233,0.39550232887268066,1.0,0.24716360867023468,0.23916715383529663
private,0.2552628517150879,0.16896244883537292,0.13021035492420197,0.15541495382785797,0.11873725801706314,0.21888144314289093,0.19341130554676056,0.18892748653888702,0.11873725801706314,0.17014256119728088,0.21000011265277863,0.18291357159614563,0.15326105058193207,0.22101859748363495,0.20346391201019287,0.09215032309293747,0.14389030635356903
bill,0.19545355439186096,0.15351812541484833,0.21611514687538147,0.20413362979888916,0.25408822298049927,0.1616130769252777,0.4210346043109894,0.17981381714344025,0.25408822298049927,0.13320747017860413,0.1958429217338562,0.24155211448669434,0.17229950428009033,0.20273667573928833,0.24716360867023468,0.9999999403953552,0.12855131924152374
can,0.2602734863758087,0.43584567308425903,0.240422785282135,0.22821471095085144,0.21583211421966553,0.5614996552467346,0.21813292801380157,0.4979398250579834,0.21583211421966553,0.33694055676460266,0.2772369682788849,0.312528520822525,0.1899169683456421,0.3245031237602234,0.3915780484676361,0.17938722670078278,0.3226337134838104
be,0.3371641933917999,0.45514434576034546,0.2999604046344757,0.22046978771686554,0.24180686473846436,0.5260903835296631,0.28376927971839905,0.4972836375236511,0.24180686473846436,0.46432292461395264,0.37900757789611816,0.4248143136501312,0.17155537009239197,0.5230465531349182,0.39883795380592346,0.14357201755046844,0.3324260413646698
submitted,0.19082039594650269,0.200105220079422,0.2710809111595154,0.21398988366127014,0.22891788184642792,0.18752263486385345,0.40409600734710693,0.2779480218887329,0.22891788184642792,0.3475026786327362,0.26121217012405396,0.2515087127685547,0.1475071907043457,0.24666795134544373,0.17993977665901184,0.2332761287689209,0.2415507286787033
to,0.42656609416007996,0.391582727432251,0.3381519317626953,0.33159172534942627,0.2910608649253845,0.38921234011650085,0.31400617957115173,1.0,0.2910608649253845,0.3676825761795044,0.41031414270401,0.535392165184021,0.20019930601119995,0.42092081904411316,0.45503583550453186,0.17981381714344025,0.29463258385658264
parliament,0.237068772315979,0.21585623919963837,0.18331246078014374,0.17184364795684814,0.42866581678390503,0.209258034825325,0.41087499260902405,0.20290622115135193,0.42866581678390503,0.14771543443202972,0.2047569900751114,0.26521381735801697,0.1543596088886261,0.1639251410961151,0.22951169312000275,0.2732408940792084,0.1586504578590393
by,0.39727845788002014,0.1970296949148178,0.14244577288627625,0.25394493341445923,0.2311946451663971,0.30274316668510437,0.20844751596450806,0.33534231781959534,0.2311946451663971,0.35610949993133545,0.33887791633605957,0.4408751428127289,0.22048762440681458,0.3815547823905945,0.32094135880470276,0.14073550701141357,0.17966607213020325
an,0.2848317325115204,0.30457955598831177,0.16589272022247314,0.19160676002502441,0.17227743566036224,0.3096676766872406,0.17303839325904846,0.3138085603713989,0.17227743566036224,0.2784377336502075,0.3192969560623169,0.4207492768764496,0.13059160113334656,0.37218472361564636,0.44552403688430786,0.12577931582927704,0.19793890416622162
outside,0.2768247425556183,0.2814694046974182,0.12817546725273132,0.1891430914402008,0.22340339422225952,0.34863367676734924,0.1341678351163864,0.3292369544506073,0.22340339422225952,0.308206707239151,0.3252089023590088,0.3879719078540802,0.1521179974079132,0.28646576404571533,0.3113526403903961,0.09771645814180374,0.14839068055152893
proposer,0.2713135778903961,0.23373205959796906,0.3096162676811218,0.2387247383594513,0.2564702332019806,0.14806629717350006,0.41549304127693176,0.30134841799736023,0.2564702332019806,0.3881441056728363,0.2273554503917694,0.19320614635944366,0.17907579243183136,0.23496966063976288,0.25611963868141174,0.19058142602443695,0.3582901656627655
.,0.3541337847709656,0.35826805233955383,0.26207107305526733,0.35031336545944214,0.2222834676504135,0.36683785915374756,0.24173074960708618,0.4645031690597534,0.2222834676504135,0.36193007230758667,0.49257001280784607,0.5934505462646484,0.2393038123846054,0.515582263469696,0.50484299659729,0.2289014607667923,0.4130953550338745
