,who,was,the,normans,',main,enemy,in,italy,",",the,byzantine,empire,and,armenia,?
entered,0.14767324924468994,0.3258320689201355,0.3258282542228699,0.15653188526630402,0.19120605289936066,0.10421239584684372,0.24094107747077942,0.31345370411872864,0.2550266683101654,0.22674760222434998,0.3258282542228699,0.1565946340560913,0.1340789496898651,0.26524943113327026,0.17969955503940582,0.10335487127304077
the,0.3733934462070465,0.48711544275283813,1.0,0.2781367897987366,0.474788099527359,0.38631999492645264,0.2552780210971832,0.6662389636039734,0.2633645832538605,0.4933079481124878,1.0,0.20800244808197021,0.32532164454460144,0.5171257257461548,0.22882236540317535,0.22068053483963013
byzantine,0.19200117886066437,0.1656121164560318,0.20800244808197021,0.44761067628860474,0.12309650331735611,0.10776778310537338,0.1690600961446762,0.12042805552482605,0.3059539794921875,0.22047357261180878,0.20800244808197021,1.0,0.48375600576400757,0.2784913182258606,0.39001789689064026,0.21581105887889862
empire,0.18977859616279602,0.30602675676345825,0.32532164454460144,0.3204875588417053,0.13928362727165222,0.11377498507499695,0.21331869065761566,0.24110576510429382,0.23521104454994202,0.27646857500076294,0.32532164454460144,0.48375600576400757,1.0000001192092896,0.27479609847068787,0.3642008602619171,0.14909450709819794
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23779046535491943,0.3053182065486908,0.29831406474113464,0.23492933809757233,0.4954058527946472,0.25207585096359253,0.6633074283599854,0.5171257257461548,0.2784913182258606,0.27479609847068787,1.0,0.15248090028762817,0.20544172823429108
then,0.29952746629714966,0.27044644951820374,0.4297412931919098,0.17890042066574097,0.2420661896467209,0.20095136761665344,0.1937064826488495,0.36253848671913147,0.1942487508058548,0.36768391728401184,0.4297412931919098,0.18635070323944092,0.22098107635974884,0.4372139573097229,0.17341816425323486,0.2884598970413208
armenia,0.17745426297187805,0.1615164875984192,0.22882236540317535,0.23730488121509552,0.15765295922756195,0.11222198605537415,0.176865354180336,0.1582694947719574,0.3214553892612457,0.18493571877479553,0.22882236540317535,0.39001789689064026,0.3642008602619171,0.15248090028762817,1.0,0.18462175130844116
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.207779198884964,0.5178600549697876,0.2989408075809479,0.18225997686386108,0.5201468467712402,0.2497674822807312,1.0000001192092896,0.4933079481124878,0.22047357261180878,0.27646857500076294,0.6633074283599854,0.18493571877479553,0.31091248989105225
fighting,0.3206233084201813,0.2350539267063141,0.29008734226226807,0.2981039583683014,0.23314261436462402,0.17888392508029938,0.4058605432510376,0.26774391531944275,0.1647893339395523,0.27570468187332153,0.29008734226226807,0.22260355949401855,0.22110536694526672,0.3183648884296417,0.13453106582164764,0.15496447682380676
against,0.2942115366458893,0.22972732782363892,0.3090755045413971,0.19649623334407806,0.18114927411079407,0.2279006540775299,0.3052867650985718,0.27273955941200256,0.1239529475569725,0.31168749928474426,0.3090755045413971,0.209760382771492,0.22308263182640076,0.3292689621448517,0.1527136266231537,0.18095137178897858
the,0.3733934462070465,0.48711544275283813,1.0,0.2781367897987366,0.474788099527359,0.38631999492645264,0.2552780210971832,0.6662389636039734,0.2633645832538605,0.4933079481124878,1.0,0.20800244808197021,0.32532164454460144,0.5171257257461548,0.22882236540317535,0.22068053483963013
pechenegs,0.24159511923789978,0.23406556248664856,0.34438830614089966,0.36998987197875977,0.13817399740219116,0.13877224922180176,0.2844957709312439,0.27610528469085693,0.2875026762485504,0.32870879769325256,0.34438830614089966,0.41102632880210876,0.405040979385376,0.2921919524669647,0.4320777654647827,0.17858394980430603
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.207779198884964,0.5178600549697876,0.2989408075809479,0.18225997686386108,0.5201468467712402,0.2497674822807312,1.0000001192092896,0.4933079481124878,0.22047357261180878,0.27646857500076294,0.6633074283599854,0.18493571877479553,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,1.0,0.2781367897987366,0.474788099527359,0.38631999492645264,0.2552780210971832,0.6662389636039734,0.2633645832538605,0.4933079481124878,1.0,0.20800244808197021,0.32532164454460144,0.5171257257461548,0.22882236540317535,0.22068053483963013
bulgars,0.14502936601638794,0.13048650324344635,0.2398478388786316,0.31931617856025696,0.07893722504377365,0.10386054217815399,0.1347213238477707,0.21651209890842438,0.3079652488231659,0.23840360343456268,0.2398478388786316,0.4970257580280304,0.33307671546936035,0.23592223227024078,0.48093485832214355,0.12621472775936127
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.207779198884964,0.5178600549697876,0.2989408075809479,0.18225997686386108,0.5201468467712402,0.2497674822807312,1.0000001192092896,0.4933079481124878,0.22047357261180878,0.27646857500076294,0.6633074283599854,0.18493571877479553,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.23779046535491943,0.3053182065486908,0.29831406474113464,0.23492933809757233,0.4954058527946472,0.25207585096359253,0.6633074283599854,0.5171257257461548,0.2784913182258606,0.27479609847068787,1.0,0.15248090028762817,0.20544172823429108
especially,0.3433115482330322,0.23685427010059357,0.39420849084854126,0.2254818230867386,0.207044780254364,0.25704094767570496,0.20072326064109802,0.3526567816734314,0.2736041247844696,0.3689771592617035,0.39420849084854126,0.1898047775030136,0.2143111675977707,0.47893428802490234,0.1617281287908554,0.19751401245594025
the,0.3733934462070465,0.48711544275283813,1.0,0.2781367897987366,0.474788099527359,0.38631999492645264,0.2552780210971832,0.6662389636039734,0.2633645832538605,0.4933079481124878,1.0,0.20800244808197021,0.32532164454460144,0.5171257257461548,0.22882236540317535,0.22068053483963013
seljuk,0.24297520518302917,0.2477796971797943,0.2769140601158142,0.4614505171775818,0.1391506791114807,0.15458114445209503,0.29479604959487915,0.199256032705307,0.2759070098400116,0.2450910210609436,0.2769140601158142,0.6264068484306335,0.5656077265739441,0.2552485167980194,0.46293213963508606,0.19457559287548065
turks,0.2758772373199463,0.181900754570961,0.25820091366767883,0.38952624797821045,0.08191630989313126,0.1340130716562271,0.2369871288537979,0.18422621488571167,0.2749054431915283,0.23273320496082306,0.25820091366767883,0.4741193950176239,0.4166608452796936,0.26278018951416016,0.3846019208431244,0.1953624188899994
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.2287112921476364,0.4806240200996399,0.31122034788131714,0.1720624417066574,0.5591574311256409,0.26594269275665283,0.6812511086463928,0.5934505462646484,0.24655847251415253,0.2811720371246338,0.588965117931366,0.20795945823192596,0.4130953550338745
