,who,intercepted,a,manning,pass,",",giving,the,ball,back,to,the,panthers,?
kony,0.310282826423645,0.17936092615127563,0.1972775012254715,0.2368711680173874,0.06601454317569733,0.2628111243247986,0.17998789250850677,0.2574063241481781,0.10507766902446747,0.14600706100463867,0.2693209946155548,0.2574063241481781,0.20317906141281128,0.07727755606174469
ealy,0.2409643977880478,0.22973410785198212,0.2892864942550659,0.37721550464630127,0.15350939333438873,0.36951279640197754,0.2061149775981903,0.20656827092170715,0.2552103102207184,0.1591174304485321,0.18552953004837036,0.20656827092170715,0.30163872241973877,0.24052083492279053
tipped,0.12533806264400482,0.23999811708927155,0.26480159163475037,0.2119094580411911,0.17603516578674316,0.20248208940029144,0.2852722108364105,0.23939231038093567,0.2612858712673187,0.28284648060798645,0.2157592475414276,0.23939231038093567,0.22351229190826416,0.194533109664917
a,0.36608949303627014,0.22235213220119476,1.0,0.2509649395942688,0.19894953072071075,0.427140474319458,0.35822594165802,0.5829201340675354,0.23578347265720367,0.31908270716667175,0.45503583550453186,0.5829201340675354,0.2255268394947052,0.23916715383529663
manning,0.33436715602874756,0.3886162042617798,0.2509649395942688,0.9999998807907104,0.28301873803138733,0.30921146273612976,0.24663177132606506,0.27058160305023193,0.3111599087715149,0.20350176095962524,0.24857525527477264,0.27058160305023193,0.3926267921924591,0.15856626629829407
pass,0.12504667043685913,0.33124175667762756,0.19894953072071075,0.28301873803138733,1.0000001192092896,0.22301842272281647,0.1520298719406128,0.25961899757385254,0.21328508853912354,0.18389853835105896,0.28446894884109497,0.25961899757385254,0.16386406123638153,0.09478675574064255
to,0.42656609416007996,0.24364793300628662,0.45503583550453186,0.24857525527477264,0.28446894884109497,0.44245919585227966,0.36088186502456665,0.535392165184021,0.2563202381134033,0.4675939381122589,1.0,0.535392165184021,0.2185782641172409,0.29463258385658264
himself,0.4094412326812744,0.1584370732307434,0.2141161412000656,0.19199420511722565,0.06820299476385117,0.18494756519794464,0.20270700752735138,0.24642214179039001,0.1531844586133957,0.1803937554359436,0.2758015990257263,0.24642214179039001,0.16195839643478394,0.10407622903585434
and,0.41279885172843933,0.23825930058956146,0.3739250600337982,0.2638654112815857,0.2433357536792755,0.6633074283599854,0.32261931896209717,0.5171257257461548,0.19981779158115387,0.32774487137794495,0.48971283435821533,0.5171257257461548,0.2230100929737091,0.20544172823429108
then,0.29952746629714966,0.28829434514045715,0.3970017731189728,0.2315567582845688,0.22971171140670776,0.36768391728401184,0.2767588496208191,0.4297412931919098,0.22892506420612335,0.47769519686698914,0.5203860402107239,0.4297412931919098,0.1711401343345642,0.2884598970413208
intercepted,0.18206435441970825,1.0,0.22235213220119476,0.3886162042617798,0.33124175667762756,0.21653500199317932,0.17318056523799896,0.2696214020252228,0.24055960774421692,0.23654556274414062,0.24364793300628662,0.2696214020252228,0.3229466676712036,0.10366860032081604
it,0.2868398427963257,0.13687510788440704,0.5452592968940735,0.17507615685462952,0.2256692498922348,0.48329564929008484,0.265837162733078,0.6251175999641418,0.1934148073196411,0.32559895515441895,0.513711154460907,0.6251175999641418,0.14710287749767303,0.25732165575027466
",",0.3365725874900818,0.21653500199317932,0.427140474319458,0.30921146273612976,0.22301842272281647,1.0000001192092896,0.28642573952674866,0.4933079481124878,0.2170172780752182,0.3066370487213135,0.44245919585227966,0.4933079481124878,0.2494642585515976,0.31091248989105225
returning,0.26930058002471924,0.3135930895805359,0.2671792209148407,0.34709882736206055,0.21001696586608887,0.2649920582771301,0.3548699617385864,0.3807036876678467,0.1635608971118927,0.4188690483570099,0.3828968405723572,0.3807036876678467,0.25172168016433716,0.14488300681114197
the,0.3733934462070465,0.2696214020252228,0.5829201340675354,0.27058160305023193,0.25961899757385254,0.4933079481124878,0.3626074492931366,1.0,0.18895584344863892,0.3612101674079895,0.535392165184021,1.0,0.2602776288986206,0.22068053483963013
ball,0.18419332802295685,0.24055960774421692,0.23578347265720367,0.3111599087715149,0.21328508853912354,0.2170172780752182,0.08097457885742188,0.18895584344863892,1.0,0.21943949162960052,0.2563202381134033,0.18895584344863892,0.17961734533309937,0.1766241192817688
19,-0.12102775275707245,-0.04433980584144592,-0.07578208297491074,-0.19286735355854034,-0.14469687640666962,-0.22645433247089386,-0.027965685352683067,-0.17766842246055603,-0.025176096707582474,-0.10811413079500198,-0.09078327566385269,-0.17766842246055603,-0.18543896079063416,0.008002291433513165
yards,0.13584628701210022,0.5472956299781799,0.19167225062847137,0.5283294916152954,0.3559992015361786,0.16944201290607452,0.16576986014842987,0.16070343554019928,0.31545811891555786,0.2079198658466339,0.1612969934940338,0.16070343554019928,0.33815330266952515,0.12453813850879669
to,0.42656609416007996,0.24364793300628662,0.45503583550453186,0.24857525527477264,0.28446894884109497,0.44245919585227966,0.36088186502456665,0.535392165184021,0.2563202381134033,0.4675939381122589,1.0,0.535392165184021,0.2185782641172409,0.29463258385658264
the,0.3733934462070465,0.2696214020252228,0.5829201340675354,0.27058160305023193,0.25961899757385254,0.4933079481124878,0.3626074492931366,1.0,0.18895584344863892,0.3612101674079895,0.535392165184021,1.0,0.2602776288986206,0.22068053483963013
panthers,0.2132880985736847,0.3229466676712036,0.2255268394947052,0.3926267921924591,0.16386406123638153,0.2494642585515976,0.1565897911787033,0.2602776288986206,0.17961734533309937,0.24408011138439178,0.2185782641172409,0.2602776288986206,0.9999999403953552,0.16608978807926178
39-yard,0.26629775762557983,0.35448652505874634,0.28543829917907715,0.3726155459880829,0.268711119890213,0.2357707917690277,0.20168817043304443,0.29000911116600037,0.30339065194129944,0.2501429617404938,0.2367934286594391,0.29000911116600037,0.27963170409202576,0.1945265233516693
line,0.1774713397026062,0.2861965298652649,0.23499317467212677,0.16799555718898773,0.23281124234199524,0.22637072205543518,0.12388450652360916,0.29789501428604126,0.2138069123029709,0.17848113179206848,0.2615616023540497,0.29789501428604126,0.13802513480186462,0.16271452605724335
with,0.3282766342163086,0.2404945343732834,0.3783375024795532,0.18539859354496002,0.16526761651039124,0.4120737314224243,0.3935176134109497,0.4223487675189972,0.1654299646615982,0.3237067759037018,0.4239959120750427,0.4223487675189972,0.23276561498641968,0.2433311939239502
1:55,0.20488259196281433,0.06138308718800545,0.06480421870946884,0.11597508192062378,0.09790074825286865,0.1617816835641861,0.17765137553215027,0.09317532926797867,0.10120364278554916,0.11857685446739197,0.15424537658691406,0.09317532926797867,0.042461540549993515,0.14933566749095917
left,0.24052289128303528,0.21517519652843475,0.19688890874385834,0.14772450923919678,0.13408030569553375,0.2448868453502655,0.15319029986858368,0.33113980293273926,0.13393549621105194,0.2884174585342407,0.2724500000476837,0.33113980293273926,0.27322229743003845,0.13251960277557373
on,0.2340552806854248,0.19228419661521912,0.3848365545272827,0.25339728593826294,0.13331516087055206,0.49057599902153015,0.27042704820632935,0.5107308030128479,0.1605052351951599,0.3159608244895935,0.41031414270401,0.5107308030128479,0.17721405625343323,0.2714994251728058
the,0.3733934462070465,0.2696214020252228,0.5829201340675354,0.27058160305023193,0.25961899757385254,0.4933079481124878,0.3626074492931366,1.0,0.18895584344863892,0.3612101674079895,0.535392165184021,1.0,0.2602776288986206,0.22068053483963013
clock,0.18138906359672546,0.12960682809352875,0.23731647431850433,0.15768377482891083,0.08976133912801743,0.17917221784591675,0.1287575364112854,0.25408005714416504,0.1892467737197876,0.2967011034488678,0.19391514360904694,0.25408005714416504,0.08720589429140091,0.15814508497714996
.,0.3541337847709656,0.22816359996795654,0.50484299659729,0.2937074899673462,0.1901644617319107,0.6812511086463928,0.3268221318721771,0.5934505462646484,0.214210644364357,0.3154444992542267,0.4645031690597534,0.5934505462646484,0.23446570336818695,0.4130953550338745
