,what,characteristic,due,most,items,display,after,burning,?
any,0.43670421838760376,0.29994454979896545,0.2714565098285675,0.3733811676502228,0.3593309819698334,0.31963786482810974,0.2192334532737732,0.22018790245056152,0.4113408327102661
initial,0.2771121859550476,0.3089466989040375,0.302952378988266,0.11903367191553116,0.1987985223531723,0.233451709151268,0.34611430764198303,0.10212110728025436,0.16868601739406586
quantitative,0.3184710144996643,0.4439283609390259,0.2146712690591812,0.26180824637413025,0.23238898813724518,0.22693167626857758,0.10340091586112976,0.16225433349609375,0.23438139259815216
experiments,0.3106561601161957,0.2678600251674652,0.12250302731990814,0.1896154135465622,0.2527972161769867,0.19548659026622772,0.1589430570602417,0.17525207996368408,0.14564716815948486
conducted,0.13546347618103027,0.15447057783603668,0.1749815046787262,0.20116080343723297,0.07655701041221619,0.13290801644325256,0.19824042916297913,0.17164890468120575,0.1105341762304306
to,0.455847829580307,0.26635119318962097,0.35188060998916626,0.321603000164032,0.3191612660884857,0.21999706327915192,0.37890323996543884,0.24785497784614563,0.29463258385658264
test,0.2596650719642639,0.1334109902381897,0.1607717126607895,0.15754471719264984,0.16153384745121002,0.2453974038362503,0.15473321080207825,0.148307666182518,0.19832737743854523
the,0.42745697498321533,0.28210532665252686,0.22577603161334991,0.47635307908058167,0.23580949008464813,0.2758708596229553,0.4565047025680542,0.2821531891822815,0.22068053483963013
idea,0.44512778520584106,0.28976476192474365,0.17191395163536072,0.23933638632297516,0.1994306445121765,0.1325388252735138,0.236320361495018,0.1173371821641922,0.2952161729335785
;,0.10986888408660889,0.08271545171737671,-0.03977236524224281,0.09552082419395447,0.004877184052020311,0.07611696422100067,-0.01834123209118843,0.029360977932810783,0.10349778085947037
instead,0.4104403555393219,0.25327417254447937,0.26187729835510254,0.32016026973724365,0.329386830329895,0.2754817306995392,0.35591042041778564,0.2560322880744934,0.2942638397216797
",",0.3087472915649414,0.263354629278183,0.3106630742549896,0.3636029064655304,0.21073096990585327,0.18201033771038055,0.38860568404197693,0.2103968858718872,0.31091248989105225
it,0.45803478360176086,0.26870623230934143,0.2184215486049652,0.4001435935497284,0.2588444650173187,0.24024848639965057,0.36872005462646484,0.26056838035583496,0.25732165575027466
was,0.22111038863658905,0.15926383435726166,0.29011407494544983,0.29933857917785645,0.10300161689519882,0.09010930359363556,0.49306565523147583,0.18665166199207306,0.18412111699581146
based,0.274813175201416,0.18106593191623688,0.2385871261358261,0.24925106763839722,0.15229341387748718,0.1681782305240631,0.17432904243469238,0.15499959886074066,0.134929820895195
on,0.34226128458976746,0.16199301183223724,0.3553527891635895,0.28303956985473633,0.20476584136486053,0.2230798453092575,0.39330315589904785,0.20921972393989563,0.2714994251728058
observations,0.25952574610710144,0.34089019894599915,0.22444778680801392,0.22817441821098328,0.2264825850725174,0.21475498378276825,0.1530267894268036,0.15100301802158356,0.16318461298942566
of,0.33290785551071167,0.2943860590457916,0.2533245384693146,0.4178851246833801,0.21522082388401031,0.23211264610290527,0.3867455720901489,0.26340749859809875,0.1826142966747284
what,0.9999998807907104,0.2773447632789612,0.15204688906669617,0.3219912350177765,0.23242159187793732,0.1723564863204956,0.21973377466201782,0.21885274350643158,0.5051238536834717
happens,0.3950584828853607,0.28339672088623047,0.2930283844470978,0.27041205763816833,0.22901573777198792,0.15203817188739777,0.26836302876472473,0.25155335664749146,0.27680426836013794
when,0.4700249433517456,0.2687113881111145,0.27254438400268555,0.299309104681015,0.2708219885826111,0.16265787184238434,0.5331412553787231,0.282265305519104,0.22841128706932068
something,0.6258514523506165,0.31702643632888794,0.20907393097877502,0.25615638494491577,0.3701518177986145,0.2319648563861847,0.2205047458410263,0.28607314825057983,0.4761815667152405
burns,0.11580292135477066,0.09481219947338104,0.12088435888290405,0.1614258736371994,0.13382266461849213,0.10284531116485596,0.19689474999904633,0.6038036346435547,0.19737893342971802
",",0.3087472915649414,0.263354629278183,0.3106630742549896,0.3636029064655304,0.21073096990585327,0.18201033771038055,0.38860568404197693,0.2103968858718872,0.31091248989105225
that,0.6297725439071655,0.3676197826862335,0.2827286720275879,0.4497850239276886,0.2955382466316223,0.23487405478954315,0.373811811208725,0.25495728850364685,0.32716336846351624
most,0.3219912350177765,0.32608267664909363,0.20159634947776794,1.0,0.24060913920402527,0.16520272195339203,0.22962093353271484,0.2030901312828064,0.2107497900724411
common,0.19989867508411407,0.3427810072898865,0.20599499344825745,0.42714235186576843,0.25183942914009094,0.2597823441028595,0.12873466312885284,0.09937196969985962,0.20434872806072235
objects,0.24020016193389893,0.35635116696357727,0.187599316239357,0.2199428677558899,0.4797886610031128,0.2721071243286133,0.1689804345369339,0.20068910717964172,0.15479016304016113
appear,0.2962318956851959,0.30999860167503357,0.2254047691822052,0.25003668665885925,0.29365280270576477,0.3925906717777252,0.16821138560771942,0.16606833040714264,0.22635367512702942
to,0.455847829580307,0.26635119318962097,0.35188060998916626,0.321603000164032,0.3191612660884857,0.21999706327915192,0.37890323996543884,0.24785497784614563,0.29463258385658264
become,0.27134042978286743,0.23410755395889282,0.2054976373910904,0.3827710449695587,0.12148238718509674,0.13812999427318573,0.2601144313812256,0.18833474814891815,0.19511328637599945
lighter,0.23391853272914886,0.3401005268096924,0.15649718046188354,0.2808442711830139,0.23403482139110565,0.22253955900669098,0.16526047885417938,0.2508617043495178,0.13723474740982056
and,0.31309178471565247,0.3171210289001465,0.3082410395145416,0.4309377074241638,0.2645854949951172,0.2156500667333603,0.3765919506549835,0.24708354473114014,0.20544172823429108
seem,0.4162353277206421,0.37081512808799744,0.2657923400402069,0.290129154920578,0.2928781509399414,0.20944608747959137,0.16510644555091858,0.1664370894432068,0.42079484462738037
to,0.455847829580307,0.26635119318962097,0.35188060998916626,0.321603000164032,0.3191612660884857,0.21999706327915192,0.37890323996543884,0.24785497784614563,0.29463258385658264
lose,0.26612868905067444,0.2814866006374359,0.30668067932128906,0.238148495554924,0.2022119164466858,0.17147596180438995,0.3333807587623596,0.2534462511539459,0.18494220077991486
something,0.6258514523506165,0.31702643632888794,0.20907393097877502,0.25615638494491577,0.3701518177986145,0.2319648563861847,0.2205047458410263,0.28607314825057983,0.4761815667152405
in,0.30808621644973755,0.2336774468421936,0.2516716718673706,0.41416558623313904,0.2189844399690628,0.2005489468574524,0.44050168991088867,0.25352632999420166,0.20430970191955566
the,0.42745697498321533,0.28210532665252686,0.22577603161334991,0.47635307908058167,0.23580949008464813,0.2758708596229553,0.4565047025680542,0.2821531891822815,0.22068053483963013
process,0.3466717302799225,0.26992887258529663,0.3088546097278595,0.16820742189884186,0.18087096512317657,0.16803787648677826,0.29070353507995605,0.271576464176178,0.2460896074771881
.,0.3567904531955719,0.2017466127872467,0.19861014187335968,0.35404038429260254,0.23707115650177002,0.23479050397872925,0.35870397090911865,0.2346208095550537,0.4130953550338745
