,from,what,military,branch,did,mueller,recruit,managers,from,?
be,0.3107333183288574,0.3929833769798279,0.15564680099487305,0.11228202283382416,0.22657383978366852,0.1597851663827896,0.21054138243198395,0.22627601027488708,0.3107333183288574,0.3324260413646698
found,0.15488772094249725,0.1796332150697708,0.09362532943487167,0.09466356784105301,0.15878844261169434,0.09882061183452606,0.16014795005321503,0.08243951201438904,0.15488772094249725,0.16790300607681274
among,0.19863110780715942,0.21154822409152985,0.22378511726856232,0.12185896933078766,0.2415449470281601,0.17983318865299225,0.2312983125448227,0.22935751080513,0.19863110780715942,0.14343059062957764
high-ranking,0.265287309885025,0.3271816670894623,0.30318376421928406,0.22613447904586792,0.27524662017822266,0.22986969351768494,0.20726245641708374,0.22141093015670776,0.265287309885025,0.3423651158809662
officers,0.1617758423089981,0.20936226844787598,0.5031247138977051,0.25381794571876526,0.2679651379585266,0.172170028090477,0.39748573303222656,0.34907400608062744,0.1617758423089981,0.14072641730308533
in,0.4274188280105591,0.30808621644973755,0.2402431070804596,0.21656033396720886,0.2593238651752472,0.24005226790905,0.16612009704113007,0.23715339601039886,0.4274188280105591,0.20430970191955566
the,0.40150508284568787,0.42745697498321533,0.2290858030319214,0.2630956768989563,0.34736719727516174,0.2319459170103073,0.22927021980285645,0.24112285673618317,0.40150508284568787,0.22068053483963013
united,0.27339106798171997,0.20036718249320984,0.2749183773994446,0.2913667857646942,0.21137088537216187,0.16685090959072113,0.2390449494123459,0.18445034325122833,0.27339106798171997,0.17266890406608582
states,0.24283263087272644,0.21526020765304565,0.2865029573440552,0.31712764501571655,0.21754568815231323,0.17073477804660797,0.24595147371292114,0.1818309724330902,0.24283263087272644,0.16272737085819244
air,0.20934231579303741,0.10361403971910477,0.28651490807533264,0.23483683168888092,0.12297173589468002,0.13454017043113708,0.13632817566394806,0.12160195410251617,0.20934231579303741,0.1491677612066269
force,0.14128944277763367,0.16915984451770782,0.389915406703949,0.243977352976799,0.1680130809545517,0.10867122560739517,0.32729536294937134,0.14607927203178406,0.14128944277763367,0.1650998443365097
",",0.39760664105415344,0.3087472915649414,0.2611614465713501,0.2610839307308197,0.3015086054801941,0.3152562379837036,0.16720660030841827,0.24532629549503326,0.39760664105415344,0.31091248989105225
so,0.2813224494457245,0.539469838142395,0.18036434054374695,0.12981319427490234,0.43696269392967224,0.12203797698020935,0.3090895414352417,0.22939026355743408,0.2813224494457245,0.43163934350013733
he,0.3314535319805145,0.3114890456199646,0.2672775089740753,0.21141262352466583,0.3292143940925598,0.24165187776088715,0.24398279190063477,0.22630247473716736,0.3314535319805145,0.2089974731206894
got,0.3067551553249359,0.22145941853523254,0.17958751320838928,0.11225473880767822,0.4486267864704132,0.1487990915775299,0.2449750155210495,0.08962046355009079,0.3067551553249359,0.24048802256584167
webb,0.10919525474309921,0.07876737415790558,0.1572847217321396,0.14304064214229584,0.17462794482707977,0.3302505910396576,0.21799792349338531,0.17629192769527435,0.10919525474309921,0.11173157393932343
's,-0.01936490088701248,0.02692362666130066,0.0309983491897583,-0.04201217368245125,0.05069678649306297,0.08853936195373535,-0.03939689323306084,-0.017963537946343422,-0.01936490088701248,-0.023395681753754616
permission,0.2335881143808365,0.29350385069847107,0.21830661594867706,0.16154712438583374,0.38586631417274475,0.2006148248910904,0.33302855491638184,0.17343434691429138,0.2335881143808365,0.2520243525505066
to,0.4069952368736267,0.455847829580307,0.2282337248325348,0.15628041326999664,0.4452643394470215,0.08670014888048172,0.28058016300201416,0.24998657405376434,0.4069952368736267,0.29463258385658264
recruit,0.11148568242788315,0.23032547533512115,0.2398279756307602,0.1111074686050415,0.27997514605522156,0.16030026972293854,1.0000001192092896,0.27072739601135254,0.11148568242788315,0.22197800874710083
general,0.1645994782447815,0.24928055703639984,0.34393709897994995,0.20180872082710266,0.19499315321445465,0.11592588573694229,0.1792830377817154,0.3149162530899048,0.1645994782447815,0.1972234547138214
samuel,0.08638430386781693,0.14263929426670074,0.17833223938941956,0.11181908845901489,0.15969319641590118,0.49152711033821106,0.1677006036043167,0.11119238287210464,0.08638430386781693,0.09954892843961716
c.,-0.15144890546798706,0.03813721984624863,0.019384343177080154,-0.08874525129795074,-0.00015500003064516932,-0.0856545940041542,0.09587185829877853,0.06382529437541962,-0.15144890546798706,0.019047532230615616
phillips,0.1779073029756546,0.1776774823665619,0.20197027921676636,0.1625736802816391,0.13411401212215424,0.31965869665145874,0.2472417652606964,0.16304731369018555,0.1779073029756546,0.15470919013023376
",",0.39760664105415344,0.3087472915649414,0.2611614465713501,0.2610839307308197,0.3015086054801941,0.3152562379837036,0.16720660030841827,0.24532629549503326,0.39760664105415344,0.31091248989105225
who,0.27839982509613037,0.40942975878715515,0.28924500942230225,0.1699681431055069,0.34038686752319336,0.25541362166404724,0.38274338841438293,0.2875884473323822,0.27839982509613037,0.26220351457595825
gained,0.25995099544525146,0.15457381308078766,0.18890725076198578,0.07478303462266922,0.2939504086971283,0.08758996427059174,0.18927499651908875,0.17675785720348358,0.25995099544525146,0.11261032521724701
a,0.322764128446579,0.3320399522781372,0.22087278962135315,0.20822708308696747,0.2552328109741211,0.22967667877674103,0.2432267814874649,0.23490948975086212,0.322764128446579,0.23916715383529663
reputation,0.20709754526615143,0.24973461031913757,0.26326343417167664,0.07824555039405823,0.3224841058254242,0.13261547684669495,0.3085614740848541,0.1886497288942337,0.20709754526615143,0.14395901560783386
for,0.314039945602417,0.3017193675041199,0.22577130794525146,0.0993007943034172,0.318512886762619,0.16679444909095764,0.29705899953842163,0.2905394732952118,0.314039945602417,0.264628142118454
his,0.3195365369319916,0.26976513862609863,0.2637975513935089,0.12139967828989029,0.3546801507472992,0.28225281834602356,0.2770959734916687,0.17958277463912964,0.3195365369319916,0.18075084686279297
effective,0.16505944728851318,0.23494793474674225,0.30228403210639954,0.17379769682884216,0.2096690982580185,0.1449500322341919,0.18282540142536163,0.18114310503005981,0.16505944728851318,0.21825028955936432
management,0.16405700147151947,0.180610790848732,0.22813908755779266,0.1770491898059845,0.116518035531044,0.18382570147514343,0.23579595983028412,0.544742226600647,0.16405700147151947,0.15866325795650482
of,0.4249346852302551,0.33290785551071167,0.27347031235694885,0.23972897231578827,0.2513895630836487,0.16156543791294098,0.14460816979408264,0.19591322541236877,0.4249346852302551,0.1826142966747284
the,0.40150508284568787,0.42745697498321533,0.2290858030319214,0.2630956768989563,0.34736719727516174,0.2319459170103073,0.22927021980285645,0.24112285673618317,0.40150508284568787,0.22068053483963013
minuteman,0.27923089265823364,0.1810595691204071,0.18079762160778046,0.16444635391235352,0.24800726771354675,0.33959251642227173,0.2702363133430481,0.237216517329216,0.27923089265823364,0.17810796201229095
program,0.20039871335029602,0.25047802925109863,0.15713472664356232,0.1770797222852707,0.18915289640426636,0.17193442583084106,0.2664102613925934,0.25078636407852173,0.20039871335029602,0.1440187245607376
",",0.39760664105415344,0.3087472915649414,0.2611614465713501,0.2610839307308197,0.3015086054801941,0.3152562379837036,0.16720660030841827,0.24532629549503326,0.39760664105415344,0.31091248989105225
as,0.3251767158508301,0.31749409437179565,0.1877383589744568,0.1798926442861557,0.3596470057964325,0.25766482949256897,0.30612534284591675,0.1986047774553299,0.3251767158508301,0.27043893933296204
omsf,0.16278810799121857,0.2841319441795349,0.24891071021556854,0.2381659299135208,0.2373429834842682,0.2783781886100769,0.25692546367645264,0.31468042731285095,0.16278810799121857,0.27354907989501953
program,0.20039871335029602,0.25047802925109863,0.15713472664356232,0.1770797222852707,0.18915289640426636,0.17193442583084106,0.2664102613925934,0.25078636407852173,0.20039871335029602,0.1440187245607376
controller,0.15877600014209747,0.2898109555244446,0.1904027760028839,0.1865677535533905,0.1841757744550705,0.2612898349761963,0.17677593231201172,0.21756553649902344,0.15877600014209747,0.2098138928413391
.,0.41536515951156616,0.3567904531955719,0.21794499456882477,0.1572728455066681,0.35288307070732117,0.24379780888557434,0.21029594540596008,0.23126311600208282,0.41536515951156616,0.4130953550338745
