,what,was,shrewsbury,'s,conclusion,?
mortality,0.20401974022388458,0.16004931926727295,0.17679212987422943,0.059883713722229004,0.33937960863113403,0.18695609271526337
in,0.30808621644973755,0.45514053106307983,0.21931351721286774,-0.037580832839012146,0.2106221318244934,0.20430970191955566
rural,0.19569969177246094,0.165350079536438,0.246053084731102,0.08167918026447296,0.026421068236231804,0.11320571601390839
areas,0.23739881813526154,0.20516395568847656,0.11096778512001038,0.03540606424212456,0.06854508072137833,0.1273590475320816
during,0.24137552082538605,0.4470829963684082,0.15982748568058014,0.011294117197394371,0.18333040177822113,0.1325719803571701
the,0.42745697498321533,0.48711544275283813,0.24896416068077087,-0.01540423184633255,0.25632116198539734,0.22068053483963013
14th-century,0.20714636147022247,0.34905973076820374,0.30297282338142395,0.012558940798044205,0.20917090773582458,0.09547005593776703
pandemic,0.14410065114498138,0.20366553962230682,0.2128342092037201,0.07406668365001678,0.24028755724430084,0.1620408594608307
were,0.22298263013362885,0.590133786201477,0.23635633289813995,0.007088581565767527,0.18289698660373688,0.17890112102031708
inconsistent,0.4314092993736267,0.15615224838256836,0.0855620801448822,-0.05046018958091736,0.4631160795688629,0.3252195715904236
with,0.2464839518070221,0.27411898970603943,0.1319415122270584,-0.04624466598033905,0.17082859575748444,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,0.24896416068077087,-0.01540423184633255,0.25632116198539734,0.22068053483963013
modern,0.2655639946460724,0.23571695387363434,0.16320237517356873,0.03816800191998482,0.11026854813098907,0.12475407868623734
bubonic,0.24423125386238098,0.2626744210720062,0.2892037630081177,-0.02581542730331421,0.2654639482498169,0.21706949174404144
plague,0.22263506054878235,0.24312011897563934,0.32531851530075073,-0.0006555641302838922,0.24259135127067566,0.11872942000627518
",",0.3087472915649414,0.45456063747406006,0.2918202579021454,-0.0016132977325469255,0.2135465145111084,0.31091248989105225
leading,0.197072371840477,0.27386704087257385,0.2005731463432312,-0.05591977760195732,0.174256831407547,0.1360926628112793
him,0.34912991523742676,0.3675798773765564,0.16643273830413818,0.004161491058766842,0.2744057774543762,0.23943768441677094
to,0.455847829580307,0.3636345863342285,0.2123321294784546,0.03782717138528824,0.28714045882225037,0.29463258385658264
conclude,0.31801578402519226,0.14803056418895721,0.15567098557949066,-0.030360130593180656,0.7147625684738159,0.19442129135131836
that,0.6297725439071655,0.33670201897621155,0.13222114741802216,0.04397977516055107,0.4214214086532593,0.32716336846351624
contemporary,0.20300830900669098,0.23796632885932922,0.15240032970905304,0.08004789799451828,0.18698516488075256,0.09539991617202759
accounts,0.29983872175216675,0.22098946571350098,0.15090280771255493,0.03807443007826805,0.22997957468032837,0.32252734899520874
were,0.22298263013362885,0.590133786201477,0.23635633289813995,0.007088581565767527,0.18289698660373688,0.17890112102031708
exaggerations,0.37591877579689026,0.12648974359035492,0.14563997089862823,-0.0031656415667384863,0.3876505494117737,0.2797716557979584
.,0.3567904531955719,0.40146201848983765,0.2518024444580078,-0.003708066651597619,0.23143324255943298,0.4130953550338745
