,how,many,touchdowns,did,ronnie,hillman,make,?
for,0.3308170735836029,0.40972793102264404,0.2948407232761383,0.318512886762619,0.17340874671936035,0.26300349831581116,0.386745423078537,0.264628142118454
"1,135",0.10462728142738342,-0.0716305822134018,-0.02733243815600872,-0.0747089833021164,-0.03840254992246628,-0.09691862016916275,0.08015762269496918,0.02593619003891945
yards,0.1345205456018448,0.13134367763996124,0.7052563428878784,0.11230118572711945,0.2552225887775421,0.25285258889198303,0.09519078582525253,0.12453813850879669
and,0.33647966384887695,0.5296266674995422,0.2571038007736206,0.34479495882987976,0.27496808767318726,0.3189467489719391,0.4160483181476593,0.20544172823429108
six,0.20644865930080414,0.37673795223236084,0.23866650462150574,0.20388470590114594,0.2040238231420517,0.2873692512512207,0.2014867514371872,0.15298804640769958
scores,0.27888113260269165,0.24976664781570435,0.4423190951347351,0.2180986851453781,0.12801258265972137,0.1755298227071762,0.23614923655986786,0.17722187936306
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.27975547313690186,0.3690451383590698,0.324553906917572,0.31091248989105225
while,0.2918691337108612,0.3748262822628021,0.20673201978206635,0.3330625295639038,0.16396424174308777,0.17872093617916107,0.3550785183906555,0.21076419949531555
adding,0.2682263255119324,0.23661735653877258,0.2189067155122757,0.18380087614059448,0.14685936272144318,0.12408796697854996,0.4206731617450714,0.2800346910953522
another,0.34821072220802307,0.33634573221206665,0.22637447714805603,0.29175329208374023,0.15329229831695557,0.13095517456531525,0.3567006587982178,0.295511931180954
106,0.06698141247034073,0.02140473946928978,0.0020944008138030767,-0.003954707644879818,0.005714524071663618,0.029607057571411133,0.07182575762271881,0.10198672860860825
yards,0.1345205456018448,0.13134367763996124,0.7052563428878784,0.11230118572711945,0.2552225887775421,0.25285258889198303,0.09519078582525253,0.12453813850879669
returning,0.18952171504497528,0.21382789313793182,0.2943836748600006,0.20950084924697876,0.1612986922264099,0.23510365188121796,0.16701935231685638,0.14488300681114197
punts,0.21848756074905396,0.20135372877120972,0.5521944165229797,0.1370622217655182,0.23557890951633453,0.27292269468307495,0.23177482187747955,0.19397130608558655
.,0.3287222981452942,0.3974229395389557,0.208820641040802,0.35288307070732117,0.23394562304019928,0.3146742582321167,0.3547073304653168,0.4130953550338745
,how,many,touchdowns,did,ronnie,hillman,make,?
running,0.2271994650363922,0.24825672805309296,0.23663096129894257,0.23744943737983704,0.19746123254299164,0.2698385417461395,0.2427130788564682,0.15679655969142914
back,0.2557322680950165,0.2512952387332916,0.24519561231136322,0.2601068317890167,0.1601548194885254,0.20888195931911469,0.2743416428565979,0.2397768795490265
ronnie,0.15492485463619232,0.1478099375963211,0.2488495260477066,0.12835943698883057,0.9999999403953552,0.3863174021244049,0.14365920424461365,0.059459373354911804
hillman,0.15265685319900513,0.1502692550420761,0.2935369908809662,0.1415826380252838,0.3863174021244049,1.0000001192092896,0.18008814752101898,0.1580796241760254
also,0.43506327271461487,0.6258217096328735,0.21225224435329437,0.39334940910339355,0.23555134236812592,0.2347145527601242,0.45424434542655945,0.21848613023757935
made,0.2655200958251953,0.3638485074043274,0.1375921219587326,0.3068731725215912,0.11901495605707169,0.147727832198143,0.613452136516571,0.17218779027462006
a,0.29312583804130554,0.2872205972671509,0.2318989634513855,0.2552328109741211,0.14688855409622192,0.20543454587459564,0.34303420782089233,0.23916715383529663
big,0.27570170164108276,0.30177563428878784,0.1356838494539261,0.278171569108963,0.23969408869743347,0.17551089823246002,0.2918734848499298,0.20497842133045197
impact,0.26374930143356323,0.24258242547512054,0.20521113276481628,0.2040126919746399,0.04535586014389992,0.11097212135791779,0.17902345955371857,0.18429921567440033
with,0.3525622487068176,0.35744401812553406,0.2383706271648407,0.25472134351730347,0.11168050020933151,0.24455037713050842,0.39503780007362366,0.2433311939239502
720,0.16015836596488953,0.18707582354545593,-0.028518715873360634,0.12661457061767578,-0.08258683979511261,-0.019921012222766876,0.12165437638759613,0.2733618915081024
yards,0.1345205456018448,0.13134367763996124,0.7052563428878784,0.11230118572711945,0.2552225887775421,0.25285258889198303,0.09519078582525253,0.12453813850879669
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.27975547313690186,0.3690451383590698,0.324553906917572,0.31091248989105225
five,0.20553050935268402,0.41084155440330505,0.27425143122673035,0.1999429613351822,0.21135015785694122,0.26495957374572754,0.1896439492702484,0.18342848122119904
touchdowns,0.15057362616062164,0.1144808754324913,1.0000001192092896,0.20483340322971344,0.2488495260477066,0.2935369908809662,0.14712364971637726,0.1509619653224945
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.27975547313690186,0.3690451383590698,0.324553906917572,0.31091248989105225
24,-0.016954585909843445,-0.047841135412454605,0.04124775901436806,-0.04566230997443199,0.016151143237948418,-0.019688619300723076,-0.13361629843711853,0.016154835000634193
receptions,0.1486419141292572,0.25486627221107483,0.5493815541267395,0.2029949575662613,0.24009062349796295,0.19669929146766663,0.12340492010116577,0.12913717329502106
",",0.22659391164779663,0.40610817074775696,0.23933975398540497,0.3015086054801941,0.27975547313690186,0.3690451383590698,0.324553906917572,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2571038007736206,0.34479495882987976,0.27496808767318726,0.3189467489719391,0.4160483181476593,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.2318989634513855,0.2552328109741211,0.14688855409622192,0.20543454587459564,0.34303420782089233,0.23916715383529663
4.7,0.058311235159635544,0.11058655381202698,0.023115651682019234,0.01390081923455,-0.04280868172645569,0.002795998938381672,0.1138472631573677,0.16533014178276062
yards,0.1345205456018448,0.13134367763996124,0.7052563428878784,0.11230118572711945,0.2552225887775421,0.25285258889198303,0.09519078582525253,0.12453813850879669
per,0.2243444174528122,0.16423305869102478,0.15121707320213318,0.14237605035305023,0.1325008124113083,0.10905449837446213,0.2194211483001709,0.22323818504810333
carry,0.29718565940856934,0.28331053256988525,0.17156711220741272,0.17168502509593964,0.13366228342056274,0.11398641765117645,0.39852941036224365,0.17171701788902283
average,0.2824462950229645,0.212912455201149,0.32852160930633545,0.13524195551872253,0.161017507314682,0.16889451444149017,0.1783449500799179,0.21764592826366425
.,0.3287222981452942,0.3974229395389557,0.208820641040802,0.35288307070732117,0.23394562304019928,0.3146742582321167,0.3547073304653168,0.4130953550338745
