,stephen,eilmann,demonstrates,covert,law,breaking,in,nazi,germany,.,citizen,'s,illegally,had,been,doing,what,?
'',0.0781066045165062,-0.06704243272542953,-0.04517035558819771,-0.03318144753575325,0.02283594384789467,-0.036469925194978714,0.07432962208986282,-0.043161842972040176,-0.04644833132624626,-0.07181349396705627,0.03588468208909035,-0.04859459400177002,0.05734037607908249,0.024004416540265083,-0.031851496547460556,-0.050872549414634705,0.08143015950918198,0.018684765323996544
notes,0.1395217478275299,0.167503222823143,0.19853192567825317,0.12372736632823944,0.14789870381355286,0.08717740327119827,0.1728639006614685,0.06720674782991409,0.11179128289222717,0.27063852548599243,0.028842484578490257,0.03824416920542717,0.13040536642074585,0.2167917788028717,0.15392149984836578,0.16994266211986542,0.19507816433906555,0.23920853435993195
",",0.21708473563194275,0.28460046648979187,0.2621340751647949,0.2722804844379425,0.24953721463680267,0.2721969485282898,0.5201468467712402,0.22584949433803558,0.2898865044116974,0.6812511086463928,0.23887503147125244,-0.0016132977325469255,0.1930791437625885,0.35487717390060425,0.34873589873313904,0.31285786628723145,0.3087472915649414,0.31091248989105225
``,0.0093997186049819,0.0668313279747963,0.026723479852080345,0.028067229315638542,0.005725041963160038,-0.0006185118108987808,0.04765888676047325,0.05080338940024376,2.34745821217075e-05,0.05720457062125206,0.038668449968099594,-0.03416389226913452,-0.0185015220195055,0.0518546998500824,0.006640665698796511,0.05109495297074318,0.008517155423760414,0.0685480609536171
think,0.1972777098417282,0.17495232820510864,0.2557472288608551,0.19596634805202484,0.18741828203201294,0.1742432862520218,0.23837615549564362,0.20824933052062988,0.1682024449110031,0.31119775772094727,0.20649544894695282,0.015562640503048897,0.2068987637758255,0.29853296279907227,0.34138622879981995,0.5127500295639038,0.5781125426292419,0.5312306880950928
of,0.19313211739063263,0.14029642939567566,0.21844397485256195,0.25411495566368103,0.2816956341266632,0.2451951652765274,0.5696388483047485,0.22957292199134827,0.2942050099372864,0.5352458953857422,0.19158314168453217,-0.03817026689648628,0.17653046548366547,0.37755560874938965,0.31685134768486023,0.25269845128059387,0.33290785551071167,0.1826142966747284
the,0.16396762430667877,0.18740171194076538,0.24416570365428925,0.23453065752983093,0.24548950791358948,0.33078882098197937,0.6662389636039734,0.23007801175117493,0.3181285262107849,0.5934505462646484,0.21445687115192413,-0.01540423184633255,0.20481857657432556,0.3875846862792969,0.3563927710056305,0.29305580258369446,0.42745697498321533,0.22068053483963013
dilemma,0.16778521239757538,0.14915017783641815,0.21453024446964264,0.24062280356884003,0.25121891498565674,0.20056459307670593,0.1629856526851654,0.13023574650287628,0.055731792002916336,0.21332892775535583,0.040632911026477814,0.05524894595146179,0.12086912244558334,0.13840290904045105,0.1558903455734253,0.20273490250110626,0.2537820637226105,0.16066309809684753
faced,0.06368713825941086,0.06387422233819962,0.13024969398975372,0.22681766748428345,0.10294729471206665,0.20843438804149628,0.20601411163806915,0.1688310205936432,0.12427906692028046,0.23507075011730194,0.20139746367931366,0.008464785292744637,0.12265195697546005,0.34329235553741455,0.23707616329193115,0.14734773337841034,0.1428881287574768,0.12312540411949158
by,0.2739676833152771,0.16500166058540344,0.20164871215820312,0.1605312079191208,0.1977037936449051,0.20565448701381683,0.370934396982193,0.24318736791610718,0.22670169174671173,0.3936232924461365,0.1757236272096634,-0.010884488001465797,0.3407909572124481,0.37294110655784607,0.39107078313827515,0.2209082692861557,0.2455483376979828,0.17966607213020325
german,0.12325821816921234,0.4992525279521942,0.11982545256614685,0.1413930207490921,0.16336967051029205,0.1726154386997223,0.21098364889621735,0.5414460301399231,0.69117671251297,0.2407633364200592,0.21340428292751312,0.07066776603460312,0.1710088849067688,0.22786232829093933,0.20762403309345245,0.1455877423286438,0.1960553526878357,0.13978645205497742
citizens,0.05033415928483009,0.134909525513649,0.23982954025268555,0.18810179829597473,0.31443318724632263,0.1049133911728859,0.28388577699661255,0.28709474205970764,0.24578574299812317,0.19396132230758667,0.7390900254249573,0.050259269773960114,0.311839759349823,0.2131263017654419,0.19141556322574615,0.20385576784610748,0.1905079185962677,0.14885954558849335
when,0.11960116028785706,0.20308037102222443,0.21989785134792328,0.20681335031986237,0.2062477022409439,0.2976195812225342,0.4431333839893341,0.18140792846679688,0.20363320410251617,0.475719153881073,0.22243233025074005,-0.03368149697780609,0.3285512626171112,0.37526828050613403,0.3339833617210388,0.3315412998199463,0.4700249433517456,0.22841128706932068
hitler,0.11476193368434906,0.3936394155025482,0.21761009097099304,0.21277356147766113,0.1692834347486496,0.10604654252529144,0.2101086527109146,0.6740578413009644,0.5373548269271851,0.1747298538684845,0.23561790585517883,0.08302460610866547,0.19706250727176666,0.28019142150878906,0.17219725251197815,0.18680508434772491,0.23170879483222961,0.22639022767543793
's,-0.04625311493873596,0.050403740257024765,-0.04001734405755997,0.0388294942677021,-0.06109188124537468,-0.049494314938783646,-0.037580832839012146,0.09119178354740143,0.07082316279411316,-0.003708066651597619,0.0021561807952821255,0.9999999403953552,0.06306198984384537,-0.004401352722197771,-0.10734795778989792,-0.003558715106919408,0.02692362666130066,-0.023395681753754616
secret,0.1084006279706955,0.18487350642681122,0.14907309412956238,0.27670353651046753,0.12852288782596588,0.2376483827829361,0.22904783487319946,0.27357590198516846,0.15827861428260803,0.25202471017837524,0.19391058385372162,0.07042068988084793,0.27368414402008057,0.23096877336502075,0.1915043145418167,0.2162373811006546,0.2518046498298645,0.16440534591674805
police,0.1163676530122757,0.10893517732620239,0.22051985561847687,0.3315044343471527,0.3084152638912201,0.1396753191947937,0.2662045955657959,0.2830967307090759,0.17230524122714996,0.24501752853393555,0.209135964512825,0.034479305148124695,0.3496447503566742,0.23275166749954224,0.17422932386398315,0.22891181707382202,0.1865120679140091,0.1765819936990738
demanded,0.1710803359746933,0.12940329313278198,0.32348278164863586,0.1728224754333496,0.2554955780506134,0.19549819827079773,0.2607868015766144,0.23312266170978546,0.17757238447666168,0.22791478037834167,0.271499365568161,-0.021789930760860443,0.2646309435367584,0.40282219648361206,0.18713101744651794,0.18177278339862823,0.18562160432338715,0.12433258444070816
to,0.1423051357269287,0.13999557495117188,0.24126295745372772,0.2928617596626282,0.259207159280777,0.2557200789451599,0.45010748505592346,0.1994142085313797,0.24172882735729218,0.4645031690597534,0.19583012163639069,0.03782717138528824,0.31079837679862976,0.37984350323677063,0.34945759177207947,0.3272162973880768,0.455847829580307,0.29463258385658264
know,0.12341996282339096,0.21547216176986694,0.24785983562469482,0.22087034583091736,0.2050623595714569,0.24807794392108917,0.26705145835876465,0.2330310046672821,0.18893389403820038,0.3386111259460449,0.20475062727928162,0.004634003154933453,0.19564425945281982,0.32313281297683716,0.2962788939476013,0.5046279430389404,0.6545611619949341,0.5287392735481262
if,0.14581432938575745,0.18887518346309662,0.1610797643661499,0.2388729453086853,0.19418910145759583,0.27576765418052673,0.2589588761329651,0.2067420482635498,0.18393580615520477,0.421799898147583,0.16080205142498016,-0.0015437148977071047,0.27127835154533386,0.2436254769563675,0.30252891778945923,0.4117172658443451,0.5277165174484253,0.4441644251346588
they,0.09146789461374283,0.19609493017196655,0.1865585893392563,0.20908349752426147,0.21479126811027527,0.24409666657447815,0.4330179989337921,0.2261803150177002,0.2378477156162262,0.4510921239852905,0.20707197487354279,0.03738465905189514,0.37403184175491333,0.4949169158935547,0.410590261220932,0.3415575325489044,0.4431931674480438,0.2753053903579712
were,0.12670892477035522,0.12956055998802185,0.16888394951820374,0.15210910141468048,0.15560519695281982,0.19297891855239868,0.3815755248069763,0.2790696620941162,0.24375580251216888,0.3378238379955292,0.19405344128608704,0.007088581565767527,0.27831611037254333,0.6150832772254944,0.5062422156333923,0.2004420906305313,0.22298263013362885,0.17890112102031708
hiding,0.12082260847091675,0.20371779799461365,0.17618383467197418,0.26117223501205444,0.19837281107902527,0.28417855501174927,0.21825404465198517,0.21669773757457733,0.16844996809959412,0.2626635432243347,0.1507960706949234,0.03114449791610241,0.24016344547271729,0.212096706032753,0.19041955471038818,0.35987070202827454,0.28701403737068176,0.24915523827075958
a,0.18099015951156616,0.1972268670797348,0.23824873566627502,0.24781715869903564,0.2212858349084854,0.22045902907848358,0.539380669593811,0.1947121024131775,0.2606942057609558,0.50484299659729,0.24434110522270203,0.04866964742541313,0.1874547153711319,0.34897568821907043,0.3315402865409851,0.3023574650287628,0.3320399522781372,0.23916715383529663
jew,0.16115716099739075,0.25957831740379333,0.09970761090517044,0.1916591227054596,0.27102747559547424,0.12713143229484558,0.16783171892166138,0.3403344452381134,0.19729101657867432,0.22548016905784607,0.39403626322746277,-0.005519288592040539,0.25489819049835205,0.1885117143392563,0.13686500489711761,0.19007988274097443,0.20799759030342102,0.22572754323482513
in,0.2111956924200058,0.20570769906044006,0.23733673989772797,0.24850468337535858,0.24850773811340332,0.20728740096092224,1.0,0.2028401643037796,0.3642844259738922,0.5591574311256409,0.29731956124305725,-0.037580832839012146,0.22763296961784363,0.385026752948761,0.3515113592147827,0.27240219712257385,0.30808621644973755,0.20430970191955566
their,0.13138161599636078,0.11835513263940811,0.18437805771827698,0.2213989794254303,0.17199353873729706,0.26584592461586,0.34976133704185486,0.20303048193454742,0.19817201793193817,0.34427863359451294,0.12729498744010925,-0.005530759692192078,0.2676125168800354,0.4145275354385376,0.25529929995536804,0.3086331784725189,0.35142919421195984,0.1898253709077835
house,0.1911158710718155,0.1946030706167221,0.08086416870355606,0.131809800863266,0.17060227692127228,0.20907725393772125,0.20026938617229462,0.1646057367324829,0.1347222924232483,0.2607949376106262,0.19415678083896637,0.0011872146278619766,0.16662198305130005,0.21750010550022125,0.17722159624099731,0.15143299102783203,0.200801283121109,0.13736455142498016
.,0.23956622183322906,0.25016945600509644,0.147264763712883,0.2371416538953781,0.24482665956020355,0.22815458476543427,0.5591574311256409,0.22763222455978394,0.28498756885528564,1.0000001192092896,0.2653892934322357,-0.003708066651597619,0.18533340096473694,0.37348684668540955,0.33645182847976685,0.3253456652164459,0.3567904531955719,0.4130953550338745
'',0.0781066045165062,-0.06704243272542953,-0.04517035558819771,-0.03318144753575325,0.02283594384789467,-0.036469925194978714,0.07432962208986282,-0.043161842972040176,-0.04644833132624626,-0.07181349396705627,0.03588468208909035,-0.04859459400177002,0.05734037607908249,0.024004416540265083,-0.031851496547460556,-0.050872549414634705,0.08143015950918198,0.018684765323996544
